,TradeRestrictions,,,,,,,,,
,,,,,,,,,,
CUSIP,,ISIN,Sedol,,Symbol,Restriction,Effective Date,Product Type,Prohibition Reason,Restriction Reason
Q9866B101,,AU0000038531,null,,XREFF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information - Upgraded - SRG ,null
78663T308,,CA78663T3082,BQ7JSL8,,SGGDF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
F90676101,,FR0000131708,null,,TNHPF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
K94545116,,DK0060228559,B07J3X3,,TDCAF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
75890F101,,CA75890F1018,null,,RGVNF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
G5485F169,,BMG5485F1692,B01DLN7,,LFUGF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
312084106,,US3120841065,BMJJHM2,,FAVO,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - Limited Information - Upgraded - ,null
64112W100,,US64112W1009,BD079S2,,NTNTY,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
Q3541Y107,,AU000000EVS3,null,,EVSSF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information - Upgraded - SRG ,null
204914402,,US2049144023,2212159,,CMPD,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - Limited Information - Upgraded - ,null
29267S105,,CA29267S1056,B01FKG9,,ENMFF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
Q8700L184,,AU000000SIX0,null,,SPTXF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information - Upgraded - SRG ,null
35968K101,,US35968K1016,BDVK623,,FAGI,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - Limited Information - Upgraded - ,null
03834T102,,US03834T1025,BYZ64N1,,SWRM,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - Limited Information - Upgraded - ,null
W5938J406,,SE0014186656,null,,NTABF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
90933X100,,US90933X1000,B6611D8,,UAPC,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - Limited Information - Upgraded - ,null
927345108,,US9273451081,B016XP2,,VINS,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - Limited Information,null
X01416118,,FI0009000285,B081VM3,,AGPDF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
T1R19R172,,IT0005412025,null,,BPCVF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
74837J300,,US74837J3005,BYMTDT2,,QSMG,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - Limited Information,null
02563X201,,US02563X2018,BDH3SH5,,AEPT,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - Limited Information - Upgraded - ,null
65444P101,,US65444P1012,BDCRYZ2,,JMKJ,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - Limited Information,null
816110209,,US8161102095,2794226,,SGPBY,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
R1883W100,,NO0003089005,B01TWS7,,FOEAF,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - No Information,null
29278K109,,US29278K1097,BF2BG29,,ENKS,No Buys or Sells to Open,2021-06-17T06:45:11,O,Pink - Limited Information - Upgraded - ,null
834256208,,US8342562084,2820604,,SODI,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information,null
Q9866B101,,AU0000038531,null,,XREFF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information - Upgraded - SRG ,null
78663T308,,CA78663T3082,BQ7JSL8,,SGGDF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information,null
F90676101,,FR0000131708,null,,TNHPF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information,null
K94545116,,DK0060228559,B07J3X3,,TDCAF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information,null
75890F101,,CA75890F1018,null,,RGVNF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information,null
G5485F169,,BMG5485F1692,B01DLN7,,LFUGF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information,null
312084106,,US3120841065,BMJJHM2,,FAVO,No Trading Permitted,2021-06-17T06:45:11,E,Pink - Limited Information - Upgraded - ,null
64112W100,,US64112W1009,BD079S2,,NTNTY,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information,null
Q3541Y107,,AU000000EVS3,null,,EVSSF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information - Upgraded - SRG ,null
204914402,,US2049144023,2212159,,CMPD,No Trading Permitted,2021-06-17T06:45:11,E,Pink - Limited Information - Upgraded - ,null
29267S105,,CA29267S1056,B01FKG9,,ENMFF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information,null
Q8700L184,,AU000000SIX0,null,,SPTXF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information - Upgraded - SRG ,null
35968K101,,US35968K1016,BDVK623,,FAGI,No Trading Permitted,2021-06-17T06:45:11,E,Pink - Limited Information - Upgraded - ,null
03834T102,,US03834T1025,BYZ64N1,,SWRM,No Trading Permitted,2021-06-17T06:45:11,E,Pink - Limited Information - Upgraded - ,null
W5938J406,,SE0014186656,null,,NTABF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information,null
90933X100,,US90933X1000,B6611D8,,UAPC,No Trading Permitted,2021-06-17T06:45:11,E,Pink - Limited Information - Upgraded - ,null
927345108,,US9273451081,B016XP2,,VINS,No Trading Permitted,2021-06-17T06:45:11,E,Pink - Limited Information,null
X01416118,,FI0009000285,B081VM3,,AGPDF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information,null
T1R19R172,,IT0005412025,null,,BPCVF,No Trading Permitted,2021-06-17T06:45:11,E,Pink - No Information,null
