,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,RevAllTimeUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
618,2020-07-20,35185.0,9299.0,981027.0,5413348.0,815.0,282194.0,2490713.0,104.0,93130.0,18293937.0,6287358.0,3482026.0,1352856.0,17498.0,7.0,122549.0,184.0,432235.0,1893.0,0.0,553898.0,3327.0,1645902.0,25507.0,21.0,4048454.0,152946.0,263.0,1614335864.0,149.0,1159833.43624161,1105898917.1039565,1.85565231,1.00452772,3126751551.7272663,1692616979.9352505,1684987828.344856,291980851860.1218,308914081081.5893,0.0,8.636454662956863e-07,0.00014623749315762502,4.8e-07,8.127640270808496e-05,0.60221912,101.97125774089281,2288074.1371803046,931.25,1.840695,0.005043,157684.68754563358,931.25,157684.68754563358,0.441307120999,124.79089937,97.34990231499712,67.55355893,52.69945082473788,0.0184708540450112,169.325838975177,-4.201599166990552,-2.0012062775619186,172.916833966139,0.0187568924748102,0.7224188396551942,151.270992058562,172.916833966139,136279003.7339406,931.8522191199997,157786.65880337445,0.033232608654999996,16342736.39339821,4443265.7874769,178621.21371152,6531188.17421646,10351472.94067439,1061203.73750865,12036095.83355272,13299872.55061031,13847495.45687362,348353.32445252,2422198.58245163,16460381.07339821,35.368941,12450575.97734712,18339627.08659785,18460274.94520171,8149126.75893955,17921985.55321633,18439550.93258649,4981105.27096859,16887717.78716589,18461412.87582997,18451056.46564895,18387707.23980207,18101503.608045,17261645.66327887,13446319.65383618,1071979.40668366,5961943.11096254,9448255.45851501,0.0,18455643.82450389,18410614.52728634,18198244.83277313,10542494.812322,14076466.05597777,2072040.81556688,17497253.59292648,6562762.85638698,4903128.77159116,17692115.21822244,16366453.0473102,18465885.48240204,20531512.5,9996211.97910253,697299.0,8.07059028,173558.0,147974.61654898,25055926.09418615,1.85029184,313.302218156924,0.00046792,0.07923094657326481,8.188870472231885,0.07144926524749201,0.05044823867761187
619,2020-07-21,32027.0,9309.0,980976.0,5412952.0,815.0,282192.0,2490619.0,105.0,93147.0,18295730.0,6286847.0,3481896.0,1352802.0,17497.0,7.0,122566.0,185.0,432222.0,1889.0,0.0,565769.0,3442.0,1673693.0,26242.0,24.0,4094356.0,155792.0,275.0,1614335864.0,146.0,1093266.51369863,1168031917.2161105,1.96006108,1.06134614,3303899256.425175,1789016045.544368,1685610354.2588785,317456062517.5682,291949274594.5657,0.0,9.045526112525144e-07,0.00016183372464260323,4.8e-07,8.58769151314344e-05,0.57129372,102.21029647408635,2118880.0651075137,912.5,1.803465,0.004941,163255.59386965394,912.5,163255.59386965394,0.44157732315,86.2271589,102.28621973366064,46.69082162,55.38724814334341,0.019056166910054143,178.910239857155,6.30829617951901,5.013742873018549,169.325838975177,0.0184708540450112,0.71638576320871,148.095793530317,169.325838975177,136442361.53810674,913.07129372,163357.80416612801,0.033231795277,16342860.035267903,4436838.93164545,290837.77251741,6528591.75723361,10352349.69774051,1066108.16534353,12024572.78739349,13299011.95652344,13847479.34211498,457199.72100646,2422821.4517695,16460749.355267901,35.353134000000004,12451942.75096491,18340542.1952154,18461187.56124804,8154519.2202232,17922911.36532825,18440464.53572595,5007339.45178362,16888774.324861802,18462325.42243546,18451969.79196439,18388624.10746028,18102421.77425074,17262717.15989987,13446294.94618967,1071746.30958367,5976748.11937503,9445770.46421856,0.0,18456821.77795992,18413130.51581787,18205997.98461576,10608721.41478759,14119065.42668743,2246041.75602002,17514555.35860789,6639709.7711833,4909362.95240619,17692115.21822244,16366453.0473102,18466797.98240204,20531740.625,9999517.33882169,631576.0,7.30990741,173791.0,214164.51868522,38316225.406864874,2.34944787,420.34028195358195,0.00522633,0.935043953872645,8.162183941195288,0.07039519328333517,0.05138527224209012
620,2020-07-22,36244.0,9312.0,981025.0,5412917.0,812.0,282247.0,2490618.0,105.0,93185.0,18298330.0,6286900.0,3481931.0,1352862.0,17529.0,7.0,122617.0,184.0,432251.0,1887.0,0.0,572233.0,3512.0,1687925.0,26737.0,24.0,4119033.0,157474.0,280.0,1614335864.0,147.0,1185145.2585033998,1201646562.3362842,2.01561978,1.09150266,3399798367.4194384,1841065956.112887,1686726037.5217793,297370722565.536,284897762744.4973,0.0,1.018511550997237e-06,0.000187502004630751,4.8e-07,8.836518558345216e-05,0.68309329,125.75346946179356,2081864.65662736,918.75,1.815875,0.004975,169136.4880308264,918.75,169136.4880308264,0.44117551676000005,138.92713306,105.81294273339772,75.23211303,57.30056003089098,0.019314779606067586,184.094136632192,8.39157301092,3.8070682049350535,178.910239857155,0.0190561669100542,0.729499716546067,155.352126105107,178.910239857155,136611623.77960703,919.43309329,169262.2415002882,0.033231752188,16319283.70181159,4422279.82460437,334792.60994363,6527348.36817261,10351345.91051681,1070022.70483906,12015181.49184832,13298010.72204846,13847503.81385442,487570.77123654,2423458.19734883,16461109.21181159,35.344642,12449873.66120214,18341459.60103464,18462106.13196749,8147504.47279822,17923830.82054388,18441382.17861242,5014633.60649944,16889505.59972105,18463244.14488843,18452887.99853358,18389543.61652747,18103317.95034777,17263588.35751115,13447071.97859539,1079445.97098366,5971676.72259112,9441861.31709008,0.0,18457875.84016993,18414830.84382951,18210443.82518465,10645667.97337587,14145276.85183885,2255430.84357023,17524413.4715258,6668889.02022578,4916676.07712201,17692115.21822244,16366453.0473102,18467716.73240204,20531970.3125,10000676.77218431,670678.0,7.76247685,195282.0,132930.956871,24471809.736857887,1.63323474,300.66893937800256,0.00096702,0.1780227120060623,8.148749824516992,0.07038053015851924,0.051129449434578325
621,2020-07-23,29704.0,9285.0,981039.0,5412786.0,814.0,282234.0,2490622.0,107.0,93187.0,18300990.0,6286780.0,3481913.0,1352899.0,17506.0,7.0,122616.0,184.0,432255.0,1892.0,0.0,572842.0,3517.0,1689537.0,26759.0,24.0,4121786.0,157631.0,280.0,1614335864.0,143.0,1034659.18881119,1205379658.1890068,2.02008885,1.0940981,3410466354.5873733,1847138940.4735494,1688275424.3204458,298375519786.24963,289894663383.7282,0.0,1.0112117934466109e-06,0.00018673325761013517,4.8e-07,8.863817079047664e-05,0.56841125,104.96444470151732,2060736.0889824068,893.75,1.7662349999999998,0.004839,165042.42738330935,893.75,165042.42738330935,0.441452143411,101.56195793,105.3919770184588,55.0068606,57.081740388478934,0.01921736413607024,184.662855813493,10.39513805839699,3.849922009923929,184.094136632192,0.0193147796060676,0.696800587929544,159.020741879623,184.094136632192,136776771.17143503,894.3184112500003,165147.39182801094,0.033234530443,16319884.64923169,4416465.562811099,348982.8768166,6527461.37212577,10351794.26608344,1068886.54310359,12010002.51493376,13296780.82266577,13847769.32338883,486527.72500914,2420757.05771301,16461871.87923169,35.343543,12449018.99664753,18342349.12281345,18462999.76413468,8153007.68327301,17924679.10036107,18442276.22358946,5048392.80504582,16890404.96597821,18464137.83002189,18453781.83322516,18390437.48129135,18104186.86958402,17264476.55649345,13446729.83701329,1076067.77667318,5972201.22772338,9452171.23296555,0.0,18458784.69433513,18415810.77967423,18211650.18626822,10654806.83885842,14147505.34985477,2249280.98552969,17526166.18771092,6668434.48394843,4912237.33423615,17692115.21822244,16366453.0473102,18468610.48240204,20532193.75,10002763.86031382,562109.0,6.505891200000001,154275.0,181845.75070855,33580155.64338937,3.13267451,578.4886213507349,0.00479849,0.886102866992488,8.158030823533876,0.07037477447144079,0.05112990199059839
622,2020-07-24,28999.0,9285.0,981052.0,5412797.0,812.0,282229.0,2490559.0,107.0,93191.0,18303527.0,6286946.0,3481852.0,1352894.0,17500.0,7.0,122619.0,183.0,432233.0,1892.0,0.0,566827.0,3454.0,1675925.0,26306.0,24.0,4098067.0,156054.0,273.0,1614335864.0,147.0,1314474.11564626,1173336129.1472363,1.96701809,1.0654541000000002,3320274415.791341,1798458288.5213344,1687973501.5392478,310177887563.87085,290561394690.1573,0.0,9.087675737291681e-07,0.00016336949832268725,4.8e-07,8.628978570736272e-05,0.67903931,122.07115947244881,2123251.1352793165,918.75,1.81551,0.004974,165164.04295549894,918.75,165164.04295549894,0.441372227524,133.36854574,102.1683437465995,72.24034416,55.34094711423689,0.01882786870700401,179.770386890339,11.452430414385118,4.059822404332647,184.662855813493,0.0192173641360702,0.670955227716656,159.38591992834,184.662855813493,136942057.28555,919.42903931,165286.11411497142,0.033234509707,16318822.0307819,4408871.5101392,333199.00903683,6526859.89858262,10351576.92939492,968008.33395309,12002209.49270733,13266846.66264016,13848204.78393948,478400.45067949,2414792.8615074,16462766.4107819,35.338529,12450277.43948877,18343270.64869075,18463918.19892874,8151937.25863349,17925598.18973003,18443193.92501628,5059671.53016289,16891410.387302402,18465056.48073619,18454699.75864375,18391357.63500808,18105083.46844277,17265465.44560253,13446915.12689,1075953.12107318,5975866.48623752,9452641.82822749,0.0,18459572.813026503,18415983.49973105,18209260.83854973,10619318.72965607,14123468.50291304,2258440.06656879,17518451.14607409,6637817.57036788,4922960.94604657,17692115.21822244,16366453.0473102,18469529.23240204,20532423.4375,10004196.57336781,747209.0,8.64825231,184028.0,138484.89634503,24895483.39441454,1.78876126,321.56630376465034,0.00099837,0.17947736115970775,8.168121653718824,0.07031505404042084,0.0510901865407906
623,2020-07-25,25742.0,9285.0,981060.0,5412834.0,814.0,282222.0,2490530.0,107.0,93186.0,18306528.0,6287093.0,3481874.0,1352956.0,17492.0,7.0,122624.0,182.0,432246.0,1896.0,0.0,579850.0,3593.0,1704295.0,27162.0,27.0,4155808.0,159298.0,282.0,1614335864.0,148.0,1206429.75675676,1241174021.9456978,2.08074402,1.12711787,3513953842.144577,1903473050.0453234,1688796799.9210882,341336585455.7778,305918275663.7175,0.0,1.1093362645045281e-06,0.00021104821678113398,4.8e-07,9.131869866364656e-05,0.68577282,130.4664197943732,2250677.435245464,925.0,1.82792,0.005007999999999999,175978.74221640223,925.0,175978.74221640223,0.441633690237,114.60673187,107.96904667815384,62.081300799999994,58.486251112009505,0.019608164346792384,190.24728888259702,17.033143048533876,10.281872180135403,179.770386890339,0.018827868707003998,0.6422491886832329,154.57512555161998,179.770386890339,137118166.4941862,925.6857728200006,176109.20863619677,0.033237171618,16319160.98865764,4395745.68545234,216452.18275524,6524003.72817736,10350579.60218496,984170.2572408001,11993690.50020924,13266536.11984546,13848159.58020766,494487.99069322,2412241.32792442,16463165.85865764,35.321296000000004,12451536.714854,18344189.71511857,18464842.96064162,8157174.86301052,17926479.62368379,18444117.57288284,5061918.70318253,16892178.50670324,18465981.42094622,18455624.23104809,18392285.84052596,18105996.79891155,17266376.70316021,13447849.838475099,1076687.90137314,5964705.15461996,9457999.80756918,0.0,18460808.62219402,18418442.41518199,18217209.56836295,10696934.12747186,14171086.81020143,2420295.60748748,17536886.41927661,6685282.8052733,4925208.11906621,17692115.21822244,16366453.0473102,18470454.23240204,20532654.6875,10005257.16411113,618183.0,7.15489583,152221.0,161163.78096752,30660972.39513937,3.18340548,605.6342619840024,0.00537388,1.0223661007804103,8.180448258786832,0.0701297763339488,0.052072911574615285
624,2020-07-26,30356.0,9306.0,981016.0,5412590.0,813.0,282217.0,2490360.0,107.0,93193.0,18308581.0,6286917.0,3481673.0,1352874.0,17503.0,7.0,122621.0,182.0,432221.0,1896.0,0.0,580195.0,3600.0,1704905.0,27191.0,27.0,4157382.0,159381.0,283.0,1614335864.0,145.0,1087780.20689655,1242915151.4296694,2.08270257,1.12847645,3518578688.160055,1906481139.7865462,1689429272.236867,334171947512.6035,313389354048.6314,0.0,1.018823647187356e-06,0.00019407401936648015,4.8e-07,9.143440040195665e-05,0.61574441,117.29212693584694,2258907.0468778745,906.25,1.7906900000000001,0.004906000000000001,172630.0528422359,906.25,172630.0528422359,0.441170152692,121.351445,107.83606828560329,65.75218623,58.42962764784762,0.019175571375743463,190.488334170743,27.137627371610023,13.418250251377131,190.24728888259702,0.0196081643467924,0.622940235682201,163.356243377624,190.24728888259702,137290913.83915538,906.8657444100003,172747.3449691717,0.033235965977,16319242.26742088,4384839.17859013,219325.19494359998,6524888.55467438,10350486.09317238,993603.49925305,11985459.75387165,13265726.82047445,13848347.08585619,515942.81880427,2415179.29559137,16463490.25742088,35.324353,12454555.4923679,18345104.97257867,18465749.10325541,8149012.92445471,17927405.60576045,18445024.19259227,5056948.9544855,16893298.60328812,18466887.68024479,18456530.54139624,18393196.35604828,18106888.60499618,17267354.21304755,13449125.00510987,1073793.00746862,5959587.11212187,9453011.07814184,0.0,18461724.02111839,18419388.70240775,18218311.9604475,10696282.42724359,14173367.83916014,2417385.03312346,17538332.94769383,6683627.5125506,4920238.37036918,17692115.21822244,16366453.0473102,18471360.48240204,20532881.25,10008387.90514953,604368.0,6.995,165768.0,152213.76624394,28994946.769663,2.24065503,426.81864411599616,0.00919398,1.7513459345991274,8.189046120060691,0.07012561878227642,0.05176588338208503
625,2020-07-27,29242.0,9272.0,981215.0,5412587.0,818.0,282229.0,2490553.0,106.0,93175.0,18309020.0,6286945.0,3481848.0,1353091.0,17479.0,7.0,122598.0,181.0,432249.0,1896.0,0.0,626319.0,4270.0,1805725.0,66129.0,39.0,4297929.0,177415.0,314.0,1614335864.0,113.0,1342387.39823009,1354095704.5339465,2.26166046,1.22552316,3832131106.9454236,2076512149.5464892,1694388334.7673008,274425660490.4566,300422138899.70856,0.0,1.0907509256200192e-06,0.00022628223536384168,4.8e-07,9.957862095134448e-05,0.66815475,138.61235122310487,1687549.404597845,706.25,1.3953950000000002,0.0038229999999999996,146515.4188476813,706.25,146515.4188476813,0.441682705785,102.7946061,116.68523582186613,55.70118624,63.22863834503403,0.01878018412035283,207.45546031530102,41.172068619785115,33.75199066545436,190.488334170743,0.0191755713757435,0.612423966001556,163.29602437288798,190.488334170743,137437567.8703543,706.9181547500001,146654.03119890444,0.033243881756,16320082.41364713,4384497.40989952,276933.10957158,6527163.48114398,10350673.81133768,1040287.96611735,11975197.31311067,13264937.95504593,13848706.41663221,560405.68533829,2437462.22168155,16464340.81364713,35.335318,12453308.37609894,18345811.22018242,18466455.32023538,8158792.41580779,17927982.30252901,18445732.48651904,5041788.14477235,16893691.45974498,18467593.96279112,18457238.70969571,18393905.32111062,18107494.35393388,17267660.34335639,13448775.0182324,1072971.15346861,5945174.08361359,9455844.88581006,0.0,18463136.75624655,18425139.106482897,18242058.48655372,11038737.67559023,16121750.65380347,3018360.03083013,17629147.38982235,6830533.29039919,4923811.64539492,17692115.21822244,16366453.0473102,18472066.73240204,20533057.8125,10009435.98394809,612564.0,7.08986111,120365.0,179698.79386124,37279495.99858793,4.38257984,909.190118075758,0.00918949,1.906409878012856,8.195200737912065,0.07041906669168246,0.051316605185282006
626,2020-07-28,31095.0,9291.0,981094.0,5411982.0,821.0,282209.0,2490349.0,106.0,93191.0,18311016.0,6286230.0,3481615.0,1352988.0,17522.0,7.0,122600.0,182.0,432173.0,1907.0,0.0,638656.0,4419.0,1832055.0,66922.0,40.0,4348253.0,180284.0,317.0,1614335864.0,151.0,1166531.36423841,1420611605.5215898,2.3622485,1.28023209,4018851798.9626284,2178036320.4066453,1701282402.2863293,280935149115.3588,273543574224.3661,0.0,1.061691567241463e-06,0.0002309737803167748,4.8e-07,0.00010442525680044048,0.72398022,157.50379248320706,2053286.6493520231,943.75,1.864785,0.005109000000000001,205315.28355294938,943.75,205315.28355294938,0.44079525147200005,66.39381455,122.26303499076526,35.982451399999995,66.26162751446903,0.019877598116410742,217.55261833425098,49.22451511473941,35.56065868560611,207.45546031530102,0.0187801841203528,0.6418122255052839,176.163045688806,207.45546031530102,137643040.65769973,944.4739802199997,205472.78734543244,0.033239713486,16321126.97413001,4270703.6215224,385505.21433825,6529967.85972459,10347177.271755699,1109832.54444097,11957635.95750739,13265508.77640585,13849173.68405964,636909.27354385,2443404.1443733997,16465686.23413001,35.348694,12453691.20649929,18346755.77584097,18467399.30795518,8142815.30103345,17928994.27233441,18446678.37494341,5032766.58558744,16894928.35122126,18468537.83859512,18458184.42534346,18394854.11158514,18108437.16233158,17268722.05185708,13451316.15577759,1067300.56782581,5941658.46853209,9450914.37320556,0.0,18464320.20404466,18427332.7269145,18248856.51827679,11099693.71975106,16159302.65413052,3056612.1993262996,17643710.87186996,6826310.43882416,4914790.08621001,17692115.21822244,16366453.0473102,18473010.48240204,20533293.75,10011538.06873645,681912.0,7.8925,186256.0,278233.90788163,60530515.169019386,8.36753288,1820.3786870419358,8.549e-05,0.01859857334139512,8.262223995593189,0.07047709419585257,0.05159465999217723
627,2020-07-29,26955.0,9300.0,981243.0,5412048.0,816.0,282199.0,2490491.0,105.0,93236.0,18313807.0,6286363.0,3481786.0,1353133.0,17556.0,7.0,122635.0,181.0,432179.0,1910.0,0.0,633727.0,4379.0,1821579.0,66647.0,39.0,4328535.0,179097.0,314.0,1614335864.0,146.0,1085656.33561644,1396100535.1345985,2.30364158,1.24860083,3938227564.857998,2134565661.2317488,1709566109.327731,274914612564.8124,283837648822.7197,0.0,1.0306513007081571e-06,0.00021971182656071984,4.8e-07,0.00010232527400555664,0.61350034,130.78456331875452,2060008.323886559,912.5,1.8027349999999998,0.004939,194524.60943764675,912.5,194524.60943764675,0.43966290450199996,58.12694633,119.62251159792037,31.50548859,64.83737471300445,0.019177945350807014,213.177654178243,45.87615462589436,33.54581264327345,217.55261833425098,0.0198775981164107,0.684094306364384,185.547823992164,217.55261833425098,137837696.0517007,913.11350034,194655.3940009655,0.033248444396,16321962.54843131,4305373.49283772,450979.15148519,6549000.36552276,10347440.81764122,1144559.87174555,11929178.75431473,13265336.1763157,13849603.389932198,746018.1339876,2473229.13151959,16466542.50843131,35.449971000000005,12451478.212917099,18347667.08378487,18468311.64967043,8122298.63598675,17929763.87829117,18447590.47998565,5020282.77217673,16896022.33859554,18469450.29716336,18459097.12156208,18395765.41056802,18109236.30666202,17269683.54869757,13451931.42420119,1058153.36521828,5928256.01322819,9441885.63751718,0.0,18465140.52352182,18427751.26788108,18247411.21170729,11072464.51197685,16145676.48434318,2996845.33786178,17638963.0657067,6805864.47906473,4922306.2727993,17692115.21822244,16366453.0473102,18473922.98240204,20533521.875,10013083.54508389,595255.0,6.88952546,171267.0,317820.29074753,67752184.03180559,5.26018485,1121.353866866933,0.001,0.21317765417824303,8.287535739228645,0.07022527385492214,0.051821542092955884
628,2020-07-30,23605.0,9310.0,981202.0,5411960.0,820.0,282102.0,2490399.0,105.0,93218.0,18316659.0,6286322.0,3481746.0,1353112.0,17546.0,7.0,122584.0,180.0,432100.0,1913.0,0.0,636670.0,4419.0,1827688.0,66796.0,39.0,4340051.0,179679.0,318.0,1614335865.0,147.0,1101906.08843537,1413451228.241136,2.33027278,1.26339887,3986993359.738027,2161619429.638475,1710955643.8464303,264677124944.62726,272640511427.4654,0.0,9.144797428772249e-07,0.00019735079278497235,4.8e-07,0.00010358718306732864,0.60176425,129.86471568359107,1992295.9002478546,918.75,1.815145,0.004973,198272.34258980872,918.75,198272.34258980872,0.440095291558,90.01608989,121.62287891821106,48.80382567,65.9405875787092,0.0193802477790766,215.806631390268,45.91955940570508,36.61607154913751,213.177654178243,0.019177945350807,0.670315289997661,181.106478855997,213.177654178243,138036098.2590062,919.3517642500008,198402.20730549245,0.033253913485,16322598.34748193,4298709.98757435,375633.91582323,6549619.06932799,10348291.92227328,1151891.5979356002,11910802.11806117,13263588.182071902,13849900.48126027,748851.42429493,2464730.86247843,16467229.79748193,35.451557,12454791.15587068,18348582.97555523,18469230.24032439,8130690.85871622,17930593.11871661,18448508.21900027,5010369.38919203,16897429.82796046,18470368.97142985,18460015.62848535,18396685.32641018,18110083.49472023,17270667.67825037,13453155.52255381,1049953.36780532,5908746.71405421,9445103.10036048,0.0,18466112.96691321,18428956.56308536,18249698.30834527,11093075.86380655,16154592.97005579,2987582.69528805,17642876.98141693,6821119.24291586,4912392.889814599,17692115.21822244,16366453.0473102,18474841.73240204,20533751.5625,10016464.34918568,658040.0,7.6162037,139081.0,205239.32726778,44292007.84646439,4.28750748,925.2725463193768,0.00554605,1.1968743680219958,8.302335592420226,0.07021097928110309,0.05168327658912072
629,2020-07-31,35938.0,9337.0,981280.0,5412000.0,826.0,282130.0,2490515.0,105.0,93225.0,18329606.0,6286439.0,3481837.0,1353221.0,17552.0,7.0,122608.0,183.0,432143.0,1924.0,0.0,654307.0,4629.0,1864612.0,67936.0,39.0,4410338.0,184000.0,324.0,1614335865.0,152.0,1147852.09210526,1507768860.9807367,2.47538375,1.34227247,4252942592.126785,2306150609.1669173,1718094249.228553,279116724678.5901,281583757875.0034,0.0,9.518249413630472e-07,0.00021910058805610892,4.8e-07,0.00011049120242250383,0.65413598,150.57556453754776,2127635.888148196,950.0,1.87683,0.005142,218680.50479453887,950.0,218680.50479453887,0.439406051646,99.93715125,128.82389576552643,54.19074376,69.85513853722927,0.020302169571406032,230.19000504688302,57.9731631558922,45.15502416193514,215.806631390268,0.0193802477790766,0.6423503058516921,182.075205173189,215.806631390268,138254929.33936527,950.6541359799998,218831.0803590763,0.03325781979,16323073.07917465,4277734.84445743,351881.14858059,6550105.68627273,10347278.5261313,1174318.59247995,11870467.46891576,13264154.82472151,13850767.40740791,643172.96512533,2473214.32006148,16467961.01917465,35.452368,12458215.1908401,18349529.40598266,18470180.02004755,8118374.69617692,17931479.1863511,18449458.65171543,4981276.36759431,16898080.89523965,18471318.87367044,18460965.80874992,18397634.77524956,18110989.90412358,17271565.15201452,13453954.86494247,1041753.36777167,5911225.7927463,9442717.30685251,0.0,18467377.95709722,18431557.83527255,18258516.8851303,11178679.61409719,16206332.12931973,2979444.10386496,17663059.91812323,6820555.43487474,4883299.86821688,17692115.21822244,16366453.0473102,18475791.73240204,20533989.0625,10018465.43553106,687244.0,7.95421296,199864.0,184874.10838628,42556171.94247579,8.89978644,2048.6418855397815,0.00040754,0.09381163465680668,8.384751262957115,0.0703827979512541,0.05259737502198057
630,2020-08-01,41342.0,9348.0,981251.0,5411922.0,827.0,282064.0,2490433.0,105.0,93184.0,18332708.0,6286427.0,3481737.0,1353196.0,17557.0,7.0,122540.0,181.0,432063.0,1931.0,0.0,673053.0,4890.0,1906105.0,69075.0,41.0,4470875.0,188617.0,346.0,1614335865.0,144.0,910397.55555556,1616039868.1805358,2.62788866,1.42523134,4558687124.866665,2472396899.468947,1734733740.084755,358714888568.4567,301892478165.10425,0.0,9.237882696103464e-07,0.00022792292861553639,4.8e-07,0.00011842865874623376,0.49925398,123.17912338566461,2161030.5343791945,900.0,1.7779150000000001,0.004871,222053.7351491883,900.0,222053.7351491883,0.439021767332,80.84966525,136.9649409082073,43.84869069,74.28336541641043,0.020913299839046624,246.72637238798697,66.38052481029429,59.567397514430006,230.19000504688302,0.0203021695714061,0.6649431225858721,195.51117134134,230.19000504688302,138477106.25363785,900.4992539800003,222176.914272574,0.033258697726,16323948.26800701,4270091.38227709,537769.17385281,6549927.56769126,10347058.43642656,1344905.72745417,11858255.35093673,13264578.7053722,13851733.75307531,814482.27079555,2482419.23190947,16468968.89800701,35.449677,12461299.72307865,18350427.76165708,18471079.83412394,8111669.85881376,17932364.81764974,18450357.85772703,4982728.57780281,16899281.98722656,18472218.82422774,18461865.05063178,18398534.93815738,18111857.02554074,17272417.92239743,13456178.28282811,1041596.36776399,5885112.92834424,9443549.59867084,0.0,18468531.99609519,18434201.32415432,18267290.51674403,11287287.631148899,16256349.04856271,3061714.91291857,17683553.69780898,6906568.65455583,4885192.18362238,17692115.21822244,16366453.0473102,18476691.73240204,20534214.0625,10020805.13541943,540442.0,6.25511574,137662.0,228531.45618579,56384737.161264166,6.69584472,1652.041477838856,0.00016404,0.04047299412652538,8.403390908255504,0.07057823732067771,0.05309425145685477
