,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
290,2020-01-01,29.0,22.0,449.0,469.0,7.0,327.0,461.0,4.0,94.0,507.0,472.0,469.0,461.0,80.0,4.0,326.0,7.0,447.0,22.0,3.0,77.0,4.0,324.0,7.0,1.0,443.0,21.0,3.0,1614335377.0,96767280.65878548,1.00004301,1.00004301,96767290.65784816,96767290.65784816,96763128.5604234,794998.46,794923.9376801065,0.9993747050139999,44.88903791,12.625137034221618,44.88903791,12.625137034221618,0.00013944465137072487,0.9999062610512559,,-0.12443162726322562,0.9993402863627391,0.000139428659749248,0.00777629670601006,0.893350620828489,0.9993402863627391,5.739702e-06,96776352.37232016,96776352.37232016,96632901.95077623,96776352.37232016,96776352.37232016,96646916.3309342,96776352.37232016,96776352.37232016,96776352.37232016,96634630.5203304,96761726.39766525,96776352.37232016,99.99999,96752779.2538432,96776357.37772432,96776362.35584274,96715848.59816337,96775807.9987902,96776361.95074406,96498717.27085572,96768807.77935459,96776362.36866596,96776362.35584274,96776361.95074406,96776355.40840514,96775798.02357984,96767431.3524934,96498717.27085572,96715848.59816337,96752779.2538432,96348320.17901453,96776351.40840514,96775778.02357984,96767131.3524934,96498717.27085572,96715848.59816337,84242109.67592216,96751779.2538432,96348320.17901453,96769373.35219564,96763477.58015645,96585766.08250946,96776362.37232016,96776362.37232016,36.0,0.00041667,36.0,2155901.90542517,2155699.81344696,66965.35379827,66959.07653640269,999.0,998.9063547902048,11.197456177309508,,0.0005049141182795004
291,2020-01-02,22.0,20.0,448.0,468.0,7.0,326.0,460.0,4.0,94.0,506.0,471.0,468.0,460.0,79.0,4.0,325.0,7.0,446.0,20.0,3.0,76.0,4.0,323.0,7.0,1.0,442.0,19.0,3.0,1614335377.0,95787791.88097602,0.99999905,0.99999905,95787801.88096268,95787801.88096268,95787892.95415205,1834996.1,1834993.6557500346,0.9993957899600001,15.33586317,12.385398215486871,15.33586317,12.385398215486871,0.00014395045639380448,0.9999986679808391,,-0.0711746412365219,0.9999062610512559,0.000139444651370725,0.00769372457127565,0.8925942059153821,0.9999062610512559,5.796519e-06,95787919.47232015,95787919.47232015,95644267.86288792,95787919.47232015,95787919.47232015,95657928.44183421,95787919.47232015,95787919.47232015,95787919.47232015,95646101.6203304,95773216.69396923,95787919.47232015,99.99999,95763821.96254086,95787924.47772431,95787929.45584273,95730053.44361205,95787375.0987902,95787929.05074406,95551991.11630441,95780470.8793546,95787929.46866596,95787929.45584273,95787929.05074406,95787922.50840513,95787365.12357984,95778998.4524934,95551991.11630441,95730053.44361205,95763821.96254086,95191703.27901454,95787918.50840513,95787345.12357984,95778698.4524934,95551991.11630441,95730053.44361205,83743044.67592216,95762821.96254086,95191703.27901454,95781032.50240909,95775238.58015645,95639039.92795816,95787929.47232015,95787929.47232015,25.0,0.00028935,25.0,6246008.35455131,6246000.034748501,249924.62436410002,249924.29145971156,99999.22,99999.08679912289,11.378231038886065,,0.0004997353687451246
292,2020-01-03,42.0,21.0,448.0,468.0,8.0,329.0,461.0,4.0,97.0,507.0,471.0,468.0,460.0,81.0,4.0,325.0,8.0,446.0,21.0,3.0,82.0,4.0,325.0,8.0,1.0,446.0,21.0,3.0,1614335377.0,94456438.59790996,0.9999998,0.9999998,94456448.60215396,94456448.60215396,94456467.66458447,2350365.68,2351363.178653461,0.99939044317,10.86183206,12.062554757241404,10.86183206,12.062554757241404,0.00013675763418821008,1.0004244014716301,,-0.018579616761918757,0.9999986679808391,0.000143950456393804,0.007890726331812509,0.896393125136417,0.9999986679808391,5.581373999999999e-06,94416368.15232016,94416368.15232016,94272835.49016316,94416368.15232016,94416368.15232016,94286361.80373023,94416368.15232016,94416368.15232016,94416368.15232016,94274738.01109251,94401665.37396924,94416368.15232016,99.999989,94392594.5230432,94416373.1576518,94416378.13577025,94358826.0041144,94415852.247975,94416377.82573456,94137841.7555044,94409070.86258304,94416378.14859344,94416378.13577025,94416377.73067155,94416371.18833265,94415813.80350731,94407501.84529436,94137841.7555044,94358826.0041144,94392594.5230432,93826353.91821454,94416371.18833265,94415813.80350731,94407601.83529437,94137841.7555044,94358826.0041144,83771120.89592215,94392594.5230432,93826353.91821454,94409351.09547758,94403492.53973344,94224890.56715816,94416378.15232016,94416378.15232016,60.0,0.00069444,60.0,8692491.06735444,8696180.173355557,166474.72395591,166545.37607374607,40423.36,40440.51573347223,11.649310185734006,,0.0005061394939916667
293,2020-01-04,27.0,21.0,449.0,469.0,8.0,327.0,461.0,4.0,94.0,508.0,472.0,469.0,461.0,79.0,4.0,326.0,8.0,447.0,21.0,3.0,79.0,4.0,326.0,8.0,1.0,447.0,21.0,3.0,1614335377.0,95621844.693867,1.00010016,1.00010016,95621854.69914,95621854.69914,95612278.28020348,2029998.39,2031068.804453892,0.9993989957170001,29.508712699999997,12.16408516216856,29.508712699999997,12.164085162168565,0.00013625288386486317,1.00052729817874,,0.012004266591060478,1.0004244014716301,0.00013675763418820902,0.00747697059733092,0.8969145829598391,1.0004244014716301,5.812226e-06,95571450.04232016,95571450.04232016,95385796.16198479,95571450.04232016,95571450.04232016,95441395.67772424,95571450.04232016,95571450.04232016,95571450.04232016,95429748.914397,95556744.26396924,95571450.04232016,99.99999,95547789.7044666,95571455.0476518,95571460.02577025,95514021.1855378,95570905.66871768,95571459.62067156,95293557.00900441,95563913.57050644,95571460.03859344,95571460.02577025,95571459.62067156,95571453.07833263,95570895.69350731,95562444.54321776,95293557.00900441,95514021.1855378,95547789.7044666,94813212.73171455,95571453.07833263,95570895.69350731,95562444.54321776,95293557.00900441,95514021.1855378,83771303.77862215,95547789.7044666,94813212.73171455,95564468.6181604,95558687.72115684,95380605.82065816,95571460.04232016,95571460.04232016,28.0,0.00032407,28.0,3238753.9571766,3240461.7462396068,158766.05570988,158849.77276190158,249.975,250.10681136223053,11.555030390671053,,0.0005051178505276313
294,2020-01-05,23.0,21.0,444.0,470.0,8.0,318.0,460.0,4.0,73.0,509.0,473.0,470.0,462.0,80.0,4.0,324.0,8.0,448.0,22.0,3.0,77.0,4.0,323.0,8.0,2.0,444.0,21.0,3.0,1614335377.0,105405298.87324731,0.99961498,0.99961498,105405298.87324731,105405298.87324731,105445897.94359738,9835734.76,9835557.847451292,0.99944219415,7.09059805,13.16797758684845,7.09059805,13.167977586848451,0.00013613475393954054,0.999982013285939,,-0.12921636261029265,1.00052729817874,0.00013625288386486298,0.0074638171706958,0.89728999438739,1.00052729817874,6.0892020000000006e-06,105407194.80232017,105407194.80232017,13722203.88849012,105407194.80232017,105407194.80232017,105276991.98366192,105407194.80232017,105407194.80232017,105407194.80232017,105264217.19114466,105392249.45991968,105407194.80232017,100.0,105382635.51051962,105407183.83833264,105407194.78577024,105348398.05239081,105406554.12770796,105407194.17667156,105127821.19405742,105397579.43694596,105407194.79859345,105407194.78577024,105407194.38067156,105407187.83833264,105406615.15001336,105398286.6815238,105127821.19405742,105348398.05239081,105383635.51051962,104597476.91676757,105407183.83833264,105406605.15001336,105397986.6815238,105127821.19405742,105348398.05239081,102552844.59445144,105382635.51051962,104597476.91676757,105400219.94966644,105394339.62720989,105214870.00571115,105407194.80232017,105407194.80232017,36.0,0.00041667,36.0,14865769.30249396,14865501.916152224,504615.01698594,504605.9406199186,109999.595,109997.61646873792,10.649152251764503,,0.0004873532663528374
295,2020-01-06,36.0,21.0,447.0,473.0,8.0,325.0,464.0,4.0,74.0,512.0,476.0,473.0,465.0,80.0,4.0,328.0,8.0,451.0,22.0,2.0,80.0,4.0,328.0,8.0,1.0,452.0,22.0,2.0,1614335377.0,102946036.23232728,1.00000012,1.00000012,102946036.23232728,102946036.23232728,102946023.4961558,7191349.76,7197305.483289272,0.9994265187610001,6.05941738,12.634790081098414,6.05941738,12.634790081098414,0.00012887641591744764,1.00082817878257,,0.0025626305482020035,0.999982013285939,0.000136134753939541,0.00740825222150242,0.896928896662164,0.999982013285939,5.892358000000001e-06,102860849.05957901,102860849.05957901,102716751.25359689,102860849.05957901,102860849.05957901,102730564.22070324,102860849.05957901,102860849.05957901,102860849.05957901,102717706.06345412,102845889.52456652,102860849.05957901,100.0,102836097.75052181,102860838.09559149,102860849.04302908,102801860.292393,102860244.0694775,102860848.5379304,102586635.92813271,102851159.29095566,102860849.05585232,102860849.04302908,102860848.6379304,102860842.09559149,102860274.0750192,102851762.16015652,102586635.92813271,102801860.292393,102837097.75052181,101778153.2481584,102860843.09491067,102860274.0750192,102851762.16015652,102586635.92813271,102801860.292393,93396150.5212491,102837097.75052181,101778153.2481584,102853695.42829917,102847995.76721203,102673684.73978646,102860849.05957901,102860849.05957901,49.0,0.00056713,49.0,16975369.51704837,16989428.157908674,450666.76354425,451039.9961958268,100000.0,100082.81787825699,11.127459551029107,,0.0005063549162756511
296,2020-01-07,31.0,21.0,446.0,472.0,8.0,309.0,462.0,4.0,72.0,511.0,475.0,472.0,464.0,80.0,4.0,327.0,8.0,450.0,22.0,2.0,80.0,4.0,327.0,8.0,2.0,450.0,22.0,2.0,1614335377.0,111868040.20246513,0.99999712,0.99999712,111868040.20246513,111868040.20246513,111868361.88627885,11355984.14,11356598.613915728,0.999473491815,7.89243178,13.522658269346602,7.89243178,13.522658269346604,0.0001229158598690579,1.0000541101421199,,-0.03834590420845552,1.00082817878257,0.000128876415917448,0.00695073513643035,0.8947657340325129,1.00082817878257,6.874982e-06,111861987.33443268,111861987.33443268,111716432.038396,111861987.33443268,111861987.33443268,111731644.86723904,111861987.33443268,111861987.33443268,111861987.33443268,111718828.33830775,111846931.39648236,111861987.33443268,100.0,111837328.54060316,111861976.37044515,111861987.31788275,111803091.08247437,111861219.56891896,111861986.70878406,111588234.34469384,111852177.1491606,111861987.33070596,111861987.31788275,111861986.91278405,111861980.37044515,111861412.34987284,111852993.88613787,111588234.34469384,111803091.08247437,111838328.54060316,110366895.81862734,111861980.37044515,111861412.34987284,111852993.88613787,111588234.34469384,111803091.08247437,110366895.81862734,111838328.54060316,110366895.81862734,111854927.15428054,111849226.5572934,111675283.15634757,111861987.33443268,111861987.33443268,51.0,0.00059028,51.0,14173323.31311081,14174090.233649597,460860.11227849,460885.0494846628,150000.0,150008.116521318,10.442187116960211,,0.0005218113675368451
297,2020-01-08,42.0,21.0,452.0,479.0,9.0,246.0,469.0,4.0,69.0,518.0,482.0,479.0,471.0,82.0,5.0,333.0,9.0,456.0,24.0,3.0,83.0,5.0,333.0,9.0,2.0,456.0,24.0,3.0,1614335378.0,132238298.60517892,0.99999951,0.99999951,132238298.60517892,132238298.60517892,132238363.75335301,24538441.11,24545018.315899067,0.999541672309,3.29223561,15.249591496185829,3.29223561,15.249591496185836,0.0001241073607327359,1.0002680368271801,,0.01764179563269044,1.0000541101421199,0.000122915859869057,0.00698123141817175,0.8970208233759891,1.0000541101421199,1.2472925e-05,132202863.3691374,132202863.3691374,132057331.01253515,132202863.3691374,132202863.3691374,132072512.87715662,132202863.3691374,132202863.3691374,132202863.3691374,132059612.59880164,132187685.35031036,132202863.3691374,100.0,132175623.66703716,132202852.26840338,132202863.35258746,132142271.13603789,132201217.8308104,132202862.74348877,131823828.1647232,132192205.50880332,132202863.36541069,132202863.35258746,132202862.94748878,132202856.26840338,132202288.24783108,132193616.9411444,131928827.1647232,132142271.13603789,132178950.59560968,131311186.30364376,132202856.26840338,132202288.24783108,132193716.93114442,131928827.1647232,132142271.13603789,130292848.80093192,132178950.59560968,131311186.30364376,132195374.02482764,132189455.45229992,131928827.1647232,132202863.3691374,132202863.3691374,58.0,0.0006712999999999999,58.0,40155954.55396806,40166717.828619085,794440.92777583,794653.8672014931,69999.0,70017.76230986578,9.18407775663671,,0.0005194890156244649
298,2020-01-09,27.0,20.0,452.0,479.0,8.0,297.0,469.0,4.0,69.0,518.0,482.0,479.0,471.0,81.0,4.0,333.0,8.0,456.0,23.0,3.0,78.0,4.0,332.0,8.0,1.0,452.0,22.0,3.0,1614335378.0,125133043.21444626,0.99999547,0.99999547,125133043.21444626,125133043.21444626,125133610.28341585,1759399.0,1759147.019849341,0.9995153629960001,11.95564101,14.269043748165393,11.95564101,14.269043748165393,0.00012790576607983384,0.999856780553667,,-0.0028950784545199717,1.0002680368271801,0.000124107360732736,0.007100521039380459,0.9010349617416509,1.0002680368271801,7.873219e-06,125150967.2666862,125150967.2666862,124987550.61181912,125150967.2666862,125150967.2666862,125015824.28987938,125150967.2666862,125150967.2666862,125150967.2666862,125007637.75765316,125135775.64785916,125150967.2666862,100.0,125123667.00790712,125150956.16595219,125150967.25013629,125090314.47690782,125149983.39531724,125150966.6410376,124877259.25879316,125140375.63207324,125150967.2629595,125150967.25013629,125150966.8450376,125150960.16595219,125150392.14537992,125141660.28201434,124877259.25879316,125090314.47690782,125126993.93647961,124709198.93451367,125150956.16595219,125150382.14537992,125141360.28201434,124877259.25879316,125090314.47690782,114808477.88341044,125125993.93647961,124709198.93451367,125143501.59241101,125137698.05316988,124964308.0704469,125150967.2666862,125150967.2666862,28.0,0.00032407,28.0,10467942.88991729,10466443.67693235,459905.03178276,459839.16443874233,99863.5,99849.1976048211,9.804468511277085,,0.0005237112549352987
299,2020-01-10,42.0,23.0,459.0,489.0,7.0,319.0,479.0,4.0,74.0,528.0,492.0,489.0,481.0,85.0,4.0,338.0,8.0,464.0,24.0,3.0,85.0,4.0,338.0,8.0,1.0,464.0,24.0,3.0,1614335378.0,113518264.60697034,0.99999951,0.99999951,113518264.60697034,113518264.60697034,113518319.8711595,4483691.0,4485307.953750181,0.999354445618,4.25972553,12.521843159078696,4.25972553,12.521843159078696,0.00012304834375278346,1.00036063005907,,0.00910486180568225,0.999856780553667,0.000127905766079834,0.007273078716520679,0.9009950481467199,0.999856780553667,6.97112e-06,113477341.2666862,113477341.2666862,113330217.71701773,113477341.2666862,113477341.2666862,113342086.17065471,113477341.2666862,113477341.2666862,113477341.2666862,113333608.94411317,113462147.64785916,113477341.2666862,100.0,113451398.20264687,113477328.43180248,113477341.25013629,113404085.47177328,113476551.45956102,113477340.6410376,113209979.5212694,113466870.58688776,113477341.2629595,113477341.25013629,113477340.8450376,113477333.43180248,113476755.57449634,113468011.261029,113209979.5212694,113414551.74307506,113452398.20264687,113047402.37258469,113477333.43180248,113476755.57449634,113468011.261029,113209979.5212694,113414551.74307506,108617095.18671045,113452398.20264687,113047402.37258469,113469483.68781772,113463629.10306811,113297028.33292314,113477341.2666862,113477341.2666862,58.0,0.0006712999999999999,58.0,26639589.89645695,26649196.933334902,547169.56800083,547366.8937944595,103638.010189,103675.38517073634,11.092739207802387,,0.0005271978603776066
300,2020-01-11,40.0,24.0,464.0,494.0,7.0,323.0,484.0,4.0,78.0,533.0,497.0,494.0,486.0,87.0,4.0,341.0,7.0,469.0,25.0,2.0,84.0,4.0,340.0,7.0,1.0,464.0,24.0,2.0,1614335378.0,111570208.75301738,0.99999889,0.99999889,111570208.75301738,111570208.75301738,111570332.80397327,2369789.0,2369539.2502727765,0.9993473213240001,8.56456361,12.113555706172487,8.56456361,12.113555706172493,0.00012448878572156937,0.9998946109855249,,-0.0026283311362458486,1.00036063005907,0.000123048343752783,0.00695712356789363,0.899712556780577,1.00036063005907,7.141768e-06,111581968.2666862,111581968.2666862,111434616.56915158,111581968.2666862,111581968.2666862,111446700.26240008,111581968.2666862,111581968.2666862,111581968.2666862,111438137.25814065,111566638.83073673,111581968.2666862,100.0,111556444.35497758,111581955.29770072,111581968.25013629,111509141.09536648,111581172.6594407,111581967.6410376,111314945.1448626,111571756.77795172,111581968.2629595,111581968.25013629,111581967.8450376,111581960.29770072,111581365.44039458,111572674.514929,111314945.1448626,111509141.09536648,111557444.35497758,110571718.89763848,111581955.29770072,111581355.44039458,111572374.514929,111314945.1448626,111509141.09536648,108716933.70345044,111556444.35497758,110571718.89763848,111573951.94171771,111568148.47166784,111401993.95651634,111581968.2666862,111581968.2666862,46.0,0.00053241,46.0,13028330.83918272,13026957.796235327,336533.37515582,336497.9082350743,1333.5,1333.3594637491979,11.419901510231288,,0.0005303225323734577
301,2020-01-12,20.0,24.0,464.0,494.0,7.0,324.0,484.0,4.0,77.0,534.0,497.0,494.0,486.0,86.0,4.0,341.0,7.0,469.0,25.0,2.0,83.0,4.0,340.0,7.0,1.0,464.0,24.0,2.0,1614335378.0,110949686.05126247,0.99999941,0.99999941,110949686.05126247,110949686.05126247,110949751.47958562,200000.0,199991.886891441,0.999344949179,67.11780972,12.036374843619107,67.11780972,12.036374843619107,0.0001224757562014695,0.9999594344572049,,0.0013512398120832856,0.9998946109855249,0.000124488785721569,0.0069998046218426,0.8994444752833051,0.9998946109855249,7.072668999999999e-06,110954186.9680822,110954186.9680822,110806648.25220405,110954186.9680822,110954186.9680822,110818918.96379608,110954186.9680822,110954186.9680822,110954186.9680822,110810288.04746006,110938647.25335902,110954186.9680822,100.0,110928809.59637357,110954173.99909644,110954186.951532,110881506.33676247,110953403.4916778,110954186.34243332,110688160.6555242,110943923.01934744,110954186.96435522,110954186.951532,110954186.54643331,110954178.99909644,110953585.1417903,110944840.75632472,110688160.6555242,110881506.33676247,110929809.59637357,109944274.21903448,110954173.99909644,110953575.1417903,110944540.75632472,110688160.6555242,110881506.33676247,108587270.32345045,110928809.59637357,109944274.21903448,110946214.18311344,110940513.71306384,110775209.46717794,110954186.9680822,110954186.9680822,18.0,0.00020833,18.0,1653125.8607696001,1653058.80082175,91875.70317418,91871.97618641108,222.3929,222.38387851129778,11.499420485569244,,0.0005304393327598606
302,2020-01-13,38.0,23.0,462.0,492.0,7.0,335.0,483.0,3.0,78.0,532.0,495.0,492.0,484.0,85.0,3.0,339.0,7.0,467.0,24.0,2.0,86.0,3.0,339.0,7.0,1.0,468.0,24.0,2.0,1614335378.0,103194111.5665216,1.0000004,1.0000004,103194111.5665216,103194111.5665216,103194070.54659438,1338772.26,1339810.1311932881,0.999306097093,6.33006123,11.029148549690984,6.33006123,11.029148549690984,0.00012321896087097713,1.0007752410356099,,0.05916203600218122,0.9999594344572049,0.000122475756201469,0.00687507180032523,0.8995265694474059,0.9999594344572049,6.206868e-06,103114173.2280822,103114173.2280822,102961484.54420228,103114173.2280822,103114173.2280822,102978662.18556246,103114173.2280822,103114173.2280822,103114173.2280822,102968794.73251309,103098590.6397915,103114173.2280822,100.0,103088859.28805909,103114160.25909644,103114173.211532,103042622.00352249,103113534.1059256,103114172.70643333,102814257.27453507,103104186.64290938,103114173.22435522,103114173.211532,103114172.80643332,103114165.25909644,103113574.40179029,103104891.52851024,102814257.27453507,103042622.00352249,103089859.28805909,102007779.11327316,103114166.25841562,103113574.40179029,103104991.51851024,102814257.27453507,103042622.00352249,100686178.09695044,103089859.28805909,102007779.11327316,103106364.94529894,103100757.30474934,102970151.27749383,103114173.2280822,103114173.2280822,57.0,0.00065972,57.0,16289601.22842925,16302229.595755253,345523.07474143,345790.9384077197,99999.0,100076.52332831998,12.564748620685835,,0.0005495003027333675
303,2020-01-14,58.0,24.0,469.0,499.0,9.0,342.0,490.0,6.0,83.0,539.0,502.0,499.0,491.0,89.0,6.0,345.0,9.0,474.0,25.0,2.0,89.0,6.0,345.0,9.0,1.0,474.0,25.0,2.0,1614335378.0,101225901.9407856,0.99999916,0.99999916,101225901.9407856,101225901.9407856,101225987.35283878,4670033.39,4670724.4299656,0.999335999248,4.81327993,10.5735779651409,4.81327993,10.573577965140904,0.00011326488777683401,1.00014797323871,,0.0218318244937101,1.0007752410356099,0.000123218960870977,0.0069541636839428895,0.899983188059208,1.0007752410356099,6.2664980000000004e-06,101210925.43235654,101210925.43235654,101058289.21847633,101210925.43235654,101210925.43235654,101074878.896817,101210925.43235654,101210925.43235654,101210925.43235654,101065533.5922143,101194921.90303849,101210925.43235654,100.0,101184400.76132496,101210912.46337079,101210925.41580632,101143721.30175316,101210293.60332292,101210924.91070764,100963822.24299486,101200930.11786972,101210925.42862956,101210925.41580632,101210925.01070765,101210917.46337079,101210323.60886464,101201533.25954056,100963822.24299486,101143721.30175316,101185400.76132496,99542229.811433,101210917.46337079,101210323.60886464,101201533.25954056,100963822.24299486,101143721.30175316,97496669.02426714,101185400.76132496,99542229.811433,101202616.95096456,101196598.45859468,100826489.0717612,101210925.43235654,101210925.43235654,128.0,0.00148148,128.0,21027433.85233086,21030545.349819746,212072.89693097,212104.2780443715,22000.0,22003.255411251623,13.069231320604,0.001754772836998697,0.0005600280875604322
304,2020-01-15,75.0,27.0,484.0,507.0,9.0,355.0,500.0,3.0,108.0,547.0,510.0,507.0,499.0,91.0,3.0,351.0,8.0,482.0,27.0,1.0,91.0,3.0,351.0,8.0,1.0,482.0,27.0,1.0,1614335378.0,93840763.91242497,0.99999977,0.99999977,93840763.91242497,93840763.91242497,93840785.65617415,1876078.9,1877138.4659064102,0.999182879659,3.94973344,9.605146577800609,3.94973344,9.605146577800609,0.00011355281831552443,1.00056477683663,,0.05597885345778219,1.00014797323871,0.00011326488777683401,0.00602324696648485,0.8990923775535691,1.00014797323871,6.047573e-06,93787794.73839816,93787794.73839816,93635606.60074817,93787794.73839816,93787794.73839816,93651512.58327332,93787794.73839816,93787794.73839816,93787794.73839816,93642700.81853954,93771479.59635311,93787794.73839816,100.0,93762277.51056364,93787788.73873156,93787794.72184797,93711158.82353984,93787228.35937394,93787794.41181228,93498693.01696853,93779957.01213326,93787794.73467116,93787794.72184797,93787794.31674927,93787786.7694124,93787189.91490623,93778299.91845004,93498693.01696853,93701518.82353984,93762277.51056364,92446498.2051085,93787786.7694124,93787189.91490623,93778299.91845004,93498693.01696853,93701518.82353984,92446498.2051085,93762277.51056364,92446498.2051085,93779189.196659,93773108.72768211,93653936.47492728,93787794.73839816,93787794.73839816,126.0,0.00145833,126.0,23745347.948238757,23758758.77073764,215384.1504221,215505.79440123567,62500.0,62535.29855228937,14.392996480685875,0.001751712910449615,0.0005649043211420553
305,2020-01-16,52.0,25.0,489.0,513.0,7.0,359.0,506.0,4.0,108.0,553.0,516.0,513.0,505.0,90.0,4.0,355.0,7.0,487.0,25.0,1.0,90.0,4.0,355.0,7.0,1.0,487.0,25.0,1.0,1614335378.0,92116056.36063541,0.99999912,0.99999912,92116056.36063541,92116056.36063541,92116137.23064907,4086918.06,4087921.6071901764,0.9991050366590001,4.9055599999999995,9.274605119060876,4.9055599999999995,9.274605119060881,0.00011472433306980666,1.00024555109142,,0.05040714372175,1.00056477683663,0.000113552818315524,0.00603281264162082,0.8983945009825199,1.00056477683663,6.2414440000000004e-06,92093442.71526404,92093442.71526404,91944033.76157552,92093442.71526404,92093442.71526404,91960445.68460916,92093442.71526404,92093442.71526404,92093442.71526404,91950107.82693416,92076176.83413136,92093442.71526404,100.0,92066944.88009349,92093436.4433363,92093442.69871384,92011022.46006784,92092869.06397869,92093442.38867816,91822975.24471907,92085429.682438,92093442.71153703,92093442.69871384,92093442.29361516,92093434.47401711,92092830.61951098,92083680.42225476,91822975.24471907,92011022.46006784,92066944.88009349,90271111.4009912,92093434.47401711,92092830.61951098,92083680.42225476,91822975.24471907,92011022.46006784,90271111.4009912,92066944.88009349,90271111.4009912,92084666.95666374,92078896.08807185,91910024.05637284,92093442.71526404,92093442.71526404,125.0,0.00144676,124.0,18773278.238577165,18777888.03753818,206463.06143829998,206513.758668374,104367.934437735,104393.56209794544,14.935795412406955,0.0015053896202727693,0.0005659536471177486
306,2020-01-17,49.0,27.0,492.0,514.0,11.0,378.0,507.0,3.0,116.0,555.0,517.0,514.0,506.0,91.0,2.0,356.0,10.0,489.0,27.0,2.0,88.0,2.0,352.0,10.0,1.0,483.0,26.0,2.0,1614335378.0,85873012.88402085,0.99999693,0.99999693,85873012.88402085,85873012.88402085,85873276.45578657,3031034.02,3029799.311666741,0.9992039557729999,3.3639487999999997,8.406003834635973,3.3639487999999997,8.406003834635975,0.00011215573012336685,0.999592644515003,,-0.14466954781834376,1.00024555109142,0.00011472433306980701,0.00609709031861189,0.8984100169241009,1.00024555109142,4.89473e-06,85908007.98227759,85907989.98227759,85718042.52871923,85908007.98227759,85908007.98227759,85774742.76631567,85908007.98227759,85908007.98227759,85908007.98227759,85764570.67608161,85890009.81840771,85908007.98227759,100.0,85882215.74354307,85908002.88261099,85908007.96572562,85839621.40844122,85907588.49011266,85908007.65568994,85590327.91439474,85900619.41295101,85908007.97854884,85908007.96572562,85908007.56062694,85908000.01329184,85907388.34878568,85898238.15152946,85503279.10274099,85830414.55696942,85882215.74354307,85503279.10274099,85907994.01329184,85907348.34324399,85897938.15152946,85503279.10274099,85830414.55696942,84191335.81786387,85881215.74354307,85503279.10274099,85899127.42973845,85893251.16566156,85702820.84683692,85908007.98227759,85908007.98227759,110.0,0.00127315,110.0,25537846.49963809,25527443.51779145,309508.2840545,309382.2041573384,150000.0,149938.89667725045,16.407489401409222,0.0015035211858193556,0.0005241434421625468
