,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
10,2017-10-03,3701.0,14204.0,15861.0,16195.0,1774.0,15636.0,16006.0,70.0,15286.0,16983.0,16869.0,16816.0,16749.0,15954.0,14940.0,16098.0,15501.0,16420.0,15767.0,4813.0,,,,,,,,,1613887995.0,4320.0,803.070138888889,,,,,,,0.10081913,,0.17107,,182.28098300000002,,0.0,0.0,0.0,,0.0,,0.6751847506199999,4.448565108246,,3.5954132184640004,,,,,,,,,,,2.4852801e-05,20981546209.340725,20981546209.340725,5895201280.126636,20981546209.340725,20981546209.340725,20981546209.340725,20981546209.340725,20981546209.340725,20981546209.340725,20981546208.070118,20981546209.340725,20981546209.340725,67.43770894890001,30941395680.554813,31112465394.47153,31112483203.6626,21006674553.11813,31112191253.129883,31112481313.70897,9628373062.915306,31107562459.907825,31112483707.325382,31112483706.931927,31112483703.97673,31112483491.562206,31112482550.515408,31112477443.33956,31087288912.68476,31111353652.233707,31112400430.131195,26162982578.65066,,,,,,,,,10411860909.388777,20762904233.884655,11767454768.268044,31112483707.340725,25145689106.195988,1808.0,0.020925925926,2826.0,6993824514.261467,,8306338.37602407,,817787.1536625,,3.5959161976389997,,
11,2017-10-04,1769.0,14178.0,15978.0,16333.0,1769.0,15729.0,16135.0,71.0,15325.0,17138.0,17023.0,16969.0,16898.0,16072.0,14958.0,16226.0,15571.0,16562.0,15878.0,4811.0,,,,,,,,,1613888013.0,4319.0,724.8960407501739,,,,,,,0.06978899,,0.0,,59.948744,,0.0,0.0,0.0,,0.0,,0.6749747957009999,9.929309416306,,8.025052896969001,,,,,,,,,,,2.8331929999999998e-05,21803336238.391975,21803336238.391975,3784853812.625126,21803336238.391975,21803336238.391975,21803336238.391975,21803336238.391975,21803336238.391975,21803336238.391975,21803336237.620773,21803336238.391975,21803336238.391975,70.0790605003,30931178699.815174,31112464307.076157,31112483135.726982,21000142293.645145,31112149124.875725,31112481199.29104,9649739267.889343,31106868376.413727,31112483647.37632,31112483646.97429,31112483643.786976,31112483427.026592,31112482409.61382,31112476482.434406,31085335313.79848,31111186651.766518,31112394135.241833,26163206510.23372,,,,,,,,,10409135647.324572,20821621766.898464,11807261672.052244,31112483647.391975,25145689046.247242,859.0,0.00994212963,1194.0,3133398541.926714,,8344874.649008901,,770521.657508,,3.9161664437910004,,
12,2017-10-05,2454.0,14173.0,16254.0,16657.0,1774.0,15963.0,16434.0,72.0,15478.0,17531.0,17402.0,17337.0,17260.0,16358.0,15054.0,16540.0,15764.0,16890.0,16131.0,4805.0,,,,,,,,,1613888029.0,4320.0,730.959027777778,,,,,,,0.13143775,,0.17107,,156.805239,,0.0,0.0,0.0,,0.0,,0.6748480949369999,5.021386950102,,4.0583775867369996,,,,,,,,,,,3.3481334999999996e-05,22299418294.586742,22299418294.586742,2831736244.3594127,22299418294.586742,22299418294.586742,22299418294.586742,22299418294.586742,22299418294.586742,22299418294.586742,19836347591.169117,22299418294.586742,22299418294.586742,71.6735399838,30906577509.015545,31112461132.124176,31112482951.99477,20996200212.39419,31112087644.061714,31112480692.90873,9593579418.213373,31105825900.74768,31112483490.568974,31112483490.087643,31112483486.71304,31112483245.73357,31112482136.521637,31112475116.620125,31080631828.205364,31110876750.38772,31112373898.16295,26135756367.950474,,,,,,,,,10341674357.30955,20930190041.973675,11822901559.787313,31112483490.58674,25145683238.64201,1193.0,0.013807870369999998,2075.0,6195994015.150815,,9030554.91667272,,1800401.657684,,4.518445656630001,,
13,2017-10-06,1844.0,14192.0,16483.0,16889.0,1770.0,16151.0,16664.0,71.0,15589.0,17808.0,17668.0,17600.0,17516.0,16589.0,15130.0,16771.0,15920.0,17128.0,16349.0,4832.0,,,,,,,,,1613888043.0,4320.0,735.6231481481481,,,,,,,0.12879569999999999,,0.17107,,114.499377,,0.0,0.0,0.0,,0.0,,0.671778125626,5.776573707292,,4.668733454381,,,,,,,,,,,3.8864933e-05,22681292470.087364,22681292470.087364,2899920992.979873,22681292470.087364,22681292470.087364,22681292470.087364,22681292470.087364,22681292470.087364,22681292470.087364,16708736341.224178,22681292470.087364,22681292470.087364,72.9009388158,30893627662.261173,31112460671.574345,31112482817.710125,20900685765.966442,31112025676.525436,31112480556.466038,9473731686.858072,31104772368.18365,31112483376.068657,31112483375.56009,31112483371.925625,31112483119.27712,31112481996.87895,31112474953.541363,31077407522.95585,31110630276.010517,31112363637.238964,26124907428.504383,,,,,,,,,10239900151.948368,20931701532.912548,11776671831.206188,31112483376.087364,25145683124.142628,889.0,0.010289351851999999,1537.0,5385975312.114793,,9513442.68397571,,3146000.4862619997,,4.9884229884249995,,
14,2017-10-07,1371.0,14205.0,16643.0,17071.0,1777.0,16293.0,16836.0,68.0,15689.0,18037.0,17892.0,17812.0,17722.0,16756.0,15190.0,16946.0,16043.0,17315.0,16499.0,4849.0,,,,,,,,,1613888060.0,4320.0,686.730324074074,,,,,,,0.12204346,,0.17107,,81.891164,,0.0,0.0,0.0,,0.0,,0.670747347029,7.888890773758,,6.375947078093,,,,,,,,,,,4.1483911e-05,23152667057.1962,23152667057.1962,2632048139.0645967,23152667057.1962,23152667057.1962,23152667057.1962,23152667057.1962,23152667057.1962,23152667057.1962,14923294069.370232,23152667057.1962,23152667057.1962,74.4160047858,30881502238.733006,31112459239.246536,31112482714.890076,20868615629.05236,31111996524.61576,31112480370.318,9314539232.06083,31104187097.111656,31112483294.17707,31112483293.576637,31112483289.67482,31112483024.80172,31112481843.523045,31112474395.743423,31074443044.72072,31110468652.299313,31112353474.858074,26112211349.262375,,,,,,,,,10167946470.804228,20948956822.78488,11733936489.89107,31112483294.1962,25145683042.25146,671.0,0.007766203704,1131.0,3943834968.2430186,,8895815.32211905,,1964761.0,,5.311803396305,,
15,2017-10-08,1406.0,14217.0,16851.0,17301.0,1783.0,16460.0,17058.0,64.0,15794.0,18306.0,18151.0,18066.0,17976.0,16971.0,15257.0,17170.0,16183.0,17554.0,16696.0,4856.0,,,,,,,,,1613888075.0,4319.0,721.9784672377871,,,,,,,0.13399351,,0.17107,,90.981593,,0.0,0.0,0.0,,0.0,,0.670351949581,7.787399698713,,6.293920114304,,,,,,,,,,,4.784597e-05,23345126574.21461,23345126574.21461,1624495069.133539,23345126574.21461,23345126574.21461,23345126574.21461,23345126574.21461,23345126574.21461,23345126574.21461,12210840513.74708,23345126574.21461,23345126574.21461,75.0345975978,30867495545.312767,31112457405.920517,31112482602.632076,20856313771.59181,31111921764.370895,31112480132.222942,9160240427.718908,31103305619.64725,31112483203.194145,31112483202.560463,31112483198.695526,31112482924.34372,31112481673.749325,31112473490.875942,31071336445.98644,31110242195.39492,31112341593.235687,26096060724.2348,,,,,,,,,10123003647.88384,21000780423.637054,11734297336.94338,31112483203.214607,25145682951.26987,679.0,0.007858796296,1200.0,3995233891.5331907,,8526550.06596314,,2604037.829062,,5.640670124673001,,
16,2017-10-09,1460.0,14186.0,16985.0,17474.0,1791.0,16572.0,17209.0,53.0,15830.0,18519.0,18365.0,18276.0,18181.0,17114.0,15256.0,17336.0,16259.0,17733.0,16819.0,4878.0,,,,,,,,,1613888090.0,4319.0,723.546885853207,,,,,,,0.12917068,,0.17107,,87.836065,,0.0,0.0,0.0,,0.0,,0.6699796492310001,8.885610336444,,7.1815142089320005,,,,,,,,,,,5.0239646000000005e-05,23606471353.37854,23606471353.37854,1570315812.8548892,23606471353.37854,23606471353.37854,23606471353.37854,23606471353.37854,23606471353.37854,23606471353.37854,9782666944.240887,23606471353.37854,23606471353.37854,75.87459755569999,30858247130.761917,31112454953.258236,31112482489.63237,20844730524.332474,31111895759.651505,31112479799.36405,8777376253.566826,31102407712.166225,31112483115.358467,31112483114.693882,31112483110.583042,31112482818.17295,31112481511.091408,31112472563.526943,31068160218.248875,31110010716.095226,31112331541.75751,26106696391.18649,,,,,,,,,10038465992.219973,21028214138.194225,11691080127.676157,31112483115.378536,25145682863.43381,680.0,0.007870370370000001,1172.0,3501445813.775208,,6875748.46366447,,1497190.2354405,,5.89967798544,,
17,2017-10-10,1376.0,14220.0,17180.0,17677.0,1801.0,16740.0,17410.0,51.0,15948.0,18741.0,18578.0,18487.0,18391.0,17311.0,15345.0,17536.0,16406.0,17932.0,17003.0,4909.0,,,,,,,,,1613888107.0,4319.0,688.518638573744,,,,,,,0.12202512,,0.17107,,80.53658100000001,,0.0,0.0,0.0,,0.0,,0.668531266115,8.308371083165,,6.7149787905350005,,,,,,,,,,,5.308846400000001e-05,23944240616.84196,23944240616.84196,2165336156.796823,23944240616.84196,23944240616.84196,23944240616.84196,23944240616.84196,23944240616.84196,23944240616.84196,7705744434.429859,23944240616.84196,23944240616.84196,76.9602367964,30845881803.682636,31112454098.459274,31112482405.38985,20799667675.249462,31111866346.736782,31112479698.60195,8631339850.209557,31101700786.040695,31112483034.820683,31112483034.138317,31112483030.011856,31112482730.101494,31112481398.78717,31112472236.55692,31065720810.764027,31109833550.135105,31112323905.170708,26093320792.53266,,,,,,,,,9922987237.06743,21021995939.11517,11616235494.58043,31112483034.84196,25145682782.897224,660.0,0.007638888889,1120.0,3744715146.135698,,8559530.39180188,,2095835.6065215,,6.20780750706,,
18,2017-10-11,1172.0,14243.0,17346.0,17851.0,1802.0,16892.0,17582.0,47.0,16044.0,18936.0,18768.0,18674.0,18577.0,17483.0,15411.0,17709.0,16532.0,18111.0,17159.0,4911.0,,,,,,,,,1613888123.0,4319.0,708.813382727483,,,,,,,0.12665389999999999,,0.17107,,70.54621999999999,,0.0,0.0,0.0,,0.0,,0.667636356083,8.971443695045,,7.250886304581,,,,,,,,,,,5.4883366e-05,24198602477.295742,24198602477.295742,1939149147.50018,24198602477.295742,24198602477.295742,24198602477.295742,24198602477.295742,24198602477.295742,24198602477.295742,6167336446.669747,24198602477.295742,24198602477.295742,77.77779261479999,30835382183.728806,31112453349.83686,31112482321.27885,20771824754.984287,31111846263.789406,31112479604.38532,8492443941.379525,31100984781.76351,31112482964.273827,31112482963.575367,31112482959.318825,31112482654.327194,31112481309.570538,31112472027.2276,31063297443.67445,31109667602.78352,31112317549.487957,26068486414.61371,,,,,,,,,9873261818.705124,21047667739.603374,11600974036.700815,31112482964.29574,25145682712.35101,557.0,0.006446759259,956.0,3467946076.6697803,,7179457.53483871,,1990037.0,,6.428412267186,,
19,2017-10-12,1411.0,14265.0,17533.0,18057.0,1808.0,17056.0,17778.0,41.0,16152.0,19180.0,19008.0,18912.0,18810.0,17678.0,15487.0,17902.0,16678.0,18328.0,17339.0,4928.0,,,,,,,,,1613888140.0,4320.0,689.991898148148,,,,,,,0.12834358,,0.17107,,86.246889,,0.0,0.0,0.0,,0.0,,0.66605163248,8.415207689974999,,6.801326099055,,,,,,,,,,,5.8710815e-05,24454434021.048847,24454434021.048847,1944117468.103863,24454434021.048847,24454434021.048847,24454434021.048847,24454434021.048847,24454434021.048847,24454434021.048847,6118627094.897227,24454434021.048847,24454434021.048847,78.6000722504,30822284336.917168,31112452028.498894,31112482210.854206,20722520011.438187,31111805089.003387,31112479408.05981,8299073160.094543,31100157046.494663,31112482878.02649,31112482877.31707,31112482872.800293,31112482559.29755,31112481097.098038,31112471799.880924,31060753014.40052,31109495692.737686,31112309602.01028,26050990121.90493,,,,,,,,,9791115452.06924,21053683585.80553,11544534823.4723,31112482878.04885,25145682626.10412,672.0,0.007777777778,1164.0,3697173501.149873,,7317206.77937862,,2047767.0,,6.702168279492001,,
