,time,AdrActCnt,AssetEODCompletionTime,BlkCnt,CapMrktCurUSD,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VtyDayRet180d,VtyDayRet30d
0,2017-10-08,,,,,,,,,,,,,,,0.00278167094463996,6.266639392168321e-07,8.92878975784125e-06,0.0023624470039578104,0.00278167094463996,,,,,,,,,,,,
1,2017-10-09,,,,,,,,,,,,,,,0.00252996590547829,5.49904149620105e-07,8.19259742456015e-06,0.00213607212483073,0.00252996590547829,,,,,,,,,,,,
2,2017-10-10,,,,,,,,,,,,,,,0.0020955411562453103,4.3862395706695605e-07,7.075469177289881e-06,0.0017719803053718199,0.0020955411562453103,,,,,,,,,,,,
3,2017-10-11,,,,,,,,,,,,,,,0.00264973330497121,5.588883693746351e-07,8.8975221494866e-06,0.00224140186788658,0.00264973330497121,,,,,,,,,,,,
4,2017-10-12,,,,,,,,,,,,,,,0.00249481428642592,5.18137346580947e-07,8.25995630663627e-06,0.00210649090680242,0.00249481428642592,,,,,,,,,,,,
5,2017-10-13,,,,,,,,,,,,,,,0.00249845174644068,4.6321933259664604e-07,8.25327789837042e-06,0.00209021568565067,0.00249845174644068,,,,,,,,,,,,
6,2017-10-14,,,,,,,,,,,,,,,0.00222503330142992,3.9633106162837895e-07,6.61977968799532e-06,0.0018764574476106102,0.00222503330142992,,,,,,,,,,,,
7,2017-10-15,,,,,,,,,,,,,,,0.00238433591346067,4.1210573026966297e-07,7.02846531900221e-06,0.00200139529299764,0.00238433591346067,,,,,,,,,,,,
8,2017-10-16,,,,,,,,,,,,,,,0.00233202105167956,4.0985524739977897e-07,6.955175622644639e-06,0.00195641736353862,0.00233202105167956,,,,,,,,,,,,
9,2017-10-17,,,,,,,,,,,,,,,0.00225905951399438,3.9246023475991504e-07,6.755822675781379e-06,0.00190890297931489,0.00225905951399438,,,,,,,,,,,,
10,2017-10-18,,,,,,,,,,,,,,,0.00201093254417267,3.59710695499708e-07,6.370284266914331e-06,0.00170848607117975,0.00201093254417267,,,,,,,,,,,,
11,2017-10-19,,,,,,,,,,,,,,,0.00216927666894214,3.88489793554135e-07,6.92411648322972e-06,0.00184417341963884,0.00216927666894214,,,,,,,,,,,,
12,2017-10-20,,,,,,,,,,,,,,,0.0018442430924351602,3.2308023322511394e-07,5.98078862078993e-06,0.00155577997109382,0.0018442430924351602,,,,,,,,,,,,
13,2017-10-21,,,,,,,,,,,,,,,0.0020248576080672603,3.3742660273319604e-07,6.65841945087251e-06,0.00170551841146,0.0020248576080672603,,,,,,,,,,,,
14,2017-10-22,,,,,,,,,,,,,,,0.0023383695201056897,3.87775937694617e-07,7.79548781403648e-06,0.0019845879173894603,0.0023383695201056897,,,,,,,,,,,,
15,2017-10-23,,,,,,,,,,,,,,,0.00256858231707827,4.2833991166681205e-07,8.711119461371781e-06,0.0021809531284625603,0.00256858231707827,,,,,,,,,,,,
16,2017-10-24,,,,,,,,,,,,,,,0.00253406644418276,4.30359858534248e-07,8.882974868497951e-06,0.00215009226555333,0.00253406644418276,,,,,,,,,,,,
17,2017-10-25,,,,,,,,,,,,,,,0.00268589816033695,4.86771930417492e-07,9.03730149422496e-06,0.00229143111778051,0.00268589816033695,,,,,,,,,,,,
18,2017-10-26,,,,,,,,,,,,,,,0.00317203718877398,5.53003372461872e-07,1.0645707063361901e-05,0.00270228567794713,0.00317203718877398,,,,,,,,,,,,
19,2017-10-27,,,,,,,,,,,,,,,0.00289727672932255,4.910374088891051e-07,9.78357789883544e-06,0.00248747216954852,0.00289727672932255,,,,,,,,,,,,
20,2017-10-28,,,,,,,,,,,,,,,0.0030164897931243603,5.2261235493311e-07,1.0153933666350301e-05,0.00261164766498861,0.0030164897931243603,,,,,,,,,,,,
21,2017-10-29,,,,,,,,,,,,,,,0.00302820001656283,5.25511248707775e-07,1.02629791776131e-05,0.00261017363167296,0.00302820001656283,,,,,,,,,,,,
22,2017-10-30,,,,,,,,,,,,,,,0.00297632727413782,4.820174859388389e-07,9.77971352318621e-06,0.00255263160707261,0.00297632727413782,,,,,,,,,,,,
23,2017-10-31,,,,,,,,,,,,,,,0.00264289646062255,4.31898305084746e-07,8.63249176889185e-06,0.00227083758194499,0.00264289646062255,,,,,,,,,,,,
24,2017-11-01,,,,,,,,,,,,,,,0.0026987221753827,4.1980493593762603e-07,8.85527263636363e-06,0.00231431119669766,0.0026987221753827,,,,,,,,,,,,
