,time,AssetEODCompletionTime,BlkCnt,CapMrktCurUSD,CapMrktFFUSD,DiffLast,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,RevAllTimeUSD,RevNtv,RevUSD,SplyCur,SplyExpFut10yr,TxCnt,TxCntSec,TxTfrCnt,VtyDayRet180d,VtyDayRet30d
0,2019-01-15,1614335715.0,267.0,,,556777043.0,821027088.082397,,,,,,,16020.0,36500.0,100.0,,16020.0,,,,,,,,,,,,,,16020.0,315376020.0,1.0,1.1574074074074099e-05,0.0,,
1,2019-01-16,1614335715.0,1434.0,,,558426994.0,558404416.7768481,0.007843137254901959,,0.008,,2.0,,86040.0,30770.7231040564,84.30335097001759,,86040.0,,,,,,,,,,,,86042.0,,102060.0,315462060.0,255.0,0.0029513888888888897,529.0,,
2,2019-01-17,1614335715.0,1414.0,,,491565040.0,562668929.072136,0.0082516900676027,,0.008,,15.868,,84840.0,16568.5393258427,45.3932584269663,,84840.0,,,,,,,,,,,,84855.868,,186900.0,315546900.0,1923.0,0.0222569444444444,4313.0,,
3,2019-01-18,1614335715.0,1440.0,,,549003529.0,538482262.833333,0.00805512172714745,,0.008,,17.535999999999998,,86400.0,11538.9681668496,31.613611416026302,,86400.0,,,,,,,,,,,,86417.536,,273300.0,315633300.0,2177.0,0.0251967592592593,4837.0,,
4,2019-01-19,1614335715.0,1437.0,,,501064225.0,471133463.97912306,0.00865062623599209,,0.008,,13.123,,86220.0,8753.421228304409,23.9819759679573,,86220.0,,,,,,,,,,,,86233.123,,359520.0,315719520.0,1517.0,0.0175578703703704,3711.0,,
5,2019-01-20,1614335715.0,1386.0,,,313926650.0,370786993.81746,0.00830275643922277,,0.008,,18.374000000000002,,83160.0,6856.736242884251,18.7855787476281,,83160.0,,,,,,,,,,,,83178.37400000001,,442680.0,315802680.0,2213.0,0.0256134259259259,5046.0,,
6,2019-01-21,1614335715.0,1444.0,,,351758407.0,317302081.448061,0.00860205655526992,,0.008,,16.730999999999998,,86640.0,5974.38222625255,16.3681704828837,,86640.0,,,,,,,,,,,,86656.731,,529320.0,315889320.0,1945.0,0.0225115740740741,4664.0,,
7,2019-01-22,1614335715.0,1455.0,,,442804654.0,367386949.859794,0.00821286173633441,,0.008,,25.541999999999998,,87300.0,5167.607278388629,14.1578281599689,,87300.0,,,,,,,,,,,,87325.54199999999,,616620.0,315976620.0,3110.0,0.0359953703703704,6882.0,,
8,2019-01-23,1614335715.0,1445.0,,,487977320.0,448605819.67820096,0.0119070216049383,,0.008,,30.863000000000003,,86700.0,4499.44548711824,12.327247909913002,,86700.0,,,,,,,,,,,,86730.86300000001,,703320.0,316063320.0,2592.0,0.03,8337.0,,
9,2019-01-24,1614335715.0,1463.0,,,703525232.0,596089957.473684,0.00831367200818275,,0.008,,24.384,,87780.0,4050.01896094046,11.095942358741,,87780.0,,,,,,,,,,,,87804.384,,791100.0,316151100.0,2933.0,0.0339467592592593,6682.0,,
10,2019-01-25,1614335715.0,1454.0,,,858889548.0,808825526.310867,0.0161449775629962,,0.008,,46.772,,87240.0,3625.3159368809297,9.93237242981078,,87240.0,,,,,,,,,,,,87286.772,,878340.0,316238340.0,2897.0,0.0335300925925926,12661.0,,
11,2019-01-26,1614335715.0,1469.0,,,1271399656.0,969019926.381892,0.0104987297554779,,0.008,,66.12100000000001,,88140.0,3328.68760864167,9.11969207847032,,88140.0,,,,,,,,,,,,88206.121,,966480.0,316326480.0,6298.0,0.0728935185185185,18281.0,,
12,2019-01-27,1614335716.0,1476.0,,,1826472148.0,1449011605.5027099,0.0123610626333139,,0.008,,63.746,,88560.0,3063.80800727935,8.393994540491361,,88560.0,,,,,,,,,,,,88623.746,,1055040.0,316415040.0,5157.0,0.0596875,17786.0,,
13,2019-01-28,1614335716.0,1424.0,,,1662755014.0,1665413722.09691,0.0132986057319907,,0.008,,68.67399999999999,,85440.0,2734.42760942761,7.4915824915824905,,85440.0,,,,,,,,,,,,85508.674,,1140480.0,316500480.0,5164.0,0.0597685185185185,19109.0,,
14,2019-01-29,1614335716.0,1440.0,9729755.087492222,9729755.087492222,1804364225.0,1736355256.5381901,0.0147201006174251,0.11673755694997823,0.008,0.06344389076351216,64.37100000000001,510.4933365422552,86400.0,2570.42253521127,7.04225352112676,685194.0202459312,86400.0,685194.0202459312,0.0023353645236703657,7.930486345439019,,,,,,,,685704.5135824735,86464.371,685704.5135824737,1226880.0,316586880.0,4373.0,0.0506134259259259,18134.0,,
15,2019-01-30,1614335716.0,1428.0,8701783.36271787,8701783.36271787,1732005055.0,1664629319.01541,0.0187109654350417,0.12404672374827436,0.008,0.05303701689960304,94.191,624.4512073488138,85680.0,2382.61108063631,6.52770159078442,568026.4509947485,85680.0,568026.4509947485,0.001928396720129616,6.629627112450381,,,7.930486345439019,0.00233536452367037,0.0760879590444777,6.94709090557539,7.930486345439019,1254355.4157845709,85774.19099999999,568650.9022020973,1312560.0,316672560.0,5034.0,0.0582638888888889,27180.0,,
16,2019-01-31,1614335716.0,1459.0,7997720.715053715,7997720.715053715,2214942253.0,1803570991.63125,0.0118997083239847,0.067974104539554,0.008,0.04569799708622936,53.037,302.96058393279327,87540.0,2282.12984786801,6.25241054210414,500050.3331160648,87540.0,500050.3331160648,0.0016750818675014944,5.7122496357786705,,,6.629627112450381,0.00192839672012962,0.0615736428894063,5.7849748294581,6.629627112450381,1754708.7094845683,87593.037,500353.29369999765,1400100.0,316760100.0,4457.0,0.0515856481481482,15147.0,,
17,2019-02-01,1614335716.0,1442.0,9163750.2446852,9163750.2446852,2281441718.0,2183078499.17545,0.00991470713980334,0.06111575249785079,0.008,0.04931320845776432,46.381,285.8994901849459,86520.0,2124.26847479517,5.81991362957582,533322.3494707212,86520.0,533322.3494707212,0.001789277732320282,6.16415105722054,,,5.7122496357786705,0.0016750818675015,0.054022043712682995,4.992816075257941,5.7122496357786705,2288316.9584454745,86566.381,533608.248960906,1486620.0,316846620.0,4678.0,0.0541435185185185,12933.0,,
18,2019-02-02,1614335716.0,1447.0,9414132.27363404,9414132.27363404,2811144980.0,2671314323.2329,0.00936003482803657,0.056002520564468736,0.008,0.04786522408803152,43.0,257.27557947316944,86820.0,2014.0138804148899,5.517846247712019,519457.34441536205,86820.0,519457.34441536205,0.0017282683840035516,5.98315301100394,,,6.16415105722054,0.00178927773232028,0.0578061056967835,5.38555331386171,6.16415105722054,2808031.578440309,86863.0,519714.61999483523,1573440.0,316933440.0,4594.0,0.0531712962962963,11923.0,,
19,2019-02-03,1614335716.0,1448.0,9410836.998579502,9410836.998579502,3270515714.0,2937151336.12569,0.0224005436125525,0.12696821372825887,0.008,0.04534469017336176,90.655,513.8403609582637,86880.0,1909.94507082972,5.232726221451291,492443.3352827087,86880.0,492443.3352827087,0.0016607238127617015,5.66808627167022,,,5.98315301100394,0.00172826838400355,0.0551081388959011,5.22597459922127,5.98315301100394,3300988.754083977,86970.655,492957.17564366694,1660320.0,317020320.0,4047.0,0.0468402777777778,26412.0,,
20,2019-02-04,1614335716.0,1440.0,9258776.246004455,9258776.246004455,3258138115.0,3117499758.24097,0.0142648072704481,0.0756129538274346,0.008,0.04240531394157944,45.519,241.28093566334434,86400.0,1805.44105523495,4.94641384995878,457977.39056905796,86400.0,457977.39056905796,0.0015538145476797446,5.3006642426974295,,,5.66808627167022,0.0016607238127617,0.0534615560713831,4.949752739512519,5.66808627167022,3759207.425588698,86445.519,458218.6715047213,1746720.0,317106720.0,3191.0,0.0369328703703704,13091.0,,
21,2019-02-05,1614335716.0,1417.0,9339272.813724361,9339272.813724361,2803811160.0,3043712302.5328197,0.0200127918781726,0.10203681915257685,0.008,0.040788639495668,98.56299999999999,502.53133432644063,85020.0,1694.1432736087,4.64148842084575,433481.2662402117,85020.0,433481.2662402117,0.0014880000000000006,5.0985799369585,,,5.3006642426974295,0.00155381454767974,0.0499936851861762,4.64349436177774,5.3006642426974295,4193191.223163237,85118.56300000001,433983.7975745381,1831740.0,317191740.0,4925.0,0.0570023148148148,28331.0,,
22,2019-02-06,1614335716.0,1429.0,8290556.255999101,8290556.255999101,2642097875.0,2787705700.38348,0.0145263781861292,0.06280730727205623,0.008,0.034589382965138,73.518,317.8677821038769,85740.0,1632.09525001565,4.4714938356593,370711.7119288665,85740.0,370711.7119288665,0.0012839390344117465,4.32367287064225,,,5.0985799369585,0.0014880000000000002,0.0480383639939712,4.4758627028419005,5.0985799369585,4564220.802874207,85813.51800000001,371029.57971097034,1917480.0,317277480.0,5061.0,0.0585763888888889,21020.0,,
23,2019-02-07,1614335716.0,1426.0,7759458.217600458,7759458.217600458,2314665406.0,2662908752.29243,0.009512760109933259,0.036850918906803386,0.008,0.0309907269654144,48.458,187.71858091125637,85560.0,1559.1001677450301,4.271507308890491,331445.824895107,85560.0,331445.824895107,0.0011533154661596374,3.8738408706768,,,4.32367287064225,0.00128393903441175,0.0418171566075089,3.8080091835209,4.32367287064225,4895854.346350225,85608.45800000001,331633.5434760182,2003040.0,317363040.0,5094.0,0.0589583333333333,13424.0,,
