,time,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapMrktCurUSD,CapMrktFFUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,RevAllTimeUSD,RevHashNtv,RevHashRateNtv,RevHashRateUSD,RevHashUSD,RevNtv,RevUSD,SplyCur,SplyExpFut10yr,TxCnt,TxCntSec,TxTfrCnt,VtyDayRet180d,VtyDayRet30d
0,2014-04-18,1614335377.0,885.0,375.433898305085,,,63010.0,56163.1423728814,0.0,1.114611e-06,,1e-06,,4.458444e-06,,468.02618644067803,15562.5089059084,36500.0,100.0,,15562.5089059084,,,,,,,,,,,,0.00038485374600000005,33.251363622876,,,15562.508910366842,,15562.508905908397,18428477.759906635,4.0,4.6296296296296294e-05,28.0,,
1,2014-04-19,1614335377.0,1356.0,473.003687315634,,,58156.0,69769.4033923304,0.0,1.3033529999999999e-06,,1e-06,,1.4336883e-05,,581.4116949360871,23801.3951725352,22069.734802379,60.4650268558328,,23801.3951725352,,,,,,,,,,,,0.00047381074999999995,40.937248758797004,,,23801.39518687213,,39363.90407844364,18428884.250749186,11.0,0.000127314814814815,74.0,,
2,2014-04-20,1614335377.0,1641.0,402.05606337599,,,103280.0,84092.5301645338,0.0,1.04617e-06,,1.031781e-06,,4.18468e-06,,700.771084704449,28784.4066140768,15416.8288360685,42.2378872221054,,28784.4066140768,,,,,,,,,,,,0.00047540896300000003,41.075334366002004,,,28784.406618261488,,68148.31069252045,18429376.24645078,4.0,4.6296296296296294e-05,35.0,,
3,2014-04-21,1614335377.0,1639.0,388.49481391092104,,,156787.0,117482.11531421599,0.0,1.03333333333333e-06,,1e-06,,3.1e-05,,979.0176276184669,28704.2102629639,10817.515788564,29.6370295577097,,28704.2102629639,,,,,,,,,,,,0.000339344918,29.319400881258,,,28704.210293963926,,96852.52095548438,18429868.238975406,30.0,0.000347222222222222,191.0,,
4,2014-04-22,1614335377.0,1470.0,462.33537414965997,,,234814.0,238052.536054422,0.0,1.2647648846153799e-06,,1.0629755e-06,,6.576777399999999e-05,,1983.77113378685,25691.390029138398,7652.24260046035,20.9650482204393,,25691.390029138398,,,,,,,,,,,,0.000149893325,12.950783312319,,,25691.39009490622,,122543.91098462285,18430308.97572383,52.0,0.000601851851851852,348.0,,
5,2014-04-23,1614335377.0,1509.0,566.515573227303,,,259153.0,255662.59907223302,0.0,1.31519370967742e-06,,1e-06,,4.0771005e-05,,2130.5216589352804,26319.9130692,6453.393449562739,17.680529998801997,,26319.9130692,,,,,,,,,,,,0.000142983115,12.353741159863999,,,26319.91310997105,,148863.82405382287,18430760.83606751,31.0,0.000358796296296296,192.0,,
6,2014-04-24,1614335378.0,1445.0,415.603460207612,,,277270.0,273815.853979239,0.0,1.3534702500000001e-06,,1.1127084999999999e-06,,1.6241642999999998e-05,,2281.79878316032,25198.187129512004,5283.94348643057,14.4765574970701,,25198.187129512004,,,,,,,,,,,,0.000127813936,11.043124105295998,,,25198.187145753658,,174062.0111833349,18431194.635650437,12.0,0.000138888888888889,96.0,,
7,2014-04-25,1614335378.0,1449.0,1330.7481021394099,,,296087.0,302515.096618357,0.0,1.17239124050633e-06,,1e-06,,9.261890799999999e-05,,2520.95913848631,24884.486837869903,4565.4674931018,12.508130118087099,,24884.486837869903,,,,,,,,,,,,0.000114248141,9.871039379651,,,24884.48693048881,,198946.4980212048,18431623.025542233,79.0,0.000914351851851852,594.0,,
8,2014-04-26,1614335378.0,1540.0,597.659090909091,,,367667.0,332938.176623377,0.0,1.38450319047619e-06,,1.423198e-06,,2.9074567e-05,,2774.48480519481,26758.324800306,4327.23963538668,11.855451055853901,,26758.324800306,,,,,,,,,,,,0.000111625349,9.644430122407,,,26758.32482938054,,225704.82282151078,18432084.64918525,21.0,0.000243055555555556,155.0,,
9,2014-04-27,1614335378.0,1533.0,1206.61578604044,,,469898.0,424868.539465101,0.0,1.21494309836066e-06,,1e-06,,7.4111529e-05,,3540.57116220918,26382.7361274698,3819.98172645855,10.4657033601604,,26382.7361274698,,,,,,,,,,,,8.6244769e-05,7.451548067493,,,26382.736201581305,,252087.5589489805,18432540.75751351,61.0,0.0007060185185185179,462.0,,
10,2014-04-28,1614335378.0,1440.0,2925.5208333333303,,,538846.0,521936.94513888896,0.0,1.17701290217391e-06,,1e-06,,0.00021657037400000002,,4349.47454282407,24336.6838257863,3213.4987536711305,8.80410617444146,,24336.6838257863,,,,,,,,,,,,6.4760601e-05,5.595315894539,,,24336.6840423567,,276424.24277476687,18432961.803098105,184.0,0.00212962962962963,1330.0,,
11,2014-04-29,1614335378.0,1522.0,1223.60972404731,,,676311.0,631001.9973718789,0.0,1.07261316129032e-06,,1e-06,,6.6502016e-05,,5258.34997809899,26118.174545691298,3151.007317787,8.63289676106028,,26118.174545691298,,,,,,,,,,,,5.748831600000001e-05,4.966990542846,,,26118.174612193285,,302542.4173204581,18433414.29782998,62.0,0.000717592592592593,477.0,,
12,2014-04-30,1614335378.0,1414.0,575.7708628005661,,,606924.0,603804.636492221,0.0,1.1507978974358998e-06,,1e-06,,4.4881117999999995e-05,,5031.70530410184,24407.160068959798,2724.7667656592803,7.4651144264637805,,24407.160068959798,,,,,,,,,,,,5.6142056000000005e-05,4.85067360641,,,24407.160113840888,,326949.5773894179,18433837.738542683,39.0,0.000451388888888889,316.0,,
13,2014-05-01,1614335378.0,1445.0,640.8775086505191,,,649558.0,653168.906574394,0.0,1.34328529032258e-06,,1.1790779999999999e-06,,4.1641844e-05,,5443.07422145329,24914.67291904,2584.478419583,7.080762793378081,,24914.67291904,,,,,,,,,,,,5.2978199000000004e-05,4.577316411098,,,24914.67296068188,,351864.250308458,18434270.272805214,31.0,0.000358796296296296,217.0,,
14,2014-05-02,1614335378.0,1507.0,963.022561380226,,,758179.0,685280.300597213,0.0,1.2514618793103398e-06,,1.0392415e-06,,7.2584789e-05,,5710.66917164344,25829.426174615,2496.13407391982,6.83872349019129,,25829.426174615,,,,,,,,,,,,5.2349678000000004e-05,4.5230121848869995,,,25829.426247199808,,377693.676483073,18434719.928414248,58.0,0.000671296296296296,454.0,,
15,2014-05-03,1614335378.0,1572.0,780.7309160305341,,,1083243.0,984977.91221374,0.0,1.2684282199999999e-06,,1e-06,,6.3421411e-05,,8208.14926844784,26972.856980330496,2432.89028958234,6.66545284817081,,26972.856980330496,,,,,,,,,,,,3.8033646e-05,3.286107033584,,,26972.85704375187,,404666.53346340335,18435189.862485744,50.0,0.000578703703703704,368.0,,
16,2014-05-04,1614335379.0,1581.0,2127.4231499051198,,,1554546.0,1232411.89247312,0.0,1.17584468548387e-06,,1e-06,,0.000145804741,,10270.0991039427,26604.364831441202,2251.62263483803,6.16882913654256,,26604.364831441202,,,,,,,,,,,,2.9982271e-05,2.59046818419,,,26604.364977245943,,431270.89829484466,18435653.765238684,124.0,0.00143518518518519,936.0,,
17,2014-05-05,1614335379.0,1625.0,1376.3569230769199,,,2661747.0,2129424.23569231,0.0,1.29127743010753e-06,,1.108276e-06,,0.000120088801,,17745.2019641026,27695.381950477098,2202.51788574117,6.03429557737306,,27695.381950477098,,,,,,,,,,,,1.8063948e-05,1.560725097781,,,27695.382070565945,,458966.28024532174,18436138.033280894,93.0,0.00107638888888889,723.0,,
18,2014-05-06,1614335379.0,1737.0,2294.87104202648,,,6504830.0,3528827.6378813996,0.0,1.18826898895028e-06,,1e-06,,0.000215076687,,29406.896982345,29218.9546337436,2184.60487522904,5.98521883624395,,29218.9546337436,,,,,,,,,,,,1.1500102999999998e-05,0.993608909718,,,29218.954848820336,,488185.2348790655,18436649.133715924,181.0,0.0020949074074074103,1389.0,,
19,2014-05-07,1614335379.0,1272.0,1203.08883647799,,,6073734.0,7793570.86084906,0.0,1.27700476923077e-06,,1.1286455e-06,,6.6404248e-05,,64946.423840408796,21600.9221066173,1546.59683494245,4.23725160258205,,21600.9221066173,,,,,,,,,,,,3.849491e-06,0.332596021393,,,21600.922173021583,,509786.1569856828,18437027.73587963,52.0,0.000601851851851852,414.0,,
20,2014-05-08,1614335379.0,1477.0,621.9790115098169,,,5766014.0,5896073.6858497,0.0,1.27732840740741e-06,,1.0061060000000002e-06,,3.4487867e-05,,49133.9473820808,25209.135222738998,1719.89071498504,4.7120293561234,,25209.135222738998,,,,,,,,,,,,5.938306e-06,0.513069610736,,,25209.135257226888,,534995.2922084217,18437470.456625808,27.0,0.0003125,202.0,,
21,2014-05-09,1614335379.0,1548.0,1650.64857881137,,,8270014.0,7012152.68087855,0.0,1.37775926923077e-06,,1.331354e-06,,0.00025075218700000004,,58434.6056739879,25923.6843731651,1686.9004600041299,4.621645095901731,,25923.6843731651,,,,,,,,,,,,5.134674e-06,0.44363582717699995,,,25923.68462391726,,560918.9765815869,18437926.06759102,182.0,0.00210648148148148,1366.0,,
22,2014-05-10,1614335379.0,1505.0,1374.6910299003302,,,9433344.0,8317205.65847176,0.0,1.37171635416667e-06,,1.344174e-06,,0.00019752715499999997,,69310.0471539313,25377.0578119569,1579.8548101976198,4.32836934300717,,25377.0578119569,,,,,,,,,,,,4.237711e-06,0.366138230337,,,25377.05800948408,,586296.0343935438,18438372.411618873,144.0,0.00166666666666667,1109.0,,
23,2014-05-11,1614335379.0,1458.0,1871.3093278463602,,,10290799.0,10448040.674897099,0.0,1.38321664925373e-06,,1.310285e-06,,0.000185351031,,87067.0056241427,24454.0394318794,1461.43648198515,4.0039355670826104,,24454.0394318794,,,,,,,,,,,,3.2507479999999997e-06,0.28086459896,,,24454.039617230406,,610750.0738254233,18438803.41105783,134.0,0.00155092592592593,1001.0,,
24,2014-05-12,1614335379.0,1436.0,3840.54178272981,,,9750196.0,10550651.597492998,0.0,1.35173388967972e-06,,1.2801089999999999e-06,,0.00037983722300000003,,87922.09664577531,23880.5763741028,1373.46192999142,3.7629093972367698,,23880.5763741028,,,,,,,,,,,,3.1436419999999997e-06,0.271610637883,,,23880.576753939997,,634630.6501995259,18439224.873959344,281.0,0.0032523148148148103,2028.0,,
25,2014-05-13,1614335379.0,1573.0,1602.38461538462,,,15240437.0,11670863.0820089,0.0,1.24086733576642e-06,,1e-06,,0.000169998825,,97257.1923500742,26342.7693005829,1454.68947934164,3.98545062833326,,26342.7693005829,,,,,,,,,,,,3.134916e-06,0.270856775052,,,26342.769470581698,,660973.4195001088,18439690.74749164,137.0,0.00158564814814815,1052.0,,
26,2014-05-14,1614335380.0,1495.0,1098.4789297658901,,,18165632.0,17186615.6755853,0.0,1.3098812211538499e-06,,1.1716530000000001e-06,,0.00013622764699999998,,143221.797296544,25184.102209602002,1339.66283479636,3.67030913642837,,25184.102209602002,,,,,,,,,,,,2.035184e-06,0.17583987089400002,,,25184.102345829604,,686157.5217097108,18440136.18830674,104.0,0.0012037037037037,815.0,,
27,2014-05-15,1614335380.0,1431.0,1764.3095737246697,,,16740896.0,16816771.9867226,0.0,1.25154747107438e-06,,1.042706e-06,,0.00015143724399999998,,140139.766556021,23833.973009604102,1225.2823045358698,3.3569378206462206,,23833.973009604102,,,,,,,,,,,,1.9684360000000002e-06,0.170072876149,,,23833.973161041344,,709991.494719315,18440558.915306587,121.0,0.00140046296296296,898.0,,
