,time,AdrActCnt,AssetEODCompletionTime,NVTAdj,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValMeanNtv,TxTfrValMedNtv,VelCur1yr
0,2020-12-17,0,1635438927,,0.0,0,0.0,0,0.0,,,
1,2020-12-18,4,1635439326,,1.53,2,2.3148148e-05,2,0.0,0.1,0.1,0.13071895424799998
2,2020-12-19,165,1635445740,26.599726000927,2272.456883201821,14,0.000162037037,16,85.43158990143988,5.339474368839993,0.9066108938801491,0.037682382682
3,2020-12-20,96,1635446130,62.574833494525,4161.471433296479,26,0.000300925926,28,66.5039154065119,2.680181601423389,0.975,0.038610543726
4,2020-12-21,38,1635446565,60.037757128817,5570.490082029795,17,0.00019675925899999999,19,92.78311430051892,5.743489709862774,3.426577239515257,0.048434334368
5,2020-12-22,97,1635446994,3.1684488227450003,7528.466874837183,106,0.001226851852,109,2376.0733709168153,22.311263292183163,1.0,0.35886864125100004
6,2020-12-23,38,1635447441,30.562625918364,7703.2655344730065,25,0.000289351852,25,252.0485495928703,10.097913796722656,1.0054951814013342,0.383496909171
7,2020-12-24,46,1635447844,105.01155854266199,9331.067007517393,24,0.000277777778,25,88.85752327660762,3.6340615040419952,0.17980463914743644,0.32633246103
8,2020-12-25,88,1635448191,42.005045499325,11720.51789078873,26,0.000300925926,28,279.02643007438724,10.571667888849056,1.0012831269792613,0.285058799672
9,2020-12-26,91,1635448572,68.181469163747,11984.39633938558,35,0.000405092593,33,175.7720460760879,5.3264256386693285,1.0,0.293448973813
10,2020-12-27,56,1635448929,49.33167931493,15418.09150699731,24,0.000277777778,30,312.5393605307688,20.00469116510144,5.0,0.267020697124
11,2020-12-28,52,1635449313,390.952166470981,15571.580108237311,11,0.000127314815,12,39.82988570903116,4.9987130168878435,1.0,0.268240863784
12,2020-12-29,103,1635449706,115.56315015254,16044.547496843572,50,0.000578703704,59,138.83792087413042,3.7630007372818417,2.0045802758929407,0.274171094142
13,2020-12-30,38,1635450117,110.684861404388,16634.647762043394,22,0.00025462963,22,150.2883732335225,7.558186291292815,2.9708805826066933,0.274441112666
14,2020-12-31,54,1635450483,126.776185918148,16824.47021146851,22,0.00025462963,23,132.7100203371877,8.022713399937714,6.8,0.282312226722
15,2021-01-01,30,1635450871,697.659211337462,16923.449669911326,7,8.1018519e-05,7,24.257473269030434,3.465353324147205,1.0,0.282094443817
16,2021-01-02,26,1635451306,126.91568021001301,17126.174539982414,12,0.000138888889,11,134.9413603712558,12.267396397386891,10.0,0.286634500367
17,2021-01-03,21,1635451701,220.86124951365298,17162.612041320765,11,0.000127314815,11,77.70766523830538,7.246151385300488,6.0,0.290670215914
18,2021-01-04,28,1635452106,38.203519737575,17364.274269181213,20,0.000231481481,20,454.52027426945295,23.986405535189803,9.339354476100006,0.314921785595
19,2021-01-05,98,1635452453,2.098468221211,17808.647609734297,79,0.000914351852,90,8486.49859441779,120.8829626396075,3.6333237311130295,0.917972844105
20,2021-01-06,111,1635452936,17.802367937279,18319.33262657468,70,0.0008101851850000001,79,1029.0390969963948,15.011580533111252,0.2761407668283602,0.957118368638
21,2021-01-07,80,1635453366,19.025551626185997,18921.240560901133,57,0.000659722222,66,994.5173171672104,17.08903082879043,2.061907324858596,0.986280245881
22,2021-01-08,166,1635453791,71.395067919037,20376.951766394497,55,0.0006365740739999999,61,285.4111966039779,6.768308281137506,1.0001052126630996,0.9360827280060001
23,2021-01-09,236,1635454191,10.083251275111001,21742.15427640078,105,0.001215277778,111,2156.264252788092,21.996697154786204,5.0,0.989605064364
24,2021-01-10,211,1635454605,4.681354119664,25406.789476052738,103,0.00119212963,110,5427.230845308449,49.65299758530644,3.002805792527492,1.061841195714
25,2021-01-11,77,1635454983,61.490370462765,26274.62873926297,34,0.000393518519,44,427.29664078334673,14.025439769037254,9.925511130104763,1.050256326747
26,2021-01-12,144,1635455412,10.08486323878,28128.313502496483,83,0.0009606481479999999,93,2789.1616213824122,33.867054902071196,3.110318623720884,1.093017225135
27,2021-01-13,220,1635455838,2.132395008588,47045.357486218854,234,0.002708333333,417,22062.215160302418,54.21506935946402,25.089759446640226,1.134063336871
28,2021-01-14,178,1635456274,3.3409163846069996,63128.11408409473,180,0.002083333333,317,18895.44867837982,65.95163423421543,32.512194120870696,1.176323484786
29,2021-01-15,149,1635456742,9.889558622492,66862.79282309057,112,0.001296296296,131,6760.948124724348,66.5691993313652,5.465893032227996,1.2410437069140001
30,2021-01-16,108,1635457148,8.110691391618,70653.84869376753,81,0.0009375,89,8711.199240891972,162.26874927122202,3.0027444047974963,1.378857185363
31,2021-01-17,121,1635457582,19.378934571821002,71331.74346100286,105,0.001215277778,112,3680.890876463783,34.27732640780779,2.562057147715154,1.419573146392
32,2021-01-18,86,1635458017,6.0367683102620004,71467.76569511642,70,0.0008101851850000001,78,11838.745835852384,154.66922227017378,8.883399841034711,1.585677483232
33,2021-01-19,99,1635458454,12.852451069628,74043.1364978082,76,0.00087962963,87,5761.012906929551,67.79317433049563,2.0,1.610180749298
34,2021-01-20,86,1635458894,25.728320238679,76711.19052521749,67,0.000775462963,73,2981.585654002089,44.37869798607852,2.130343005224444,1.5964095605989999
35,2021-01-21,61,1635459339,123.65570292394,77040.80319662836,35,0.000405092593,39,623.0266892260968,24.637134284052475,1.00358153,1.602051394525
36,2021-01-22,72,1635459771,38.180416975861,77152.10722004726,53,0.000613425926,59,2020.724584250255,38.1037125385554,3.3557,1.628878973815
37,2021-01-23,86,1635460229,6.038231610183001,88808.96121746805,53,0.000613425926,57,14707.776539690269,261.9319285650436,1.3000760855931277,1.583191191936
38,2021-01-24,114,1635460666,10.529948463221999,90206.44114968789,64,0.000740740741,71,8566.655522081033,120.75350974316684,1.5009797622476568,1.65370745653
39,2021-01-25,96,1635461122,23.253003394580997,91349.30463573954,61,0.000706018519,68,3928.494873786068,60.15808887805184,4.00081884,1.6777994644960001
40,2021-01-26,98,1635461571,11.593215909254,95440.0114250783,72,0.000833333333,75,8232.401791887585,114.99563183547328,5.031486659605582,1.6962538496200001
41,2021-01-27,89,1635462045,29.928731633414003,97392.36417764112,72,0.000833333333,73,3254.1427204655497,48.91397829896549,5.000514397899502,1.6989135503639998
42,2021-01-28,82,1635462476,25.120666224932,100295.16821079997,46,0.000532407407,49,3992.5361577893655,83.82034720063142,6.0052128297712155,1.69069365196
43,2021-01-29,49,1635462943,34.488110565039,100413.60590646979,22,0.00025462963,23,2911.542681269981,135.857081882137,9.0,1.71981790257
44,2021-01-30,92,1635463372,45.226268619336004,100706.67810667538,56,0.000648148148,58,2226.7297564234514,45.18437307194525,1.824785049724296,1.740836000489
45,2021-01-31,96,1635463806,17.056289264224,105506.1333025777,119,0.001377314815,137,6185.76125604775,48.17290598210282,7.00879066,1.7241983301159998
46,2021-02-01,101,1635464252,15.756981279697001,108321.51923801386,150,0.001736111111,178,6874.50961039026,41.60457940725552,4.84883758001752,1.7477516501199999
47,2021-02-02,263,1635464697,8.922532227775001,116870.32395167487,450,0.005208333333,532,13098.335872395572,26.362560691935894,5.0,1.739911291458
48,2021-02-03,146,1635465132,11.008963813658,125425.51211833778,197,0.002280092593,246,11393.03518853708,56.65373719337276,5.9946314216160275,1.7323494395980001
49,2021-02-04,85,1635465630,40.097922374252,126724.90444052767,99,0.001145833333,129,3160.385798988482,27.86851989774152,8.3049431406891,1.742955385695
50,2021-02-05,93,1635466030,31.975569159166998,128658.50853816378,118,0.001365740741,149,4023.650303071393,35.706982253390066,5.65452696,1.758112989355
51,2021-02-06,118,1635466328,35.451864063892,131719.56075399235,134,0.001550925926,173,3715.4480936913988,22.871053795365007,4.51,1.747294676972
52,2021-02-07,105,1635466631,24.607384015523,136169.66962789593,116,0.001342592593,153,5533.69141319511,37.924716470496456,5.72388,1.7328041525209998
53,2021-02-08,91,1635466944,60.312484794425,137850.83041282572,97,0.0011226851850000001,122,2285.6101996575035,20.989591024432528,5.065180703681467,1.730247822006
54,2021-02-09,77,1635467259,17.534771898174,144119.57307285807,89,0.001030092593,120,8219.073159877818,75.9889482184572,11.13851874027489,1.718259134341
55,2021-02-10,87,1635467577,16.287227657439,144324.61480095086,108,0.00125,141,8861.214310774907,83.79900589830882,8.14750994771025,1.797686645894
56,2021-02-11,110,1635467912,123.060540287796,144511.602851015,125,0.001446759259,166,1174.313086169236,9.613504804025887,5.126967464541226,1.806403564481
57,2021-02-12,107,1635468303,38.31050041481,144668.85184291468,117,0.0013541666670000001,162,3776.2193204605055,33.925052157822776,6.137049345259785,1.842429310477
58,2021-02-13,96,1635468643,29.43340752231,145887.1445910125,122,0.0014120370370000002,166,4956.515635521701,31.794353994857243,5.326302765373876,1.863221029335
59,2021-02-14,116,1635469007,21.792921790154,163847.08972369495,132,0.001527777778,183,7518.362673045638,47.71554714278095,4.983358833084737,1.712279060384
60,2021-02-15,82,1635469337,162.474770295312,164376.87659712913,85,0.000983796296,108,1011.7070871887352,13.820066057441844,4.961121513088212,1.715840535553
61,2021-02-16,94,1635469765,42.992954119984,164861.54600590904,121,0.001400462963,174,3834.617773550004,34.728205784263594,6.012304901125377,1.747449437173
62,2021-02-17,102,1635470112,75.918129081783,165202.10423535603,128,0.001481481481,178,2176.0560518738644,17.87382046345721,7.506503966388445,1.763105604315
63,2021-02-18,96,1635470439,12.103523044081,177935.16380430938,95,0.001099537037,121,14701.105054806936,126.6812514286361,5.043246238547094,1.723083738423
64,2021-02-19,93,1635470836,40.409501031177,179990.139233017,107,0.001238425926,144,4454.153964785399,47.17456039134236,4.977161487524937,1.741152739125
65,2021-02-20,85,1635471197,74.247629610703,180587.55142415923,90,0.001041666667,127,2432.233222407521,24.150782442505793,3.017711034079733,1.752377009465
66,2021-02-21,119,1635471533,72.47937807900699,180993.43688903275,116,0.001342592593,146,2497.171494652417,19.98209349984829,4.005265758213271,1.7645659668759999
67,2021-02-22,60,1635471969,257.94859022153,181086.02805545967,46,0.000532407407,62,702.0237168186909,22.490469129795933,5.768553075235825,1.771363983698
68,2021-02-23,54,1635472309,35.362038437282,181152.6661704954,61,0.000706018519,82,5122.800442960535,69.82162546041009,5.435102320898341,1.802317615512
69,2021-02-24,67,1635472648,61.502740386104,181421.43127072064,74,0.0008564814810000001,99,2949.8105309094567,35.31760369537966,5.78450987,1.818920079015
70,2021-02-25,87,1635472996,232.21938654410198,181692.17566956533,74,0.0008564814810000001,95,782.4160522233528,18.868565919946118,6.937771508591486,1.8260753202039999
71,2021-02-26,84,1635473348,41.030877669632,182028.85506606087,89,0.001030092593,112,4436.387067605573,41.33269070409117,2.67,1.8481292930239999
72,2021-02-27,105,1635473728,12.703976812715002,182380.35792758845,125,0.001446759259,161,14356.162689548435,90.44270315590589,2.0,1.9244075317070002
73,2021-02-28,105,1635474129,43.418490122073,182751.98219435848,102,0.001180555556,138,4209.081929853898,31.27338609197946,1.2891428200559951,1.944109483497
74,2021-03-01,112,1635474497,146.83608699712798,182990.38447767752,137,0.0015856481479999999,190,1246.2221530137676,10.346467965806994,1.748214269837966,1.952319471022
75,2021-03-02,117,1635474946,69.438600804142,183154.2100343209,152,0.001759259259,217,2637.642577950614,14.037527435313264,3.078939527734772,1.9672047615580002
76,2021-03-03,149,1635475373,42.779356826680996,183242.4572113813,178,0.002060185185,246,4283.431795241395,23.956918745749636,3.701200682185268,1.9984191527619999
77,2021-03-04,143,1635475794,58.165564308612005,183705.49248391963,191,0.002210648148,259,3158.320471356958,13.623133940646063,2.5637017368293322,2.012588860474
78,2021-03-05,89,1635476198,30.271922116070005,183933.6832335813,98,0.001134259259,137,6076.0490373996045,47.21168112692097,3.078072548955934,2.04525686368
79,2021-03-06,96,1635476600,64.198032481697,184033.09940049535,95,0.001099537037,124,2866.6470339720013,24.789101504499857,4.660564270720652,2.060854693626
80,2021-03-07,90,1635477027,36.374081555051,184098.01765086962,96,0.001111111111,123,5061.241680349879,43.571245229422395,4.258209763727471,2.089238899762
81,2021-03-08,129,1635477467,8.604221154903001,184515.76593085058,153,0.001770833333,179,21444.79582857975,125.13485972424317,10.3,2.2059029898199998
82,2021-03-09,113,1635477858,73.777111433248,184989.84804230247,126,0.001458333333,147,2507.415165063449,18.883391978449293,2.3925934703433973,2.215255283971
83,2021-03-10,78,1635478239,60.984150109932,185358.9790001337,99,0.001145833333,127,3039.461543138656,27.000866762686524,3.0906892210226813,2.229343572481
84,2021-03-11,76,1635478599,60.513639212706,185914.4445738181,57,0.000659722222,78,3072.273407988665,47.28539997929249,2.8932701913927614,2.242521341414
85,2021-03-12,55,1635478972,81.03877252337,186221.68507127688,61,0.000706018519,75,2297.9331901599953,31.865942452977126,3.2013399678507537,2.251655359887
86,2021-03-13,58,1635479324,310.462218878815,186572.7292138091,47,0.0005439814809999999,60,600.9514777275862,12.489264599250879,3.009839028791597,2.25143520687
87,2021-03-14,62,1635479661,154.731772225785,186664.97586244033,51,0.000590277778,64,1206.3778057815955,21.731896649582175,4.0337725354176746,2.2577735894599997
88,2021-03-15,48,1635480015,100.61410162334299,186728.04741463962,32,0.00037037037000000006,45,1855.8834636686468,49.15243304943847,4.527853564798255,2.2688563284009997
