,time,AdrActCnt,AssetEODCompletionTime,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VtyDayRet180d,VtyDayRet30d
10,2015-04-10,159.0,1614335522.0,1428.0,1605410.8779817093,2.55918687508446,0.00045650516094501264,2.0,0.000356757972924464,60601.545202,10.810042211177898,0.0,0.0,0.0,0.0,0.0,0.0,121.15901652,,7.56253652834599e-07,0.000178378986462232,,,0.00022281636118437,9.13703682057276e-07,,0.000208935988774008,0.00022281636118437,8999999999.0,23680.0,0.27407407407407397,22991.0,74282544.193803,13250.444945126534,3252.69319271902,0.5802121149898203,8.0,0.001427031891697856,,
11,2015-04-11,133.0,1614335523.0,1434.0,1456191.600462426,3.62177680540312,0.0005860001070404069,2.0,0.00032359813347205,42899.946260000004,6.941171267893627,0.0,0.0,0.0,0.0,0.0,0.0,66.58348649,,6.815201636469901e-07,0.000161799066736025,,,0.000178378986462232,7.562536528346e-07,,0.000169113220579825,0.000178378986462232,8999999999.0,11845.0,0.13709490740740699,10827.0,135168650.268327,21870.161465383462,12485.708808379699,2.0201760327336027,8.0,0.0012943925338882,,
12,2015-04-12,106.0,1614335523.0,1420.0,1322876.5440515748,2.4094221576807002,0.0003541520063853429,2.0,0.000293972565377458,57469.537305,8.447233656303187,0.0,0.0,0.0,0.0,0.0,0.0,243.044954,,6.198264172998257e-07,0.000146986282688729,,,0.000161799066736025,6.815201636469901e-07,,0.000152661507522071,0.000161799066736025,8999999999.0,23852.0,0.276064814814815,23084.0,37030186.600747995,5442.9294757139305,1604.14948019182,0.23578796897045254,8.0,0.001175890261509832,,
13,2015-04-13,133.0,1614335523.0,1429.0,1258107.9360436513,5.5532331977085905,0.0007762851952793918,2.0,0.000279579541374098,149287.568054,20.868874904695886,0.0,0.0,0.0,0.0,0.0,0.0,110.08219736,,6.19894798363531e-07,0.000139789770687049,,,0.000146986282688729,6.19826417299825e-07,,0.00013831485558436898,0.000146986282688729,8999999999.0,26883.0,0.311145833333333,26067.0,81757088.92586899,11428.804712987901,3136.4211043031,0.4384395869485515,8.0,0.001118318165496392,,
14,2015-04-14,148.0,1614335523.0,1434.0,1397963.8909121053,2.7515077509024,0.0004273898313059695,2.0,0.00031065864245942995,80038.608966,12.432342802859363,0.0,0.0,0.0,0.0,0.0,0.0,88.37875292,,7.068223261250741e-07,0.00015532932122971498,,,0.000139789770687049,6.1989479836353e-07,,0.000132857928594535,0.000139789770687049,8999999999.0,29089.0,0.33667824074074104,27735.0,101834430.80266601,15817.873014392495,3671.7155508442797,0.5703250842612309,8.0,0.0012426345698377198,,
15,2015-04-15,122.0,1614335523.0,1413.0,1386779.3682065215,3.1419360738813102,0.0004841302359962813,2.0,0.000308173192969024,49501.202844,7.627471868121407,0.0,0.0,0.0,0.0,0.0,0.0,127.13116971,,6.900000000000005e-07,0.000154086596484512,,,0.00015532932122971498,7.068223261250729e-07,,0.000146374971039854,0.00015532932122971498,8999999999.0,15755.0,0.182349537037037,14691.0,70793024.396899,10908.256184163189,4818.95203845205,0.7425359182271776,8.0,0.001232692771876096,,
16,2015-04-16,108.0,1614335523.0,1434.0,1492692.5378000129,6.86592250932583,0.0011387456995469506,2.0,0.000331709452881304,65892.25832200001,10.928542478552082,0.0,0.0,0.0,0.0,0.0,0.0,181.12736414,,7.258609000584443e-07,0.000165854726440652,,,0.000154086596484512,6.9e-07,,0.00014467557305544,0.000154086596484512,8999999999.0,9597.0,0.11107638888888902,8143.0,49688792.424458005,8241.121074724824,6102.025349927299,1.012049745146116,8.0,0.001326837811525216,,
17,2015-04-17,96.0,1614335523.0,1433.0,1503862.4370270942,3.0008106663750898,0.0005014229380325738,2.0,0.00033419165270982,51457.901307,8.598400541382569,0.0,0.0,0.0,0.0,0.0,0.0,206.06510687,,7.500315604909424e-07,0.00016709582635491,,,0.000165854726440652,7.25860900058445e-07,,0.000154364008756559,0.000165854726440652,8999999999.0,17148.0,0.19847222222222197,15711.0,43675516.616264,7297.996540472238,2779.93231597378,0.4645150875483577,8.0,0.00133676661083928,,
18,2015-04-18,112.0,1614335523.0,1427.0,1332554.3180006377,5.252516403355701,0.0007776959349376126,2.0,0.000296123181810822,31304.997764,4.635067772228174,0.0,0.0,0.0,0.0,0.0,0.0,128.5666263,,6.627703097603735e-07,0.000148061590905411,,,0.00016709582635491,7.50031560490941e-07,,0.00015634775245588,0.00016709582635491,8999999999.0,5960.0,0.0689814814814815,4466.0,70002614.659512,10364.698494025792,16122.842512206002,2.3871737122746137,8.0,0.001184492727243288,,
19,2015-04-19,111.0,1614335523.0,1409.0,1328749.534116312,3.4476304878687,0.0005090041561188591,2.0,0.00029527767428087797,43481.515713,6.419560416971047,0.0,0.0,0.0,0.0,0.0,0.0,139.68595619,,6.61215078901227e-07,0.00014763883714043899,,,0.000148061590905411,6.62770309760374e-07,,0.000137599569767082,0.000148061590905411,8999999999.0,12612.0,0.14597222222222198,11148.0,64430242.271551,9512.406045648548,5779.53375238168,0.8532836424155491,8.0,0.0011811106971235119,,
20,2015-04-20,110.0,1614335523.0,1443.0,1194053.530823816,3.1919222078228997,0.0004234806647543741,2.0,0.000265345229101442,51329.301024,6.809992569915081,0.0,0.0,0.0,0.0,0.0,0.0,154.86342998,,5.899316189362954e-07,0.000132672614550721,,,0.00014763883714043899,6.61215078901228e-07,,0.000137470416573524,0.00014763883714043899,8999999999.0,16081.0,0.186122685185185,14621.0,58115721.704847,7710.364745084135,3974.8526574684997,0.5273540945202275,8.0,0.001061380916405768,,
21,2015-04-21,106.0,1614335523.0,1423.0,1223780.845577981,3.3077095716192204,0.00044976795743692445,2.0,0.000271951299047546,44614.386701999996,6.066470209909232,0.0,0.0,0.0,0.0,0.0,0.0,187.33866575,,5.78769140853301e-07,0.000135975649523773,,,0.000132672614550721,5.899316189362951e-07,,0.000123297561763665,0.000132672614550721,8999999999.0,13488.0,0.15611111111111098,12027.0,48041337.130859,6532.452020359107,3994.4572321326204,0.5431489166341655,8.0,0.001087805196190184,,
22,2015-04-22,79.0,1614335523.0,1433.0,1243168.8877026557,5.30875823833406,0.0007332981194405959,2.0,0.000276259752853508,24345.965281,3.3629051757545727,0.0,0.0,0.0,0.0,0.0,0.0,438.28903859999997,,5.907469316189365e-07,0.000138129876426754,,,0.000135975649523773,5.78769140853302e-07,,0.000126414816345782,0.000135975649523773,8999999999.0,4586.0,0.0530787037037037,3111.0,20534394.443753,2836.4133670138262,6600.57680609225,0.9117368585708212,8.0,0.001105039011414032,,
23,2015-04-23,99.0,1614335524.0,1425.0,1231571.7929140057,4.18281435437174,0.0005723817971569362,2.0,0.00027368262067796603,36118.60195,4.942516818450146,0.0,0.0,0.0,0.0,0.0,0.0,158.37783192,,5.799999999999993e-07,0.00013684131033898301,,,0.000138129876426754,5.907469316189361e-07,,0.000128526279862355,0.000138129876426754,8999999999.0,8635.0,0.0999421296296296,7186.0,56826134.629269995,7776.162724168765,7907.895161323409,1.0821267358987987,8.0,0.0010947304827118641,,
24,2015-04-24,78.0,1614335524.0,1431.0,1322024.9231380655,9.23808759925443,0.001356998005522672,10.0,0.00146891658142773,19824.935988,2.9121177198516532,0.0,0.0,0.0,0.0,0.0,0.0,71.54273959,,6.346347165400326e-07,0.000146891658142773,,,0.00013684131033898301,5.8e-07,,0.00012699288411658702,0.00013684131033898301,8999999999.0,2146.0,0.024837962962963,695.0,125798928.74039699,18478.813235261456,181005.65286388103,26.58822048239065,8.0,0.001175133265142184,,
25,2015-04-25,76.0,1614335524.0,1426.0,1263568.6407245975,12.073841067144699,0.0016951252163591084,10.0,0.00140396515651666,18521.272197,2.600322081894877,0.0,0.0,0.0,0.0,0.0,0.0,180.53816007,,6.200000000000002e-07,0.000140396515651666,,,0.000146891658142773,6.346347165400349e-07,,0.000135057722469277,0.000146891658142773,8999999999.0,1534.0,0.0177546296296296,74.0,49850956.692895,6998.900621584556,673661.5769310129,94.57973812952093,25000.0,3.5099128912916497,,
26,2015-04-26,62.0,1614335524.0,1438.0,1210563.70308583,12.775368048877098,0.0017183774283612706,10.0,0.0013450707813559301,19341.907226,2.6016234265389726,0.0,0.0,0.0,0.0,0.0,0.0,305.34701988,,6.09999999999999e-07,0.00013450707813559298,,,0.000140396515651666,6.2e-07,,0.000128726257021225,0.000140396515651666,8999999999.0,1514.0,0.0175231481481481,65.0,29474661.329458002,3964.5505744615507,453456.32814550796,60.993085760946954,200000.0,26.901415627118602,,
