,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapAct1yrUSD,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,RevAllTimeUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
10,2014-10-19,3037.0,249.0,338.0,374.0,200.0,318.0,355.0,113.0,288.0,397.0,397.0,397.0,397.0,326.0,227.0,346.0,268.0,359.0,306.0,156.0,,,,,,,,,1614335170.0,1400.0,912.13428571,,,,0.0,24.48747964,23.744274361757174,0.00023059,0.1015387027586202,,0.1,,294.462238,,213400000.0,2717.1910350000003,7.4443589999999995,,213400000.0,,0.99771628656,11.72097642,,,,,,,,,,,,213400294.46223697,,4.634568e-06,2553841604.13066,2553841604.13066,534382789.055103,2553841604.13066,2553841604.13066,2553841604.13066,2553841604.13066,2553841604.13066,2553841604.13066,2192162355.784475,2553841604.13066,2553841604.13066,89.08957,2866065504.64309,2866599786.898921,2866599995.796287,2860053507.052948,2866597582.552609,2866599982.6208787,2759607023.169838,2866563541.309597,2866600000.0,2866600000.0,2866600000.0,2866599986.9619102,2866599931.038322,2866599035.778191,2864501053.73083,2866438605.533473,2866590130.572124,2835035598.430222,,,,,,,,,2713418109.058878,2041895275.7882328,521612247.666,2866600000.0,2900.0,0.03356481,7174.0,244570068.057851,,59642.75541915,,17701.130936,,1.7127414576623874,,
11,2014-10-20,2511.0,255.0,362.0,409.0,204.0,341.0,383.0,118.0,300.0,432.0,432.0,432.0,432.0,349.0,231.0,373.0,281.0,393.0,321.0,165.0,,,,,,,,,1614335171.0,1329.0,912.34161023,,,,0.0,49.39921088,24.316145502332574,0.00020698,0.10575677791824306,,0.1,,250.96083399999998,,132900000.0,1617.21937,4.430738,,132900000.0,,0.997643624844,9.70680969,,,,,,,,,,,,132900250.96083352,,4.036853e-06,2677835568.262916,2677835568.262916,518653553.600125,2677835568.262916,2677835568.262916,2677835568.262916,2677835568.262916,2677835568.262916,2677835568.262916,2155528691.471191,2677835568.262916,2677835568.262916,89.276065,2998855640.569726,2999499710.3658037,2999499995.707809,2992432052.7208424,2999497394.108001,2999499970.787793,2885580797.5073423,2999452287.3374877,2999500000.0,2999500000.0,2999500000.0,2999499986.395835,2999499911.198382,2999498867.231291,2997312129.157613,2999338362.818902,2999483710.73352,2969721351.057884,,,,,,,,,2817645573.707388,2211977037.781976,645525616.844376,2999500000.0,2373.0,0.02746528,6166.0,309009869.84602404,,66904.76346688,,10666.284693000001,,1.7743888761699518,,
12,2014-10-21,1249.0,281.0,395.0,446.0,212.0,377.0,420.0,124.0,327.0,472.0,472.0,472.0,472.0,382.0,256.0,405.0,301.0,431.0,357.0,178.0,,,,,,,,,1614335171.0,1289.0,702.53141971,,,,0.0,90.28365398,30.325868082498037,0.00013498,0.1144543764044924,,0.1,,122.237274,,128900000.0,1503.9157050000001,4.120317,,128900000.0,,0.996719044813,11.05292132,,,,,,,,,,,,128900122.23727344,,3.0072879999999997e-06,2796567633.384469,2796567633.384469,525961543.841006,2796567633.384469,2796567633.384469,2796567633.384469,2796567633.384469,2796567633.384469,2796567633.384469,2064036844.363473,2796567633.384469,2796567633.384469,89.392905,3127800847.768373,3128399700.500105,3128399995.265638,3118135859.7937217,3128397956.176187,3128399967.651862,3000501232.077292,3128328608.266533,3128400000.0,3128400000.0,3128400000.0,3128399986.449119,3128399881.324775,3128398920.27604,3126059399.641264,3128159228.772197,3128386712.196494,3097342248.949115,,,,,,,,,2893355794.868904,2363896478.698225,679623486.919205,3128400000.0,1068.0,0.01236111,3111.0,283038294.649513,,100113.86277413,,10938.624284,,1.8008354625885692,,
13,2014-10-22,1245.0,361.0,485.0,553.0,255.0,461.0,517.0,141.0,415.0,594.0,594.0,594.0,594.0,471.0,321.0,500.0,386.0,527.0,443.0,207.0,,,,,,,,,1614335171.0,942.0,2058.66135881,,,,0.0,339.27804405,118.94273738599779,0.00012681,0.2401498115234337,,0.1,,245.91340699999998,,94200000.0,1066.93369,2.923106,,94200000.0,,0.9950859230169999,2.89091637,,,,,,,,,,,,94200245.91340683,,4.305812e-06,3102381739.470001,3102381739.470001,1240702212.875133,3102381739.470001,3102381739.470001,3102381739.470001,3102381739.470001,3102381739.470001,3102381739.470001,2410384481.1645217,3102381739.470001,3102381739.470001,96.269526,3221872291.523559,3222599572.852278,3222599992.419709,3206763895.515071,3222596775.241468,3222599958.609157,3058834644.718584,3222534557.273264,3222600000.0,3222600000.0,3222600000.0,3222599977.929013,3222599857.045526,3222598731.547579,3219413163.834198,3222361607.972561,3222587132.358984,3176912962.0826716,,,,,,,,,2863112611.623839,2472992334.795785,748931548.267697,3222600000.0,1024.0,0.01185185,3274.0,1114733041.211657,,395363.66343008,,9014.0257745,,2.1498647971303138,,
14,2014-10-23,1120.0,368.0,502.0,562.0,260.0,479.0,522.0,141.0,430.0,608.0,608.0,608.0,608.0,489.0,325.0,512.0,401.0,536.0,458.0,209.0,,,,,,,,,1614335171.0,967.0,854.74767322,,,,0.0,241.86143067,128.32836308769393,0.00014702,0.12079674353876554,,0.1,,121.521524,,96700000.0,1063.341725,2.913265,,96700000.0,,0.995353683373,15.66850993,,,,,,,,,,,,96700121.52152392,,3.709093e-06,3212581764.832007,3212581764.832007,1282562529.9955769,3212581764.832007,3212581764.832007,3212581764.832007,3212581764.832007,3212581764.832007,3212581764.832007,2330490142.9044943,3212581764.832007,3212581764.832007,96.78491700000001,3318409231.379248,3319299714.7504077,3319299991.35502,3303877481.220999,3319296857.0436482,3319299948.354247,3146770706.358058,3319227782.736147,3319300000.0,3319300000.0,3319300000.0,3319299975.985259,3319299887.703756,3319298899.8270288,3315861867.486276,3319042181.371268,3319284492.515707,3271420038.9801173,,,,,,,,,2945856674.962361,2557996188.7307267,847365294.255074,3319300000.0,1006.0,0.01164352,3547.0,211845288.141737,,72193.11115859,,6735.881595999999,,2.1643790138016104,,
15,2014-10-24,1329.0,388.0,523.0,594.0,270.0,502.0,550.0,147.0,453.0,644.0,644.0,644.0,644.0,513.0,344.0,540.0,427.0,565.0,482.0,215.0,,,,,,,,,1614335171.0,1094.0,962.18921389,,,,0.0,190.26889708,73.62738032893965,0.00014974,0.12877344771241542,,0.1,,157.6187,,109400000.0,1164.61061,3.190714,,109400000.0,,0.995021547186,15.86943164,,,,,,,,,,,,109400157.61869982,,4.337148e-06,3318705736.811662,3318705736.811662,384493422.291655,3318705736.811662,3318705736.811662,3318705736.811662,3318705736.811662,3318705736.811662,3318705736.811662,2236920938.621872,3318705736.811662,3318705736.811662,96.791954,3427671296.255777,3428699563.676514,3428699990.1465898,3411630378.83791,3428696282.333449,3428699944.487577,3250746996.888083,3428634702.661848,3428700000.0,3428700000.0,3428700000.0,3428699972.1760263,3428699875.833752,3428698910.017193,3424834947.9081173,3428471479.798596,3428685150.235578,3376115092.3122897,,,,,,,,,3011062678.820071,2660305164.906559,857168532.058907,3428700000.0,1224.0,0.01416667,3978.0,216056887.094285,,63520.77286751,,8058.786078499999,,2.1690170895612453,,
16,2014-10-25,839.0,402.0,559.0,634.0,284.0,535.0,586.0,156.0,476.0,684.0,684.0,684.0,684.0,548.0,359.0,576.0,444.0,605.0,513.0,227.0,,,,,,,,,1614335171.0,730.0,968.06986301,,,,0.0,306.22154891,108.15871416504109,0.00014057,0.1347873826322915,,0.1,,99.338301,,73000000.0,760.9162299999999,2.084702,,73000000.0,,0.995042113356,13.75763889,,,,,,,,,,,,73000099.33830109,,4.40184e-06,3391701761.335354,3391701761.335354,434209346.115695,3391701761.335354,3391701761.335354,3391701761.335354,3391701761.335354,3391701761.335354,3391701761.335354,2261024903.0473557,3391701761.335354,3391701761.335354,96.858719,3500669160.286245,3501699553.428722,3501699989.481411,3484338968.337977,3501696101.222721,3501699934.1498513,3312808520.967564,3501614714.9659576,3501700000.0,3501700000.0,3501700000.0,3501699971.109294,3501699867.61922,3501698768.106411,3497927645.36858,3501439115.715611,3501682225.247498,3446115356.238702,,,,,,,,,2998692430.310935,2680076160.8970556,885715417.5239999,3501700000.0,737.0,0.00853009,1918.0,254527686.584908,,155330.01557935,,11005.829031000001,,2.208879077265278,,
17,2014-10-26,723.0,422.0,595.0,680.0,290.0,569.0,625.0,155.0,506.0,733.0,733.0,733.0,733.0,583.0,374.0,612.0,469.0,645.0,546.0,228.0,,,,,,,,,1614335171.0,709.0,755.86318759,,,,0.0,232.63207521,125.25415582708042,0.00013561,0.12132507011686156,,0.1,,72.67371700000001,,70900000.0,724.360385,1.9845490000000001,,70900000.0,,0.9944368767980001,16.28962338,,,,,,,,,,,,70900072.67371707,,3.980614e-06,3470521790.013111,3470521790.013111,468920944.464415,3470521790.013111,3470521790.013111,3470521790.013111,3470521790.013111,3470521790.013111,3470521790.013111,2176686144.403524,3470521790.013111,3470521790.013111,97.142747,3571363369.565015,3572599517.7683525,3572599989.140531,3552725186.048488,3572596051.8054314,3572599926.296502,3370546949.561728,3572507578.100253,3572600000.0,3572600000.0,3572600000.0,3572599966.216775,3572599842.650463,3572598705.129113,3568201545.8760476,3572293018.059349,3572582526.209967,3514344092.711618,,,,,,,,,3040919080.9632177,2772893195.643545,991855648.022942,3572600000.0,599.0,0.00693287,1759.0,219317532.15033302,,143378.82984606,,7968.302381999999,,2.2356365746400506,,
18,2014-10-27,754.0,446.0,619.0,700.0,299.0,588.0,644.0,153.0,524.0,755.0,755.0,755.0,755.0,605.0,389.0,635.0,496.0,665.0,564.0,227.0,,,,,,,,,1614335171.0,761.0,959.38764783,,,,0.0,71.39223054,153.2493724156111,0.00012695,0.15269813840197596,,0.1,,92.68777001,,76100000.0,761.2710099999999,2.085674,,76100000.0,,0.9938923896259999,8.52539611,,,,,,,,,,,,76100092.6877701,,4.911975e-06,3543471782.3000216,3543471782.3000216,605261488.219082,3543471782.3000216,3543471782.3000216,3543471782.3000216,3543471782.3000216,3543471782.3000216,3543471782.3000216,2285645685.034195,3543471782.3000216,3543471782.3000216,97.116008,3647396063.0060577,3648699574.9208126,3648699988.9404254,3626415162.0290055,3648695245.965744,3648699928.416353,3433851616.0319963,3648604550.5940986,3648700000.0,3648700000.0,3648700000.0,3648699967.0068808,3648699870.864383,3648698624.6613445,3643454334.973125,3648425275.706058,3648680838.075429,3581505884.1705217,,,,,,,,,3105049104.7629976,2848103435.942566,967845721.1785301,3648700000.0,607.0,0.00702546,1623.0,427980114.07915294,,321633.53858999,,10602.640161,,2.3320762078796813,,
19,2014-10-28,1245.0,465.0,655.0,742.0,307.0,617.0,688.0,154.0,546.0,795.0,795.0,795.0,795.0,643.0,404.0,675.0,521.0,710.0,591.0,240.0,,,,,,,,,1614335172.0,751.0,777.89081225,,,,0.0,123.22861655,129.26381666794936,0.00020838,0.10325020101780953,,0.1,,121.73198700000002,,75100000.0,736.116305,2.016757,,75100000.0,,0.993559298374,15.02457738,,,,,,,,,,,,75100121.73198706,,6.73309e-06,3618815781.8379974,3618815781.8379974,667525040.475261,3618815781.8379974,3618815781.8379974,3618815781.8379974,3618815781.8379974,3618815781.8379974,3618815781.8379974,2200975537.48366,3618815781.8379974,3618815781.8379974,97.180724,3722288032.971866,3723799439.238898,3723799989.087897,3699816115.2845945,3723793179.3643227,3723799928.9007144,3488813125.8543224,3723692063.369209,3723800000.0,3723800000.0,3723800000.0,3723799968.4999332,3723799844.664598,3723798602.22898,3718134563.3447657,3723521369.426668,3723776141.8904676,3657821032.8427534,,,,,,,,,3159086004.8676724,2948703804.8657675,1013002316.0403551,3723800000.0,1179.0,0.01364583,2217.0,247847237.642975,,178737.40130786,,16989.784316,,2.391456919917857,,
