,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapAct1yrUSD,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,RevAllTimeUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
971,2017-06-06,2071.0,1305.0,5309.0,7416.0,497.0,4278.0,6381.0,152.0,2826.0,8431.0,8431.0,8431.0,8431.0,5478.0,1522.0,6545.0,3061.0,7558.0,4432.0,599.0,,,,,,,,,1614335315.0,2547.0,584.94660385,,,,0.0,1652.54694668,8147.071086842387,0.0002859,0.2921522880658518,,0.1,,425.95803600000005,,3973320.0,10.665664999999999,0.029220999999999997,,3973320.0,,0.962901212403,83.74645904,,,,,,,,,,,,3973745.95803603,,6.4438943e-05,13553208406.697788,5097277114.322385,338223908.99228597,6987590615.601611,12446053264.567831,2942723577.630927,13553208406.697788,13553208406.697788,13553208406.697788,894733139.2438449,4586483329.316498,13553208406.697788,51.389524,13506985367.582764,13597236352.341852,13597305083.233345,13092862086.171751,13596656425.374865,13597298353.208519,11543442524.027487,13588356192.264904,13597305639.999996,13597305639.999996,13597305639.999996,13597305238.981785,13597300223.927092,13597255722.77952,13531426247.935057,13591049252.56597,13596827918.565712,13206155694.281576,,,,,,,,,10551012812.485935,13386657539.242363,10074880067.549377,13597305639.999996,1458.0,0.016875,3076.0,162362752.947582,,112224.15513073,,584.777597,,2.2672050277810354,,
972,2017-06-07,2237.0,1330.0,5484.0,7606.0,489.0,4428.0,6558.0,152.0,2931.0,8650.0,8650.0,8650.0,8650.0,5656.0,1550.0,6727.0,3179.0,7748.0,4592.0,596.0,,,,,,,,,1614335315.0,2522.0,622.06463125,,,,0.0,701.0365392800002,7784.502495851258,0.00023888,0.24194427114267664,,0.1,,374.77167599999996,,3934320.0,10.55799,0.028926,,3934320.0,,0.9616641429639999,130.48084116,,,,,,,,,,,,3934694.771676032,,6.6115672e-05,13556885407.468668,5146473313.425404,197076271.824783,7010001894.519961,12450426133.44633,2985981184.916213,13556885407.468668,13556885407.468668,13556885407.468668,901086354.786206,4637350036.548716,13556885407.468668,51.539433,13507016101.803482,13601170278.273457,13601239397.987087,13079824769.382627,13600568158.291265,13601232551.435448,11566052719.848984,13591910862.1496,13601239959.999996,13601239959.999996,13601239959.999996,13601239553.135168,13601234481.422527,13601189972.084236,13531787334.159443,13594760685.839928,13600751467.519402,13197714686.24008,,,,,,,,,10573876107.32748,13390110612.578556,10161005534.151993,13601239959.999996,1549.0,0.01792824,3401.0,104239364.481244,,38159.60660975,,458.030804,,2.2704389117526187,,
973,2017-06-08,2211.0,1337.0,5620.0,7752.0,495.0,4527.0,6699.0,153.0,2996.0,8836.0,8836.0,8836.0,8836.0,5797.0,1555.0,6866.0,3254.0,7899.0,4696.0,601.0,,,,,,,,,1614335315.0,2587.0,602.24468496,,,,0.0,1089.62552811,8185.5412114156825,0.00034871,0.3384980330218102,,0.1,,543.2893429999999,,4035720.0,10.826995,0.029663,,4035720.0,,0.961688821404,111.02096516,,,,,,,,,,,,4036263.2893430367,,6.7694785e-05,13560955305.184938,5164724243.348035,209442577.694799,7009353746.4351225,12456032124.376852,2935142923.0686736,13560955305.184938,13560955305.184938,13560955305.184938,942920880.621567,4667638426.906384,13560955305.184938,51.519381,13508670588.864166,13605205646.168812,13605275099.244051,13084041533.57315,13604584986.39655,13605268214.84182,11569944266.021746,13595743399.529505,13605275679.999996,13605275679.999996,13605275679.999996,13605275260.153065,13605270114.500664,13605225925.936659,13533149162.020264,13598709328.56324,13604773666.099123,13200520401.833315,,,,,,,,,10557476505.084484,13397838755.898808,10203054797.218388,13605275679.999996,1605.0,0.01857639,3583.0,122546905.088974,,47884.77991623,,567.981818,,2.280626234618046,,
974,2017-06-09,2115.0,1356.0,5726.0,7906.0,499.0,4617.0,6825.0,153.0,3049.0,9009.0,9009.0,9009.0,9009.0,5908.0,1585.0,6994.0,3320.0,8053.0,4793.0,610.0,,,,,,,,,1614335315.0,2517.0,623.94557012,,,,0.0,1398.42824141,7349.583288635967,0.00038711,0.3989141581364858,,0.1,,607.945177,,3926520.0,10.53098,0.028852,,3926520.0,,0.961173999897,109.39542273,,,,,,,,,,,,3927127.9451770363,,6.9433678e-05,13565481016.84745,5178587198.946102,193139330.953681,7017978374.575703,12460044424.919704,2932529569.480938,13565481016.84745,13565481016.84745,13565481016.84745,951545908.5334551,4682641853.068353,13565481016.84745,51.567890000000006,13510321844.408958,13609130501.123121,13609201614.923487,13080811313.981968,13608491419.957668,13609194614.771349,11541547752.995895,13599423198.080765,13609202199.999996,13609202199.999996,13609202199.999996,13609201774.681395,13609196539.847836,13609151324.166306,13535932373.933115,13602534280.878471,13608687668.290493,13203126940.856012,,,,,,,,,10529173549.278591,13400390435.523727,10236819663.64554,13609202199.999996,1524.0,0.01763889,3322.0,124403762.612057,,104471.27739547,,625.8658775,,2.3039043041166867,,
975,2017-06-10,2038.0,1368.0,5845.0,8032.0,502.0,4705.0,6949.0,153.0,3090.0,9163.0,9163.0,9163.0,9163.0,6022.0,1594.0,7115.0,3371.0,8183.0,4888.0,614.0,,,,,,,,,1614335315.0,2541.0,578.47422275,,,,0.0,1356.23451426,7846.901458642298,0.00031892,0.3285112648913889,,0.1,,468.785575,,3963960.0,10.628435000000001,0.029119,,3963960.0,,0.9609862151549999,105.46817792,,,,,,,,,,,,3964428.7855750364,,7.110027100000001e-05,13569285706.2596,5194059836.701179,137540226.866945,7026624576.30904,12463498580.947277,2922910262.1091213,13569285706.2596,13569285706.2596,13569285706.2596,876977626.901318,4700460411.9174595,13569285706.2596,51.616386999999996,13513013462.361673,13613094719.576931,13613165565.056679,13082065024.374157,13612436665.09032,13613158589.104263,11534438682.363337,13603108706.03401,13613166159.999996,13613166159.999996,13613166159.999996,13613165728.432455,13613160477.766777,13613114948.365856,13538264858.430824,13606320382.865952,13612641346.444836,13205571100.722105,,,,,,,,,10522121300.118721,13407364760.277313,10260086198.166546,13613166159.999996,1427.0,0.0165162,3217.0,129073682.96433601,,112015.49753385,,522.3359780000001,,2.313425789767196,,
976,2017-06-11,2271.0,1387.0,5929.0,8122.0,505.0,4774.0,7049.0,153.0,3137.0,9261.0,9261.0,9261.0,9261.0,6116.0,1605.0,7217.0,3417.0,8273.0,4960.0,619.0,,,,,,,,,1614335315.0,2515.0,600.71809145,,,,0.0,50759.36038197,7173.432384065763,0.00031066,0.2938908378209157,,0.1,,469.343668,,3923400.0,10.51638,0.028812,,3923400.0,,0.9604231280910001,131.75553347,,,,,,,,,,,,3923869.3436680273,,7.1500892e-05,13573070375.078815,5200069693.738369,132793482.80741201,6958588607.841386,12466094889.82389,2843237303.014987,13573070375.078815,13573070375.078815,13573070375.078815,851352668.3758321,4707741780.486771,13573070375.078815,51.101879,13516355006.633295,13617016371.899359,13617088959.366741,13078167750.707195,13616354461.463758,13617081987.623507,11525094152.154196,13606982672.130264,13617089559.999996,13617089559.999996,13617089559.999996,13617089123.115973,13617083901.832668,13617037756.48527,13540684805.047241,13610183923.614948,13616561560.616468,13204071753.977222,,,,,,,,,10512746116.755613,13408341512.144917,10280970143.405495,13617089559.999996,1597.0,0.018483799999999998,3478.0,103351177.758256,,46244.71050813,,507.6579385,,2.3222185042774206,,
977,2017-06-12,2059.0,1388.0,5998.0,8228.0,510.0,4832.0,7140.0,153.0,3167.0,9418.0,9418.0,9418.0,9418.0,6204.0,1606.0,7316.0,3453.0,8377.0,5013.0,621.0,,,,,,,,,1614335315.0,2466.0,579.26399027,,,,0.0,33869.59521162,5615.401092522715,0.00027672,0.2868570703918819,,0.1,,395.289043,,3846960.0,10.308695,0.028243,,3846960.0,,0.96043684015,123.84165417,,,,,,,,,,,,3847355.289043027,,7.2094928e-05,13576745571.236513,5210919860.532378,128002381.936795,6962184296.14891,12469325880.008743,2852457124.444163,13576745571.236513,13576745571.236513,13576745571.236513,623997953.9454111,4720065718.046571,13576745571.236513,51.113844,13518252577.439709,13620860813.234428,13620935908.906307,13082049231.151085,13620191540.762827,13620928813.172234,11516745055.963717,13610677997.822712,13620936519.999996,13620936519.999996,13620936519.999996,13620936070.179985,13620930820.036736,13620884451.63202,13542524752.264416,13613963166.884092,13620393780.708427,13203679108.22445,,,,,,,,,10504486493.983414,13415262254.48232,10333309901.137877,13620936519.999996,1378.0,0.01594907,3183.0,109986713.369479,,50061.0764358,,411.13955,,2.329128718545124,,
978,2017-06-13,1874.0,1387.0,6017.0,8250.0,509.0,4850.0,7163.0,151.0,3167.0,9403.0,9403.0,9403.0,9403.0,6221.0,1613.0,7340.0,3456.0,8401.0,5045.0,617.0,,,,,,,,,1614335316.0,2503.0,587.09748302,,,,0.0,948.03580148,5477.506980764712,0.00022317,0.2657560753646709,,0.1,,327.94299700000005,,3906240.0,10.46455,0.028669999999999998,,3906240.0,,0.960399430403,93.58664436,,,,,,,,,,,,3905007.942997032,,7.2453395e-05,13581004477.02483,5273642318.569529,146541885.14409098,7023888412.280207,12501258427.27912,2894180327.947148,13581004477.02483,13581004477.02483,13581004477.02483,513526135.763646,4783569435.148899,13581004477.02483,51.552075,13522173730.198385,13624765327.574871,13624840594.136913,13085289727.80818,13624088660.305166,13624833484.656502,11512236481.666895,13614515501.579477,13624841199.999996,13624841199.999996,13624841199.999996,13624840757.8754,13624835496.473179,13624788724.238916,13547317098.398766,13617828641.611092,13624305784.124763,13204120159.570568,,,,,,,,,10536180172.787785,13418961589.579102,10365003579.942245,13624841199.999996,1234.0,0.01428241,2740.0,145585316.08221298,,65122.56518296,,611.8257135,,2.34003240074859,,
979,2017-06-14,1704.0,1393.0,6130.0,8358.0,509.0,4925.0,7265.0,152.0,3195.0,9510.0,9510.0,9510.0,9510.0,6324.0,1622.0,7449.0,3487.0,8516.0,5130.0,617.0,,,,,,,,,1614335316.0,2512.0,545.92436306,,,,0.0,1361.08222297,7343.662105969013,0.00022213,0.2612559862778727,,0.1,,304.62448,,3923400.0,10.50762,0.028788,,3923400.0,,0.9601633288079999,141.18133006,,,,,,,,,,,,3919024.6244800263,,7.4974003e-05,13584678349.457693,5309064714.472599,168068969.299671,7056382230.636469,12504592046.182484,2918535564.1973057,13584678349.457693,13584678349.457693,13584678349.457693,507719280.191234,4819300369.928347,13584678349.457693,51.775673,13524654616.67233,13628685319.959036,13628759307.998604,13085835492.306328,13627981438.692585,13628752103.970137,11530696434.955538,13618076311.615423,13628759919.999996,13628759919.999996,13628759919.999996,13628759479.485987,13628754201.203987,13628707533.130657,13550213358.937279,13621431949.860987,13628210040.054884,13204833946.13149,,,,,,,,,10527290977.700598,13424060843.712528,10383349949.8884,13628759919.999996,1166.0,0.01349537,2753.0,96533726.623246,,67267.87862203,,466.501661,,2.351640574741348,,
980,2017-06-15,1418.0,1400.0,6190.0,8447.0,513.0,4958.0,7354.0,152.0,3224.0,9585.0,9585.0,9585.0,9585.0,6392.0,1629.0,7535.0,3515.0,8600.0,5163.0,621.0,,,,,,,,,1614335316.0,2511.0,521.29111908,,,,0.0,666.26143394,7098.819381424357,0.00035988,0.4922416060606085,,0.1,,471.075217,,3917160.0,10.487910000000001,0.028734,,3917160.0,,0.960155857892,227.93836682,,,,,,,,,,,,3917631.0752170174,,7.6172202e-05,13588696808.960043,5323593679.159124,123155226.576245,7068180959.844294,12508107926.125952,2939327693.0193033,13588696808.960043,13588696808.960043,13588696808.960043,466922624.761505,4834858815.303735,13588696808.960043,51.847344,13527899231.052284,13632600452.72018,13632676479.344568,13089494757.113104,13631886405.597673,13632669277.232292,11527511284.908772,13621992144.62756,13632677079.999996,13632677079.999996,13632677079.999996,13632676644.813784,13632671337.722858,13632623608.545687,13553470138.330822,13625329718.964169,13632115249.864119,13208477345.410358,,,,,,,,,10524032232.899609,13428314742.679323,10380091205.087408,13632677079.999996,957.0,0.01107639,2206.0,59808610.853483,,34231.92603187,,511.77985149999995,,2.35525519771456,,
981,2017-06-16,1474.0,1408.0,6235.0,8521.0,512.0,4994.0,7406.0,152.0,3237.0,9660.0,9660.0,9660.0,9660.0,6443.0,1642.0,7594.0,3530.0,8674.0,5204.0,620.0,,,,,,,,,1614335316.0,2575.0,521.23067961,,,,0.0,122.39523754,8075.38816410047,0.00014578,0.19864216345177385,,0.1,,195.662531,,4017000.0,10.751805000000001,0.029457,,4017000.0,,0.959724875539,243.63522069,,,,,,,,,,,,4017195.662531026,,7.7159336e-05,13592687449.497866,5330488242.331547,97912168.428965,7069873505.669919,12511517233.960728,2854569557.912387,13592687449.497866,13592687449.497866,13592687449.497866,391684879.783311,4842495229.1225815,13592687449.497866,51.844483000000004,13531583732.45433,13636616613.697388,13636693472.309772,13087474528.686888,13635890576.12576,13636686114.257387,11531525622.481087,13625909531.238886,13636694079.999996,13636694079.999996,13636694079.999996,13636693637.850687,13636688252.115944,13636640411.697979,13557613604.612288,13629268080.2896,13636124809.886574,13205810241.618599,,,,,,,,,10528105061.991587,13431905970.4983,10413566441.979387,13636694079.999996,985.0,0.01140046,2287.0,55971768.127953,,51463.91999176,,521.79047,,2.3614848612183197,,
982,2017-06-17,1483.0,1409.0,6323.0,8627.0,516.0,5071.0,7501.0,155.0,3268.0,9763.0,9763.0,9763.0,9763.0,6532.0,1650.0,7689.0,3561.0,8780.0,5281.0,623.0,,,,,,,,,1614335316.0,2561.0,521.04919953,,,,0.0,1040.52590036,9150.092725803355,0.00030244,0.4126545582822133,,0.1,,403.576158,,3995160.0,10.690485,0.029289,,3995160.0,,0.9595519952770001,61.21719005,,,,,,,,,,,,3995563.576158028,,7.8229057e-05,13596665426.889229,5334417573.391563,230729765.12070897,7071660171.87393,12515048507.362572,2843800372.0137057,13596665426.889229,13596665426.889229,13596665426.889229,523343557.38209003,4747468374.047962,13596665426.889229,51.842396,13533655398.884708,13640611737.32212,13640688634.997427,13088950577.201912,13639879326.140724,13640681219.821316,11529676513.186192,13629661110.897884,13640689239.999996,13640689239.999996,13640689239.999996,13640688800.867798,13640683353.738876,13640635580.898972,13560459356.569208,13633024467.163591,13640113854.677969,13206421924.105238,,,,,,,,,10440701857.603632,13436681531.975613,10353107830.514936,13640689239.999996,978.0,0.01131944,2365.0,222824491.447899,,236442.90178545,,558.444886,,2.399912614362663,,
983,2017-06-18,1341.0,1418.0,6410.0,8736.0,518.0,5141.0,7607.0,156.0,3300.0,9880.0,9880.0,9880.0,9880.0,6623.0,1669.0,7794.0,3602.0,8893.0,5350.0,626.0,,,,,,,,,1614335316.0,2549.0,500.77795214,,,,0.0,964.0760135800001,9913.159690197559,0.00021859,0.3056218181818157,,0.1,,279.03272000000004,,3976440.0,10.637195,0.029143000000000002,,3976440.0,,0.9591017652,334.82790019,,,,,,,,,,,,3976719.0327200238,,7.892118e-05,13600468707.046629,5340310634.6079035,216972090.919348,7074126988.049366,12518307526.008512,2632343992.7068467,13600468707.046629,13600468707.046629,13600468707.046629,500147672.075819,4746769303.335693,13600468707.046629,51.845366999999996,13535988077.616428,13644586844.316748,13644665066.499529,13086622939.251549,13643846725.797228,13644657633.469748,11537691671.44403,13633416227.636269,13644665679.999996,13644665679.999996,13644665679.999996,13644665236.984196,13644659758.999323,13644611227.876888,13563945991.930931,13636882984.483528,13644080460.68029,13205888291.667887,,,,,,,,,10434958929.764936,13439820448.421713,10376862145.9223,13644665679.999996,913.0,0.01056713,2223.0,40751280.500459,,18668.89047323,,450.595137,,2.400505720453312,,
984,2017-06-19,2391.0,1438.0,6815.0,9145.0,514.0,5539.0,8015.0,156.0,3502.0,10294.0,10294.0,10294.0,10294.0,7023.0,1701.0,8208.0,3872.0,9300.0,5753.0,626.0,,,,,,,,,1614335317.0,2530.0,619.50632411,,,,0.0,987.2654237,9037.212128492843,0.00027717,0.2588893480333783,,0.1,,434.41632599999997,,3946800.0,10.554705,0.028917,,3946800.0,,0.95791395309,130.45055607,,,,,,,,,,,,3947234.416326019,,7.8645229e-05,13604290609.158148,5353272739.871621,110484019.320376,7079294476.500589,12520542324.607418,2513077675.621189,13604290609.158148,13604290609.158148,13604290609.158148,488259981.168063,4751428014.455107,13604290609.158148,51.868235999999996,13531253443.51324,13648533588.08388,13648611867.149412,13074196334.91134,13647788022.069023,13648604410.22247,11535063850.192038,13635970713.437868,13648612479.999996,13648612479.999996,13648612479.999996,13648612035.219038,13648606599.875948,13648557405.047104,13560394861.000565,13640146380.102352,13648027201.919569,13196513489.297049,,,,,,,,,10425595851.02835,13444271449.571476,10483254299.12835,13648612479.999996,1678.0,0.0194213,3330.0,104626709.852865,,58080.537436399994,,1559.9,,2.4118847161793355,,
985,2017-06-20,2015.0,1441.0,7027.0,9342.0,517.0,5758.0,8206.0,156.0,3610.0,10500.0,10500.0,10500.0,10500.0,7231.0,1716.0,8397.0,4024.0,9497.0,5963.0,630.0,,,,,,,,,1614335317.0,2556.0,586.27230047,,,,0.0,399.97520563,10150.748736561058,0.00032162,0.3484812574114303,,0.1,,481.949579,,3987360.0,10.66019,0.029206,,3987360.0,,0.957585689861,184.82899041,,,,,,,,,,,,3987841.949579026,,7.728446600000001e-05,13608298712.985304,5363220221.898527,151832256.099861,7084997936.353203,12523234595.417679,2515817074.072173,13608298712.985304,13608298712.985304,13608298712.985304,503222147.59862995,4753661525.182701,13608298712.985304,51.894863,13529728027.417488,13652522094.31172,13652599220.188808,13073534236.18225,13651783851.159231,13652591748.120972,11535293677.676987,13639081130.586224,13652599839.999996,13652599839.999996,13652599839.999996,13652599388.497791,13652593913.5321,13652545420.07613,13560297973.431213,13643733077.998491,13652012626.180521,13196784026.582348,,,,,,,,,10418746078.181791,13448640838.467972,10558251646.476332,13652599839.999996,1383.0,0.01600694,2825.0,73866117.049165,,31844.435258700003,,1107.235524,,2.4100997459659417,,
986,2017-06-21,1810.0,1449.0,7205.0,9505.0,516.0,5906.0,8359.0,157.0,3684.0,10671.0,10671.0,10671.0,10671.0,7393.0,1729.0,8559.0,4110.0,9663.0,6127.0,630.0,,,,,,,,,1614335317.0,2521.0,561.74811583,,,,0.0,202.22707055,8668.445364133495,0.00023607,0.27358271767594544,,0.1,,334.318081,,3932760.0,10.51127,0.028798,,3932760.0,,0.9570911428740001,351.89797089,,,,,,,,,,,,3933094.3180810236,,7.9206495e-05,13612370607.267572,5373537900.6529,98120859.074539,7073774605.663056,12526888270.889479,2444874232.742068,13612370607.267572,13612370607.267572,13612370607.267572,458039953.82988495,4765174503.304845,13612370607.267572,51.797734999999996,13530352449.681057,13656456698.03338,13656531978.33954,13070546393.825304,13655694694.09893,13656524407.501677,11546285102.455276,13642577161.445213,13656532599.999996,13656532599.999996,13656532599.999996,13656532149.422052,13656526673.427471,13656478150.733696,13561478496.89862,13647342997.97776,13655942254.476059,13195128257.17519,,,,,,,,,10413237202.793634,13452814113.33092,10578752368.683672,13656532599.999996,1222.0,0.01414352,2661.0,38808216.385335,,18987.04255739,,731.204446,,2.4116271812331846,,
987,2017-06-22,1776.0,1460.0,7382.0,9714.0,516.0,6075.0,8552.0,157.0,3771.0,10893.0,10893.0,10893.0,10893.0,7582.0,1747.0,8747.0,4232.0,9876.0,6291.0,633.0,,,,,,,,,1614335317.0,2458.0,571.90764849,,,,0.0,1512.4949236099997,6475.9731734621555,0.00021054,0.24541040049751395,,0.1,,295.964943,,3834480.0,10.24555,0.028069999999999998,,3834480.0,,0.956423024454,333.80104636,,,,,,,,,,,,3834775.96494302,,7.9344425e-05,13616212882.395,5383380827.668271,67850035.98433399,7077975441.496534,12530460104.035736,2288097519.300335,13616212882.395,13616212882.395,13616212882.395,442695901.13156796,4775564151.106739,13616212882.395,51.813947999999996,13529911024.437805,13660289578.774662,13660366444.793104,13065089597.809721,13659524156.55708,13660358851.055632,11540363694.87516,13645779270.516928,13660367079.999996,13660367079.999996,13660367079.999996,13660366620.482426,13660361057.689121,13660312415.628931,13561714541.582745,13650910318.75952,13659765962.470623,13193031652.588871,,,,,,,,,10406951761.358696,13456122533.730087,10623600155.456049,13660367079.999996,1206.0,0.01395833,2641.0,40923679.625948995,,20535.18327943,,731.529453,,2.39554847639131,,
988,2017-06-23,2396.0,1486.0,7619.0,9979.0,511.0,6287.0,8813.0,157.0,3912.0,11156.0,11156.0,11156.0,11156.0,7832.0,1779.0,9006.0,4414.0,10142.0,6512.0,634.0,,,,,,,,,1614335317.0,2561.0,625.0921515,,,,0.0,288.93910168,12167.58720533537,0.00026592,0.2696056808106447,,0.1,,425.70737,,3995160.0,10.67187,0.029238,,3995160.0,,0.955006481994,143.41327528,,,,,,,,,,,,3995585.707370026,,8.068558699999999e-05,13620178313.067314,5418878366.691309,121936305.998684,6920155746.5818,12534075834.334959,2230134128.082502,13620178313.067314,13620178313.067314,13620178313.067314,486906268.338601,4813519280.285632,13620178313.067314,50.643825,13529040157.298294,13664282696.506872,13664361600.591526,13049554511.51607,13663499622.152996,13664353995.453093,11534372931.40215,13649161900.668163,13664362239.999996,13664362239.999996,13664362239.999996,13664361777.065279,13664356184.188112,13664307056.435465,13561524788.13662,13654727104.939114,13663752697.175163,13184020599.812912,,,,,,,,,10401110478.576313,13457118308.605495,10691102103.584816,13664362239.999996,1579.0,0.01827546,3279.0,95279619.079477,,36443.34508453,,1106.662234,,2.401375810005565,,
989,2017-06-24,1837.0,1507.0,7755.0,10153.0,510.0,6413.0,8979.0,158.0,3994.0,11342.0,11342.0,11342.0,11342.0,7970.0,1810.0,9171.0,4502.0,10320.0,6641.0,638.0,,,,,,,,,1614335317.0,2517.0,558.16448153,,,,0.0,238.92677091,7329.563421104993,0.00014746,0.16494455254776766,,0.1,,207.17035800000002,,3926520.0,10.485355,0.028727,,3926520.0,,0.954083447796,219.28846119,,,,,,,,,,,,3926727.170358025,,8.1251755e-05,13623786647.752335,5434280923.7763,144614756.222456,6911818640.580392,12537199752.489573,2085564668.3912718,13623786647.752335,13623786647.752335,13623786647.752335,503474896.07632405,4830575588.635964,13623786647.752335,50.568281,13530017329.313656,13668208434.3793,13668288114.354612,13040688065.613407,13667417837.471071,13668280471.180521,11535431965.119127,13652792003.353718,13668288759.999996,13668288759.999996,13668288759.999996,13668288295.39802,13668282649.55486,13668233013.172379,13563637577.885637,13658412443.068691,13667673728.92548,13180564563.568531,,,,,,,,,10385488284.806988,13458022086.839615,10718814964.301798,13668288759.999996,1256.0,0.01453704,2832.0,62330177.730368,,25690.50164867,,599.5281480000001,,2.4025802313283235,,
990,2017-06-25,1733.0,1519.0,7894.0,10302.0,511.0,6537.0,9127.0,158.0,4075.0,11506.0,11506.0,11506.0,11506.0,8117.0,1830.0,9325.0,4603.0,10471.0,6772.0,638.0,,,,,,,,,1614335318.0,2356.0,560.07597623,,,,0.0,601.70779084,7574.498689813221,0.00042858,0.5076517118492005,,0.1,,565.524007,,3675360.0,9.81193,0.026882,,3675360.0,,0.953866376555,265.62686125,,,,,,,,,,,,3675925.524007018,,8.2568582e-05,13627412028.579737,5428628747.755812,110329465.918442,6901294082.58953,12540619789.8725,2019925122.659373,13627412028.579737,13627412028.579737,13627412028.579737,380387809.616302,4847988613.739952,13627412028.579737,50.477708,13530747017.651836,13671882157.582727,13671963467.674713,13041226875.532331,13671075342.81658,13671955770.85485,11537119842.451624,13656090290.921469,13671964119.999996,13671964119.999996,13671964119.999996,13671963650.7107,13671958020.13834,13671907618.03154,13565188492.77429,13661933132.581665,13671340773.511732,13179490836.952438,,,,,,,,,10388080323.256796,13460546878.497982,10764108579.836357,13671964119.999996,1114.0,0.01289352,2587.0,51470563.088171005,,22254.80515855,,638.314767,,2.4043088898204377,,
991,2017-06-26,1981.0,1532.0,8067.0,10473.0,513.0,6703.0,9290.0,159.0,4178.0,11682.0,11682.0,11682.0,11682.0,8276.0,1866.0,9489.0,4731.0,10644.0,6931.0,636.0,,,,,,,,,1614335318.0,2490.0,592.17269076,,,,0.0,970.18707532,10916.558973023786,0.00033126,0.3656045808383297,,0.1,,488.44772,,3884400.0,10.367094999999999,0.028402999999999998,,3884400.0,,0.9532240900839999,130.40898572,,,,,,,,,,,,3884888.4477200215,,8.243741700000001e-05,13631154431.56476,5425476974.867098,142539218.12471202,6912946205.206038,12543683552.576845,1999262468.6383078,13631154431.56476,13631154431.56476,13631154431.56476,416344809.744729,4870947099.435946,13631154431.56476,50.548573,13528874049.5093,13675767777.031786,13675847861.897543,13036148261.608047,13674961901.230757,13675840113.729864,11521602072.133463,13659538184.258116,13675848519.999996,13675848519.999996,13675848519.999996,13675848047.427048,13675842370.766516,13675791649.883896,13565980706.393906,13665638425.169716,13675219450.31269,13170226958.53322,,,,,,,,,10358984306.721806,13460825750.68898,10755052781.26324,13675848519.999996,1336.0,0.01546296,3037.0,104868912.552564,,40059.42126003,,923.670849,,2.4102173870843537,,
