,time,AdrActCnt,AssetEODCompletionTime,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
188,2019-11-25,2,1614334992,304069637.8572062,0,0.0,4107.12809709,6764.061602307103,0.0001270615300993571,0.9070979412474292,,-8.275117581475207,335211473.9,8,9.259e-05,8,81617.0,74034.61267079141,10202.125,9254.326583848928,8727.5,7916.697282236937,1.3151407158446913,0.0278348168887598,0.014221537360084368
189,2019-11-26,2,1614334992,304778461.4317826,0,0.0,10543.2306064,6854.357607132217,0.00012688861893629463,0.9092124976685729,,-8.976987199332035,335211473.9,8,9.259e-05,8,31794.0,28907.502150874614,3974.25,3613.437768859326,3233.5,2939.93861121133,1.3152355634333792,0.02739162133923076,0.014049590921734944
190,2019-11-27,2,1614334992,306223379.7951639,0,0.0,6213.0275221,6889.7106996100565,0.00012136833985973105,0.9135229657637439,,-5.227108972664485,335211473.9,8,9.259e-05,8,53953.0,49287.30457185127,6744.125,6160.913071481409,6825.0,6234.794241337552,1.3153965155612175,0.0270511891160318,0.012697029282139312
191,2019-11-28,3,1614334992,306988244.93219763,0,0.0,1428.54118166,6607.5623213456165,0.0001231526732904734,0.915804704894374,,-4.03631373518501,335211473.9,9,0.00010417,9,234653.0,214896.32141757957,26072.55555556,23877.369046401804,2511.0,2299.585613989773,1.316096530382518,0.02679447959187907,0.012623325545179843
192,2019-11-29,2,1614334992,304668795.28603816,0,0.0,9314.27585929,6547.513083482975,0.0001173097667505927,0.9088853425611759,,-5.148496999439866,335211473.9,8,9.259e-05,8,35989.0,32709.874593434164,4498.625,4088.7343241792705,3419.0,3107.478986216661,1.316203892459303,0.026733431558885287,0.012629307586046686
193,2019-11-30,2,1614334992,307931355.77211875,0,0.0,17961.28564004,6636.48770915846,0.00012157155030330988,0.918618185080325,,-8.245698329583853,335211473.9,8,9.259e-05,8,18663.0,17144.171188154105,2332.875,2143.0213985192636,2287.5,2101.339098371244,1.3162595677611741,0.02673845730696709,0.00958161561783486
194,2019-12-01,2,1614334992,307227640.82768,0,0.0,10247.981470499999,6682.678968500651,0.00012355790975126214,0.916518868680885,,-8.203265443749796,335211473.9,8,9.259e-05,8,32710.0,29979.332194551753,4088.75,3747.416524318969,3059.5,2804.0894787291677,1.3163571479532223,0.026636335753748682,0.009582184221390387
195,2019-12-02,2,1614334992,306404108.53072953,0,0.0,18929.94544274,6731.796514075901,0.00012490066684881938,0.9140621141809,,-9.299548050635863,335211473.9,8,9.259e-05,8,17708.0,16186.211917915376,2213.5,2023.276489739422,1895.0,1732.1477063728055,1.3164099743072668,0.0266009879728769,0.009302413144687565
196,2019-12-03,2,1614334992,305236052.54148155,0,0.0,26965.76895664,6771.696272111095,0.00012462660375147893,0.910577579550691,,-10.10301449089509,335211473.9,8,9.259e-05,8,12431.0,11319.389891394641,1553.875,1414.92373642433,1628.5,1482.8755882983003,1.316447058360075,0.02535439472975848,0.009168478626222758
197,2019-12-04,2,1614334993,305004299.4414668,0,0.0,11276.70974568,6788.679476643557,0.00012610999999999994,0.909886215686207,,-9.810462982993329,335211473.9,8,9.259e-05,8,29726.0,27047.27764748819,3715.75,3380.9097059360242,2482.5,2258.7925304410087,1.316535736708862,0.025264447409353862,0.009182056604637338
198,2019-12-05,2,1614334993,309137284.07908887,0,0.0,11711.26275722,7282.88185850629,0.00012455495534043166,0.922215700084629,,-7.762408066969272,335211473.9,8,9.259e-05,8,28623.0,26396.579983522333,3577.875,3299.572497940291,3110.5,2868.5519351132384,1.3166211245974897,0.02524492683513866,0.009618613347904138
199,2019-12-06,2,1614334993,308095055.03164643,0,0.0,12807.52966416,7268.296131577146,0.00012199112207809297,0.9191065313103131,,-6.107032691685403,335211473.9,8,9.259e-05,8,26173.0,24055.775243984823,3271.625,3006.971905498103,1941.0,1783.9857772733178,1.3166992036670857,0.025163321317012464,0.00896687688218892
200,2019-12-07,2,1614334993,304163983.9941345,0,0.0,19431.4227523,7206.496165923712,0.00012078966680410271,0.9073793938356429,,-7.5578282918956115,335211473.9,8,9.259e-05,8,17251.0,15653.201923058677,2156.375,1956.6502403823345,1275.0,1156.9087271404449,1.3167506667026412,0.024346289273804226,0.009126852108845212
201,2019-12-08,2,1614334993,309693752.5793916,0,0.0,17672.47331822,7399.119229129043,0.00012270993248585194,0.923875752152145,,-6.672206159426308,335211473.9,8,9.259e-05,8,18968.0,17524.07526682189,2371.0,2190.509408352736,1433.0,1323.9139528340238,1.3168072518779022,0.024398019234233088,0.009676255894996379
202,2019-12-09,2,1614334993,303776844.32868195,0,0.0,11543.889865000001,7295.830366516589,0.0001234600000000001,0.9062244820990358,,-7.163096572264303,335211473.9,8,9.259e-05,8,29038.0,26314.946511191807,3629.75,3289.368313898976,2111.5,1913.4929939521146,1.316893877790977,0.02432209584724722,0.009940716449076372
203,2019-12-10,2,1614334993,301047322.1580791,0,0.0,19640.91368723,7280.426034634933,0.00012418008810925442,0.8980817949205621,,-8.918246438672824,335211473.9,8,9.259e-05,8,17067.0,15327.56199390923,2133.375,1915.9452492386533,1857.5,1668.186934064944,1.3169447919193078,0.0243246273584337,0.009718883996985114
204,2019-12-11,2,1614334993,300698760.4194849,0,0.0,17883.66804844,7302.589840384317,0.0001245811260166624,0.8970419685251859,,-8.086799917853513,335211473.9,8,9.259e-05,8,18744.0,16814.15465803609,2343.0,2101.769332254511,1455.0,1305.1960642041456,1.3170007088596856,0.0243073709406254,0.009630144627675757
205,2019-12-12,2,1614334993,295673702.0819235,0,0.0,13592.77701229,7207.141336189053,0.000122628913039278,0.8820512575,,-10.150698889661419,335211473.9,8,9.259e-05,8,24661.0,21752.2660612075,3082.625,2719.033257650937,1684.5,1485.81534325875,1.3170742773438222,0.024325529576433084,0.009816015436999836
206,2019-12-13,2,1614334993,291704628.4299964,0,0.0,17495.37963987,7135.522719274597,0.00012011350110055562,0.870210750951256,,-9.213744398949798,335211473.9,7,8.102e-05,7,19160.0,16673.237988226065,2737.14285714,2381.8911411726654,1360.0,1183.4866212937081,1.3171314352918395,0.0242662663635737,0.009241366822064742
207,2019-12-14,2,1614334993,294885508.65619415,0,0.0,25849.12661166,7247.232555222516,0.00012440766550193892,0.8796999256181909,,-7.867977927589344,335211473.9,8,9.259e-05,8,12968.0,11407.948635416702,1621.0,1425.9935794270878,1182.5,1040.2451620435108,1.3171701213184517,0.024188066244257025,0.009589760195645466
208,2019-12-15,2,1614334993,291587770.61014736,0,0.0,27691.98462619,7229.8931296728615,0.00012232134381220564,0.869862141703221,,-9.430915687825332,335211473.9,8,9.259e-05,8,12105.0,10529.681225317492,1513.125,1316.210153164686,1616.0,1405.6972209924052,1.31720623285085,0.02415860966250559,0.009569716195740863
209,2019-12-16,2,1614334993,288095650.40484214,0,0.0,8074.46643141,7175.6383269636635,0.00012487577061148704,0.8594444785943891,,-11.247682305286943,335211473.9,8,9.259e-05,8,41515.0,35679.83752884605,5189.375,4459.9796911057565,1989.0,1709.4350679242398,1.31733008004354,0.02416492942830072,0.00944308696589984
210,2019-12-17,2,1614334993,288378445.0737321,0,0.0,6726.156749,7209.7872865627505,0.00013016992862948794,0.8602881092302971,,-11.116917509802661,335211473.9,8,9.259e-05,8,49837.0,42874.17849971031,6229.625,5359.27231246379,5006.0,4306.602274806866,1.317478753355405,0.024103877125775143,0.009465628446549612
211,2019-12-18,2,1614334993,292981204.44500643,0,0.0,6059.71788387,7389.819719912568,0.00011998132554061953,0.8740190215935401,,-9.520208230382329,335211473.9,8,9.259e-05,8,55318.0,48348.984236511445,6914.75,6043.623029563931,4949.0,4325.520137866429,1.3176437775395613,0.024056418462058343,0.010127672063527198
212,2019-12-19,2,1614334993,281776437.7758152,0,0.0,9446.03584129,7125.304175629738,0.00011762851085883372,0.8405930575630429,,-11.787182719627333,335211473.9,8,9.259e-05,8,35487.0,29830.1258337397,4435.875,3728.765729217462,3146.5,2644.9260556221147,1.3177496420542425,0.024194950118937998,0.011917654182794276
213,2019-12-20,2,1614334993,286266620.7503885,0,0.0,16503.93746738,7265.341060110301,0.00011887,0.8539881329831429,,-10.415169446764605,335211473.9,6,6.944e-05,6,20311.0,17345.352969020616,3385.16666667,2890.892161506283,2221.0,1896.707643355561,1.3178102336556088,0.024198764945413037,0.012442684605091969
214,2019-12-21,0,1614334993,285827193.70905435,0,0.0,,7304.960429528317,0.00011941759806765593,0.852677237994312,,-9.366922616782688,335211473.9,0,0.0,0,0.0,0.0,,,,,1.3178102336556088,0.0241409549050747,0.01231694150474467
215,2019-12-22,0,1614334993,293064446.1241321,0,0.0,,7573.958728835515,0.00011688999999999995,0.8742673474582758,,-7.069941963040423,335211473.9,0,0.0,0,0.0,0.0,,,,,1.3178102336556088,0.024221648135151888,0.013349391833072587
216,2019-12-23,3,1614334993,276325235.44267714,0,0.0,22.25292109,1580.9771330128867,0.00011258663858986841,0.8243310774174459,,-11.535926131310374,335211473.9,7,8.102e-05,7,15063706.58,12417481.474991668,2151958.08285714,1773925.9249988075,8721.0,7188.991326157547,1.3627481542009354,0.0245426818802998,0.016829783236561216
217,2019-12-24,2,1614334993,272820570.7808621,0,0.0,11844.50987244,1567.3070149117011,0.00011248171822603845,0.813875991793317,,-11.74564691713899,335211473.9,8,9.259e-05,8,28301.0,23033.504443742666,3537.625,2879.1880554678323,3630.5,2954.7767882056373,1.3628325815019189,0.02408418235270536,0.016865984780330318
218,2019-12-25,2,1614334993,272080368.9684854,0,0.0,26319.99638034,1569.8411173261582,0.00011286999999999995,0.8116678280817209,,-10.520375896176528,335211473.9,8,9.259e-05,8,12736.0,10337.401458448798,1592.0,1292.1751823060997,1201.0,974.8130615261468,1.3628705754281163,0.023819053359548262,0.01670522340492244
219,2019-12-26,2,1614334993,277929644.54834247,0,0.0,12722.94659354,1606.1078498951376,0.00011524098006021819,0.8291173369299829,,-8.80928946137148,335211473.9,8,9.259e-05,8,26347.0,21844.754476094266,3293.375,2730.5943095117823,2071.0,1717.102004781995,1.362949173573023,0.023695999370978358,0.01728891982486154
220,2019-12-27,2,1614334993,273140142.8152428,0,0.0,13264.66993392,1579.8443747809372,0.00011258980206182966,0.814829336351195,,-10.803628711188114,335211473.9,8,9.259e-05,8,25271.0,20591.55215893105,3158.875,2573.94401986638,2408.5,1962.5164566018532,1.363024561803939,0.023014906195886,0.017415659727536725
221,2019-12-28,3,1614334993,267363408.1153409,0,0.0,16755.07732027,1549.9371281404583,0.0001108816270282036,0.810172498138956,,-11.534359475430007,330008002.9,8,9.259e-05,8,19696.0,15957.157523344875,2462.0,1994.6446904181093,1519.5,1231.0571109221437,1.3845760233355844,0.023014596498283364,0.017377673775250287
222,2019-12-29,2,1614334993,270907725.93410134,0,0.0,14737.10547493,1574.4524371789225,0.0001110605254790228,0.820912594705143,,-9.679190953628092,330008002.9,8,9.259e-05,8,22393.0,18382.695733232267,2799.125,2297.8369666540334,2158.0,1771.5293793736985,1.3846438792657534,0.02303968259346984,0.017644620051093806
223,2019-12-30,2,1614334993,267779974.13316354,0,0.0,13741.74486363,1558.4085931104746,0.00011224100398646621,0.8114347887930071,,-11.667894020402587,330008002.9,8,9.259e-05,8,24015.0,19486.606452864067,3001.875,2435.825806608008,2289.0,1857.374231547193,1.3847166502282422,0.023040577810097218,0.01750114796706409
224,2019-12-31,2,1614334993,269179622.3354773,0,0.0,23173.0919809,1568.145560153381,0.00011380369547196585,0.815676044126254,,-11.002809434765988,330008002.9,8,9.259e-05,8,14241.0,11616.042544401986,1780.125,1452.005318050248,1310.5,1068.9434558274559,1.384759803727172,0.022721108323996674,0.017581853793505818
225,2020-01-01,2,1614334993,267915381.16342285,0,0.0,33014.00589236,1563.8608241990594,0.00011321807032236875,0.8118451031765049,,-11.182720453958714,330008002.9,8,9.259e-05,8,9996.0,8115.2036513523435,1249.5,1014.4004564190432,1188.0,964.471982573688,1.3847900939016895,0.02268299979102209,0.01758096745660909
226,2020-01-02,2,1614334993,269899256.0900738,0,0.0,16631.79129624,1576.2592082310794,0.00011773100199065847,0.817856699589978,,-10.182644734835725,330008002.9,8,9.259e-05,8,19842.0,16227.912633264346,2480.25,2028.489079158043,2071.5,1694.1901532006393,1.3848502197162929,0.022653066902736076,0.017702334062460457
227,2020-01-03,2,1614334993,269370498.86243963,0,0.0,9453.92050019,1572.7222502516988,0.00011158167120661767,0.8162544438174281,,-10.290492399444137,330008002.9,8,9.259e-05,8,34907.0,28492.99387033496,4363.375,3561.6242337918693,3917.5,3197.676783654774,1.38495599593897,0.022651267485704896,0.017697092102691846
228,2020-01-04,2,1614334993,278451409.39609987,0,0.0,21294.96050203,1627.2831080199173,0.00011490573611900036,0.843771687198983,,-8.506037457229093,330008002.9,8,9.259e-05,8,15497.0,13075.929836522639,1937.125,1634.4912295653298,1577.5,1331.0498365563956,1.3850029554062069,0.022467636050446348,0.01869006148712325
229,2020-01-05,2,1614334994,280053023.41874397,0,0.0,14952.10923384,1639.5075020118018,0.00011552942611390723,0.848624945327785,,-7.668489297105391,330008002.9,8,9.259e-05,8,22071.0,18730.001168329545,2758.875,2341.2501460411927,1555.0,1319.6117899847054,1.3850698356024629,0.022386769444504902,0.01875703122611421
230,2020-01-06,2,1614334994,286595173.13183683,0,0.0,8891.97863013,1676.7582626487738,0.00011182999999999995,0.8684491606668149,,-4.290403047865513,330008002.9,8,9.259e-05,8,37113.0,32230.75369982751,4639.125,4028.844212478438,4149.0,3603.1955676066164,1.3851822965115128,0.022307478650136082,0.01922585788413409
231,2020-01-07,2,1614334994,293682430.9755225,0,0.0,4789.73574217,1717.1202603174113,0.00010938,0.8899251787676039,,-3.6747986193439974,330008002.9,8,9.259e-05,8,68899.0,61314.95489190914,8612.375,7664.369361488642,7185.5,6394.557372034619,1.385391076296835,0.02239918203565057,0.01948375257884872
232,2020-01-08,2,1614334994,295421535.9827001,0,0.0,5429.54924153,1724.642240689764,0.00011107052600818227,0.8951950661397131,,-1.2170732723724529,330008002.9,8,9.259e-05,8,60780.0,54409.95611997176,7597.5,6801.24451499647,6090.5,5452.185550323922,1.3855752536484929,0.02240880981694192,0.01922044900925536
233,2020-01-09,2,1614334994,284284865.2514308,0,0.0,9931.6240189,1660.5181814287705,0.00011019999999999995,0.8614483974728809,,-4.079071378005302,330008002.9,8,9.259e-05,8,33228.0,28624.207351228888,4153.5,3578.025918903611,4267.5,3676.2310362155204,1.3856759421157665,0.02227181642921577,0.02038902493109053
234,2020-01-10,2,1614334994,288962923.3010647,0,0.0,6182.3564117,1685.0585382183044,0.00010770523962594975,0.8756239871813871,,-2.387623109653612,330008002.9,8,9.259e-05,8,53379.0,46739.93281175525,6672.375,5842.491601469407,6196.0,5425.366224575872,1.385837692738572,0.02231252482282776,0.02064399141851968
235,2020-01-11,2,1614334994,281645646.5832042,0,0.0,7295.25163365,1640.978590002859,0.00010625627181410187,0.853450959092496,,-3.2424757818004704,330008002.9,8,9.259e-05,8,45236.0,38606.70758550816,5654.5,4825.83844818852,3420.0,2918.8022800963367,1.3859747682022048,0.022282918260114342,0.020940107874320758
236,2020-01-12,2,1614334994,285903235.1205754,0,0.0,9795.71975719,1667.4628386001154,0.00010611147342944536,0.8663524296627758,,-0.4433778006376389,330008002.9,8,9.259e-05,8,33689.0,29186.547002909258,4211.125,3648.318375363657,3225.0,2793.986585662453,1.386076853605298,0.02171894598811925,0.021004249770584963
237,2020-01-13,2,1614334994,276296876.5469173,0,0.0,10768.38748613,1611.2605771757098,0.00010308429212108534,0.8372429581068119,,-4.826301136895425,330008002.9,8,9.259e-05,8,30646.0,25658.147694141364,3830.75,3207.2684617676705,2499.0,2092.270152308923,1.38616971801989,0.02184552244419288,0.02178559121695298
238,2020-01-14,2,1614334994,296298170.3089456,0,0.0,2453.51813255,1718.4450526066935,0.00010168000000000004,0.897851469374004,,3.2176739656675823,330008002.9,8,9.259e-05,8,134504.0,120764.61403668101,16813.0,15095.576754585127,15240.5,13683.70531899451,1.3865772960144174,0.02246452962521233,0.02530508036678296
239,2020-01-15,2,1614334994,291618768.1569354,0,0.0,2686.74897336,1682.4051396528864,0.00010028678446690891,0.883671806726768,,2.8189520947301387,330008002.9,8,9.259e-05,8,122828.0,108539.64067663545,15353.5,13567.455084579431,12202.0,10782.563385680025,1.3869494930487942,0.022007997259655687,0.025383936863441252
240,2020-01-16,2,1614334994,283771648.70130897,0,0.0,7790.00549772,1635.790925418122,9.862645989200446e-05,0.859893233520456,,-0.04590040308638897,330008002.9,6,6.944e-05,6,42363.0,36427.65705162708,7060.5,6071.27617527118,4269.0,3670.884213898826,1.387077862662948,0.022055909602564323,0.02590089605227916
241,2020-01-17,2,1614334994,299073715.3436512,0,0.0,3839.26663526,1718.023833495212,0.00010168389867717876,0.9062620079376601,,3.689048584472861,330008002.9,8,9.259e-05,8,85956.0,77898.6571542895,10744.5,9737.332144286187,8899.0,8064.825608637235,1.3873383290735948,0.02240999389586736,0.027492150088888063
242,2020-01-18,2,1614334994,297259380.3806528,0,0.0,6061.977679600001,1705.3655445564566,0.00010089,0.9007641565308621,,7.1581722483243535,330008002.9,8,9.259e-05,8,54439.0,49036.6999173836,6804.875,6129.58748967295,5396.0,4860.523388640531,1.3875032917397168,0.02241144501775093,0.02647028830121673
243,2020-01-19,2,1614334994,290399352.58835703,0,0.0,4126.95716698,1660.7257181356645,0.00010129397430999803,0.87997669764498,,3.043199742255664,330008002.9,8,9.259e-05,8,79964.0,70366.45665048319,9995.5,8795.807081310397,5492.0,4832.83202346623,1.3877456010149385,0.02242933217176876,0.02674539220821231
244,2020-01-20,2,1614334994,289304997.5925641,0,0.0,5743.96468244,1651.7596023724786,0.00010150929615561196,0.8766605508055819,,2.812707052868457,330008002.9,7,8.102e-05,7,57453.0,50366.77862543309,8207.57142857,7195.254089346333,5858.0,5135.477506619099,1.3879196967929046,0.022379342539667404,0.026755835586515727
245,2020-01-21,2,1614334994,291451534.7866147,0,0.0,8500.97895157,1667.5228228064718,0.00010115432918183579,0.883165051227352,,1.0177325957493453,330008002.9,8,9.259e-05,8,38820.0,34284.46728864581,4852.5,4285.558411080726,2914.0,2573.542959276504,1.3880373303037858,0.022338269744929938,0.026400095664410272
246,2020-01-22,2,1614334994,293835110.5095125,0,0.0,11079.29909689,1681.2513043494534,0.00010296000000000003,0.8903878328021979,,8.013376808709161,330008002.9,8,9.259e-05,8,29786.0,26521.09198784627,3723.25,3315.1364984807838,2570.0,2288.2967303016485,1.3881275887209703,0.02233656662964207,0.023942886524650816
247,2020-01-23,2,1614334994,299879292.4956332,0,0.0,7743.57657508,1718.9157992876285,0.0001086135927944376,0.9087030916232159,,11.65129587137155,330008002.9,8,9.259e-05,8,42617.0,38726.1996557066,5327.125,4840.774956963325,3866.0,3513.046152215353,1.3882567280134284,0.022297654282508662,0.02397515964448665
248,2020-01-24,2,1614334994,293928375.4515702,0,0.0,11112.50304408,1698.204093071152,0.00010573775471301216,0.8906704469850001,,9.733368278251476,330008002.9,7,8.102e-05,7,29697.0,26450.240264113545,4242.42857143,3778.6057520174923,4633.0,4126.476180881506,1.3883467167401835,0.022098216025311045,0.02434034422659285
249,2020-01-25,2,1614334994,295760076.42297006,0,0.0,12571.25453887,1712.8750530378838,0.0001073990572155878,0.8962209213835101,,8.093376107897459,330008002.9,8,9.259e-05,8,26251.0,23526.695407238527,3281.375,2940.836925904815,1750.0,1568.3866124211427,1.3884262632959317,0.021262319018109318,0.024106776187458063
250,2020-01-26,2,1614334994,292847795.8631677,0,0.0,7617.91327101,1697.9154765934854,0.00010349999999999991,0.8873960427920509,,8.905755254935908,330008002.9,7,8.102e-05,7,43320.0,38441.99657375165,6188.57142857,5491.713796248967,4085.0,3625.0128348055287,1.388557532839759,0.021265767978507863,0.02393093554069664
251,2020-01-27,2,1614334994,297701246.6143488,0,0.0,5031.91380236,1725.1771877573801,0.00010133759139749084,0.902103112646511,,11.347042107542341,330008002.9,8,9.259e-05,8,65583.0,59162.62843669613,8197.875,7395.328554587015,8882.0,8012.47984652631,1.3887562643839144,0.021239957245979144,0.023999189604047063
252,2020-01-28,2,1614334994,292754634.1526387,0,0.0,3434.25642763,1691.7534492810858,9.541536946890214e-05,0.8871137414244771,,8.064335612138128,330008002.9,8,9.259e-05,8,96093.0,85245.42075470228,12011.625,10655.677594337785,10358.0,9188.724133674732,1.389047448231444,0.021267504453589325,0.024207981294028538
253,2020-01-29,2,1614334994,296342514.2972709,0,0.0,3051.08128531,1705.7181782900632,9.643373071407562e-05,0.8979858418375071,,10.666421287315387,330008002.9,5,5.787e-05,5,108161.0,97127.0466389866,21632.2,19425.409327797322,18044.0,16203.256530115974,1.3893752008891056,0.021278528931805842,0.024116381151684785
254,2020-01-30,2,1614334994,290797736.26573354,0,0.0,3512.51706084,1668.6928780375886,9.266917822574082e-05,0.8811838916338399,,8.03111087781884,330008002.9,5,5.787e-05,5,93952.0,82788.98898678253,18790.4,16557.79779735651,8710.0,7675.111696130746,1.3896598970151823,0.021208660439919837,0.024452243918691392
255,2020-01-31,2,1614334994,287462912.4270658,0,0.0,1071.73988822,1623.8168076075021,9.309095856022142e-05,0.871078609915329,,7.296158652316944,330008002.9,8,9.259e-05,8,307918.0,268220.7834079083,38489.75,33527.597925988535,49962.0,43520.82950858966,1.3905929592357773,0.021208319081224773,0.024553902783137568
256,2020-02-01,2,1614334994,287927060.65547204,0,0.0,4377.98329641,1622.2164922924976,9.299676876551003e-05,0.8724850855896379,,6.679456930174598,330008002.9,8,9.259e-05,8,75379.0,65767.05326666133,9422.375,8220.881658332666,8128.0,7091.558775672577,1.3908213749085416,0.021184009568560057,0.024535729760282874
257,2020-02-02,2,1614334994,295170080.7402303,0,0.0,2882.34217725,1656.5700937768256,9.57700000000001e-05,0.894433099035097,,9.577731038381382,330008002.9,8,9.259e-05,8,114493.0,102406.32880782535,14311.625,12800.79110097817,11500.0,10285.980638903615,1.3911683149796727,0.021044514448025246,0.024866517265532587
258,2020-02-03,2,1614334995,293883765.6421915,0,0.0,3012.80871776,1643.3362960710838,9.596479099702021e-05,0.890535269022688,,5.542207985070367,330008002.9,8,9.259e-05,8,109535.0,97544.78069240013,13691.875,12193.097586550017,12808.0,11405.975725642591,1.3915002311727271,0.02104319478592543,0.024235625665634624
259,2020-02-04,2,1614334995,293435010.4943545,0,0.0,1424.99731373,1623.0871882328788,9.705431346705624e-05,0.889175437915886,,4.778376220420702,330008002.9,8,9.259e-05,8,231585.0,205919.69378975042,28948.125,25739.961723718814,33600.0,29876.29471397377,1.3922019868815734,0.021035578399303458,0.024231215982040977
260,2020-02-05,2,1614334995,295883281.30149716,0,0.0,1198.12517164,1615.7191476246167,9.312230199036156e-05,0.8965942604463341,,3.2408459877960514,330008002.9,8,9.259e-05,8,275437.0,246955.2333145569,34429.625,30869.40416431961,30472.0,27321.02030432069,1.393036624216364,0.021030328195866397,0.02392656145341018
261,2020-02-06,2,1614334995,297236013.6877419,0,0.0,3694.71224376,1620.1112254238162,9.24804821016257e-05,0.900693350087668,,1.2100086138675301,330008002.9,6,6.944e-05,6,89319.0,80449.02933648042,14886.5,13408.171556080066,11900.0,10718.250866043249,1.3933072812889653,0.02102742711629952,0.023529203410836443
262,2020-02-07,2,1614334995,308434380.6123563,0,0.0,5667.31930105,1676.9961261078674,9.536738028091542e-05,0.9346269723823001,,4.4048395410205305,330008002.9,8,9.259e-05,8,58230.0,54423.328601821326,7278.75,6802.916075227666,5480.0,5121.755808655004,1.3934837315552873,0.020747687598107797,0.024446153944287227
263,2020-02-08,2,1614334995,310344421.42113155,0,0.0,5980.35596571,1685.9062155237546,9.488315961586952e-05,0.9404148344704629,,9.166705426492816,330008002.9,8,9.259e-05,8,55182.0,51893.97139574909,6897.75,6486.746424468635,6078.0,5715.841363911474,1.39365094568196,0.020607114573134026,0.023265975722463163
264,2020-02-09,2,1614334995,319922402.29160225,0,0.0,6408.5445752,1745.8145605508118,9.550097223270673e-05,0.96943831507185,,10.71399701970809,330008002.9,8,9.259e-05,8,51495.0,49921.226034624924,6436.875,6240.1532543281155,5662.0,5488.959739936815,1.3938069873523058,0.020638993232082938,0.023683600611380938
265,2020-02-10,2,1614334995,328839003.9582455,0,0.0,6434.28421104,1791.6586499267935,0.00010093407005164578,0.9964576648703009,,16.7562886014996,330008002.9,8,9.259e-05,8,51289.0,51107.31717353286,6411.125,6388.414646691609,5300.0,5281.225623812596,1.3939624047953656,0.020705143987279517,0.023422376633132656
266,2020-02-11,2,1614334995,342270006.14529645,0,0.0,14324.50746159,1864.4140582629725,0.00010096711581702536,1.03715668449717,,19.715331657911875,330008002.9,7,8.102e-05,7,23038.0,23894.015697445797,3291.14285714,3413.4308139178656,3352.0,3476.549206434514,1.3940322152235902,0.02088179945523437,0.02421717741086371
267,2020-02-12,2,1614334995,334826119.74233997,0,0.0,5337.25805664,1819.5823717471023,9.793308467212805e-05,1.0146,,21.183461762906987,330008002.9,8,9.259e-05,8,61831.0,62733.7326,7728.875,7841.716575,8336.0,8457.7056,1.3942195773464985,0.02061484164938304,0.023614650055940413
268,2020-02-13,2,1614334995,330968846.9491692,0,0.0,3303.41647964,1791.0379914765995,9.798366863995132e-05,1.00291157802455,,11.701279357909355,330008002.9,8,9.259e-05,8,99899.0,100189.86373307453,12487.375,12523.732966634314,9648.0,9676.090904780858,1.3945222942476707,0.020507752331862826,0.02054755618484413
269,2020-02-14,2,1614334995,325160680.2529661,0,0.0,7367.56570146,1756.818424646297,9.50924575055864e-05,0.9853114997077729,,11.501973041042376,330008002.9,8,9.259e-05,8,44792.0,44134.07269491057,5599.0,5516.759086863821,5454.0,5373.888919406194,1.3946580242893862,0.01942217767530838,0.020608816333207932
270,2020-02-15,2,1614334995,320476178.07693183,0,0.0,4013.62169371,1725.567068812942,9.797653271807896e-05,0.9711163828170659,,12.93453012082158,330008002.9,8,9.259e-05,8,82222.0,79847.1312279848,10277.75,9980.891403498097,4193.0,4071.890993151958,1.394907175822917,0.019416458058208564,0.02007349291385564
271,2020-02-16,2,1614334995,321654022.63290083,0,0.0,4995.50419915,1729.110346899614,9.793819906901668e-05,0.974685522188289,,7.55008084321413,330008002.9,8,9.259e-05,8,66061.0,64388.70028128056,8257.625,8048.587535160069,4094.0,3990.362527838855,1.3951073558167943,0.019396797846959028,0.01786645067112489
272,2020-02-17,2,1614334995,327586664.8653196,0,0.0,3539.98479882,1754.1707544249027,0.00010251519435122358,0.9926627899523571,,10.20229687817806,330008002.9,8,9.259e-05,8,93223.0,92539.00326772858,11652.875,11567.375408466072,10878.0,10798.18582910174,1.3953898429055343,0.018331707349094502,0.01801923222824608
273,2020-02-18,2,1614334995,326347481.0324569,0,0.0,6107.07483576,1744.0175478147837,9.699640136433756e-05,0.98890777849211,,12.378859706018874,330008002.9,8,9.259e-05,8,54037.0,53437.609626378144,6754.625,6679.701203297268,5288.0,5229.344332666278,1.3955535874193796,0.01827328384349427,0.017366141410015933
274,2020-02-19,2,1614334995,327483760.2699817,0,0.0,4792.17011646,1747.359809350487,0.00010298367877577518,0.992350965407396,,13.19671730357931,330008002.9,8,9.259e-05,8,68864.0,68337.25688181493,8608.0,8542.157110226864,6766.0,6714.24663194644,1.3957622611466676,0.01825040302073432,0.01730612645816896
275,2020-02-20,2,1614334995,327235935.67564,0,0.0,3307.48880392,1744.01026439805,0.00010314092918069874,0.9916,,12.277993634593425,330008002.9,8,9.259e-05,8,99776.0,98937.8816,12472.0,12367.2352,7790.0,7724.564,1.3960646053296062,0.01810718907641697,0.01731713977195071
