,time,AdrActCnt,AssetEODCompletionTime,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
19,2019-06-09,0,1614334986,599553568.238825,0,0.0,,,0.00023098999999999947,1.7633928477612502,,,340000000.0,0,0.0,0,0.0,0.0,,,,,1.030882355882353,,
20,2019-06-10,0,1614334986,650580814.5632232,0,0.0,,,0.0002393845315844706,1.91347298400948,,,340000000.0,0,0.0,0,0.0,0.0,,,,,1.030882355882353,,
21,2019-06-11,0,1614334986,651916076.043278,0,0.0,,,0.0002420200929281121,1.9174002236567,,,340000000.0,0,0.0,0,0.0,0.0,,,,,1.030882355882353,,
22,2019-06-12,2,1614334986,668859729.0462557,0,0.0,34.14299249,,0.00024147457797838866,1.96723449719487,,,340000000.0,5,5.787e-05,5,9958119.52,19589956.246933617,1991623.904,3917991.2493867236,1.1,2.163957946914357,1.0601709427058823,,
23,2019-06-13,2,1614334986,665748479.3770443,0,0.0,8118.14673216,,0.00023784000000000058,1.95808376287366,,,340000000.0,3,3.472e-05,3,41881.48,82007.44595311795,13960.49333333,27335.815317699453,1.1,2.1538921391610257,1.0602941235294117,,
24,2019-06-14,3,1614334986,654568455.0426754,0,0.0,32.47604713,,0.0002213382700175341,1.92520133836081,,,340000000.0,9,0.00010417,9,10469254.42,20155422.621023826,1163250.49111111,2239491.402335978,7230.0,13919.205676348654,1.0910860482941176,,
25,2019-06-15,4,1614334986,651900400.1764094,0,0.0,7.54655544,,0.00021663586734931868,1.91735411816591,,,340000000.0,14,0.00016204,14,45053667.58,86383835.07299094,3218119.11285714,6170273.933785063,13583.0,26043.420987047553,1.2235968352941176,,
26,2019-06-16,2,1614334986,633403153.763232,0,0.0,3914.25479496,,0.00020654658679135005,1.8629504522448,,,340000000.0,8,9.259e-05,8,86862.0,161819.60218288781,10857.75,20227.450272860977,10372.5,19323.453565909185,1.223852311764706,,
27,2019-06-17,2,1614334986,649984731.9235476,0,0.0,6218.79172535,,0.00020466838231514645,1.91171979977514,,,340000000.0,8,9.259e-05,8,54673.0,104519.45661310623,6834.125,13064.93207663828,6359.0,12156.626206770115,1.2240131147058824,,
28,2019-06-18,2,1614334986,636031028.221239,0,0.0,4992.14471347,,0.0002067704263442317,1.87067949476835,,,340000000.0,8,9.259e-05,8,68107.0,127406.36835018802,8513.375,15925.796043773504,7605.0,14226.517557713301,1.2242134294117648,,
29,2019-06-19,7,1614334986,630859638.079996,0,0.0,9637.3449014,,0.00020012892742000453,1.8582082335856598,,,339498892.9,14,0.00016204,14,35227.43,65459.90047406249,2516.245,4675.707176718749,2827.0,5253.15467634666,1.2261241557350602,,
30,2019-06-20,4,1614334986,643114861.06923,0,0.0,8479.035682,,0.00019842482589776383,1.8943062098840502,,76.61790494857327,339498892.9,12,0.00013889,12,40039.8,75847.64178251539,3336.65,6320.636815209616,3522.5,6672.693624316567,1.2262420936748806,,0.04469121868375885
31,2019-06-21,4,1614334986,622390728.0950947,0,0.0,5639.51649336,,0.00018180843928882625,1.8332629092797101,,63.05866406009844,339498892.9,12,0.00013889,12,60200.0,110362.42713863854,5154.16666667,9448.942578251948,5118.5,9383.556201148194,1.2264242739449591,,0.04533041576381911
32,2019-06-22,2,1614334987,621976520.6447425,0,0.0,2362.07649744,,0.0001714545844535368,1.8320428539009899,,64.86151648243613,339498892.9,8,9.259e-05,8,143729.0,263317.68734833534,17966.125,32914.710918541925,14371.5,26329.203874838076,1.2268476302592386,,0.04514060579325502
33,2019-06-23,2,1614334987,631358567.3436283,0,0.0,5974.35844332,,0.0001722812816829287,1.85967783856543,,52.75339230064453,339498892.9,8,9.259e-05,8,56826.0,105678.05285431912,7103.25,13209.756606789892,5781.0,10750.797584746751,1.2270150122483656,,0.04288640748264548
34,2019-06-24,2,1614334987,642933371.1773545,0,0.0,4644.24416766,,0.0001720952399181776,1.8937716281941799,,41.905362654052404,339498892.9,8,9.259e-05,8,73101.0,138436.59979262276,9137.625,17304.574974077845,6218.5,11776.418869925505,1.227230332538148,,0.040315459383820536
35,2019-06-25,2,1614334987,648403260.5999585,0,0.0,5690.56139625,,0.00016287227644652252,1.90988328433503,,29.25497709092659,339498892.9,8,9.259e-05,8,59660.0,113943.6367434279,7457.5,14242.954592928487,7436.5,14202.84704395745,1.2274060621244522,,0.03654101768683962
36,2019-06-26,2,1614334987,636549313.4213881,0,0.0,2137.43228608,,0.0001459999216832265,1.87806425258227,,33.221330676792185,338939049.9,6,6.944e-05,6,158573.0,297810.28272472834,26428.83333333,49635.04712078179,26146.5,49104.806980142326,1.229901282702569,,0.035353130209663804
