,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMrktCurUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
182,2021-03-06,155.0,540.0,3490.0,3611.0,111.0,3212.0,3575.0,14.0,1928.0,4499.0,4115.0,3615.0,3582.0,2306.0,27.0,3309.0,152.0,3518.0,738.0,7.0,3180.0,106.0,3483.0,505.0,5.0,3573.0,1832.0,13.0,1627405317.0,888557796.6101699,0.8679509215860001,888557796.6101699,1023741981.8469183,0.0,0.0,0.981728070382,663.280982890921,,0.00012096498263273685,5.9237186440678,-20.494432835781094,5.86903354763297,0.00012026506655421399,0.0038338640412086,4.92169252454113,5.86903354763297,1.4585092e-05,150000000.0,150000000.0,28592548.52944492,150000000.0,150000000.0,143705463.41814125,150000000.0,150000000.0,150000000.0,30861469.596953206,149298864.63165236,150000000.0,100.0,149206244.2503606,149999932.26100978,149999997.07085788,147259210.55729622,149997883.57932547,149999994.73605213,142232816.9493943,149907723.1928622,149999999.94347385,149999997.1226504,149999995.5469912,149999963.76556635,149999034.706857,149952221.81391302,143819035.2149021,147742998.32969356,149440571.46841273,139318922.75309804,149999994.42450064,149999921.30099046,149997379.05612436,147179833.5480402,149150670.45445764,136975172.75309807,149892531.860536,142079243.1021262,147069683.98244464,149047185.39115137,145108490.44790664,150000000.0,186.0,0.002152777778,258.0,226148.5009659445,1339640.0914999498,1591.353227234342,9426.728781465534,425.561607473956,2520.9072283929368,3.981965665345,,0.0552111471630354
183,2021-03-07,154.0,536.0,3480.0,3601.0,110.0,3201.0,3565.0,14.0,1923.0,4490.0,4106.0,3606.0,3572.0,2298.0,27.0,3299.0,154.0,3508.0,736.0,7.0,3147.0,103.0,3471.0,476.0,5.0,3563.0,1779.0,13.0,1627405344.0,818404585.0379895,0.802343187669,818404585.0379895,1020018113.9636941,0.0,0.0,0.9818208692470001,251.72047678313703,,0.00010679991710832544,5.45603056691993,-30.00553836348043,5.9237186440678,0.00012096498263273701,0.0035688527490377103,4.968791207978571,5.9237186440678,1.4662614e-05,150000000.0,150000000.0,8575135.637035966,150000000.0,150000000.0,140564311.02748427,150000000.0,150000000.0,150000000.0,30923126.842953674,149299410.6501202,150000000.0,100.0,149203540.52907175,149999932.24984112,149999997.05968922,147273130.38700268,149997872.04793885,149999994.7248835,142232966.45813072,149908212.29483396,149999999.94347385,149999997.1226504,149999995.5358225,149999963.7543977,149999034.12761712,149952289.03240156,143821873.8681393,147792053.83964106,149440010.78617713,139248970.197212,149999994.41333196,149999917.70834786,149996980.59626523,147158799.2726296,149103803.57695332,136905220.19721198,149884567.79915103,142079392.61086264,147102986.1364554,149051959.76479277,145127743.5632932,150000000.0,169.0,0.001956018519,231.0,595899.077885621,3251243.5837433473,3853.5804902641376,21025.252946967415,567.5368427755768,3096.4983620367775,3.9879001793,,0.0559046040186532
184,2021-03-08,169.0,538.0,3482.0,3603.0,112.0,3203.0,3567.0,14.0,1924.0,4498.0,4110.0,3608.0,3574.0,2300.0,29.0,3301.0,157.0,3510.0,733.0,7.0,3173.0,107.0,3475.0,506.0,5.0,3565.0,1831.0,13.0,1627405359.0,889021998.831093,0.867530580062,889021998.831093,1024773096.4916351,0.0,0.0,0.981828775843,174.35445915967,,0.00011378358284779602,5.92681332554062,-19.3032897000792,5.45603056691993,0.000106799917108325,0.00317365954601451,4.56773566633065,5.45603056691993,1.4671022e-05,150000000.0,150000000.0,9748765.375465475,150000000.0,150000000.0,140381653.87651184,150000000.0,150000000.0,150000000.0,30518637.753486592,149299364.01818725,150000000.0,100.0,149206850.89072463,149999932.23650202,149999997.0463501,147274316.37652433,149997872.03389743,149999994.71154433,142057484.78862593,149908134.22668833,149999999.9429646,149999997.10931125,149999995.52248344,149999963.74105856,149999034.114278,149952366.45437494,143875781.878873,147803107.53282404,149437922.54037935,139127786.73978436,149999994.39999288,149999921.2764827,149997398.9774508,147194939.3672683,149156018.39182723,136784036.73978433,149893450.8545827,141903910.9413579,147065069.19380432,149051101.89652008,145045524.9620553,150000000.0,192.0,0.002222222222,288.0,860316.3963970264,5098934.682346981,4932.520443863086,29234.127895189253,1044.2199713640614,6188.896841076165,3.997370618552,,0.0577304801873837
185,2021-03-09,190.0,545.0,3513.0,3633.0,113.0,3230.0,3598.0,14.0,1941.0,4534.0,4141.0,3638.0,3605.0,2320.0,30.0,3328.0,158.0,3541.0,739.0,7.0,3230.0,113.0,3513.0,548.0,5.0,3598.0,1949.0,14.0,1627405378.0,1010432235.5347756,0.979766853026,1010432235.5347756,1031298652.7503026,0.0,0.0,0.98164866067,208.80989034469602,,0.00012306030908743168,6.73621490356517,-6.40856683315156,5.92681332554062,0.00011378358284779599,0.0032455681686045803,4.9924410140088495,5.92681332554062,1.4812398e-05,150000000.0,149965579.4000683,9569972.928550156,150000000.0,150000000.0,140313214.0348375,150000000.0,150000000.0,150000000.0,30327037.275359806,149263733.25711426,150000000.0,100.0,149199844.79485705,149999932.5561911,149999997.03290877,147247299.10050422,149997851.90595105,149999994.72321627,141931694.969749,149907164.4373924,149999999.9421296,149999997.09586993,149999995.5341553,149999964.06074768,149999013.98633155,149951855.04040235,143877724.1309019,147770965.28450033,149428798.48622492,139057138.05572507,149999994.72321627,149999932.5561911,149997851.90595105,147247299.10050422,149204310.04492676,136713388.05572504,149908357.26177204,141931694.969749,147014168.8260989,149037927.434273,145020009.56269714,150000000.0,254.0,0.002939814815,359.0,718356.7777962288,4839005.632668008,3546.1878635682388,23887.8835374103,810.5102333757992,5459.771113558144,4.005857828172,,0.0627024198127758
186,2021-03-10,432.0,546.0,3567.0,3689.0,113.0,3274.0,3653.0,15.0,1947.0,4735.0,4200.0,3693.0,3660.0,2334.0,29.0,3375.0,155.0,3594.0,743.0,7.0,3274.0,113.0,3567.0,550.0,5.0,3653.0,1955.0,15.0,1627405406.0,1011103395.6750436,0.9815513629620001,1011103395.6750436,1030107474.5841813,0.0,0.0,0.981694618043,60.268802756311,,0.00012012054298397527,6.7406893045002905,-11.141529679355626,6.73621490356517,0.000123060309087432,0.0036176752441658797,5.6616276106267,6.73621490356517,1.5163287e-05,150000000.0,149948710.62880677,11575650.890609054,150000000.0,150000000.0,143263129.0913509,150000000.0,150000000.0,150000000.0,33459798.85627414,149252075.3376235,150000000.0,100.0,149193321.55737373,149999932.33630422,149999997.0328324,147254192.70638812,149997798.6508395,149999994.64649096,142091230.9231452,149904746.06108242,149999999.94178444,149999997.0821262,149999995.45743003,149999962.50789145,149998996.92957693,149950408.47324517,143798628.77189386,147737530.77121565,149425890.81479755,138677220.33514994,149999994.64649096,149999932.33630422,149997798.6508395,147254192.70638812,149199271.30129042,136333470.33514997,149905938.88546216,142091230.9231452,147022899.87063238,149068005.27836445,145176251.1409257,150000000.0,780.0,0.009027777778,886.0,2488849.838389955,16776563.486142447,4870.936815553872,32833.47169550068,732.8584973173596,4939.971434579281,4.0346288282959994,,0.06184948630047701
187,2021-03-11,240.0,550.0,3600.0,3724.0,119.0,3304.0,3687.0,15.0,1969.0,4779.0,4235.0,3728.0,3694.0,2359.0,29.0,3407.0,161.0,3629.0,754.0,7.0,3320.0,122.0,3602.0,579.0,5.0,3687.0,2042.0,17.0,1627405424.0,1093444015.1957924,1.056204568539,1093444015.1957924,1035257797.3683317,0.0,0.0,0.981581413532,214.32426943432998,,0.00012601508534974473,7.289626767971951,-2.7399863498891635,6.7406893045002905,0.000120120542983975,0.0037377164054669797,5.654894301841071,6.7406893045002905,1.5391069e-05,150000000.0,149912943.42285472,11457605.790479397,150000000.0,150000000.0,143207606.35450548,150000000.0,150000000.0,150000000.0,33323316.12410618,149222850.21224827,150000000.0,100.0,149180014.47924706,149999930.86814582,149999997.02844226,147237212.0298465,149997767.9198899,149999994.5421008,141941048.7027725,149904047.24900737,149999999.9416617,149999997.07773605,149999995.35303986,149999963.03973296,149998988.54639515,149950090.22803795,143645001.16773954,147722661.76829314,149420884.21467742,138528595.76688167,149999994.5421008,149999933.71374914,149997997.29856804,147279884.0352758,149221704.98773834,136184845.76688167,149914504.13251996,142233953.34011415,146890677.94733432,149054124.01025072,145024375.38149366,150000000.0,417.0,0.004826388889,577.0,699874.0758379708,5101820.797438104,2526.4793944634166,18417.091822610084,1382.2731580927002,10076.255413881669,4.044347352367,,0.06361491825754594
188,2021-03-12,193.0,551.0,3613.0,3743.0,113.0,3317.0,3704.0,16.0,1977.0,4806.0,4254.0,3747.0,3711.0,2370.0,28.0,3421.0,158.0,3643.0,754.0,7.0,3326.0,115.0,3614.0,570.0,5.0,3704.0,2023.0,18.0,1627405442.0,1057480458.796026,1.02349179355,1057480458.796026,1033208537.1468049,0.0,0.0,0.981244019108,288.6780281333,,0.0001229600384094301,7.04986972530684,-7.442267106654197,7.289626767971951,0.000126015085349745,0.00398838599320145,6.07740303607559,7.289626767971951,1.5452877e-05,150000000.0,149846570.7738374,9544374.901661584,150000000.0,150000000.0,35851622.90065134,150000000.0,150000000.0,150000000.0,33089901.09289996,149222562.6144586,150000000.0,100.0,149175716.30671707,149999927.81481358,149999997.0283736,147186602.86615777,149997756.49940315,149999994.48759198,142198977.14298534,149903523.40339226,149999999.94159305,149999997.07766747,149999995.29853103,149999961.06140077,149998991.25653073,149949928.1238299,143678064.11177853,147702044.55994397,149416344.181835,138616122.51461715,149999994.48759198,149999929.28718108,149997887.86331195,147216236.97614065,149203400.99280867,136272372.51461717,149910207.19444388,142491881.78032702,146957236.1024229,149053537.02074748,145183361.93742093,150000000.0,268.0,0.003101851852,346.0,519610.0339535915,3663183.047335083,2522.2119809278224,17781.265885149245,636.8,4489.357041075396,4.050165254669,,0.06380035730083991
189,2021-03-13,139.0,560.0,3617.0,3746.0,113.0,3319.0,3707.0,16.0,1979.0,4815.0,4256.0,3750.0,3714.0,2370.0,28.0,3422.0,155.0,3646.0,757.0,7.0,3342.0,118.0,3619.0,597.0,5.0,3708.0,2060.0,18.0,1627405471.0,1122833609.0005844,1.082125445529,1122833609.0005844,1037618710.140753,0.0,0.0,0.981295727024,231.401904300442,,0.00012213582433596653,7.48555739333723,-5.342006458415661,7.04986972530684,0.00012296003840943002,0.00398634729823192,5.887661792618361,7.04986972530684,1.5471629e-05,150000000.0,149837305.1501147,9414312.434543198,150000000.0,150000000.0,35852668.887406066,150000000.0,150000000.0,150000000.0,13111860.313950703,149179145.37730727,150000000.0,100.0,149185530.8031449,149999928.75333938,149999997.03172302,147194359.05364197,149997753.39264122,149999994.49094138,142240400.20727134,149903707.0157814,149999999.94160262,149999997.08101684,149999995.30188042,149999960.9249265,149998977.1969202,149949862.53950766,143719487.17606446,147679580.21261823,149419169.61476132,138637595.03480104,149999994.6274139,149999931.59894273,149998078.2192899,147265494.54167098,149238011.62135163,136293845.03480107,149915237.14953777,142533304.84461296,146967507.8878308,149049512.38604853,145208201.87355137,150000000.0,214.0,0.002476851852,296.0,648222.8417845962,4852309.285850754,4151.335924760618,31075.06332381831,1732.6039884350605,12969.506595355639,4.058357224227,,0.06441528841000166
190,2021-03-14,147.0,563.0,3618.0,3748.0,113.0,3318.0,3710.0,15.0,1975.0,4820.0,4259.0,3753.0,3717.0,2367.0,29.0,3422.0,155.0,3650.0,761.0,7.0,3335.0,117.0,3619.0,590.0,5.0,3710.0,2045.0,18.0,1627405486.0,1090626706.604325,1.053044754611,1090626706.604325,1035688845.9193016,0.0,0.0,0.9812653072600002,635.989902326796,,0.00012137166590271954,7.2708447106955,-2.870761041675959,7.48555739333723,0.000122135824335967,0.0038841469514349102,6.14687913999459,7.48555739333723,1.5593806e-05,150000000.0,149831820.3110102,9348053.890732467,150000000.0,150000000.0,35646444.114762664,150000000.0,150000000.0,150000000.0,13094463.836422384,149177957.65770933,150000000.0,100.0,149188995.19521216,149999926.00670508,149999997.01890138,147189796.0889499,149997735.6404183,149999994.50415552,142090928.00659052,149903634.08948568,149999999.94155186,149999997.07912087,149999995.31509456,149999961.17829219,149998972.1587405,149949930.3945642,143820225.37007293,147675008.6915597,149423391.7405295,138637419.2505763,149999994.50415552,149999927.4790725,149997979.1497189,147247253.02426025,149227827.7339196,136293669.25057632,149913668.4918134,142532062.64654127,146963965.79373917,149049225.60165286,145208910.3316868,150000000.0,180.0,0.002083333333,226.0,235852.80120206086,1714849.0921227213,1788.4557309682114,13003.583891823271,652.2735669097547,4742.579813892276,4.061051830862,,0.06385285959503766
191,2021-03-15,160.0,563.0,3631.0,3761.0,114.0,3331.0,3722.0,15.0,1982.0,4835.0,4272.0,3766.0,3730.0,2376.0,29.0,3435.0,158.0,3662.0,763.0,7.0,3354.0,119.0,3633.0,602.0,5.0,3724.0,2071.0,18.0,1627405501.0,1128489441.846873,1.086496520658,1128489441.846873,1038649844.1458973,0.0,0.0,0.981105859363,429.682188830859,,0.00013405403683538458,7.52326294564582,7.394939568073559,7.2708447106955,0.000121371665902719,0.0038795445134563295,6.06624014162113,7.2708447106955,1.5596157e-05,150000000.0,149827409.36621916,9326118.35330064,150000000.0,150000000.0,35626254.40656634,150000000.0,150000000.0,150000000.0,13174117.301474283,149175726.788543,150000000.0,100.0,149184294.79542947,149999926.86620978,149999997.0184987,147165878.90447077,149997736.5004868,149999994.3636602,141989325.26112553,149903240.42911577,149999999.9411493,149999997.07871822,149999995.31469196,149999961.03779685,149998973.018809,149949797.28919286,143719524.78687456,147677669.35489362,149420574.02901796,138566969.39063275,149999994.64022544,149999929.7118131,149998061.3271355,147237014.3924998,149239256.93254778,136223219.39063275,149915841.95075965,142427439.59137285,146920516.4670263,149045534.4855365,145131878.82839274,150000000.0,208.0,0.002407407407,277.0,349095.2240960732,2626335.163943911,2390.902854872918,17987.39085470423,1233.8648457656495,9282.689674083706,4.0654670314670005,,0.06293410213628423
192,2021-03-16,217.0,570.0,3641.0,3771.0,120.0,3340.0,3732.0,20.0,1985.0,4849.0,4282.0,3776.0,3740.0,2379.0,35.0,3444.0,164.0,3672.0,766.0,9.0,3328.0,118.0,3636.0,556.0,8.0,3731.0,1952.0,20.0,1627405519.0,977271838.1063716,1.148076642174,977271838.1063716,851225259.888243,0.0,0.0,0.980937962168,3.681192863552,,0.00011531140098275459,6.51514558737581,1.0417647104892058,7.52326294564582,0.00013405403683538401,0.00418678922152382,6.32100483228736,7.52326294564582,1.5666065e-05,150000000.0,149822623.27220377,105704858.77586673,150000000.0,150000000.0,131274948.56275457,150000000.0,150000000.0,150000000.0,108233950.89408378,149179484.10717106,150000000.0,100.0,149186630.61155036,149999926.7111709,149999997.0177916,147140694.32515717,149997733.5966131,149999994.36295307,141802332.41466224,149903012.70819896,149999999.94044217,149999997.07801113,149999995.31398478,149999960.882758,149998970.11493528,149949520.94662756,143617577.27009866,147659931.93471712,149418564.6696736,136749531.40469748,149999994.21170664,149999919.16214573,149997552.8070148,147110339.7945176,149165510.8494135,135624531.4046975,149898036.31419453,141802332.41466224,146770646.37351596,149036193.94831315,144669597.8960602,150000000.0,314.0,0.0036342592589999998,425.0,40747661.30434316,265476945.7428754,240863.310160386,1569259.5323521704,2733.2746,17807.68194927638,4.747913076922,,0.06665767966620971
193,2021-03-17,445.0,665.0,3793.0,3923.0,140.0,3492.0,3884.0,20.0,2127.0,5018.0,4434.0,3928.0,3892.0,2520.0,33.0,3597.0,202.0,3824.0,868.0,8.0,3553.0,178.0,3803.0,789.0,8.0,3889.0,2342.0,29.0,1627405545.0,1327714804.2080655,1.4065233230540002,1327714804.2080655,943969276.9013344,0.0,0.0,0.977728403169,36.304575194444,,0.00015083451895131798,8.85143202805377,35.50410401670233,6.51514558737581,0.00011531140098275401,0.0036256653337018,5.47483170860156,6.51514558737581,1.5802597000000002e-05,150000000.0,149822394.3480695,126885484.02760117,150000000.0,150000000.0,132552068.5256749,150000000.0,150000000.0,150000000.0,129535563.82430895,149172397.95552114,150000000.0,100.0,149154989.05331898,149999926.70776552,149999997.01438633,146659260.47535768,149997725.68695658,149999994.3595478,140955738.05115882,149902417.84194627,149999999.94081828,149999997.07460582,149999995.3105795,149999960.87935266,149998973.1275909,149948863.3478316,142558319.06307143,147393545.94397777,149396855.0731931,135645941.58941588,149999995.0018866,149999939.6349804,149998516.9156126,147143150.22363782,149314921.23101696,135645941.58941588,149930487.4970188,142144255.89199263,145876139.70959288,148837809.2940234,143920207.4839515,150000000.0,976.0,0.011296296296000001,1306.0,4131710.6506993524,36571555.98425113,4974.351949690606,44030.138166303135,2659.609105,23541.349214100424,4.79122310123,,0.08700445714014958
