,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,CapAct1yrUSD,CapMVRVCur,CapMrktCurUSD,CapRealUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
10,2019-06-21,3847.0,141.0,1591.0,1896.0,106.0,975.0,1753.0,83.0,314.0,4250.0,4250.0,4250.0,4250.0,1591.0,141.0,1753.0,314.0,1896.0,975.0,106.0,,,,,,,,,1622814037.0,20253.0,,,,,0.00199962,,0.001,,17.9246,,0.0,,0.997920614149,39.556764375748,,,,,,,,,,,3.0001323000000003e-05,145386189.938683,145386189.938683,141611577.883308,145386189.938683,145386189.938683,145386189.938683,145386189.938683,145386189.938683,145386189.938683,145386189.938683,145386189.938683,145386189.938683,1.4538618993999999,9992759519.402842,9999990908.799759,9999999529.804495,9979206141.492346,9999736284.032793,9999999115.698784,9828731959.99001,9997646153.561792,10000000000.0,10000000000.0,10000000000.0,9999999529.804495,9999999115.698784,9999990908.799759,9992759519.402842,9997646153.561792,9999736284.032793,9979206141.492346,,,,,,,,,9969830680.163643,9998428388.80745,8790144713.535503,10000000000.0,66223.0,0.766469907407,24524.0,252801263.142012,,10532.66757166,,0.00732,,1.044140483477,,
11,2019-06-22,1334.0,151.0,1778.0,2139.0,106.0,1070.0,1963.0,84.0,347.0,4990.0,4990.0,4990.0,4990.0,1778.0,151.0,1963.0,347.0,2139.0,1070.0,106.0,1870.0,188.0,2007.0,520.0,98.0,2321.0,1348.0,120.0,1622814037.0,20235.0,343259896.42994756,85.687671919662,22139769663.0662,258377537.48081315,0.00244813,0.005420103430524225,0.001,0.00221397696630662,9.851280000000001,21.810507008637085,0.0,0.0,0.9975583823180001,46.599773994311,,0.00020719848334307486,2.21397696630662,,,,,,,,3.3922074e-05,155042216.632713,155042216.632713,134171302.882249,155042216.632713,155042216.632713,155042216.632713,155042216.632713,155042216.632713,155042216.632713,155042216.632713,155042216.632713,155042216.632713,1.5504221663,9991721377.73778,9999989476.163216,9999999423.459965,9975583823.179852,9999692761.835121,9999998879.285692,9831895071.198187,9997312254.3305,10000000000.0,10000000000.0,10000000000.0,9999999423.459965,9999998879.285692,9999989476.163216,9991721377.73778,9997312254.3305,9999692761.835121,9975583823.179852,9999999551.80488,9999999200.318531,9999996549.243677,9994121305.948298,9998473819.849052,9957510819.658451,9999880219.842524,9985524298.783407,9966061023.591541,9998372008.889692,9057175097.539656,10000000000.0,30897.0,0.35760416666699996,11678.0,214593315.435839,475104657.4983185,18516.98042829,40996.16815378454,0.007917,0.017528055642249508,1.065764613221,,
12,2019-06-23,878.0,154.0,1649.0,2052.0,106.0,1012.0,1839.0,84.0,350.0,5249.0,5249.0,5249.0,5249.0,1649.0,154.0,1839.0,350.0,2052.0,1012.0,106.0,1727.0,179.0,1877.0,484.0,96.0,2332.0,1212.0,118.0,1622814037.0,20220.0,316761930.80256087,71.53838590237,19120000000.0,267269099.782228,0.0030971,0.0059216552000000006,0.001,0.001912,8.08653,15.46144536,0.0,0.0,0.997555858248,382.87827429833396,,0.0001771284271644936,1.912,,,2.21397696630662,0.000207198483343074,0.00718800890076025,1.94191402581435,2.21397696630662,3.0525453e-05,165670465.900921,165670465.900921,124138767.884417,165670465.900921,165670465.900921,165670465.900921,165670465.900921,165670465.900921,165670465.900921,165670365.900921,165670465.900921,165670465.900921,1.656704659,9991846064.613998,9999989198.055513,9999999245.863258,9975558582.48393,9999721443.874544,9999998615.056374,9834617220.576931,9997526384.704304,10000000000.0,10000000000.0,10000000000.0,9999999245.863258,9999998615.056374,9999989198.055513,9991846064.613998,9997526384.704304,9999721443.874544,9975558582.48393,9999999487.84042,9999998909.892624,9999995521.558823,9993736886.66367,9998472251.28099,9949746821.400343,9999866422.997343,9984098187.214815,9966712929.912916,9998663164.434313,9125372493.997995,10000000000.0,20775.0,0.240451388889,7981.0,26117961.428671,49937542.25161895,3467.67130284,6630.187531030079,0.009526,0.018213712,1.068532161688,,
13,2019-06-24,2082.0,145.0,603.0,1605.0,107.0,390.0,897.0,84.0,227.0,5673.0,5673.0,5673.0,5673.0,603.0,145.0,897.0,227.0,1605.0,390.0,107.0,673.0,150.0,965.0,235.0,96.0,1954.0,419.0,111.0,1622814037.0,20228.0,248162111.37930402,46.002006666690995,14107333445.4751,306667784.0314716,0.0033895,0.004781680671343785,0.001,0.00141073334454751,16.245855,22.918569359183888,0.0,0.0,0.998300224016,181.16439977056598,,0.00012819945645821192,1.41073334454751,,,1.912,0.000177128427164494,0.0062370840773466,1.6761851110033,1.912,1.0587963e-05,175910006.195325,175910006.195325,62582755.111772,175910006.195325,175910006.195325,175910006.195325,175910006.195325,175910006.195325,175910006.195325,175608372.679949,175910006.195325,175910006.195325,1.759100062,9996887543.049013,9999984083.066824,9999998933.400541,9983002240.158487,9999902497.961708,9999996675.8246,9828613175.792871,9999399353.121305,10000000000.0,10000000000.0,10000000000.0,9999998933.400541,9999996675.8246,9999984083.066824,9996887543.049013,9999399353.121305,9999902497.961708,9983002240.158487,9999999249.633263,9999997248.882069,9999990210.057148,9997310162.500328,9999464688.591446,9947672361.16347,9999927145.170332,9986579179.46457,9967332173.256384,9999979992.88206,9208762948.377623,10000000000.0,37530.0,0.434375,14245.0,55198482.774013,77870340.21773148,3986.20260167,5623.468928297905,0.10655099999999999,0.15031504859488176,1.074210507294,,
14,2019-06-25,884.0,148.0,679.0,1713.0,110.0,452.0,1011.0,84.0,251.0,6045.0,6045.0,6045.0,6045.0,679.0,148.0,1011.0,251.0,1713.0,452.0,110.0,756.0,161.0,1104.0,279.0,96.0,2132.0,488.0,114.0,1622814038.0,20226.0,295595236.1044062,48.357835034294006,15660103314.3865,323837973.79019994,0.00208882,0.0032711137005156806,0.001,0.00156601033143865,7.187614999999999,11.255879348403411,0.0,0.0,0.998367463075,412.12433882565904,,0.00013354725375744155,1.56601033143865,,,1.41073334454751,0.000128199456458212,0.00455370895896084,1.2383438602065,1.41073334454751,1.1014398e-05,188756887.595276,188756887.595276,71013171.967922,188756887.595276,188756887.595276,188756887.595276,188756887.595276,188756887.595276,188756887.595276,188304348.279247,188756887.595276,188756887.595276,1.887568876,9995936960.411942,9999983176.982023,9999998883.96639,9983674630.751104,9999897519.575016,9999996593.11205,9824068017.446074,9999262139.693745,10000000000.0,10000000000.0,10000000000.0,9999998883.96639,9999996593.11205,9999983176.982023,9995936960.411942,9999262139.693745,9999897519.575016,9983674630.751104,9999999249.9724,9999997350.666065,9999989780.418474,9996948724.690027,9999472959.575191,9943135902.376863,9999926751.7917,9987072437.830679,9962792721.924713,9999972217.563164,9304223786.170124,10000000000.0,26834.0,0.310578703704,10200.0,24264521.790911,37998491.81198489,2508.8157761999996,3928.8314252054756,0.005,0.00783005165719325,1.076769499386,,
15,2019-06-26,619.0,148.0,690.0,1789.0,109.0,438.0,1052.0,85.0,242.0,6300.0,6300.0,6300.0,6300.0,690.0,148.0,1052.0,242.0,1789.0,438.0,109.0,769.0,158.0,1148.0,269.0,96.0,2216.0,480.0,114.0,1622814038.0,20210.0,309667045.67375636,46.703084973068,15784759047.8024,337981078.913841,0.00160419,0.002532175261689413,0.001,0.00157847590478024,6.785735000000001,10.71111919372394,0.0,0.0,0.998329098732,670.1126611532869,,0.00012271005007411464,1.5784759047802401,,,1.56601033143865,0.000133547253757441,0.00495303419483635,1.37725375941024,1.56601033143865,1.2356608000000001e-05,196181040.670918,196181040.670918,36535360.053158,196181040.670918,196181040.670918,196181040.670918,196181040.670918,196181040.670918,196181040.670918,185461973.918886,196181040.670918,196181040.670918,1.9618104067,9996335539.14053,9999982218.261341,9999998845.021568,9983290987.31953,9999884123.647276,9999996478.608301,9834672731.093157,9999260871.711685,10000000000.0,10000000000.0,10000000000.0,9999998845.021568,9999996478.608301,9999982218.261341,9996335539.14053,9999260871.711685,9999884123.647276,9983290987.31953,9999999217.081032,9999997253.821207,9999988980.442793,9997120675.088776,9999463210.190632,9943768620.336157,9999918419.367313,9987665003.582352,9963278144.678274,9999974406.729849,9377682772.888435,10000000000.0,31667.0,0.36651620370399995,11844.0,14922863.840223001,23555381.002108324,1320.2248249000002,2083.9430749973612,0.0107615,0.01698676844929255,1.078333173668,,
16,2019-06-27,615.0,152.0,714.0,1821.0,109.0,462.0,1080.0,84.0,243.0,6472.0,6472.0,6472.0,6472.0,714.0,152.0,1080.0,243.0,1821.0,462.0,109.0,790.0,157.0,1154.0,262.0,96.0,2182.0,499.0,113.0,1622814038.0,20168.0,288677731.7130446,40.595705349073,13984957032.8193,344493510.1525169,0.00136578,0.0019100374616283942,0.001,0.0013984957032819301,2.6523369999999997,3.709281898155684,0.0,0.0,0.9981852757359999,634.2987577038459,,0.00012587949152542308,1.3984957032819298,,,1.5784759047802401,0.00012271005007411399,0.00472547982119658,1.36699784515923,1.5784759047802401,1.2360736e-05,206420177.79217198,206420177.79217198,34235740.906568,206420177.79217198,206420177.79217198,206420177.79217198,206420177.79217198,206420177.79217198,206420177.79217198,193900974.874723,206420177.79217198,206420177.79217198,2.0642017778999997,9996321104.242914,9999981537.249798,9999998811.091452,9981852757.358276,9999883815.66595,9999996406.489752,9822628524.099094,9999171439.56773,10000000000.0,10000000000.0,10000000000.0,9999998811.091452,9999996406.489752,9999981537.249798,9996321104.242914,9999171439.56773,9999883815.66595,9981852757.358276,9999999140.13597,9999997040.252249,9999988204.86855,9996791049.334795,9999328236.985277,9941473622.060926,9999915070.382565,9985759488.49062,9960909562.101843,9999972573.507624,9399467036.853256,10000000000.0,15194.0,0.175856481481,5824.0,15765441.566053,22047902.290467467,2909.72349522,4069.2358058036484,0.026802,0.03748248183936229,1.080027796632,,
17,2019-06-28,625.0,158.0,700.0,1825.0,110.0,447.0,1072.0,85.0,244.0,6606.0,6606.0,6606.0,6606.0,700.0,158.0,1072.0,244.0,1825.0,447.0,110.0,780.0,161.0,1155.0,263.0,96.0,2206.0,487.0,115.0,1622814038.0,20161.0,310490142.7058467,40.163363153635004,14370332735.9965,357797047.05072105,0.00233231,0.0033516070743492,0.001,0.00143703327359965,5.802785,8.338795124544948,0.0,0.0,0.998125261295,621.803750056359,,0.00011628168731735828,1.43703327359965,,,1.3984957032819298,0.000125879491525424,0.00476952246799431,1.22952086855702,1.3984957032819298,1.2132713e-05,216063294.016912,216063294.016912,89963262.902454,216063294.016912,216063294.016912,216063294.016912,216063294.016912,216063294.016912,216063294.016912,198973946.247294,216063294.016912,216063294.016912,2.1606329402,9996817289.483622,9999981396.694008,9999998783.487032,9981252612.947702,9999885402.345232,9999996352.812763,9830284253.390345,9999252264.965488,10000000000.0,10000000000.0,10000000000.0,9999998783.487032,9999996352.812763,9999981396.694008,9996817289.483622,9999252264.965488,9999885402.345232,9981252612.947702,9999999127.691269,9999997051.32315,9999988345.888662,9997066679.471458,9999407574.6146,9939078772.751345,9999918723.92913,9985607869.40748,9958851047.181913,9999976941.1714,9445344856.103516,10000000000.0,19705.0,0.22806712963000003,7559.0,16082244.597421,23110720.600662183,2294.07259196,3296.6586466995127,0.002059,0.0029588515103416793,1.0817618861040001,,
18,2019-06-29,512.0,162.0,706.0,1841.0,111.0,457.0,1084.0,85.0,260.0,6674.0,6674.0,6674.0,6674.0,706.0,162.0,1084.0,260.0,1841.0,457.0,111.0,791.0,169.0,1171.0,282.0,96.0,2245.0,496.0,115.0,1622814038.0,20178.0,342510019.84880966,40.009916608618,14961380905.9237,373941816.78201574,0.00119536,0.0017884236279704954,0.001,0.00149613809059237,2.504285,3.7467561781991128,0.0,0.0,0.997925789383,448.722180801672,,0.00012525904689446882,1.49613809059237,,,1.43703327359965,0.00011628168731735801,0.004643887541202421,1.26358101776826,1.43703327359965,1.2151958e-05,228929416.34364703,228929416.34364703,103238918.304635,228929416.34364703,228929416.34364703,228929416.34364703,228929416.34364703,228929416.34364703,228929416.34364703,206050969.39579698,228929416.34364703,228929416.34364703,2.2892941634,9996247984.760916,9999981185.036482,9999998773.429781,9979257893.832685,9999885280.862951,9999996353.2376,9825370669.816069,9999266280.227644,10000000000.0,10000000000.0,10000000000.0,9999998773.429781,9999996353.2376,9999981185.036482,9996247984.760916,9999266280.227644,9999885280.862951,9979257893.832685,9999999133.48472,9999997073.480642,9999988504.094429,9996789009.74772,9999443035.34172,9933863819.295069,9999918157.775864,9982862627.16254,9954743657.73235,9999976797.216852,9440382673.151674,10000000000.0,16560.0,0.19166666666700002,6322.0,22285504.099963002,33342191.552007083,3686.90327857,5516.11643139847,0.0015,0.002244207135888555,1.084092746357,,
19,2019-06-30,523.0,162.0,732.0,1876.0,111.0,471.0,1116.0,85.0,261.0,6748.0,6748.0,6748.0,6748.0,732.0,162.0,1116.0,261.0,1876.0,471.0,111.0,811.0,171.0,1193.0,284.0,96.0,2252.0,507.0,114.0,1622814038.0,20183.0,341403260.6351986,37.071582721366,14250257801.208,384398419.35842156,0.00128152,0.0018261990377404077,0.001,0.0014250257801208,2.882135,4.107116676788461,0.0,0.0,0.997833233939,662.80184744503,,0.00013142821683226208,1.4250257801208002,,,1.49613809059237,0.000125259046894468,0.0046970115396412606,1.3149194468618701,1.49613809059237,1.2395895e-05,239576901.272802,239576901.272802,40816016.782312,239576901.272802,239576901.272802,239576901.272802,239576901.272802,239576901.272802,239576901.272802,120105398.830336,239576901.272802,239576901.272802,2.3957690127,9996141901.630196,9999980992.650692,9999998765.623121,9978332339.393452,9999882708.347315,9999996314.903423,9823237344.781244,9999235127.20135,10000000000.0,10000000000.0,10000000000.0,9999998765.623121,9999996314.903423,9999980992.650692,9996141901.630196,9999235127.20135,9999882708.347315,9978332339.393452,9999999107.530052,9999996970.309372,9999987920.140528,9996878198.760729,9999419574.798435,9931579809.319244,9999912837.765423,9981233949.997936,9953549435.927286,9999973890.141813,9462136750.554592,10000000000.0,17650.0,0.204282407407,6731.0,15087465.489947,21500027.279857367,2373.60639188,3382.450300288514,0.0015,0.0021375386701812,1.085690420819,,
