,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,CapAct1yrUSD,CapMVRVCur,CapMrktCurUSD,CapRealUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
133,2019-10-22,264.0,324.0,2286.0,4948.0,175.0,1413.0,3740.0,100.0,685.0,15463.0,15463.0,15463.0,15463.0,2286.0,324.0,3740.0,685.0,4948.0,1413.0,175.0,1710.0,210.0,2630.0,416.0,33.0,4060.0,890.0,120.0,1622814055.0,19505.0,178326682.73914126,7.087059519199999,2185187239.37428,308334822.56698734,0.00103039,0.00022515950795788642,0.001,0.000218518723937428,3.5095,0.7668914616584036,0.0,0.0,0.9936954838259999,2543.598082658379,167.96763078936274,2.721548569120861e-05,0.218518723937428,,-27.22557051472681,0.22712848421981197,2.76592838380101e-05,0.00130384967615922,0.203826285496575,0.22712848421981197,4.0053848e-05,816070492.843462,816070492.843462,62162444.297866,816070492.843462,816070492.843462,400796756.114903,816070492.843462,816070492.843462,816070492.843462,75904405.93834399,796032229.741183,816070492.843462,8.1607049284,9985217909.81655,9999945882.47826,9999997370.347052,9936954838.261248,9999602955.626785,9999993366.50575,9675271087.476593,9997087962.808578,10000000000.0,10000000000.0,10000000000.0,9999997370.347052,9999993366.50575,9999945882.47826,9985217909.81655,9997087962.808578,9999602955.626785,9936954838.261248,9999995611.408087,9999970239.140604,9999810907.600296,9959731907.881687,9991332544.486988,7683920882.117211,9998465779.303484,9820732745.425512,9675271087.476593,9999716918.358181,9912764769.426035,10000000000.0,27090.0,0.313541666667,10181.0,3931438.7238209997,859092.9731675552,418.57174395,91.46576336421785,0.001,0.000218518723937428,1.423593464647,,0.08095941271506406
134,2019-10-23,302.0,327.0,2298.0,4965.0,175.0,1421.0,3751.0,100.0,689.0,15498.0,15498.0,15498.0,15498.0,2298.0,327.0,3751.0,689.0,4965.0,1421.0,175.0,1682.0,209.0,2598.0,405.0,33.0,4025.0,862.0,117.0,1622814055.0,19456.0,163138930.40710145,6.500630442237,1998547099.2254899,307438965.6486676,0.00109469,0.0002187789524051152,0.001,0.000199854709922549,4.04706,0.8088240023391511,0.0,0.0,0.9936738047120001,1941.593827681898,154.38157123884082,2.679723103504385e-05,0.19985470992254897,,-25.557955582792285,0.218518723937428,2.7215485691208602e-05,0.0012759347059568599,0.196527749746938,0.218518723937428,4.0099292e-05,816287644.510974,816287644.510974,38598756.246076,816287644.510974,816287644.510974,401885491.451756,816287644.510974,816287644.510974,816287644.510974,76164584.522799,796247724.0649769,816287644.510974,8.1628764451,9985283640.306309,9999945928.936123,9999997366.158058,9936738047.120815,9999602515.1893,9999993343.714487,9675025403.053232,9997080689.2571,10000000000.0,10000000000.0,10000000000.0,9999997366.158058,9999993343.714487,9999945928.936123,9985283640.306309,9997080689.2571,9999602515.1893,9936738047.120815,9999995365.9087,9999968136.57956,9999793200.253193,9959050223.448137,9990656629.410528,7684197046.963153,9998300453.172586,9806200551.751957,9675025403.053232,9999713029.359468,9912514427.583172,10000000000.0,29421.0,0.34052083333300004,11092.0,5150407.80282,1029333.2574154243,557.40733076,111.4004803977421,0.001,0.000199854709922549,1.424211740858,,0.0800823767596865
135,2019-10-24,271.0,326.0,2304.0,4979.0,176.0,1427.0,3764.0,100.0,690.0,15533.0,15533.0,15533.0,15533.0,2304.0,326.0,3764.0,690.0,4979.0,1427.0,176.0,1700.0,210.0,2629.0,414.0,33.0,4058.0,877.0,118.0,1622814056.0,19459.0,167170111.53230533,6.642731888483,2027516189.1068199,305223245.96931946,0.00102539,0.0002078994825148242,0.001,0.00020275161891068202,3.7601150000000003,0.7623694035403391,0.0,0.0,0.993755896794,452.646230974826,157.35335618683914,2.7199023922036317e-05,0.20275161891068202,,3.499792366384459,0.19985470992254897,2.67972310350439e-05,0.0012388439228648198,0.17983719542636498,0.19985470992254897,4.0036801999999995e-05,824506913.584491,824506913.584491,72135959.58140999,824506913.584491,824506913.584491,436666410.27500296,824506913.584491,824506913.584491,824506913.584491,108375646.269075,805303105.263965,824506913.584491,8.2450691358,9985169573.083128,9999945488.352257,9999997365.557505,9937558967.941341,9999603098.399296,9999993344.42805,9670915676.525848,9997069933.37783,10000000000.0,10000000000.0,10000000000.0,9999997365.557505,9999993344.42805,9999945488.352257,9985169573.083128,9997069933.37783,9999603098.399296,9937558967.941341,9999995466.563204,9999969097.62993,9999798970.978148,9959398664.838785,9991066202.45782,7684475384.035709,9998363619.952393,9807102245.349516,9670915676.525848,9999711822.653269,9913419195.60352,10000000000.0,29319.0,0.339340277778,11082.0,22092308.111047,4479251.23498837,2107.01028207,427.1997457511452,0.001,0.00020275161891068202,1.426546729653,,0.05562481642287063
136,2019-10-25,330.0,326.0,2309.0,4973.0,177.0,1428.0,3763.0,100.0,689.0,15558.0,15558.0,15558.0,15558.0,2309.0,326.0,3763.0,689.0,4973.0,1428.0,177.0,1718.0,210.0,2646.0,411.0,33.0,4076.0,894.0,120.0,1622814056.0,19580.0,175517661.94949025,6.982031350165,2128338222.8543198,304830802.9731064,0.00105248,0.0002240033412789715,0.001,0.00021283382228543202,3.283725,0.6988877430842301,0.0,0.0,0.993864925116,1381.85362686765,166.11606744434457,2.4586149952838505e-05,0.212833822285432,,2.6355676092826488,0.20275161891068202,2.7199023922036398e-05,0.0012591354944931198,0.18276988567071104,0.20275161891068202,4.0154558e-05,824669970.51861,824669970.51861,72431391.48682,824669970.51861,824669970.51861,439705102.952707,824669970.51861,824669970.51861,824669970.51861,106006499.782165,805428873.2646519,824669970.51861,8.2466997052,9985330402.41063,9999945807.057192,9999997356.167664,9938649251.158169,9999601927.882692,9999993342.04475,9670718532.603884,9997059234.648865,10000000000.0,10000000000.0,10000000000.0,9999997356.167664,9999993342.04475,9999945807.057192,9985330402.41063,9997059234.648865,9999601927.882692,9938649251.158169,9999995557.271635,9999969854.042452,9999806004.497398,9959554403.02938,9991055922.021448,7684739712.92755,9998442003.430012,9816552605.16265,9670718532.603884,9999711380.117645,9913497714.6843,10000000000.0,24999.0,0.28934027777800003,9502.0,7236656.477624001,1540205.258699347,896.94245342,190.89969073145164,0.001,0.00021283382228543202,1.4273990043720002,,0.055355343364371576
137,2019-10-26,256.0,326.0,2304.0,4973.0,177.0,1425.0,3760.0,100.0,689.0,15583.0,15583.0,15583.0,15583.0,2304.0,326.0,3760.0,689.0,4973.0,1425.0,177.0,1720.0,210.0,2647.0,411.0,33.0,4079.0,894.0,121.0,1622814056.0,19634.0,178124593.86463073,7.0818589964409995,2159744235.99398,304968545.27594984,0.00142185,0.000307083234194804,0.001,0.000215974423599398,1.4758799999999999,0.31875233230187955,0.0,0.0,0.993900798565,1379.807893752489,169.5436383202613,2.3349478005040846e-05,0.21597442359939803,,13.193080920920488,0.212833822285432,2.45861499528385e-05,0.00117482632955816,0.191822406522443,0.212833822285432,4.0208045e-05,824748555.389256,824748555.389256,44286465.523564,824748555.389256,824748555.389256,437793703.44684,824748555.389256,824748555.389256,824748555.389256,106168005.12621701,805505930.495654,824748555.389256,8.2474855539,9985334943.910076,9999945677.923805,9999997349.085316,9939007985.652344,9999601386.95546,9999993333.495672,9670133819.397776,9997072484.486456,10000000000.0,10000000000.0,10000000000.0,9999997349.085316,9999993333.495672,9999945677.923805,9985334943.910076,9997072484.486456,9999601386.95546,9939007985.652344,9999995573.416105,9999970057.1255,9999808336.369585,9959823703.471302,9991080560.89546,7684966459.823294,9998450909.361387,9820730162.586248,9670133819.397776,9999715300.668993,9913763403.107868,10000000000.0,8438.0,0.09766203703700001,3279.0,7247385.701501,1565249.949484197,2554.36141777,551.6767348674169,0.690992,0.14923659891179525,1.428236579481,,0.05306301791030052
138,2019-10-27,244.0,324.0,2306.0,4970.0,177.0,1426.0,3759.0,100.0,687.0,15611.0,15611.0,15611.0,15611.0,2306.0,324.0,3759.0,687.0,4970.0,1426.0,177.0,1722.0,209.0,2649.0,410.0,33.0,4077.0,894.0,121.0,1622814056.0,19614.0,179841433.5470052,7.147540094907,2180381055.45034,305053350.73306364,0.00162262,0.00035379299081948306,0.001,0.00021803810554503402,1.8514099999999998,0.4036779289871314,0.0,0.0,0.993933246244,1296.685968960524,174.07295074571445,2.281173319844376e-05,0.218038105545034,,15.129748692498188,0.21597442359939803,2.3349478005040802e-05,0.00120172323478773,0.19427207873194102,0.21597442359939803,4.0314226e-05,824816529.649495,824816529.649495,41426120.193234004,824816529.649495,824816529.649495,439959535.712974,824816529.649495,824816529.649495,824816529.649495,108175081.483322,805539067.390453,824816529.649495,8.2481652965,9985322444.532928,9999945919.451736,9999997341.40233,9939332462.443712,9999600249.056694,9999993322.965664,9670563895.691,9997053476.147049,10000000000.0,10000000000.0,10000000000.0,9999997341.40233,9999993322.965664,9999945919.451736,9985322444.532928,9997053476.147049,9999600249.056694,9939332462.443712,9999995566.406084,9999970196.582352,9999808217.84645,9959664317.459608,9991098638.725527,7685193815.565461,9998445524.744995,9821271477.98892,9670563895.691,9999715773.571285,9915877864.580162,10000000000.0,9053.0,0.10478009259299999,3458.0,7711967.461186,1681502.7752619407,2701.30117802,588.9865913620497,0.22792300000000001,0.04969589913014079,1.429170689429,,0.053025675251424105
139,2019-10-28,401.0,325.0,2284.0,4966.0,176.0,1394.0,3745.0,100.0,664.0,15638.0,15638.0,15638.0,15638.0,2284.0,325.0,3745.0,664.0,4966.0,1394.0,176.0,1725.0,216.0,2658.0,415.0,35.0,4092.0,878.0,124.0,1622814056.0,19563.0,192160179.1796449,7.622128525057,2328331635.0413103,305470004.52527356,0.00111303,0.0002591502959750029,0.001,0.000232833163504131,2.426405,0.564947552092241,0.0,0.0,0.99385811094,937.7451944980521,186.27522899531243,2.498430225976652e-05,0.23283316350413102,,14.349057807669668,0.218038105545034,2.28117331984437e-05,0.00118131424655465,0.19618330482430105,0.218038105545034,4.0941755e-05,825312753.078818,825312753.078818,51900134.509377,825312753.078818,825312753.078818,440931738.671321,825312753.078818,825312753.078818,825312753.078818,118896790.452122,806033001.4557151,825312753.078818,8.2531275308,9985711900.974548,9999945468.796787,9999997337.235512,9938581109.404587,9999594016.793608,9999993284.154894,9670599590.87264,9997062235.0625,10000000000.0,10000000000.0,10000000000.0,9999997337.235512,9999993284.154894,9999945468.796787,9985711900.974548,9997062235.0625,9999594016.793608,9938581109.404587,9999995667.04017,9999971206.270351,9999819238.453579,9963032003.536371,9991650334.83362,7774386030.386596,9998488179.627934,9834439877.95888,9670599590.87264,9999733182.139177,9916116342.723343,10000000000.0,17394.0,0.20131944444400002,6666.0,10663877.627603,2482904.363255734,1736.61108532,404.3406527713979,0.00792,0.0018440386549527172,1.430328314378,,0.05273963691553773
140,2019-10-29,297.0,324.0,2285.0,4971.0,175.0,1396.0,3749.0,100.0,666.0,15672.0,15672.0,15672.0,15672.0,2285.0,324.0,3749.0,666.0,4971.0,1396.0,175.0,1710.0,214.0,2649.0,414.0,34.0,4087.0,876.0,122.0,1622814056.0,19542.0,187649115.78811505,7.441203209245,2273185594.5169897,305486294.43324244,0.00109054,0.0002478999818244559,0.001,0.00022731855945169903,4.172405,0.948465094049066,0.0,0.0,0.9938263439139999,1665.6993119633662,183.25723217975892,2.4102806402750064e-05,0.22731855945169896,,1.8466734352539769,0.23283316350413102,2.4984302259766502e-05,0.00127360531746501,0.209769880958553,0.23283316350413102,4.0856223e-05,825489639.916476,825489639.916476,55012585.919153005,825489639.916476,825489639.916476,435278315.745523,825489639.916476,825489639.916476,825489639.916476,92603346.77900301,806208339.364497,825489639.916476,8.2548963992,9985674915.890486,9999945292.14823,9999997328.994944,9938263439.135513,9999594835.747677,9999993273.8884,9671511858.720966,9997060006.925484,10000000000.0,10000000000.0,10000000000.0,9999997328.994944,9999993273.8884,9999945292.14823,9985674915.890486,9997060006.925484,9999594835.747677,9938263439.135513,9999995618.093428,9999970644.0202,9999812478.548174,9962230341.804766,9991572042.263138,7731665694.121322,9998472737.06282,9826766274.917192,9671511858.720966,9999735270.243149,9916830829.994837,10000000000.0,30374.0,0.351550925926,11445.0,6003484.49938,1364703.4480896662,654.35473413,148.7469755328311,0.001,0.00022731855945169903,1.431077223371,,0.05030762545258842
141,2019-10-30,309.0,323.0,2291.0,4976.0,175.0,1403.0,3757.0,100.0,668.0,15711.0,15711.0,15711.0,15711.0,2291.0,323.0,3757.0,668.0,4976.0,1403.0,175.0,1697.0,211.0,2625.0,408.0,33.0,4071.0,871.0,120.0,1622814056.0,19478.0,174758862.14837915,6.940370778211,2116616145.6527,304971623.7492418,0.0010433,0.00022082656247594614,0.001,0.00021166161456527,4.056365,0.8585767651660513,0.0,0.0,0.993778680002,1206.3823810158278,172.00586464754193,2.304965210309901e-05,0.21166161456527,,-16.565892867330348,0.22731855945169896,2.410280640275e-05,0.00119120667231966,0.20467006535415697,0.22731855945169896,4.096705e-05,825652126.425072,825652126.425072,43854472.844827004,825652126.425072,825652126.425072,435548238.282928,825652126.425072,825652126.425072,825652126.425072,92296300.20094301,806373797.590665,825652126.425072,8.2565212643,9985414859.8682,9999945282.045456,9999997321.107351,9937786800.02362,9999593703.912304,9999993272.966784,9672246560.316313,9997052381.313213,10000000000.0,10000000000.0,10000000000.0,9999997321.107351,9999993272.966784,9999945282.045456,9985414859.8682,9997052381.313213,9999593703.912304,9937786800.02362,9999995506.758593,9999969223.515577,9999802812.324131,9960740465.291143,9991164021.009377,7686151023.13163,9998425578.95892,9818346209.20317,9672246560.316313,9999732425.753723,9917630972.98682,10000000000.0,30952.0,0.35824074074100004,11695.0,8289245.729517,1754515.134637837,888.12166381,187.98126529241847,0.001,0.00021166161456527,1.4321158816569999,,0.04586680405223177
142,2019-10-31,296.0,335.0,2287.0,4979.0,178.0,1402.0,3757.0,99.0,665.0,15744.0,15744.0,15744.0,15744.0,2287.0,335.0,3757.0,665.0,4979.0,1402.0,178.0,1705.0,218.0,2639.0,417.0,34.0,4078.0,874.0,122.0,1622814057.0,19454.0,170334599.09120083,7.319510185301,2187055232.57908,298798031.18123657,0.0011663,0.0002550762517756981,0.001,0.000218705523257908,4.3608,0.953731045823085,0.0,0.0,0.993584396258,128.461067682357,180.3817435203946,2.388846521199609e-05,0.218705523257908,,-6.272995992402808,0.21166161456527,2.30496521030991e-05,0.0011548727345928199,0.18983769234487302,0.21166161456527,4.0779544e-05,778830806.6199781,778830806.6199781,88775988.195327,778830806.6199781,778830806.6199781,225081074.719879,778830806.6199781,778830806.6199781,778830806.6199781,139351835.603394,759533705.345469,778830806.6199781,7.7883080662,9986194558.33327,9999945055.918007,9999997316.834692,9935843962.577587,9999595823.181622,9999993263.61956,9644488089.120668,9997045311.517714,10000000000.0,10000000000.0,10000000000.0,9999997316.834692,9999993263.61956,9999945055.918007,9986194558.33327,9997045311.517714,9999595823.181622,9935843962.577587,9999995529.397892,9999969913.122644,9999808058.74036,9961784184.83545,9991627903.108372,7668475326.3137455,9998450449.708193,9808152024.991991,9653090828.75767,9999736460.569132,9911263780.032692,10000000000.0,29774.0,0.34460648148100004,11234.0,77844596.658085,17025043.244907275,7026.76937546,1536.7932730726227,0.001,0.000218705523257908,1.440009754373,,0.04396189102336093
143,2019-11-01,819.0,316.0,1894.0,4563.0,174.0,1150.0,3348.0,100.0,570.0,15359.0,15359.0,15359.0,15359.0,1894.0,316.0,3348.0,570.0,4563.0,1150.0,174.0,1463.0,218.0,2313.0,403.0,52.0,3748.0,762.0,132.0,1622814057.0,19475.0,207134216.8539691,8.852871396052,2623183070.30539,296308728.88036233,0.00111151,0.00029156942144751435,0.001,0.000262318307030539,5.53978,1.4531857109216388,0.0,0.0,0.994406127344,228.419967424329,216.44753631403148,2.83545017451766e-05,0.26231830703053893,,13.443174478486753,0.218705523257908,2.38884652119961e-05,0.00119884253280628,0.19616613356783602,0.218705523257908,3.4164214e-05,789629283.593442,789629283.593442,128179306.52184299,789629283.593442,789629283.593442,259910247.339007,789629283.593442,789629283.593442,789629283.593442,149739362.75043502,770476740.209626,789629283.593442,7.896292835900001,9989256560.415956,9999946120.4979,9999997311.74008,9944061273.436552,9999661117.111832,9999993277.170288,9666754258.500212,9997720466.069305,10000000000.0,10000000000.0,10000000000.0,9999997311.74008,9999993277.170288,9999946120.4979,9989256560.415956,9997720466.069305,9999661117.111832,9944061273.436552,9999995870.811934,9999973370.353157,9999860318.799364,9970929684.688795,9994472020.894396,8443339464.365249,9998895782.014013,9864651181.635813,9666754258.500212,9999884180.302805,9919235556.556812,10000000000.0,40456.0,0.468240740741,15428.0,43779009.833335996,11484035.742954021,2924.84612362,767.2406834728329,0.0015,0.0003934774605458085,1.444522206973,,0.0552851324153666
144,2019-11-02,373.0,322.0,1900.0,4578.0,172.0,1154.0,3355.0,100.0,572.0,15406.0,15406.0,15406.0,15406.0,1900.0,322.0,3355.0,572.0,4578.0,1154.0,172.0,1463.0,217.0,2313.0,405.0,52.0,3751.0,770.0,131.0,1622814057.0,19469.0,206933987.55641687,8.679859917964,2590572329.62288,298457850.02376735,0.00107859,0.0002794165409007942,0.001,0.000259057232962288,4.935605000000001,1.2786041742948333,0.0,0.0,0.994138439334,329.943827381468,214.33977022498044,2.7855044857478968e-05,0.259057232962288,,12.140604151427588,0.26231830703053893,2.83545017451766e-05,0.00143060134644895,0.23510723529993602,0.26231830703053893,3.4093707e-05,798796409.542987,798796409.542987,75348507.746353,798796409.542987,798796409.542987,246876171.844575,798796409.542987,798796409.542987,798796409.542987,169448800.696573,779537978.9447111,798796409.542987,7.9879640954,9989442507.813437,9999945951.227137,9999997304.108644,9941384393.342155,9999661774.23725,9999993249.64134,9667739240.08936,9997693699.564932,10000000000.0,10000000000.0,10000000000.0,9999997304.108644,9999993249.64134,9999945951.227137,9989442507.813437,9997693699.564932,9999661774.23725,9941384393.342155,9999995829.694609,9999973050.710135,9999858396.290548,9969430663.900599,9994343555.197905,8443909805.782202,9998912272.954636,9860201797.021832,9667739240.08936,9999884144.030294,9920474975.242748,10000000000.0,36306.0,0.420208333333,13754.0,30308189.364726,7851555.672922961,2390.3655435,619.2414834675056,0.001,0.000259057232962288,1.4478099157409998,,0.055362492583625265
145,2019-11-03,332.0,316.0,1890.0,4585.0,172.0,1145.0,3352.0,100.0,562.0,15439.0,15439.0,15439.0,15439.0,1890.0,316.0,3352.0,562.0,4585.0,1145.0,172.0,1460.0,217.0,2318.0,397.0,52.0,3762.0,764.0,132.0,1622814057.0,19469.0,215714881.54313374,8.874823199213001,2666421886.60718,300447888.0034179,0.00106529,0.00028405125715837625,0.001,0.000266642188660718,4.65,1.2398861772723389,0.0,0.0,0.994330982729,369.46768674248705,220.8179813662231,2.8952513498069298e-05,0.26664218866071804,,16.650644433112777,0.259057232962288,2.7855044857479e-05,0.0014156228186244,0.232208413757505,0.259057232962288,3.4043759e-05,809005066.4023559,809005066.4023559,49029127.380747,809005066.4023559,809005066.4023559,259009783.43433502,809005066.4023559,809005066.4023559,809005066.4023559,181506618.532091,789746032.3429481,809005066.4023559,8.090050664,9989682984.129309,9999945894.50808,9999997300.806976,9943309827.291962,9999662237.70783,9999993215.403738,9668056550.846651,9997695642.0242,10000000000.0,10000000000.0,10000000000.0,9999997300.806976,9999993215.403738,9999945894.50808,9989682984.129309,9997695642.0242,9999662237.70783,9943309827.291962,9999995856.901682,9999973491.539265,9999860854.471172,9971102595.92523,9994458038.191273,8444565856.1065035,9998928724.442057,9864591266.176765,9668056550.846651,9999887658.387623,9921415908.947832,10000000000.0,34598.0,0.400439814815,13073.0,27065966.412835002,7216928.522535807,2225.36606622,593.3764784681931,0.001,0.000266642188660718,1.4507191368,,0.0554769917026065
146,2019-11-04,348.0,315.0,1882.0,4584.0,171.0,1139.0,3349.0,100.0,558.0,15487.0,15487.0,15487.0,15487.0,1882.0,315.0,3349.0,558.0,4584.0,1139.0,171.0,1445.0,216.0,2302.0,391.0,52.0,3744.0,752.0,131.0,1622814057.0,19460.0,207888061.6372336,8.55998012594,2569174028.53433,300137849.70700794,0.00104777,0.0002691903471877415,0.001,0.000256917402853433,4.017155000000001,1.0320770294596826,0.0,0.0,0.994287849714,707.284913904879,215.43495565979373,2.7278358364958167e-05,0.256917402853433,,14.751267978565998,0.26664218866071804,2.8952513498069298e-05,0.00146581587584996,0.238997292715629,0.26664218866071804,3.4217999e-05,809163020.209379,809163020.209379,42801249.891635,809163020.209379,809163020.209379,259171128.504873,809163020.209379,809163020.209379,809163020.209379,179506374.832419,788875871.1321781,809163020.209379,8.091630202100001,9989810709.09155,9999945380.616577,9999997286.718231,9942878497.144205,9999660463.155107,9999993199.478382,9667570281.482828,9997698057.908794,10000000000.0,10000000000.0,10000000000.0,9999997286.718231,9999993199.478382,9999945380.616577,9989810709.09155,9997698057.908794,9999660463.155107,9942878497.144205,9999995783.18241,9999972866.459051,9999856237.448307,9971136453.485079,9994364264.917143,8445139190.056975,9998897464.827436,9864119733.262272,9667570281.482828,9999889906.871592,9922755817.012777,10000000000.0,30525.0,0.353298611111,11520.0,14138573.866634,3632445.6778670284,1347.26163047,346.13495906443404,0.001,0.000256917402853433,1.4522711821979999,,0.055820872629366594
147,2019-11-05,372.0,312.0,1898.0,4607.0,169.0,1147.0,3362.0,101.0,563.0,15532.0,15532.0,15532.0,15532.0,1898.0,312.0,3362.0,563.0,4607.0,1147.0,169.0,1482.0,219.0,2347.0,399.0,52.0,3797.0,778.0,132.0,1622814058.0,19467.0,230085084.7012772,9.429784473904,2842868149.49442,301477531.89499396,0.00107497,0.0003055997974662017,0.001,0.000284286814949442,4.72235,1.3425018405764975,0.0,0.0,0.994064810567,770.628793972852,243.04427997028716,3.0467613091597545e-05,0.284286814949442,,33.76888098945004,0.256917402853433,2.7278358364958102e-05,0.00138102070140115,0.23093984994150304,0.256917402853433,3.4323852999999997e-05,809341385.537686,809341385.537686,45414746.830733,809341385.537686,809341385.537686,260303132.114927,809341385.537686,809341385.537686,809341385.537686,172980187.075571,787425173.181304,809341385.537686,8.0934138554,9989405831.99995,9999945624.88264,9999997282.850723,9940648105.665384,9999659364.508228,9999993166.530844,9676719235.634129,9997660987.196072,10000000000.0,10000000000.0,10000000000.0,9999997282.850723,9999993166.530844,9999945624.88264,9989405831.99995,9997660987.196072,9999659364.508228,9940648105.665384,9999995901.280788,9999974035.93447,9999865955.742035,9972023806.138954,9994508874.230213,8445712538.515584,9998961136.68428,9868859233.030935,9666597681.632645,9999887881.825438,9924162297.170507,10000000000.0,34808.0,0.40287037037,13132.0,12976416.243736,3689024.043389909,1177.33841065,334.70178688132677,0.001,0.000284286814949442,1.453817262999,,0.057446730793122174
148,2019-11-06,400.0,313.0,1892.0,4613.0,169.0,1144.0,3356.0,101.0,568.0,15581.0,15581.0,15581.0,15581.0,1892.0,313.0,3356.0,568.0,4613.0,1144.0,169.0,1478.0,220.0,2340.0,401.0,52.0,3792.0,774.0,132.0,1622814058.0,19436.0,226510819.08105066,9.318052540358,2829513922.88285,303659365.58394295,0.0012040999999999998,0.000340701771454324,0.001,0.000282951392288285,5.3895349999999995,1.524976432036442,0.0,0.0,0.994046537693,207.80926400043703,243.24408920330157,3.0246222044072864e-05,0.282951392288285,,29.28729679447401,0.284286814949442,3.0467613091597498e-05,0.00150243602465366,0.256784452088083,0.284286814949442,3.4107851e-05,800529084.692646,800529084.692646,115272895.887119,800529084.692646,800529084.692646,250043472.726175,800529084.692646,800529084.692646,800529084.692646,156425679.51186898,743916374.9629611,800529084.692646,8.005290846900001,9989334218.942127,9999945678.19823,9999997275.814,9940465376.933578,9999661527.069992,9999993134.313108,9673980280.43302,9997729316.278177,10000000000.0,10000000000.0,10000000000.0,9999997275.814,9999993134.313108,9999945678.19823,9989334218.942127,9997729316.278177,9999661527.069992,9940465376.933578,9999995873.4028,9999974005.59877,9999866083.894754,9972274863.066872,9994504169.05741,8446284886.676712,9998963191.8119,9866134905.840216,9662974730.095749,9999890577.813128,9923607709.397226,10000000000.0,35569.0,0.411678240741,13478.0,48121050.079745,13615918.118438132,3787.22073276,1071.5993792375007,0.001,0.000282951392288285,1.458921679103,,0.05738124748582404
149,2019-11-07,562.0,314.0,1900.0,4626.0,171.0,1145.0,3360.0,101.0,564.0,15610.0,15610.0,15610.0,15610.0,1900.0,314.0,3360.0,564.0,4626.0,1145.0,171.0,1473.0,218.0,2333.0,393.0,52.0,3780.0,768.0,133.0,1622814058.0,19422.0,217600751.57316467,8.963997533685,2714140813.06116,302782414.0805432,0.00110596,0.00030017311736131206,0.001,0.000271414081306116,4.47803,1.2154003985112267,0.0,0.0,0.994264677887,522.461836248905,242.78643333926314,2.946710459922328e-05,0.271414081306116,,20.402859675012024,0.282951392288285,3.0246222044072902e-05,0.00147711591601209,0.255822135793533,0.282951392288285,3.4404768e-05,801729779.5531191,801729779.5531191,118213498.630248,801729779.5531191,801729779.5531191,257090802.316321,801729779.5531191,801729779.5531191,801729779.5531191,163110282.48506102,743667635.260466,801729779.5531191,8.0172977955,9989523388.195122,9999945887.639393,9999997272.890615,9942646778.87392,9999658531.334564,9999993102.895071,9674338497.872105,9997697206.585064,10000000000.0,10000000000.0,10000000000.0,9999997272.890615,9999993102.895071,9999945887.639393,9989523388.195122,9997697206.585064,9999658531.334564,9942646778.87392,9999995787.845272,9999973589.137331,9999861988.97862,9971598759.510416,9994286719.566381,8446856664.794112,9998937832.588877,9870496135.234406,9663529666.36654,9999889613.918121,9925038918.734993,10000000000.0,31862.0,0.368773148148,11989.0,19140153.99057,5194907.311408146,1646.5414537999998,446.8945360155637,0.001,0.000271414081306116,1.4608957176519999,,0.057952058504450385
