,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,CapAct1yrUSD,CapMVRVCur,CapMrktCurUSD,CapRealUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
47,2021-06-22,1274.0,6288.0,19776.0,26996.0,1004.0,16134.0,24631.0,284.0,13149.0,43889.0,34535.0,27649.0,26240.0,15224.0,629.0,18295.0,5135.0,23343.0,11351.0,51.0,20700.0,7380.0,25209.0,13466.0,290.0,27295.0,16510.0,1365.0,1624407060.0,3636.0,3588151550.69196,2.338649535208,16119882125.356113,6892816509.131269,9.752e-05,0.003340568957942266,0.0001,0.00342552190108928,0.3546,12.146900661262586,189025.28939404,6475102.686790232,0.794601273045,236.199040808192,,0.001057437534849461,34.2552190108928,-75.6652312085356,36.99725829935829,0.00116654806281451,0.0194682135656337,31.040701657220502,36.99725829935829,0.00019350059600000002,104747587.50049052,104747587.50049052,20151842.72169694,104747587.50049052,104747587.50049052,88691756.09586339,104747587.50049052,104747587.50049052,104747587.50049052,70915799.45996697,104747587.50049052,104747587.50049052,22.2591674231,458330839.97528064,470572845.28442127,470581748.1411088,373924885.8421574,470518691.30609494,470581292.4188482,290499038.79989564,470051619.0720488,470581783.63915414,470581765.78995454,470581692.2361844,470580321.44278556,470561708.9666812,470459196.3040522,347479346.43584985,450283312.611004,468833409.9373847,173860253.60989565,470581759.74568874,470581507.8265576,470576266.8793149,462246902.90474254,470160460.32962614,292601977.4550865,470532821.2291092,386515089.21169263,198519472.79989564,440304268.34361726,326067260.0117049,470581785.51508206,3546.0,0.041041666667,7069.0,1992310.3155072604,68247026.19536215,395.78799955,13557.804606468393,0.0001,0.00342552190108928,0.405561302439,,0.08444692006753769
48,2021-06-23,957.0,6294.0,19863.0,27154.0,1009.0,16144.0,24778.0,284.0,13136.0,44192.0,34769.0,27808.0,26395.0,15226.0,635.0,18377.0,5140.0,23472.0,11336.0,51.0,20875.0,7436.0,25441.0,13524.0,336.0,27481.0,16645.0,1476.0,1624492890.0,2386.0,3931436815.296785,2.567622189474,17656708349.166626,6876676958.763016,9.631e-05,0.003613625825992557,0.0001,0.0037520774851963,0.2298,8.622274060981098,3074.18982532,115345.98428802719,0.7946286650830001,219.88771666551602,,0.0011163409770687644,37.520774851963,-74.4967340095932,34.2552190108928,0.00105743753484946,0.0183416055307652,28.7378314210706,34.2552190108928,0.000197514355,104780267.22017705,104780267.22017705,18054926.96617487,104780267.22017705,104780267.22017705,88720694.05151005,104780267.22017705,104780267.22017705,104780267.22017705,25084924.09151084,104780267.22017705,104780267.22017705,22.265966779,458376068.98979914,470575774.8635259,470584816.2665341,373940214.2044599,470520476.14637136,470584358.8130809,289861054.4828927,470049728.5184776,470584851.934352,470584833.9315252,470584760.1120785,470583372.9046157,470564596.0642864,470460368.4660877,347554265.87023467,450321519.6884984,468831309.43508065,173222269.2928927,470584828.64545834,470584597.85882133,470579468.0824817,462428321.83347887,470178560.6697629,304976231.9248594,470538170.8775264,389523364.49809563,197881488.4828927,440740593.7723374,325939247.2063373,470584853.82646257,2298.0,0.026597222222000002,4570.0,2140114.33181735,80298748.001578,672.5518546,25234.666712716757,0.0001,0.0037520774851963,0.412090024224,,0.08660137937654339
49,2021-06-24,1294.0,6372.0,20020.0,27488.0,1022.0,16259.0,25095.0,284.0,13221.0,44700.0,35224.0,28146.0,26724.0,15315.0,642.0,18520.0,5206.0,23774.0,11421.0,51.0,21096.0,7469.0,25697.0,13546.0,297.0,27798.0,16716.0,1398.0,1624579969.0,2918.0,3748580048.4624887,2.380522817458,16407542480.101206,6892411347.530785,9.359e-05,0.003263090378188767,0.0001,0.00348658016688617,0.2731,9.52185043576613,6439.44931504,224516.56267487202,0.7918762239849999,62.065480611297,,0.001005967539592786,34.8658016688617,-73.95002185884064,37.520774851963,0.00111634097706877,0.0191226659125838,31.4530154180129,37.520774851963,0.000205095779,107514523.37349544,107514523.37349544,22916377.17238812,107514523.37349544,107514523.37349544,90682947.97652078,107514523.37349544,107514523.37349544,107514523.37349544,27101919.16534676,107514523.37349544,107514523.37349544,22.8466880583,458358605.1706276,470581743.063925,470591249.0136352,372650051.4003969,470524754.123848,470590787.9987224,286604257.7869512,470051623.7697239,470591285.10847145,470591266.8168985,470591192.45538884,470589790.0556528,470570483.9653758,470462898.2073152,345978553.5534058,450215704.3040672,468833175.253561,169965472.59695116,470591260.9643415,470591010.68236566,470585710.4630729,462289818.328586,470162846.1903226,291281404.37327033,470541690.01781493,385778100.92509,194624691.78695115,440439912.84652233,324399116.18922454,470591287.01333183,2731.0,0.031608796296000004,5446.0,7582174.21952387,264358582.55667555,1850.44246892,64517.16012100353,0.0001,0.00348658016688617,0.43349895998599997,,0.0862730576715725
50,2021-06-25,984.0,6364.0,20107.0,27641.0,1022.0,16304.0,25224.0,284.0,13211.0,45034.0,35505.0,28303.0,26869.0,15321.0,642.0,18598.0,5199.0,23893.0,11411.0,51.0,20952.0,7158.0,25685.0,13445.0,294.0,27891.0,16645.0,1291.0,1624666422.0,2482.0,3357894513.1115994,2.157144479456,14695021652.024899,6812256569.727895,9.823e-05,0.0030673843975685413,0.0001,0.00312265539811518,0.2438,7.613033860604809,2482.63986071,77524.28762622002,0.792329034402,229.546156269789,,0.0009855776927057405,31.2265539811518,-77.8975063682613,34.8658016688617,0.0010059675395927901,0.0175499112840841,29.215062361829098,34.8658016688617,0.000207181312,107533303.71127114,107533303.71127114,21909619.69572751,107533303.71127114,107533303.71127114,89697215.07029073,107533303.71127114,107533303.71127114,107533303.71127114,23615759.28223624,107533303.71127114,107533303.71127114,22.8505584587,458355873.9224393,470584146.15082526,470593728.0853856,372865104.5866896,470526425.7765976,470593261.9886234,286375436.9129815,470047126.89647454,470593764.55564314,470593746.009328,470593670.7976488,470592256.9403131,470572851.7718991,470461371.25609386,346212965.5994103,450231832.36210984,468828069.57539576,169736651.7229815,470593738.2761754,470593442.5675439,470587414.7597755,461357512.03252494,470130838.10709816,290539117.9585093,470539926.80161905,382695258.9270771,194395870.9129815,441061783.0928415,325032686.4671148,470593766.4749926,2438.0,0.028217592593,4866.0,2050105.1907046402,64017720.40457795,601.53556495,18783.882790493815,0.0001,0.00312265539811518,0.43971663098700003,,0.0849824546155747
51,2021-06-26,1048.0,6358.0,20183.0,27783.0,1022.0,16328.0,25353.0,284.0,13223.0,45339.0,35744.0,28448.0,27006.0,15337.0,642.0,18654.0,5198.0,24019.0,11417.0,51.0,20996.0,7105.0,25770.0,13454.0,293.0,28023.0,16646.0,1290.0,1624752728.0,2292.0,3232045140.490234,2.077170478317,14138724067.514317,6806722998.956656,9.428e-05,0.0028324482661466564,0.0001,0.0030042938758449897,0.2161,6.492279065701022,23448.83397993,704471.8832160961,0.79237693332,524.806029172258,,0.000942060254157008,30.042938758449896,-77.19501443791711,31.2265539811518,0.000985577692705741,0.0171777681412902,26.220770708675698,31.2265539811518,0.00020953077000000002,107580858.39991888,107580858.39991888,15892580.69232675,107580858.39991888,107580858.39991888,89716656.08191732,107580858.39991888,107580858.39991888,107580858.39991888,23583936.31427361,107580858.39991888,107580858.39991888,22.8595248415,458340097.56033134,470607467.5691392,470617172.8945039,372906222.9147062,470549036.46432066,470616704.21787465,286318967.48435336,470067656.99428993,470617209.686803,470617190.92569786,470617115.16741496,470615696.34466326,470596031.8105573,470483510.26001495,346187725.77258486,450249909.14330906,468845081.433907,169680182.29435343,470617182.7849611,470616870.71414185,470610636.5080482,461192334.84931713,470150622.0078057,290171381.47603196,470561809.97155595,382712155.54985166,194339401.48435342,441559723.71817505,325370638.9067162,470617211.62473327,2161.0,0.025011574074,4315.0,896745.05524833,26940856.77676835,266.24373634,7998.744265683503,0.0001,0.0030042938758449897,0.442135863586,,0.08492541816528702
52,2021-06-27,1113.0,6359.0,20265.0,27976.0,1022.0,16348.0,25521.0,284.0,13229.0,45789.0,36143.0,28647.0,27195.0,15348.0,642.0,18706.0,5197.0,24170.0,11423.0,51.0,21816.0,7714.0,26359.0,13804.0,387.0,28344.0,17054.0,1552.0,1624838980.0,2884.0,4638972609.258979,2.928239485687,20292675772.764618,6929991850.719636,9.702e-05,0.0041834304489980325,0.0001,0.00431192583900024,0.2798,12.064768497522673,249.11327713,10741.579764948747,0.7923508410510001,796.383816746921,,0.001249598463754257,43.11925839000239,-62.730629336823476,30.042938758449896,0.000942060254157009,0.0166722165938736,25.1708088112413,30.042938758449896,0.000213049277,107584703.04152004,107584703.04152004,9835675.16037408,107584703.04152004,107584703.04152004,88203123.68285854,107584703.04152004,107584703.04152004,107584703.04152004,23538544.49565392,107584703.04152004,107584703.04152004,22.8603298116,458329701.2678588,470607539.25625354,470617418.64545584,372894138.6302888,470548023.53632665,470616944.44993424,286357404.28866214,470065380.072244,470617456.0070669,470617436.79768384,470617360.5294008,470615923.88450533,470595878.8843408,470481916.26573616,346199525.3399737,450227639.59270334,468842724.5996043,169718619.09866217,470617432.2014379,470617230.2606328,470612716.28120816,462925230.6658633,470240505.8245449,315266129.04215026,470571735.5117565,390209598.5039224,194377838.2886621,442239887.14460814,325907826.74005777,470617457.96327674,2798.0,0.032384259259,5583.0,590943.02027088,25481024.784828503,156.10857742,6731.286086668673,0.0001,0.00431192583900024,0.443987569802,,0.11191547946569634
53,2021-06-28,1314.0,6359.0,20392.0,28187.0,1020.0,16410.0,25713.0,284.0,13235.0,46262.0,36534.0,28857.0,27396.0,15404.0,641.0,18817.0,5197.0,24330.0,11423.0,51.0,22102.0,8017.0,26686.0,13937.0,389.0,28572.0,17258.0,1899.0,1624925511.0,3761.0,5289895447.683899,3.309510820071,23137584757.982983,6991240100.397407,9.676e-05,0.004756924224582001,0.0001,0.00491620940944812,0.3639,17.890086040981707,21258.68154604,1045121.3024910297,0.79223869873,531.087228798145,,0.0014301205626310435,49.1620940944812,-55.560082900036676,43.11925839000239,0.00124959846375426,0.021948983096423,36.1276389093171,43.11925839000239,0.00021672715,107601100.91156036,107601100.91156036,9772556.08687793,107601100.91156036,107601100.91156036,88084150.36734653,107601100.91156036,107601100.91156036,107601100.91156036,23553898.36354798,107601100.91156036,107601100.91156036,22.8627815004,458341678.12286586,470628734.38207006,470638674.60148734,372858202.6060459,470567919.5869285,470638197.48995453,286414125.57661366,470075779.6879978,470638712.34427834,470638692.739087,470638615.6336412,470637152.1413292,470616953.889928,470501249.6104848,346192790.00304985,450238966.6303621,468849557.0921637,169775340.38661367,470638688.5176666,470638513.1260163,470634245.48832256,463586568.00908417,470277943.15915453,315817245.2182907,470594969.8967634,397711609.1525677,194434559.5766137,442980099.43750095,326653742.9820002,470638714.321576,3639.0,0.042118055556,7270.0,886179.6872552101,43566449.16945855,164.70874650000002,8097.426893617052,0.0001,0.00491620940944812,0.44651178846999995,,0.1158129466464335
54,2021-06-29,1259.0,6357.0,20459.0,28323.0,1020.0,16434.0,25811.0,284.0,13236.0,46711.0,36892.0,29006.0,27522.0,15411.0,641.0,18874.0,5197.0,24420.0,11424.0,51.0,22614.0,8287.0,26929.0,13997.0,392.0,28801.0,17640.0,2004.0,1625011874.0,3689.0,5832380546.132567,3.622892742787,25507762845.82026,7040717089.017567,9.862e-05,0.005344824739230413,0.0001,0.0054196154321947,0.3638,19.71656094232432,17629.66706532,955460.1569166293,0.792299530788,823.640894347663,,0.0015082230984264685,54.196154321947006,-51.216628804299404,49.1620940944812,0.00143012056263104,0.0236438254776333,41.2159283348903,49.1620940944812,0.000218504414,107616132.89913297,107616132.89913297,9803574.61337002,107616132.89913297,107616132.89913297,88085932.00846872,107616132.89913297,107616132.89913297,107616132.89913297,23275458.86576407,107616132.89913297,107616132.89913297,22.8651198515,458346044.1531428,470646297.3006102,470656284.93464166,372900785.80362934,470584798.01789653,470655799.62238896,286494265.36958617,470090681.9547882,470656323.43082666,470656303.36183786,470656225.12127566,470654747.0083623,470634447.32885313,470516919.68327594,346254842.5037373,450260822.2648511,468863570.4077924,169855480.17958617,470656300.7613444,470656146.17851955,470652695.9749612,464114475.6264132,470304311.5432412,316451618.1547397,470619025.4762231,399717001.6141618,194514699.36958617,443650285.84573674,327349982.4818553,470656325.43397593,3638.0,0.042106481481,7251.0,571433.8963302001,30969519.630302988,129.23583878,7004.085462447144,0.0001,0.0054196154321947,0.448486106985,,0.11791353333550993
55,2021-06-30,1016.0,6402.0,20565.0,28510.0,1055.0,16497.0,25967.0,317.0,13290.0,47067.0,37183.0,29196.0,27696.0,15471.0,676.0,18961.0,5229.0,24568.0,11474.0,83.0,22631.0,8085.0,26997.0,14034.0,424.0,28917.0,17477.0,1936.0,1625097744.0,2986.0,5925819399.171737,3.35074580616,23554023203.960255,7029486737.148941,9.678e-05,0.004843200692363856,0.0001,0.00500434045501535,0.289,14.462543914994361,15556.14025697,778482.2201184786,0.792266067397,8.195012596303,,0.0014271421441051466,50.043404550153504,-56.228930813726244,54.196154321947006,0.0015082230984264698,0.0249752987398007,45.5445801056026,54.196154321947006,0.000223949368,118413594.20766184,118413594.20766184,67683150.71433277,118413594.20766184,118413594.20766184,98707278.75855777,118413594.20766184,118413594.20766184,118413594.20766184,80695654.85815348,118413594.20766184,118413594.20766184,25.1584170902,458348615.40436727,470661744.6491046,470671837.2992981,372897357.8621948,470599533.41492337,470671346.8656248,285832001.45225847,470103408.33351856,470671876.0370023,470671855.76943034,470671776.5350373,470670286.7950401,470649755.8757909,470531511.6269933,346264313.36404854,450191482.3610676,468873299.8973775,168324974.31385446,470671851.7334736,470671677.3829273,470667995.6527524,463647172.35522825,470314355.8229853,315876046.1739894,470629524.83884054,397763886.99758714,177352435.45225847,443619561.23364526,323040168.6887467,470671878.05646616,2890.0,0.033449074073999996,5757.0,57433941.98915786,2874189993.873474,10020.66875527,501468.3803830599,0.0001,0.00500434045501535,0.571038606036,,0.11790649636968878
56,2021-07-01,1043.0,6416.0,20577.0,28588.0,1056.0,16509.0,26024.0,317.0,13309.0,47311.0,37361.0,29277.0,27773.0,15496.0,675.0,18958.0,5233.0,24610.0,11495.0,83.0,22235.0,7844.0,26957.0,13907.0,423.0,28967.0,17282.0,1734.0,1625184149.0,2422.0,5453115272.29636,3.0653201172820004,21520343789.48693,7020586094.1434145,9.393e-05,0.004293758130403072,0.0001,0.004571231907168179,0.2275,10.399552588807609,105898.95495688,4840886.818346559,0.792087211193,355.534328051116,,0.0013643399269114669,45.7123190716818,-57.59336883710617,50.043404550153504,0.00142714214410515,0.0220235382676311,42.1993005675958,50.043404550153504,0.000221353921,119292028.56116956,119292028.56116956,67856701.7703282,119292028.56116956,119292028.56116956,99054620.43162496,119292028.56116956,119292028.56116956,119292028.56116956,80121353.34597099,119292028.56116956,119292028.56116956,25.3393501779,458432130.8907525,470767554.10738873,470777732.25724584,372897053.6234474,470706160.9827322,470777237.4641904,285755217.01120484,470209555.3921939,470777771.3613453,470777750.8483568,470777671.3898751,470776165.8708325,470755447.18851,470639176.06491613,346130464.7019748,450215797.34875286,468979808.7137981,168595083.31120485,470777746.1707291,470777548.649341,470773000.3519752,463199911.2244687,470390408.58144486,315724941.089734,470731335.9339508,393489095.1571215,177275651.01120484,443946042.4130328,323519982.0818504,470777773.3993485,2275.0,0.026331018519,4533.0,1324141.54205572,60529580.66651984,322.46042755,14740.413952156532,0.0001,0.004571231907168179,0.574015048146,,0.11833749727601825
57,2021-07-02,1037.0,6497.0,20777.0,28900.0,1056.0,16675.0,26310.0,316.0,13491.0,47767.0,37771.0,29593.0,28082.0,15689.0,674.0,19147.0,5310.0,24891.0,11634.0,81.0,22433.0,7926.0,27199.0,14079.0,422.0,29276.0,17427.0,1715.0,1625270556.0,2191.0,5237356864.702645,2.9763198126779997,20673387857.361904,6945956469.228411,9.233e-05,0.004053454272814318,0.0001,0.00439018116843314,0.2023,8.881336503740242,122795.20919331,5390932.149742777,0.7876859095919999,190.736505369703,,0.001299525854077459,43.9018116843314,-59.195673048401225,45.7123190716818,0.0013643399269114699,0.0216179270092272,38.5974296983385,45.7123190716818,0.00022490801800000002,119297055.49194597,119297055.49194597,13057879.29993539,119297055.49194597,119297055.49194597,98652995.09239924,119297055.49194597,119297055.49194597,119297055.49194597,77430857.85957648,119297055.49194597,119297055.49194597,25.333810311300002,458415404.4908139,470890125.00424606,470900521.89247966,370921738.6259005,470828098.32810247,470900022.50198454,283678268.3948774,470332175.0593824,470900561.36859953,470900540.5645529,470900460.785684,470898946.90548337,470877941.4793123,470763519.9546911,344077866.999415,450169663.1435101,469071052.8751583,165559933.6958774,470900535.74564874,470900324.60018545,470895629.0526221,463200351.92349434,470510921.88701653,313652777.9306804,470852943.40238535,391288138.36567134,175698702.3948774,443440616.3272847,322198798.6953936,470900563.42117333,2023.0,0.023414351852,4032.0,2468853.8909131708,108387158.5949989,689.63178002,30276.08453796829,0.0001,0.00439018116843314,0.579770216492,,0.1182467371009829
58,2021-07-03,826.0,6497.0,20823.0,28965.0,1057.0,16684.0,26362.0,316.0,13489.0,47987.0,37932.0,29662.0,28145.0,15694.0,674.0,19180.0,5310.0,24932.0,11631.0,81.0,22553.0,8172.0,27367.0,14207.0,423.0,29360.0,17532.0,1964.0,1625356963.0,2033.0,5778928701.054791,3.2614965471160002,22805120891.77736,6992225980.414216,9.582e-05,0.004640280331904048,0.0001,0.00484270541839287,0.1948,9.43359015502931,16398.96422316,794153.5289952775,0.78775481638,1232.193409700791,,0.0014001023520490569,48.427054183928696,-60.586929933167895,43.9018116843314,0.00129952585407746,0.0204194499094646,37.004246516707504,43.9018116843314,0.000226192198,119332649.86769775,119332649.86769775,12821029.27513605,119332649.86769775,119332649.86769775,98686915.12341832,119332649.86769775,119332649.86769775,119332649.86769775,71513559.70834959,119332649.86769775,119332649.86769775,25.3404870269,458439498.3494093,470906627.58436966,470916913.0278461,370967099.34897965,470844025.90675706,470916410.0103181,283617024.63388413,470345799.08806574,470916952.84115773,470916931.81873506,470916851.7529337,470915326.3014086,470894346.768342,470779266.85440934,344021090.8689789,450190002.88463765,469084001.4551685,165498689.93488413,470916927.3343321,470916738.63589674,470912214.8666137,463741911.0906414,470552847.6788387,313815947.7112926,470871015.2915004,396685928.3744427,175637458.63388413,443771242.69970614,322420527.9943137,470916954.9145447,1948.0,0.022546296296000003,3870.0,382177.7906026099,18507744.573406745,128.93216864,6243.805116780712,0.0001,0.00484270541839287,0.580809601861,,0.11676136782345455
59,2021-07-04,993.0,6502.0,20862.0,29087.0,1056.0,16716.0,26460.0,316.0,13502.0,48272.0,38178.0,29810.0,28265.0,15722.0,674.0,19204.0,5311.0,25013.0,11642.0,81.0,22559.0,7938.0,27458.0,14126.0,423.0,29478.0,17534.0,1814.0,1625443362.0,2124.0,5604196908.09969,3.1711824077640003,22107550585.115578,6971390397.155762,9.364e-05,0.004395776402406202,0.0001,0.00469433618368881,0.1989,9.337034669357044,23980.49014673,1125724.8259838761,0.787684937066,1300.385789005699,,0.0013277486837478649,46.9433618368881,-57.00645458430697,48.427054183928696,0.00140010235204906,0.0218543181297771,40.794960345545505,48.427054183928696,0.00022699412400000002,119382095.5468066,119382095.5468066,9967882.92988496,119382095.5468066,119382095.5468066,98776644.19069098,119382095.5468066,119382095.5468066,119382095.5468066,71457393.44525313,119382095.5468066,119382095.5468066,25.349696188699998,458433112.01191056,470930477.4597963,470940889.62593746,370953078.55950737,470867654.348905,470940379.68130815,283643324.0448747,470364854.56399214,470940930.13726753,470940908.8196242,470940828.2980452,470939283.3051927,470918073.88502073,470802664.55190086,344033990.15284866,450159455.5162706,469101896.7944015,165524989.34587473,470940903.86318016,470940709.3708291,470936026.9120968,463242313.5332314,470553803.3232249,313838884.48065764,470894112.8909424,393494123.15459394,175663758.04487473,444151603.6174076,322818370.9312451,470940932.2223587,1989.0,0.023020833333,3957.0,362154.78222232,17000762.982821777,123.63758597,5803.963934829069,0.0001,0.00469433618368881,0.581818874244,,0.11559984974802087
60,2021-07-05,832.0,6501.0,20869.0,29142.0,1056.0,16682.0,26495.0,316.0,13500.0,48486.0,38342.0,29876.0,28317.0,15683.0,674.0,19192.0,5312.0,25041.0,11641.0,81.0,22561.0,7934.0,27494.0,14121.0,423.0,29535.0,17516.0,1815.0,1625566794.0,1800.0,5585891042.715329,3.159736544884,22028925481.492344,6971760198.540146,9.528e-05,0.004456693948057527,0.0001,0.0046774705584147,0.1715,8.021862007681209,17151.65727585,802263.7193580763,0.787708056464,1599.45818260975,,0.0013793065909897602,46.77470558414699,-55.09416146640051,46.9433618368881,0.0013277486837478699,0.0201827286987495,39.536907319811895,46.9433618368881,0.00022934443299999998,119421190.8542405,119421190.8542405,9956289.20366441,119421190.8542405,119421190.8542405,98512294.75216153,119421190.8542405,119421190.8542405,119421190.8542405,71442368.08612303,119421190.8542405,119421190.8542405,25.3570744856,458459015.70769536,470947581.5596972,470958035.7664233,370977472.98042434,470883978.21293944,470957522.43560046,283648809.51177895,470388580.5254107,470958076.765492,470958055.2101176,470957974.14209056,470956419.7991333,470935048.5968203,470818639.1913568,344056670.66932756,450203356.74585986,469126473.53100926,165530474.81277895,470958050.1072112,470957852.6271034,470953128.00417465,463261728.16589195,470576202.96909344,313860226.4972409,470910993.0744533,393548684.8344739,175669243.51177895,444482311.6442265,323097680.54976475,470958078.8672764,1715.0,0.019849537037,3409.0,294448.5101191201,13772742.370512567,114.40387688,5351.207658747002,0.0001,0.0046774705584147,0.582625796541,,0.11562650859716428
61,2021-07-06,1022.0,6502.0,20902.0,29316.0,1056.0,16690.0,26613.0,316.0,13501.0,48845.0,38655.0,30071.0,28475.0,15684.0,675.0,19213.0,5313.0,25141.0,11635.0,81.0,22634.0,7928.0,27601.0,14117.0,423.0,29720.0,17519.0,1813.0,1625616243.0,2098.0,5500955295.287329,3.1137590654159997,21690534272.030533,6966028461.528061,9.371e-05,0.004315921844790365,0.0001,0.00460561503018927,0.1966,9.054639149352106,398.45584312,18351.342199402097,0.787722582997,1248.783706812201,,0.0013496710578745105,46.0561503018927,-55.84612134046152,46.77470558414699,0.00137930659098976,0.0210826778888077,39.4524915252206,46.77470558414699,0.000230655668,119440188.96996836,119440188.96996836,9853271.85479698,119440188.96996836,119440188.96996836,98527813.50616442,119440188.96996836,119440188.96996836,119440188.96996836,71213419.72775,119440188.96996836,119440188.96996836,25.3610871281,458475524.2004807,470947737.10739446,470958430.1254859,370984625.7527247,470883833.9060162,470957907.0261035,283621611.0122656,470387723.4913644,470958472.0522379,470958450.12043786,470958367.34857047,470956788.9645613,470935119.9959548,470818096.7720031,344146094.25835276,450216975.67070895,469121454.4810438,165503276.31326556,470958444.8510431,470958236.1594528,470953450.8985512,463256509.4258292,470574274.0312,313846774.1148612,470910739.77012074,393503112.51297486,175642045.01226556,444987372.129446,323600362.34287155,470958474.1636375,1966.0,0.02275462963,3916.0,377133.7434933901,17369328.37424701,138.62170732,6384.3821874349005,0.0001,0.00460561503018927,0.583777941212,,0.11552609233959595
62,2021-07-07,1105.0,6501.0,20958.0,29406.0,1056.0,16697.0,26686.0,316.0,13499.0,49082.0,38846.0,30166.0,28561.0,15687.0,675.0,19254.0,5310.0,25203.0,11632.0,81.0,22653.0,7926.0,27652.0,14108.0,422.0,29810.0,17521.0,1763.0,1625702634.0,2223.0,5425519026.872117,3.0748492539859997,21384562711.645702,6954670276.575837,9.753e-05,0.004428406750490563,0.0001,0.00454055854659137,0.2168,9.84393092901009,9197.4782344,417616.8840429302,0.787870297823,1372.627310310555,,0.0013381497048527242,45.4055854659137,-50.03867426036887,46.0561503018927,0.0013496710578745099,0.0198680034547498,38.951428686181295,46.0561503018927,0.000232891451,119490123.76340996,119490123.76340996,10060752.04090181,119490123.76340996,119490123.76340996,98600779.90904471,119490123.76340996,119490123.76340996,119490123.76340996,71372659.50164953,119490123.76340996,119490123.76340996,25.3711946325,458483192.1852385,470956958.6770056,470967623.8375832,371061437.0359047,470892231.16352576,470967098.446856,283663255.3244753,470395222.0022598,470967666.1098773,470967643.9631736,470967560.76888233,470965972.4484715,470944245.8929081,470826107.67016965,344204255.066066,450216108.07441354,469128243.5451354,165544920.62547532,470967638.59748274,470967422.6388933,470962557.3862288,463264335.70601267,470580372.03726727,313683616.2929478,470919125.67056143,392465144.1499204,175683689.32447532,445348493.2183394,323915152.2526256,470967668.23322326,2168.0,0.025092592593,4315.0,343114.01550554,15579292.755589636,118.78693986,5393.590550047581,0.0001,0.00454055854659137,0.584854869385,,0.11363621740756352
