,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AssetEODCompletionTime,IssTotNtv,NDF,NVTAdj,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValMeanNtv,TxTfrValMedNtv,VelCur1yr
258,2018-05-07,18.0,264.0,20552.0,23915.0,85.0,915.0,23149.0,5.0,464.0,53567.0,39798.0,39743.0,23267.0,571.0,7.0,1018.0,161.0,22972.0,298.0,5.0,1614335016.0,0.0,0.989652097649,24197.91666417,,,,,,0.000553170054,180729523.42400002,83985073.936993,3714072.5094199996,180729523.42400002,180729523.42400002,4046538.9577059997,180729523.42400002,180729523.42400002,180729523.42400002,3869227.0239230003,4273295.18592,180729523.42400002,99.999418,180490110.910554,180727877.196271,180730417.444951,178860393.647818,180630668.025239,180730390.855651,175725282.358453,180599842.64813998,180730575.97184098,180730575.748653,180730403.190656,180730301.814116,180631975.945037,180613617.44511202,175984324.06644398,179890866.209831,180532316.040457,175725282.358453,179115360.7488,180654026.40699,180609875.798242,180730576.000076,18.0,0.00020833,18.0,7468.848599999998,414.93603333,87.5,1.6720701759501055
259,2018-05-08,13.0,264.0,20555.0,23920.0,85.0,918.0,23154.0,5.0,466.0,53572.0,39804.0,39748.0,23272.0,573.0,7.0,1022.0,161.0,22975.0,298.0,5.0,1614335016.0,0.0,0.989648664702,43369.266542699996,,,,,,0.000553220725,180729523.42400002,83984800.936993,3714915.8049199996,180729523.42400002,180729523.42400002,3947907.2553760004,180729523.42400002,180729523.42400002,180729523.42400002,3861684.8961569997,4269503.556385,180729523.42400002,99.999418,180488974.97205502,180727876.002473,180730417.435853,178859773.20931798,180630659.016141,180730390.846553,175724661.919953,180599812.639141,180730575.971743,180730575.739555,180730403.181558,180730300.620318,180631976.93593898,180613587.436113,175983703.627944,179890245.771331,180531180.101958,175724661.919953,179114740.3103,180654012.397892,180609618.208843,180730576.000076,9.0,0.00010417,9.0,4167.25,463.02777778,220.27,1.6720932337530088
260,2018-05-09,20.0,265.0,20566.0,23933.0,85.0,927.0,23166.0,5.0,467.0,53586.0,39817.0,39761.0,23284.0,575.0,7.0,1033.0,161.0,22986.0,299.0,5.0,1614335016.0,0.0,0.9896472665189999,42197.79952942,,,,,,0.000553369904,180729523.42400002,83984210.689493,3715837.966786,180729523.42400002,180729523.42400002,3945481.0023160004,180729523.42400002,180729523.42400002,180729523.42400002,3863410.349996,4269264.241485,180729523.42400002,99.999418,180489122.277655,180727875.412873,180730417.43575302,178859520.514918,180630632.342841,180730390.756953,175724409.225553,180599439.944641,180730575.971643,180730575.739455,180730403.09195802,180730300.030718,180631976.346339,180613314.741613,175983450.93354398,179889993.076931,180531327.407558,175724409.225553,179114487.6159,180653961.808292,180609130.514343,180730576.000076,15.0,0.00017361,15.0,4282.938399999999,285.52922667,28.0,1.672116931671174
261,2018-05-10,32.0,265.0,20584.0,23952.0,85.0,935.0,23185.0,5.0,469.0,53596.0,39836.0,39780.0,23303.0,580.0,7.0,1041.0,161.0,23004.0,299.0,5.0,1614335016.0,0.0,0.9896284164899999,16792.41216189,,,,,,0.000553742387,180729523.42400002,83982210.689493,3819259.802477,180729523.42400002,180729523.42400002,3940425.925064,180729523.42400002,180729523.42400002,180729523.42400002,3857326.6378769996,4262997.549315,180729523.42400002,99.999418,180487720.50079,180727874.517618,180730417.435498,178856113.738318,180630565.469476,180730390.756698,175724073.648953,180598887.494676,180730575.97138798,180730575.7392,180730403.091703,180730299.135463,180631909.472974,180613139.015448,175980044.156944,179886586.300331,180529875.630693,175724073.648953,179111080.8393,180653876.13493702,180608407.319278,180730576.000076,26.0,0.00030093,26.0,10762.6334,413.94743846,9.5,1.6721764823771927
262,2018-05-11,20.0,264.0,20598.0,23967.0,85.0,947.0,23200.0,5.0,474.0,53610.0,39851.0,39795.0,23318.0,587.0,7.0,1054.0,161.0,23019.0,299.0,5.0,1614335016.0,0.0,0.989615404859,46765.66648718,,,,,,0.000553876605,180729523.42400002,83982210.689493,3819635.4429769996,180729523.42400002,180729523.42400002,3938746.542081,180729523.42400002,180729523.42400002,180729523.42400002,3844548.9268769994,4260269.474230001,180729523.42400002,99.999418,180483533.40118998,180727873.287619,180730417.435499,178853762.13871798,180630541.786977,180730390.756699,175722872.049353,180598356.257677,180730575.971389,180730575.739201,180730403.091704,180730299.13546398,180631898.277475,180612808.716949,175977692.557344,179884234.700731,180526688.53109398,175722872.049353,179108729.2397,180653814.90493798,180607399.082277,180730576.000076,17.0,0.00019676,17.0,3864.5996000000014,227.32938824,94.5,1.672197865585754
263,2018-05-12,14.0,264.0,20604.0,23974.0,85.0,952.0,23208.0,5.0,477.0,53617.0,39858.0,39802.0,23326.0,591.0,7.0,1061.0,161.0,23026.0,300.0,5.0,1614335016.0,0.0,0.9896040656020001,24438.0756039,,,,,,0.000554018642,180729523.42400002,83982210.689493,3816709.882111,180729523.42400002,180729523.42400002,3939061.7746809996,180729523.42400002,180729523.42400002,180729523.42400002,3828788.420877,4259378.167929,180729523.42400002,99.999418,180481491.50129,180727871.127119,180730417.435499,178851712.78831798,180630516.439177,180730390.785899,175720822.698953,180598166.576677,180730575.971389,180730575.739201,180730403.131904,180730298.52446398,180631905.116975,180612731.917949,175975643.206944,179882185.350331,180526146.631194,175720822.698953,179106679.8893,180653782.744438,180606848.559877,180730576.000076,11.0,0.00012731,11.0,7395.4504000000015,672.31367273,113.0,1.6722387853380378
264,2018-05-13,9.0,264.0,20609.0,23979.0,85.0,957.0,23213.0,5.0,477.0,53622.0,39863.0,39807.0,23331.0,593.0,7.0,1065.0,161.0,23031.0,300.0,5.0,1614335016.0,0.0,0.989602220082,361792.55397959996,,,,,,0.00055399732,180729523.42400002,83979127.39769301,3707935.01802,180729523.42400002,180729523.42400002,3938978.137481,180729523.42400002,180729523.42400002,180729523.42400002,3825252.9387769997,4257903.403029,180729523.42400002,99.999418,180481157.95929,180727870.887119,180730417.435499,178851379.24631798,180630520.459177,180730390.785899,175720489.156953,180597833.034677,180730575.971389,180730575.739201,180730403.131904,180730298.284464,180631898.736975,180612668.356949,175975309.664944,179881851.808331,180525813.089194,175720489.156953,179106346.3473,180653762.50443798,180606543.261877,180730576.000076,8.0,9.259e-05,8.0,499.542,62.44275,22.1203,1.6722415493529104
265,2018-05-14,26.0,265.0,20616.0,23989.0,85.0,964.0,23223.0,5.0,481.0,53632.0,39873.0,39817.0,23341.0,597.0,7.0,1072.0,161.0,23039.0,303.0,5.0,1614335017.0,0.0,0.9895396120209999,8130.814912299999,,,,,,0.000554010199,180729523.42400002,68979127.39769301,3705886.3899199995,180729523.42400002,180729523.42400002,3936335.1465809997,180729523.42400002,180729523.42400002,180729523.42400002,3823730.7001769994,4106966.970678,180729523.42400002,99.999418,180479878.29338998,180727868.365519,180730417.435299,178840064.05541798,180630518.489277,180730390.785699,175709173.966053,180597682.028777,180730575.971389,180730575.739001,180730403.131704,180730297.232564,180631896.215375,180612517.351049,175963994.474044,179870536.617431,180526556.424061,175709173.966053,179095031.1564,180653729.98283798,180605900.381877,180730576.000076,20.0,0.00023148,20.0,22227.855135,1111.39275675,154.25,1.6723645382551038
266,2018-05-15,30.0,265.0,20632.0,24010.0,85.0,970.0,23242.0,5.0,483.0,53652.0,39896.0,39839.0,23362.0,598.0,7.0,1079.0,161.0,23058.0,303.0,5.0,1614335017.0,0.0,0.98953439419,110552.11605491,,,,,,0.000554278003,180729523.42400002,68979127.397633,3810677.472211,180729523.42400002,180729523.42400002,3935871.5267809997,180729523.42400002,180729523.42400002,180729523.42400002,3821484.4310769998,4106517.027758,180729523.42400002,99.999418,180478935.27179,180727865.09841102,180730417.41930202,178839121.033818,180630470.359566,180730390.518591,175708274.944453,180597504.056177,180730575.971392,180730575.733004,180730403.115707,180730296.965456,180631858.088264,180612238.715949,175963051.452444,179869593.595831,180525613.40246102,175708274.944453,179094088.1348,180653667.715727,180605472.288177,180730576.000076,26.0,0.00030093,26.0,1634.799789,62.87691496,6.0,1.6723735837626497
267,2018-05-16,17.0,265.0,20643.0,24022.0,85.0,975.0,23254.0,5.0,486.0,53664.0,39908.0,39851.0,23374.0,601.0,7.0,1086.0,161.0,23070.0,303.0,5.0,1614335017.0,0.0,0.9895234435870001,86074.30679452,,,,,,0.000554536743,180729523.42400002,68979127.397633,3798763.508211,180729523.42400002,180729523.42400002,3933319.133881,180729523.42400002,180729523.42400002,180729523.42400002,3820153.0538769998,4106025.535228,180729523.42400002,99.999418,180476956.16299,180727863.993911,180730417.41930202,178837141.92501798,180630423.93216598,180730390.518591,175706295.835653,180597343.60877702,180730575.971392,180730575.733004,180730403.115707,180730296.860956,180631835.02896398,180612078.268549,175961072.343644,179867614.487031,180523634.293661,175706295.835653,179092109.026,180653620.673827,180604926.698077,180730576.000076,15.0,0.00017361,15.0,2099.704113,139.9802742,10.489,1.6723852016314098
268,2018-05-17,13.0,265.0,20647.0,24027.0,85.0,982.0,23259.0,5.0,488.0,53670.0,39914.0,39857.0,23379.0,606.0,7.0,1093.0,161.0,23074.0,304.0,5.0,1614335017.0,0.0,0.989510479762,72482.14521764,,,,,,0.000554522599,180729523.42400002,68979127.397633,3692719.08212,180729523.42400002,180729523.42400002,3915103.893181,180729523.42400002,180729523.42400002,180729523.42400002,3818984.025877,4104399.8484519995,180729523.42400002,99.999418,180474613.20339,180727863.483911,180730417.409302,178834798.96541798,180630426.869566,180730390.508591,175703952.876053,180596906.220777,180730575.971392,180730575.733004,180730403.10570702,180730296.350956,180631837.966364,180612022.817949,175958729.384044,179865271.527431,180522474.834061,175703952.876053,179089766.0664,180653600.10122702,180604236.379977,180730576.000076,11.0,0.00012731,11.0,2493.449600000001,226.67723636,34.888000000000005,1.6723989981325624
269,2018-05-18,6.0,265.0,20649.0,24029.0,85.0,983.0,23261.0,5.0,489.0,53673.0,39917.0,39860.0,23381.0,607.0,7.0,1094.0,161.0,23076.0,304.0,5.0,1614335017.0,0.0,0.9895093205779999,420802.75675819,,,,,,0.0005545756820000001,180729523.42400002,68979127.39761099,3692003.941185,180729523.42400002,180729523.42400002,3910004.4982809997,180729523.42400002,180729523.42400002,180729523.42400002,3817303.693911,4102910.1474519996,180729523.42400002,99.999418,180474403.70339,180727863.47391102,180730417.399302,178834589.46541798,180630417.359566,180730390.498591,175703743.376053,180596896.710777,180730575.971392,180730575.733004,180730403.095707,180730296.340956,180631828.45636398,180612013.307949,175958519.884044,179865062.027431,180522245.334061,175703743.376053,179089556.5664,180653590.091227,180604097.329977,180730576.000076,5.0,5.787e-05,5.0,429.49,85.898,10.0,1.6724013745428494
270,2018-05-19,11.0,265.0,20654.0,24036.0,85.0,986.0,23268.0,5.0,490.0,53680.0,39924.0,39867.0,23388.0,608.0,7.0,1099.0,161.0,23083.0,305.0,5.0,1614335018.0,0.0,0.989497993456,75964.11704114,,,,,,0.000554743178,180729523.42400002,68979125.827611,3689648.271285,180729523.42400002,180729523.42400002,3909969.7882809998,180729523.42400002,180729523.42400002,180729523.42400002,3813604.571511,4102845.699473,180729523.42400002,99.999418,180472356.54619,180727860.17421103,180730417.399302,178832542.308218,180630387.274566,180730390.498591,175701696.218853,180596728.253877,180730575.971392,180730575.733004,180730403.095707,180730296.340956,180631825.15666398,180611843.351049,175956472.72684398,179863014.870231,180521697.67686102,175701696.218853,179087509.4092,180653566.791527,180603799.034077,180730576.000076,9.0,0.00010417,9.0,2379.1572,264.3508,74.4379,1.6724145386529443
271,2018-05-20,14.0,265.0,20656.0,24042.0,85.0,987.0,23271.0,5.0,490.0,53686.0,39931.0,39874.0,23392.0,607.0,7.0,1100.0,161.0,23086.0,305.0,5.0,1614335018.0,0.0,0.9894976144390001,288228.60460047,,,,,,0.000554777183,180729523.42400002,68979125.82761,3689038.3476199997,180729523.42400002,180729523.42400002,3909593.142381,180729523.42400002,180729523.42400002,180729523.42400002,3811690.704511,4098453.9867730006,180729523.42400002,99.999418,180472288.04619,180727858.909911,180730417.388103,178832473.808218,180630381.171266,180730390.234292,175701627.718853,180596659.65277702,180730575.971393,180730575.73300502,180730402.93250802,180730296.076657,180631819.05336398,180611669.910949,175956404.22684398,179862946.370231,180521629.17686102,175701627.718853,179087440.9092,180653555.688227,180603730.432977,180730576.000076,7.0,8.102e-05,7.0,627.039,89.57700000000001,62.998999999999995,1.6724180081212203
272,2018-05-21,28.0,266.0,20665.0,24053.0,85.0,995.0,23282.0,5.0,493.0,53697.0,39942.0,39885.0,23403.0,611.0,7.0,1108.0,161.0,23095.0,304.0,5.0,1614335018.0,0.0,0.989472396927,23663.34736114,,,,,,0.0005548640280000001,180729523.42400002,68980170.11941,3685561.45252,180729523.42400002,180729523.42400002,3907532.1641809996,180729523.42400002,180729523.42400002,180729523.42400002,3809708.314111,4099067.169573,180729523.42400002,99.999418,180471949.110789,180727857.41091102,180730417.388103,178827916.232817,180630365.88226599,180730390.234292,175697070.143452,180596358.172677,180730575.971393,180730575.73300502,180730402.93250802,180730294.577657,180631803.764364,180611477.930849,175951846.651443,179858388.79483,180519449.62966,175697070.143452,179082883.333799,180653514.189227,180603017.514677,180730576.000076,27.0,0.0003125,27.0,7637.574398999999,282.87312589,50.0,1.6724602675693339
273,2018-05-22,18.0,267.0,20669.0,24059.0,85.0,996.0,23288.0,5.0,494.0,53703.0,39948.0,39891.0,23409.0,613.0,7.0,1111.0,161.0,23099.0,305.0,5.0,1614335018.0,0.0,0.989416821444,8509.79820354,,,,,,0.000555036229,180729523.42400002,68979103.944546,3675481.1933199996,180729523.42400002,180729523.42400002,3897342.011581,180729523.42400002,180729523.42400002,180729523.42400002,3790180.638276,4098194.143963,180729523.42400002,99.999418,180471847.92169,180727856.31061202,180730417.387804,178817872.043717,180630334.822567,180730390.233993,175687025.954352,180596256.112978,180730575.97109398,180730575.732706,180730402.932209,180730293.577358,180631798.79376498,180611506.87115,175941802.462343,179848344.60573,180519348.440561,175687025.954352,179072839.144699,180653500.088928,180602944.981678,180730576.000076,16.0,0.00018519,16.0,21237.9391,1327.37119375,30.0,1.6725777791690315
274,2018-05-23,20.0,267.0,20679.0,24072.0,85.0,1006.0,23300.0,5.0,498.0,53716.0,39961.0,39904.0,23422.0,616.0,7.0,1121.0,161.0,23111.0,305.0,5.0,1614335018.0,0.0,0.989408240509,83769.63160533,,,,,,0.0005550508400000001,180729523.42400002,68979103.944546,3776726.2563099996,180729523.42400002,180729523.42400002,3895015.8666809998,180729523.42400002,180729523.42400002,180729523.42400002,3788736.4308760003,4097350.9817629997,180729523.42400002,99.999418,180470297.08438998,180727854.110612,180730417.387804,178816321.206417,180630332.622567,180730390.133993,175686074.967052,180595999.650378,180730575.97109398,180730575.732706,180730402.932209,180730293.37735802,180631796.593765,180611086.97115,175940251.625043,179846793.76843,180517797.60326102,175686074.967052,179071288.307399,180653452.888928,180602154.35707802,180730576.000076,16.0,0.00018519,16.0,2157.4713,134.84195625,99.6,1.6725897166693031
275,2018-05-24,15.0,268.0,20686.0,24079.0,84.0,1012.0,23308.0,4.0,504.0,53724.0,39968.0,39911.0,23429.0,622.0,6.0,1128.0,160.0,23119.0,307.0,4.0,1614335018.0,0.0,0.989339119375,2.79727734,,,,,,0.00055512802,180729523.42400002,68979103.944546,68369591.33754301,180729523.42400002,180729523.42400002,68473994.43597901,180729523.42400002,180729523.42400002,180729523.42400002,68380293.377409,68689089.325896,180729523.42400002,99.999418,180467504.561589,180727852.14761102,180730417.387803,178803828.904116,180630319.159566,180730390.23399198,175673582.664751,180595976.034677,180730575.971093,180730575.732705,180730402.932208,180730293.097357,180631794.63076398,180611123.255449,175927759.322742,179834301.466129,180516243.82746002,175673582.664751,179074584.88138703,180653420.925927,180601297.129377,180730576.000076,17.0,0.00019676,17.0,64609459.172731996,3800556.42192541,242.0,2.030080190072679
276,2018-05-25,3.0,268.0,20688.0,24081.0,84.0,1014.0,23310.0,4.0,504.0,53726.0,39970.0,39913.0,23431.0,622.0,6.0,1130.0,160.0,23121.0,307.0,4.0,1614335018.0,0.0,0.9893387400579999,2636312.76229319,,,,,,0.0005551282310000001,180729523.42400002,68979103.494546,68263701.250052,180729523.42400002,180729523.42400002,68472123.898879,180729523.42400002,180729523.42400002,180729523.42400002,68377523.778109,68689089.209196,180729523.42400002,99.999418,180467436.007289,180727852.14761102,180730417.387803,178803760.349816,180630319.159566,180730390.23399198,175673514.110451,180595907.480377,180730575.971093,180730575.732705,180730402.932208,180730293.097357,180631794.63076398,180611054.701149,175927690.768442,179834232.911829,180516175.27316,175673514.110451,179074516.32708701,180653410.925927,180601228.575077,180730576.000076,2.0,2.315e-05,2.0,68.5543,34.27715,34.27715,2.030080569390343
277,2018-05-26,10.0,267.0,20691.0,24085.0,84.0,1017.0,23314.0,4.0,506.0,53730.0,39975.0,39917.0,23435.0,624.0,6.0,1133.0,160.0,23125.0,307.0,4.0,1614335018.0,0.0,0.989336488319,21326.58084621,,,,,,0.0005551350390000001,180729523.42400002,68979101.500505,68261730.944251,180729523.42400002,180729523.42400002,68472456.685543,180729523.42400002,180729523.42400002,180729523.42400002,68377933.512144,68691440.553296,180729523.42400002,99.999418,180464329.239689,180727851.138112,180730417.378304,178803353.391716,180630318.150067,180730390.224493,175673107.152351,180595805.987078,180730575.97109398,180730575.723206,180730402.92270902,180730293.08785802,180631793.621265,180610953.20785,175927283.81034198,179833825.953729,180514769.30556002,175673107.152351,179074109.36898702,180653399.916428,180600832.231578,180730576.000076,6.0,6.944e-05,6.0,8474.428100000001,1412.40468333,191.52965,2.030127459232049
278,2018-05-27,6.0,267.0,20693.0,24088.0,84.0,1018.0,23316.0,4.0,507.0,53732.0,39978.0,39920.0,23437.0,625.0,6.0,1134.0,160.0,23127.0,307.0,4.0,1614335019.0,0.0,0.989336435754,168390.89147294,,,,,,0.000555188236,180729523.42400002,68978303.900405,68261042.689951,180729523.42400002,180729523.42400002,68472107.566143,180729523.42400002,180729523.42400002,180729523.42400002,68375512.289244,68691169.032286,180729523.42400002,99.999418,180464319.739689,180727851.11811298,180730417.37830502,178803343.891716,180630308.630068,180730390.204494,175673097.652351,180595796.467079,180730575.971095,180730575.723207,180730402.90271002,180730293.067859,180631784.101266,180610943.687851,175927274.31034198,179833816.453729,180514059.80556002,175673097.652351,179074099.86898702,180653389.896429,180600674.711579,180730576.000076,3.0,3.472e-05,3.0,1073.28,357.76,363.78,2.030133397795538
279,2018-05-28,17.0,268.0,20696.0,24092.0,84.0,1021.0,23319.0,4.0,509.0,53737.0,39983.0,39924.0,23441.0,627.0,6.0,1137.0,161.0,23129.0,309.0,4.0,1614335019.0,0.0,0.9892851001430001,10023.43939975,,,,,,0.000555200341,180729523.42400002,68978198.948005,68253150.220351,180729523.42400002,180729523.42400002,68456437.714156,180729523.42400002,180729523.42400002,180729523.42400002,68372598.034944,68689445.666986,180729523.42400002,99.999418,180463357.46518898,180727851.610113,180730417.370305,178794065.977216,180630306.622068,180730390.096494,175663819.737851,180595773.967079,180730575.971095,180730575.715207,180730402.89471,180730292.459859,180631783.09326598,180610921.187851,175917996.395842,179835927.65923,180514460.711061,175663819.737851,179064821.95448703,180653375.38842902,180600353.858779,180730576.000076,14.0,0.00016204,14.0,18030.7945,1287.91389286,156.59,2.0302331639496614
280,2018-05-29,11.0,268.0,20701.0,24097.0,84.0,1024.0,23324.0,4.0,511.0,53742.0,39988.0,39929.0,23446.0,627.0,6.0,1142.0,161.0,23134.0,309.0,4.0,1614335019.0,0.0,0.989282883366,145660.32203856,,,,,,0.000555332633,180729523.42400002,68978198.948005,68356666.50634201,180729523.42400002,180729523.42400002,68454173.03065601,180729523.42400002,180729523.42400002,180729523.42400002,68371488.877743,68688834.338786,180729523.42400002,99.999418,180462956.825689,180727851.610113,180730417.370305,178793665.33771598,180630282.883189,180730390.096494,175663659.098351,180595797.699702,180730575.971095,180730575.715207,180730402.89471,180730292.459859,180631783.09326598,180610704.920472,175917595.756342,179835527.01973,180514060.071561,175663659.098351,179064421.314987,180653355.38842902,180600078.091402,180730576.000076,7.0,8.102e-05,7.0,1240.7673789999994,177.25248271,91.5285,2.0302400292372433
281,2018-05-30,2.0,268.0,20701.0,24098.0,84.0,1024.0,23325.0,4.0,511.0,53743.0,39989.0,39930.0,23447.0,627.0,6.0,1142.0,161.0,23134.0,309.0,4.0,1614335019.0,0.0,0.989282883366,123872.91021253,,,,,,0.000555338154,180729523.42400002,68978198.948005,68349911.534942,180729523.42400002,180729523.42400002,68452595.19345601,180729523.42400002,180729523.42400002,180729523.42400002,68372351.902143,68690174.567286,180729523.42400002,99.999418,180462956.825689,180727850.613513,180730417.370305,178793665.33771598,180630281.886589,180730390.096494,175663659.098351,180595796.703102,180730575.971095,180730575.715207,180730402.89471,180730291.463259,180631782.09666598,180610703.923872,175917595.756342,179835527.01973,180514059.074961,175663659.098351,179064421.314987,180653354.391829,180600077.094802,180730576.000076,1.0,1.157e-05,1.0,1459.0,1459.0,1459.0,2.0302481020273166
282,2018-05-31,18.0,267.0,20690.0,24088.0,82.0,1014.0,23315.0,3.0,506.0,53746.0,39979.0,39920.0,23437.0,619.0,5.0,1132.0,159.0,23124.0,305.0,3.0,1614335019.0,0.0,0.989298910391,72.74075484,,,,,,0.000555290014,180729523.42400002,71460322.949705,70727170.236651,180729523.42400002,180729523.42400002,70926599.93215601,180729523.42400002,180729523.42400002,180729523.42400002,70853459.342343,71153908.141986,180729523.42400002,99.999418,180467676.403676,180727849.1735,180730417.37029198,178796561.911203,180630289.946576,180730390.096481,175723277.671838,180596192.839389,180730575.971082,180730575.715194,180730402.894697,180730291.463246,180631790.15665302,180610757.060159,175977214.329829,179838423.593217,180514682.652948,175723277.671838,179098045.888903,180653407.951816,180601219.08388898,180730576.000076,16.0,0.00018519,16.0,2484584.8298870004,155286.55186794,184.500849,2.043995553537049
283,2018-06-01,2.0,267.0,20690.0,24088.0,82.0,1014.0,23315.0,3.0,506.0,53747.0,39980.0,39920.0,23437.0,619.0,5.0,1132.0,159.0,23124.0,305.0,3.0,1614335019.0,0.0,0.989298910391,99139.09818984,,,,,,0.000555290039,180729523.42400002,71460122.235405,70725710.240051,180729523.42400002,180729523.42400002,70923520.312529,180729523.42400002,180729523.42400002,180729523.42400002,70849718.736542,71153801.202885,180729523.42400002,99.999418,180467676.399176,180727849.16900003,180730417.365792,178796561.911203,180630289.942076,180730390.091981,175723277.671838,180596192.834889,180730575.971082,180730575.710694,180730402.890197,180730291.458746,180631790.15215302,180610757.055659,175977214.329829,179838423.593217,180514682.648448,175723277.671838,179098045.888903,180653407.947316,180601219.07938898,180730576.000076,3.0,3.472e-05,3.0,1823.0,607.66666667,800.0,2.044005640374817
284,2018-06-02,16.0,267.0,20693.0,24093.0,82.0,1017.0,23320.0,3.0,507.0,53752.0,39986.0,39925.0,23442.0,618.0,5.0,1137.0,159.0,23127.0,305.0,3.0,1614335019.0,0.0,0.989296651567,230186.75654473,,,,,,0.000555421187,180729523.42400002,71460046.52531,70829023.58544399,180729523.42400002,180729523.42400002,70922657.760025,180729523.42400002,180729523.42400002,180729523.42400002,70849274.705357,71153790.17409,180729523.42400002,99.999418,180467268.160676,180727848.194887,180730417.364784,178796153.672703,180630266.412563,180730390.090973,175722952.88333797,180596060.666389,180730575.971074,180730575.709686,180730402.88918898,180730290.484633,180631800.378041,180610428.844054,175976806.091329,179838015.354717,180514274.409948,175722952.88333797,179097637.650403,180653396.973203,180600938.426789,180730576.000076,10.0,0.00011574,10.0,785.1475849999999,78.5147585,83.09515,2.0440099846734
285,2018-06-03,6.0,267.0,20696.0,24096.0,82.0,1019.0,23323.0,3.0,507.0,53755.0,39989.0,39928.0,23445.0,618.0,5.0,1139.0,159.0,23130.0,305.0,3.0,1614335019.0,0.0,0.989296043782,1064088.73010441,,,,,,0.000555421524,180729523.42400002,71460046.52531,70827318.08094399,180729523.42400002,180729523.42400002,70909080.920225,180729523.42400002,180729523.42400002,180729523.42400002,70842199.267757,71153221.25539,180729523.42400002,99.999418,180467158.315276,180727848.194887,180730417.364784,178796043.827303,180630266.412563,180730390.090973,175722843.037938,180595950.82098898,180730575.971074,180730575.709686,180730402.88918898,180730290.484633,180631792.878041,180610328.844054,175976696.245929,179837905.50931698,180514164.564548,175722843.037938,179097527.80500302,180653381.973203,180600828.58138898,180730576.000076,4.0,4.6299999999999994e-05,4.0,169.84539999999996,42.46135,27.5,2.0440109244446534
286,2018-06-04,27.0,269.0,20700.0,24103.0,82.0,1023.0,23330.0,3.0,508.0,53760.0,39997.0,39935.0,23452.0,619.0,5.0,1152.0,159.0,23136.0,306.0,3.0,1614335020.0,0.0,0.9892533079350001,3470.03072791,,,,,,0.000555770335,180729523.42400002,71460046.52531,70781022.184329,180729523.42400002,180729523.42400002,70848584.208125,180729523.42400002,180729523.42400002,180729523.42400002,70797346.032757,71153132.96239,180729523.42400002,99.999418,180468687.621008,180727844.19388798,180730417.36378703,178788320.153035,180630203.581565,180730390.089976,175715205.90366998,180595803.846722,180730575.971077,180730575.70868897,180730402.888192,180730289.683636,180631848.877051,180610181.869787,175991793.67567098,179830181.835049,180513935.590281,175715205.90366998,179089804.130735,180653362.972204,180600532.754322,180730576.000076,23.0,0.00026619999999999997,23.0,52083.278268,2264.49035948,6.41,2.044299106330755
287,2018-06-05,24.0,265.0,20698.0,24103.0,80.0,1020.0,23329.0,3.0,504.0,53765.0,39997.0,39935.0,23452.0,615.0,5.0,1149.0,157.0,23134.0,303.0,3.0,1614335020.0,0.0,0.989331575032,3146.85750329,,,,,,0.000555803177,180729523.42400002,71494292.654925,70840783.283244,180729523.42400002,180729523.42400002,70897642.05034,180729523.42400002,180729523.42400002,180729523.42400002,70846619.00907199,71205770.684605,180729523.42400002,99.999418,180467830.441003,180727843.60148302,180730417.36378202,178802465.4106,180630197.33856001,180730389.910471,175768158.48448,180595773.19611698,180730575.971072,180730575.708684,180730402.88818702,180730289.09123102,180631842.634046,180610150.806282,176044746.256481,179844327.092614,180514411.590276,175768158.48448,179134315.107685,180653372.379799,180601093.39381698,180730576.000076,19.0,0.00021991,18.0,57432.08131,3190.67118389,261.9999995,2.0446168836686085
