,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AssetEODCompletionTime,IssTotNtv,NDF,NVTAdj,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValMeanNtv,TxTfrValMedNtv,VelCur1yr
10,2017-09-01,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1614334988.0,0.0,0.9999995,,,,,,,0.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,5e-05,199999900.0,200000000.0,200000000.0,199999900.0,200000000.0,200000000.0,199999900.0,199999900.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,199999900.0,199999900.0,199999900.0,199999900.0,200000000.0,199999900.0,199999900.0,200000000.0,0.0,0.0,0.0,0.0,,,5e-07
11,2017-09-02,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1614334988.0,0.0,0.9999995,2.0,,,,,,0.0,100000100.0,100000100.0,100000000.0,100000100.0,100000100.0,100000100.0,100000100.0,100000100.0,100000100.0,100000000.0,100000100.0,100000100.0,50.00005,199999900.0,200000000.0,200000000.0,199999900.0,200000000.0,200000000.0,199999900.0,199999900.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,199999900.0,199999900.0,199999900.0,199999900.0,200000000.0,100000000.0,100000000.0,200000000.0,1.0,1.157e-05,1.0,100000000.0,100000000.0,100000000.0,0.5000005
12,2017-09-03,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1614334988.0,0.0,0.9999995,,,,,,,0.0,100000100.0,100000100.0,100000000.0,100000100.0,100000100.0,100000100.0,100000100.0,100000100.0,100000100.0,100000000.0,100000100.0,100000100.0,50.00005,199999900.0,200000000.0,200000000.0,199999900.0,200000000.0,200000000.0,199999900.0,199999900.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,199999900.0,199999900.0,199999900.0,199999900.0,200000000.0,100000000.0,100000000.0,200000000.0,0.0,0.0,0.0,0.0,,,0.5000005
13,2017-09-04,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1614334988.0,0.0,0.9999995,,,,,,,0.0,100000100.0,100000100.0,0.0,100000100.0,100000100.0,100000100.0,100000100.0,100000100.0,100000100.0,100000000.0,100000100.0,100000100.0,50.00005,199999900.0,200000000.0,200000000.0,199999900.0,200000000.0,200000000.0,199999900.0,199999900.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,199999900.0,199999900.0,199999900.0,199999900.0,200000000.0,100000000.0,100000000.0,200000000.0,0.0,0.0,0.0,0.0,,,0.5000005
14,2017-09-05,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1614334988.0,0.0,0.9999995,,,,,,,0.0,100000100.0,100000100.0,0.0,100000100.0,100000100.0,100000100.0,100000100.0,100000100.0,100000100.0,100000000.0,100000100.0,100000100.0,50.00005,199999900.0,200000000.0,200000000.0,199999900.0,200000000.0,200000000.0,199999900.0,199999900.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,199999900.0,199999900.0,199999900.0,199999900.0,200000000.0,100000000.0,100000000.0,200000000.0,0.0,0.0,0.0,0.0,,,0.5000005
15,2017-09-06,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1614334988.0,0.0,0.9999995,,,,,,,0.0,100000100.0,100000100.0,0.0,100000100.0,100000100.0,100000100.0,100000100.0,100000100.0,100000100.0,100000000.0,100000100.0,100000100.0,50.00005,199999900.0,200000000.0,200000000.0,199999900.0,200000000.0,200000000.0,199999900.0,199999900.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,199999900.0,199999900.0,199999900.0,199999900.0,200000000.0,100000000.0,100000000.0,200000000.0,0.0,0.0,0.0,0.0,,,0.5000005
16,2017-09-07,5.0,2.0,7.0,7.0,2.0,5.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,3.0,2.0,6.0,2.0,7.0,2.0,2.0,1614334989.0,0.0,0.9999989049950001,2.00000356,,,,,,1.9000999999999997e-07,199999920.0,199999920.0,99999820.0,199999920.0,199999920.0,199999920.0,199999920.0,199999920.0,199999920.0,199999820.0,199999920.0,199999920.0,99.99996,199999780.999,200000000.0,200000000.0,199999780.999,199999980.999,200000000.0,199999780.999,199999780.999,200000000.0,200000000.0,200000000.0,200000000.0,199999990.999,199999880.999,199999780.999,199999780.999,199999780.999,199999780.999,200000000.0,100000000.0,100000000.0,200000000.0,11.0,0.00012731,11.0,99999821.998,9090892.90890909,80.999,0.99999960999
17,2017-09-08,40.0,26.0,44.0,44.0,8.0,41.0,44.0,2.0,33.0,44.0,44.0,44.0,44.0,36.0,2.0,42.0,13.0,44.0,28.0,2.0,1614334989.0,0.0,0.999361237781,19.31504205,,,,,,2.55378e-07,199999920.0,199999920.0,199999820.0,199999920.0,199999920.0,199999920.0,199999920.0,199999920.0,199999920.0,199999820.0,199999920.0,199999920.0,99.99996,199993037.578684,200000000.0,200000000.0,199872247.55628797,199999971.999,200000000.0,199645156.892356,199999229.537372,200000000.0,200000000.0,200000000.0,200000000.0,199999981.999,199999579.999,199645156.892356,199937837.089221,199996148.483519,199645156.892356,200000000.0,199751964.58088702,109645156.89235601,200000000.0,51.0,0.00059028,51.0,10354624.106644005,203031.84522831,2471.0,1.05177273052322
18,2017-09-09,17.0,31.0,58.0,58.0,8.0,55.0,58.0,2.0,44.0,60.0,58.0,58.0,58.0,49.0,2.0,56.0,14.0,58.0,37.0,2.0,1614334989.0,0.0,0.999141780891,4382.78263398,,,,,,2.5548100000000004e-07,199999920.0,199999920.0,199999676.999,199999920.0,199999920.0,199999920.0,199999920.0,199999920.0,199999920.0,199999820.0,199999920.0,199999920.0,99.99996,199985584.797208,199999999.999924,199999999.999924,199828356.178154,199999971.998924,199999999.999924,199601265.514222,199998848.537296,199999999.999924,199999999.999924,199999999.999924,199999999.999924,199999981.998924,199999484.998924,199601265.514222,199904312.07121798,199994836.481743,199601265.514222,200000000.0,199772528.668706,109601265.514222,200000000.0,17.0,0.00019676,17.0,45633.10953400001,2684.30056082,1372.7297,1.05200089607089
19,2017-09-10,49.0,66.0,103.0,104.0,22.0,100.0,103.0,2.0,86.0,106.0,104.0,104.0,103.0,91.0,2.0,101.0,34.0,103.0,72.0,2.0,1614334989.0,0.0,0.998325540168,9.233805300000002,,,,,,3.11661e-07,181041972.92400002,181041972.92400002,90687209.816356,181041972.92400002,181041972.92400002,181041972.92400002,181041972.92400002,181041972.92400002,181041972.92400002,181041872.92400002,181041972.92400002,181041972.92400002,99.999391,181026430.11224,181043075.9508,181043076.0,180739926.641493,181043047.9498,181043075.9508,180002414.36574098,181041624.488172,181043076.0,181043076.0,181043075.9508,181043075.9508,181043057.9498,181042260.9498,180002414.36574098,180887547.600371,181034490.920183,180002414.36574098,181043047.9498,180426411.057666,90002414.365741,181043076.000076,55.0,0.00063657,53.0,19606551.148480996,369934.92732983,6973.333064,1.2704530625770103
