,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI30d,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
95,2017-12-01,263,1798,6684,7414,339,6083,7015,160,4550,307745,307458,307444,246150,7015,4550,7414,6083,78163,6684,1798,5115.0,178.0,6349.0,553.0,1.0,6797.0,2584.0,27.0,1614334991,136020439.46480542,9.51549896,9.51549896,206880880.437137,206880880.437137,21741464.250229374,0,0.0,0.9480308347490001,70.51415179,,70.51415179,,1.91397611196316e-07,0.00206880880437137,-15.288243012523484,3.1014227999999995e-05,65748192475.494,65748192475.494,2350522101.132913,65748192475.494,65748192475.494,7840644501.608805,65748192475.494,65748192475.494,65748192475.494,4443459117.723393,65748192475.494,65748192475.494,65.748192,98896005280.21916,99999557451.33556,99999672676.80753,94803083474.94313,99996909455.55452,99999666785.15459,90712908621.93347,99931959410.20932,99999999999.96034,99999999999.88454,99999996310.33011,99999949742.50737,99999672676.80753,99999666785.15459,99931959410.20932,99996909455.55452,99999557451.33556,98896005280.21916,99999629556.9914,99998803505.2296,99972311972.39581,91941909648.658,96239633663.34024,34251807524.506,99446875415.60825,48675896475.43638,77549163735.46088,99999837122.42868,99649246937.49956,100000000000,100000000000,384,0.00444444,382,1418155043.428412,2933891.63980836,3747918.05086547,7753.725861692867,261936.47101399998,541.8964774197293,2.61780284787778,,0.07805334098637719
96,2017-12-02,223,1810,6738,7480,340,6125,7080,159,4582,307816,307527,307513,246218,7080,4582,7480,6125,78230,6738,1810,5144.0,178.0,6396.0,554.0,1.0,6851.0,2602.0,27.0,1614334991,135664433.45423606,9.46426911,9.46426911,206339411.543217,206339411.543217,21801938.327448454,0,0.0,0.9477460921940001,222.02484944,,222.02484944,,1.8869872299546272e-07,0.00206339411543217,-13.029732346536278,3.1572211e-05,65748192475.494,65748192475.494,2297874374.62065,65748192475.494,65748192475.494,7815051719.174012,65748192475.494,65748192475.494,65748192475.494,4538387450.146033,65747082050.244,65748192475.494,65.748192,98889887608.38263,99999555637.05864,99999672675.01024,94774609219.44023,99996854122.77965,99999666710.4673,90531833830.32367,99931632600.22856,99999999999.96016,99999999999.88435,99999996310.29996,99999949741.7101,99999672675.01024,99999666710.4673,99931632600.22856,99996854122.77965,99999555637.05864,98889887608.38263,99999627742.71448,99998783780.45473,99971907003.23177,91902447261.83105,96208128026.15219,34251807524.506,99444027751.29544,48676172326.869835,77512878004.1894,99999836843.17827,99640701287.02019,100000000000,100000000000,268,0.00310185,268,450400035.18695897,929352.7821952137,1730979.8456666,3571.693627480148,217628.1187585,449.0525795988623,2.622441873864166,,0.07792904110211099
97,2017-12-03,356,1702,6643,7392,305,6023,6989,161,4471,307737,307446,307432,246136,6989,4471,7392,6023,78144,6643,1702,5044.0,176.0,6299.0,468.0,1.0,6758.0,2504.0,31.0,1614334991,137937027.7994252,9.61630036,9.61630036,209795923.820777,209795923.820777,21816698.31590212,0,0.0,0.952416113927,63.48173661,,63.48173661,,1.8708489089565887e-07,0.00209795923820777,-9.061467740819062,3.1741940000000005e-05,65748192475.494,65748192475.494,2891545407.248732,65748192475.494,65748192475.494,8007691834.7059765,65748192475.494,65748192475.494,65748192475.494,5124315629.535802,65728741052.15913,65748192475.494,65.748192,98898040840.83208,99999553471.47183,99999672670.54543,95241611392.74713,99996836065.04941,99999666531.00247,91807297024.11528,99931318297.98317,99999999999.96007,99999999999.8843,99999996310.2188,99999949739.49428,99999672670.54543,99999666531.00247,99931318297.98317,99996836065.04941,99999553471.47183,98898040840.83208,99999626963.24968,99998789337.538,99972117759.617,92847633035.26112,96318768317.594,34251807524.506,99453160791.64713,51125392302.872116,78207745556.89394,99999837214.78584,99676798801.758,100000000000,100000000000,378,0.004375,378,1575256212.9811409,3304823.324567971,4202729.20781439,8817.154567219823,1000000.0,2097.95923820777,2.6383281902697044,,0.07789377082986157
98,2017-12-04,332,1622,6623,7377,303,5994,6972,158,4417,307721,307430,307416,246120,6972,4417,7377,5994,78127,6623,1622,5010.0,178.0,6277.0,477.0,1.0,6735.0,2468.0,39.0,1614334991,141147922.50426838,8.93198529,8.93198529,214679548.121232,214679548.121232,24034919.590026747,0,0.0,0.9549111756280001,39.65531939,,39.65531939,,1.8567476298044806e-07,0.00214679548121232,-3.3276854013433663,3.2136644e-05,65748192475.494,65748192475.494,4214606221.118818,65748192475.494,65748192475.494,8954565976.972755,65748192475.494,65748192475.494,65748192475.494,6442375310.351912,65503605695.15666,65748192475.494,65.748192,98884610158.33673,99999554250.52232,99999672680.60542,95491117562.82841,99996796225.11528,99999666504.0518,91835165489.60895,99930227493.62137,99999999999.96007,99999999999.8843,99999996310.2188,99999949738.6043,99999672680.60542,99999666504.0518,99930227493.62137,99996796225.11528,99999554250.52232,98884610158.33673,99999625747.30016,99998792743.65344,99972212087.92104,93215740911.82567,96622617117.38448,34251807524.506,99463424729.23251,55282124003.270164,78655439680.62366,99999837285.28984,99692265217.74126,100000000000,100000000000,443,0.00512731,441,2521729783.7507877,5413638.104594711,6519651.07874261,13996.357474925662,1000000.0,2146.79548121232,2.66707985152696,,0.07774710860689041
99,2017-12-05,233,1567,6601,7366,301,5964,6961,157,4378,307711,307420,307406,246110,6961,4378,7366,5964,78116,6601,1567,4958.0,176.0,6246.0,454.0,1.0,6716.0,2376.0,32.0,1614334991,137210995.13076562,8.17691353,8.17691353,208691661.267962,208691661.267962,25522057.977511972,0,0.0,0.9567936955930001,61.06396156,,61.06396156,,1.778103725040666e-07,0.00208691661267962,-14.164638104292614,3.2430879e-05,65748192475.494,65748192475.494,4217128935.182615,65748192475.494,65748192475.494,9783705183.62592,65748192475.494,65748192475.494,65748192475.494,7376737866.240048,65188211760.4297,65748192475.494,65.748192,98879724897.26176,99999551233.76434,99999672679.61545,95679369559.33247,99996766523.39748,99999666503.06184,92005172430.2165,99929873955.61981,99999999999.96013,99999999999.88432,99999996310.21884,99999949737.61432,99999672679.61545,99999666503.06184,99929873955.61981,99996766523.39748,99999551233.76434,98879724897.26176,99999624538.31018,99998763208.74255,99971318401.8787,93336336589.06737,96699397566.25104,34251807524.506,99441647579.4441,52166309991.56828,78952242823.42166,99999837331.20845,99703636024.472,100000000000,100000000000,240,0.00277778,240,1637627128.0144956,3417591.258828266,6865453.162560401,14327.628258521136,751237.0699995,1567.769121442719,2.6835569391171044,,0.07591848000368086
100,2017-12-06,281,1600,6713,7483,313,6060,7078,158,4447,307837,307540,307526,246230,7078,4447,7483,6060,78234,6713,1600,5342.0,190.0,6434.0,634.0,1.0,6851.0,2947.0,100.0,1614334991,206987017.81114954,11.50806036,11.50806036,314817807.17895603,314817807.17895603,27356287.450777728,0,0.0,0.9557380817769999,92.82535853,,92.82535853,,2.2499630477429198e-07,0.00314817807178956,44.966625572077284,3.3247804e-05,65748192475.494,65748192475.494,3748660363.8825493,65748192475.494,65748192475.494,9788201674.703608,65748192475.494,65748192475.494,65748192475.494,7338822379.987792,64901373534.68707,65748192475.494,65.748192,98864237881.43193,99999548772.7545,99999672671.0956,95573808177.6936,99996685713.29114,99999666494.54195,91763884099.46216,99928449285.41873,99999999999.95952,99999999999.88371,99999996310.21823,99999949735.99446,99999672671.0956,99999666494.54195,99928449285.41873,99996685713.29114,99999548772.7545,98864237881.43193,99999631483.90457,99999073446.47313,99982884694.69775,93608236322.41914,97265432832.64244,34251807524.506,99645283173.61887,78712470618.05017,78712470618.05017,99999836831.50612,99684378202.9941,100000000000,100000000000,386,0.00446759,386,1077291826.0954251,3391506.50383175,3071921.83708389,9670.956965759007,405698.095,1277.2098464457977,2.6954145574082484,,0.10498022930042944
101,2017-12-07,1464,1608,6559,7339,337,5863,6934,155,4248,307720,307416,307399,246103,6934,4248,7339,5863,78092,6559,1608,5252.0,205.0,6309.0,794.0,1.0,6716.0,3036.0,118.0,1614334991,253174011.87690794,10.28879415,10.28879415,385066117.173141,385066117.173141,37425777.15983966,0,0.0,0.955472649943,22.00439258,,22.00439258,,2.2608001674452065e-07,0.0038506611717314104,71.86834478510208,3.5565572999999997e-05,65748192475.494,65748192475.494,5715150238.081438,65748192475.494,65748192475.494,11011992230.99114,65748192475.494,65748192475.494,65748192475.494,7323320140.562847,64917647951.76284,65748192475.494,65.748192,98958987020.27805,99999543650.35059,99999672651.47295,95547264994.27481,99996452900.43744,99999666539.36,91325382983.2364,99931063490.77676,99999999999.95721,99999999999.8627,99999996310.19722,99999949727.36131,99999672651.47295,99999666539.36,99931063490.77676,99996452900.43744,99999543650.35059,98958987020.27805,99999634102.73932,99999158417.08566,99986239671.14638,93638811803.88899,97711165032.27176,34251807524.506,99723695901.42297,83847863520.389,78675836348.22537,99999837441.7506,99734077338.87703,100000000000,100000000000,1961,0.02269676,1961,4544547169.286667,17499511.32787406,2340628.13670972,9012.965883490157,372558.0,1434.5946248179105,2.7413142751691257,,0.11048824748396063
102,2017-12-08,617,1604,6659,7439,340,5917,7032,153,4225,307825,307520,307501,246205,7032,4225,7439,5917,78193,6659,1604,5328.0,216.0,6409.0,841.0,1.0,6818.0,3112.0,123.0,1614334991,275570430.9954129,9.97025099,9.97025099,419130048.477188,419130048.477188,42038063.91527972,0,0.0,0.955216410285,50.52115891,,50.52115891,,2.571588637445021e-07,0.00419130048477188,76.31595129659972,3.7599139e-05,65748192475.494,65748192475.494,6337543844.418014,65748192475.494,65748192475.494,11366247562.65682,65748192475.494,65748192475.494,65748192475.494,8402643603.622536,64858052507.60519,65748192475.494,65.748192,98961316355.51544,99999545208.896,99999672644.85501,95521641028.5141,99996249996.83104,99999666492.38045,90926110138.34029,99927982887.47182,99999999999.95715,99999999999.85475,99999996310.18927,99999949727.14337,99999672644.85501,99999666492.38045,99927982887.47182,99996249996.83104,99999545208.896,98961316355.51544,99999635103.14977,99999175499.1433,99986817010.42073,93734989069.31479,97824615604.9712,34251807524.506,99744694145.17697,85293101362.9746,78884378530.41939,99999837014.43166,99736410863.0183,100000000000,100000000000,878,0.01016204,878,1979368687.532188,8296128.93959594,2315844.54231112,9706.40035284491,375275.941934,1572.8942373511984,2.7616473902506176,,0.11091412834267826
103,2017-12-09,398,1599,6802,7584,329,6022,7178,148,4277,307977,307672,307653,246357,7178,4277,7584,6022,78340,6802,1599,5468.0,213.0,6558.0,887.0,1.0,6972.0,3315.0,128.0,1614334991,296003235.6360232,9.55730021,9.55730021,450207411.779953,450207411.779953,47106128.50900056,0,0.0,0.9551223524860001,21.50706067,,21.50706067,,2.991407010251537e-07,0.00450207411779953,96.17251161686008,3.9257846e-05,65748192475.494,65748192475.494,6202819804.13257,65748192475.494,65748192475.494,11709833037.30657,65748192475.494,65748192475.494,65748192475.494,9551999519.655523,64544460703.96744,65748192475.494,65.748192,98941032123.36093,99999544118.99069,99999672631.4304,95512235248.55376,99996085027.69502,99999666489.31744,91000707885.1388,99925898592.81158,99999999999.95714,99999999999.85472,99999996310.18925,99999949724.6496,99999672631.4304,99999666489.31744,99925898592.81158,99996085027.69502,99999544118.99069,98941032123.36093,99999637044.98622,99999193661.44476,99987574859.89067,93890868654.10484,97929214250.76445,34251807524.506,99779282126.31862,87423545271.98607,80048653444.43034,99999836393.71126,99724583768.89328,100000000000,100000000000,504,0.00583333,504,4649635835.879451,20933005.153906062,9247350.8944694,41632.25912020102,203872.921,917.8510009542882,2.8082540387587436,,0.11083070487751508
104,2017-12-10,1235,1397,6361,7172,323,5531,6765,148,3694,307574,307267,307247,245950,6765,3694,7172,5531,77930,6361,1397,4910.0,210.0,6100.0,788.0,2.0,6536.0,2716.0,124.0,1614334991,284195883.59654284,9.0322007,9.0322007,432248968.216837,432248968.216837,47856439.694343366,0,0.0,0.9609635824799999,47.04255258,,47.04255258,,2.7932082777048586e-07,0.00432248968216837,113.57455613412851,4.2070652e-05,65748192475.494,65748192475.494,5630773387.10756,65748192475.494,65748192475.494,11911248908.009504,65748192475.494,65748192475.494,65748192475.494,9885865469.892263,63892691505.30845,65748192475.494,65.748192,99098110418.94759,99999535471.20685,99999672631.3747,96096358247.99805,99995799631.89667,99999666467.2967,91574317142.78004,99921927642.2748,99999999999.9573,99999999999.84943,99999996310.10402,99999949723.14287,99999672631.3747,99999666467.2967,99921927642.2748,99995799631.89667,99999535471.20685,99098110418.94759,99999633221.28584,99999153675.07927,99986033054.83328,94497868083.24336,98199219805.91647,36764259385.886536,99764486971.0824,87111068253.87186,80718704823.50052,99999838134.39372,99840813507.17491,100000000000,100000000000,1407,0.01628472,1407,2125734989.274118,9188467.558161665,1622836.25697284,7014.692976613837,404795.79799999995,1749.7256602401117,2.8310873448943514,,0.10796202395505433
105,2017-12-11,609,1394,6522,7333,327,5652,6927,148,3719,307740,307432,307412,246115,6927,3719,7333,5652,78092,6522,1394,5186.0,229.0,6308.0,910.0,2.0,6715.0,3068.0,137.0,1614334991,340428868.70226955,10.18105854,10.18105854,517776772.08260304,517776772.08260304,50856870.1219019,0,0.0,0.961223807783,82.24394685,,82.24394685,,3.068579962983793e-07,0.00517776772082603,164.1871509430151,4.3690502e-05,65748192475.494,65748192475.494,3464522416.309825,65748192475.494,65748192475.494,11939079405.647049,65748192475.494,65748192475.494,65748192475.494,9928216782.103523,63264799333.21609,65748192475.494,65.748192,99091161643.88081,99999535980.87967,99999672625.24748,96122380778.33954,99995638235.9759,99999666571.96954,91304828446.4844,99917349400.55618,99999999999.95737,99999999999.84946,99999996310.10406,99999949722.01567,99999672625.24748,99999666571.96954,99917349400.55618,99995638235.9759,99999535980.87967,99091161643.88081,99999637127.30931,99999259719.83583,99989265329.27205,94823042002.81616,98456650356.3854,37021397814.66768,99831509775.21373,89705473492.8873,80594310999.13052,99999837455.31795,99833232928.9659,100000000000,100000000000,845,0.00978009,845,1215894954.3573766,6295621.646586862,1461294.34467882,7566.242688503619,196000.0,1014.8424732819017,2.8434352821068867,,0.111000967372455
106,2017-12-12,912,1420,6828,7640,333,5913,7235,149,3835,308060,307749,307728,246431,7235,3835,7640,5913,78398,6828,1420,5679.0,278.0,6682.0,1136.0,2.0,7176.0,3450.0,143.0,1614334991,506348736.9154529,11.2785445,11.2785445,770133319.032583,770133319.032583,68283041.22014238,0,0.0,0.960448334691,32.25741796,,32.25741796,,4.417439363497504e-07,0.00770133319032583,317.7666811503292,4.5869341000000004e-05,65748192475.494,65748192475.494,4886316248.867682,65748192475.494,65748192475.494,12635486755.496073,65748192475.494,65748192475.494,65748192475.494,10228866507.393404,63121436171.75693,65748192475.494,65.748192,99052415839.21858,99999535720.06686,99999672621.55095,96044833469.08977,99995421912.93794,99999666605.38301,91188669961.92361,99911078895.0772,99999999999.95682,99999999999.84781,99999996310.10242,99999949717.2196,99999672621.55095,99999666605.38301,99911078895.0772,99995421912.93794,99999535720.06686,99052415839.21858,99999660247.76732,99999378678.93408,99992826775.68076,95436736519.44405,98740021059.61028,37021397814.66768,99868798108.82047,90504443337.75836,80717045263.1519,99999836157.0304,99807124902.34618,100000000000,100000000000,1380,0.01597222,1380,3100062135.421805,23874611.415596314,2266688.1298795,17456.520526758584,221826.7075,1708.3613849704495,2.8747155782992238,,0.1279154383438574
107,2017-12-13,1570,1366,7217,8042,324,6185,7635,147,3805,308482,308167,308146,246846,7635,3805,8042,6185,78801,7217,1366,6471.0,405.0,7277.0,1712.0,6.0,7643.0,4292.0,161.0,1614334991,1025548971.2911083,13.92081325,13.92081325,1559813179.1582801,1559813179.1582801,112048998.21225558,0,0.0,0.961541478387,22.81800834,,22.81800834,,9.444739746369688e-07,0.0155981317915828,631.3181373575924,5.1905905e-05,65748192475.494,65748192475.494,5168312666.067086,65748192475.494,65748192475.494,13532894989.042757,65748192475.494,65748192475.494,65748192475.494,11075697454.084871,63085273265.37374,65748192475.494,65.748192,99043966088.35616,99999528688.9909,99999672613.77415,96154147838.67336,99994819635.95296,99999666539.31116,91426710048.45724,99897676849.17932,99999999999.95656,99999999999.84755,99999996309.9144,99999949710.4428,99999672613.77415,99999666539.31116,99897676849.17932,99994819635.95296,99999528688.9909,99043966088.35616,99999667198.63756,99999575856.70096,99997187966.89008,96798456335.42772,99320826389.35341,40628670572.29483,99937594370.7728,92566991148.3386,81458201037.84666,99999834436.07043,99802980683.99953,100000000000,100000000000,2407,0.027858799999999996,2404,4382503438.368787,68358866.20874111,2057687.6121726,32096.08256057553,152646.890191,2381.006310774486,2.9241823884958533,,0.17493983391925838
108,2017-12-14,2834,1397,8597,9495,330,7208,9083,145,4029,309959,309635,309614,248311,9083,4029,9495,7208,80260,8597,1397,7658.0,429.0,8706.0,1845.0,10.0,9093.0,4873.0,159.0,1614334991,1124927175.8969922,10.08698909,10.08698909,1710962892.7309,1710962892.7309,169620773.51899117,0,0.0,0.9601379606370001,10.8461999,,10.8461999,,1.0305209537867956e-06,0.017109628927309,587.7642389049597,6.965756e-05,65748192475.494,65748192475.494,8597866494.952791,65748192475.494,65748192475.494,15353801856.827347,65748192475.494,65748192475.494,65748192475.494,10991742981.466116,63042080572.72519,65748192475.494,65.748192,98959392130.28127,99999490701.97624,99999672593.00322,96013796063.6832,99993052997.93954,99999666350.35341,91257807966.35,99857912943.35219,99999999999.95607,99999999999.84708,99999996309.75673,99999949707.2499,99999672593.00322,99999666350.35341,99857912943.35219,99993052997.93954,99999490701.97624,98959392130.28127,99999667149.2898,99999573541.94388,99996649000.26823,96769243840.8829,99301838369.40947,44496156810.49554,99923222104.71988,92372271351.2524,82610194885.1703,99999828032.1656,99730769841.7192,100000000000,100000000000,4226,0.04891204,4221,9219819003.975988,157747681.9349808,2477664.64544702,42391.92268991112,69000.0,1180.564395984321,3.0287646131801718,,0.17423774535938755
109,2017-12-15,2231,1445,9839,10801,339,8159,10386,145,4208,311286,310955,310929,249624,10386,4208,10801,8159,81567,9839,1445,8717.0,442.0,9978.0,1908.0,10.0,10397.0,5348.0,163.0,1614334991,1147744842.1972876,9.378867800000002,9.378867800000002,1745667521.77268,1745667521.77268,186127745.70334873,0,0.0,0.958259861565,38.79355378,,38.79355378,,9.861412877475997e-07,0.0174566752177268,649.3172305845708,8.391181999999999e-05,65748192475.494,65748192475.494,7571377322.752803,65748192475.494,65748192475.494,16269601054.130756,65748192475.494,65748192475.494,65748192475.494,10705772419.06747,62985442038.3637,65748192475.494,65.748192,98883599885.62286,99999457481.97057,99999672588.15564,95825986156.51584,99991637237.36775,99999666138.94313,90828005489.33594,99818655766.99356,99999999999.95465,99999999999.83023,99999996309.61668,99999949703.82297,99999672588.15564,99999666138.94313,99818655766.99356,99991637237.36775,99999457481.97057,98883599885.62286,99999667022.01953,99999564093.56384,99996057001.52963,96611810598.3863,99236984274.98517,44226820897.39016,99905019324.8052,92196409076.1777,82172383348.3907,99999822054.97105,99661318395.03712,100000000000,100000000000,3302,0.03821759,3300,2577747853.9563413,44998907.079708114,792629.83238634,13836.681551849571,55768.9595,973.5406132220594,3.0549213976489216,,0.17273023352945385
110,2017-12-16,2911,1482,11318,12405,344,9117,11979,147,4425,312899,312567,312541,251233,11979,4425,12405,9117,83173,11318,1482,10580.0,731.0,11708.0,2801.0,100.0,12029.0,7403.0,209.0,1614334991,2342670029.235837,11.16325478,11.16325478,3563094194.73244,3563094194.73244,319180585.2903775,0,0.0,0.956634892391,23.88731212,,23.88731212,,1.8141552791771224e-06,0.0356309419473244,1526.4478234337478,0.00011003584999999999,65748192475.494,65748192475.494,7536288811.031175,65748192475.494,65748192475.494,17203118075.330772,65748192475.494,65748192475.494,65748192475.494,11113515060.493496,62996167111.08439,65748192475.494,65.748192,98800128227.55408,99999396813.19138,99999672584.24048,95663489239.12344,99989041277.18047,99999665631.71353,90563490413.42189,99786505055.67606,99999999999.95456,99999999999.8311,99999996309.46208,99999949702.54497,99999672584.24048,99999665631.71353,99786505055.67606,99989041277.18047,99999396813.19138,98800128227.55408,99999668366.33984,99999623786.81859,99998102274.78508,97601173559.5312,99512085889.9377,81518150885.52461,99959036886.5253,93689460924.48872,81518150885.52461,99999814384.83154,99592295000.89445,100000000000,100000000000,4297,0.0497338,4294,4186322826.093773,149162625.58930624,985715.79144181,35121.982141424065,41150.508,1466.2313616509084,3.0972480337334325,,0.2073186750689943
