,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI30d,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
160,2018-02-04,2249,1576,124772,154398,204,61366,151333,65,11722,456400,455555,455480,394079,151333,11722,154398,61366,225490,124772,1576,100099.0,613.0,145978.0,4877.0,55.0,153569.0,35752.0,107.0,1614334993,3845924852.9229,0.50717957,0.50717957,3845924852.94236,3845924852.94236,7582964920.047371,0,0.0,0.9205578098280001,418.68002771,26.706260919243856,418.68002771,26.706260919243856,4.6614293867973295e-06,0.0384592485294236,-81.72599145337345,0.0027974568760000002,99999999999.494,99999999999.494,9863530021.912546,99999999999.494,99999999999.494,42280596129.74502,99999999999.494,99999999999.494,99999999999.494,12561397702.640615,81828513042.48004,99999999999.494,100.0,95415194664.79124,99985819626.8124,99999671173.38287,92055780982.76497,99728821017.70164,99999526367.97556,88618189970.12724,98060080742.82857,99999999999.9216,99999999999.56744,99999996304.14084,99999949437.69624,99999671173.38287,99999526367.97556,98060080742.82857,99728821017.70164,99985819626.8124,95415194664.79124,99999660036.15364,99998575005.08896,99944940095.67967,93974351436.09389,97023048629.84633,86929624877.49243,99307371523.18813,90641299038.39133,90437467395.62544,99521237147.1409,96937681026.8095,100000000000,100000000000,2592,0.03,2607,238845880.82007098,9185833.0906882,115761.67838634,4452.107159243455,10739.1,413.0177158823329,4.783269327554549,,0.14019587834625227
161,2018-02-05,3089,1585,125746,155580,204,61941,152474,65,11823,457603,456751,456676,395274,152474,11823,155580,61941,226676,125746,1585,94014.0,488.0,145422.0,3964.0,52.0,154275.0,30455.0,94.0,1614334993,2993009764.651955,0.39911666,0.39911666,2993009764.6671,2993009764.6671,7499085020.004898,0,0.0,0.920144419663,313.86125129,20.768625386118604,313.86125129,20.768625386118604,4.369649124369189e-06,0.029930097646671004,-82.4039768824972,0.002816743226,99999999999.494,99999999999.494,10527931684.416714,99999999999.494,99999999999.494,32094761505.413857,99999999999.494,99999999999.494,99999999999.494,12398727855.806479,81826533725.88245,99999999999.494,100.0,95378735448.97343,99985717263.13292,99999671147.96384,92014441966.2728,99727050378.91647,99999524329.56433,88618037256.77625,98041109738.10713,99999999999.92152,99999999999.56737,99999996304.11607,99999949434.11057,99999671147.96384,99999524329.56433,98041109738.10713,99727050378.91647,99985717263.13292,95378735448.97343,99999645719.92017,99998070678.11536,99924192521.73712,93560637588.6612,96714921895.02414,86039567827.90263,99134562627.47176,90214175924.40608,90402741012.96696,99511779499.57236,96902557016.3217,100000000000,100000000000,3489,0.04038194,3511,318612124.270279,9536091.990822723,106231.84414419,3179.5294684215405,11305.539738,338.37590830665926,4.78699912760245,,0.14180968463390853
162,2018-02-06,3304,1606,126475,156451,205,62381,153312,64,11933,458505,457635,457560,396157,153312,11933,156451,62381,227556,126475,1606,99992.0,586.0,147610.0,4745.0,54.0,155581.0,35239.0,104.0,1614334993,3623909004.5180135,0.47948573,0.47948573,3623909004.53635,3623909004.53635,7557907925.735391,0,0.0,0.919280838247,112.18643025,25.08596031831169,112.18643025,25.08596031831169,4.682873412216803e-06,0.0362390900453635,-81.10980156361637,0.0028283859869999996,99999999999.494,99999999999.494,10420359668.69458,99999999999.494,99999999999.494,31932765063.17485,99999999999.494,99999999999.494,99999999999.494,12194732008.977352,81831494460.64714,99999999999.494,100.0,95341968192.89827,99985660872.59357,99999671113.03905,91928083824.70796,99726013265.29155,99999522767.8316,88443057459.52446,98026658194.412,99999999999.92035,99999999999.56621,99999996304.0629,99999949431.77776,99999671113.03905,99999522767.8316,98026658194.412,99726013265.29155,99985660872.59357,95341968192.89827,99999659067.8099,99998480989.83366,99940240641.89502,93779720109.23344,96915658649.8787,86671206810.48189,99266750180.45177,90439338252.69592,90324849169.00377,99504681816.83733,96870347969.05804,100000000000,100000000000,4261,0.04931713,4285,891373402.1087983,32302560.98306274,243874.43249614,8837.787518989542,14056.0,509.3766496776294,4.79744914703491,,0.14543100692716526
163,2018-02-07,2391,1605,127269,157370,206,62842,154208,65,12023,459441,458566,458490,397085,154208,12023,157370,62842,228478,127269,1605,97565.0,531.0,147611.0,4297.0,52.0,156105.0,32851.0,98.0,1614334993,3284780213.543579,0.43607252,0.43607252,3284780213.5602,3284780213.5602,7532646689.057307,0,0.0,0.918876888227,258.62294285,22.716599074655644,258.62294285,22.716599074655644,4.3081370823522665e-06,0.032847802135602004,-78.05846701480748,0.002845422883,99999999999.494,99999999999.494,10210758013.529562,99999999999.494,99999999999.494,17857918191.3509,99999999999.494,99999999999.494,99999999999.494,11926990994.64756,81824101910.00366,99999999999.494,100.0,95300326754.53075,99985607301.35005,99999671095.8442,91887688822.74348,99724447749.11696,99999521791.84593,88477269206.95988,98012884320.94847,99999999999.9201,99999999999.55635,99999996303.92368,99999949428.12448,99999671095.8442,99999521791.84593,98012884320.94847,99724447749.11696,99985607301.35005,95300326754.53075,99999647230.13268,99998219565.49692,99930946733.52487,93577617875.98892,96751665071.1775,86015653052.78683,99184488058.8072,90212221930.10858,90272221930.10858,99496942787.0431,96840526775.98116,100000000000,100000000000,3119,0.03609954,3142,386663297.922672,12701039.503263256,141913.83583976,4661.557599968739,12535.843045,411.77489194512253,4.801908079756996,,0.1411037568591379
164,2018-02-08,790,1606,127365,157485,205,62905,154318,65,12021,459573,458690,458611,397206,154318,12021,157485,62905,228597,127365,1606,102007.0,609.0,148853.0,4938.0,54.0,156626.0,36468.0,105.0,1614334994,3793166628.188847,0.50033254,0.50033254,3793166628.2080398,3793166628.2080398,7581291057.44386,0,0.0,0.918889334931,966.6986029999999,26.225072168865232,966.6986029999999,26.225072168865232,4.615354763296317e-06,0.0379316662820804,-68.81495882273775,0.0028474487190000004,99999999999.494,99999999999.494,10051032847.71242,99999999999.494,99999999999.494,16873163559.27497,99999999999.494,99999999999.494,99999999999.494,11503949858.45923,81821799542.81967,99999999999.494,100.0,95300721755.37672,99985602159.33904,99999671087.40361,91888933493.13107,99724257854.89996,99999521692.82658,88455848825.60933,98009950610.4323,99999999999.9193,99999999999.54468,99999996303.91199,99999949427.9743,99999671087.40361,99999521692.82658,98009950610.4323,99724257854.89996,99985602159.33904,95300721755.37672,99999659359.87292,99998545831.5369,99943337173.92537,93802274650.53044,96933517626.64856,86557707054.0178,99286271245.5269,90412524369.14302,90268079378.13298,99495842700.33224,96838318211.434,100000000000,100000000000,966,0.01118056,985,103444858.29414,3923835.8434104156,114570.99441896,4345.868725906085,10759.0,408.1067975289031,4.803036604052021,,0.14220116926336346
165,2018-02-09,2632,1625,128146,158375,208,63413,155191,65,12135,460479,459586,459509,398104,155191,12135,158375,63413,229490,128146,1625,107670.0,737.0,151261.0,5922.0,56.0,157604.0,41717.0,114.0,1614334994,4638453578.40724,0.60451939,0.60451939,4638453578.43071,4638453578.43071,7672960754.782356,0,0.0,0.918164112154,208.28190304,32.0152537867854,208.28190304,32.015253786785394,5.355901507521782e-06,0.0463845357843071,-64.79378457358108,0.002861387412,99999999999.494,99999999999.494,9931308848.803755,99999999999.494,99999999999.494,16590452630.123241,99999999999.494,99999999999.494,99999999999.494,11339163430.146559,81820851431.57549,99999999999.494,100.0,95257330851.82156,99985553136.35997,99999671068.06424,91816411215.42163,99723018079.1208,99999520972.49503,88290455379.42528,97995088689.86646,99999999999.92004,99999999999.55034,99999996304.00328,99999949424.34016,99999671068.06424,99999520972.49503,97995088689.86646,99723018079.1208,99985553136.35997,95257330851.82156,99999661488.5032,99998909657.7013,99955035703.59181,94027891178.3789,97130518858.54245,86836796952.05493,99399718599.42647,90477600043.71542,90126589615.04124,99487310157.01816,96799866989.85657,100000000000,100000000000,3576,0.04138889,3644,480118524.644632,22270074.887087665,160272.45384177,7434.163370462288,20002.2167335,927.7935378404968,4.808876932270016,,0.1473250314165875
166,2018-02-10,4021,1637,129695,160137,210,64229,156919,65,12275,462273,461369,461286,399880,156919,12275,160137,64229,231257,129695,1637,109842.0,759.0,153120.0,6115.0,56.0,159370.0,43139.0,117.0,1614334994,4791395001.616506,0.62276223,0.62276223,4791395001.64075,4791395001.64075,7693779071.963974,0,0.0,0.917277659453,259.55716319,33.02467420560812,259.55716319,33.024674205608115,5.616917392271495e-06,0.0479139500164075,-55.215905947755395,0.002894557835,99999999999.494,99999999999.494,9865071343.97193,99999999999.494,99999999999.494,15712422326.30289,99999999999.494,99999999999.494,99999999999.494,10981521422.525555,81819437359.26205,99999999999.494,100.0,95203871506.15012,99985459342.90463,99999671038.73103,91727765945.28423,99719945985.40509,99999518719.61078,88149960448.07597,97967189568.12404,99999999999.91881,99999999999.53584,99999996303.90227,99999949417.98497,99999671038.73103,99999518719.61078,97967189568.12404,99719945985.40509,99985459342.90463,95203871506.15012,99999661543.50003,99998935860.00787,99956390740.58542,93999183515.98419,97121457179.51907,86706743900.13036,99410852366.4797,90427383972.98221,90003176523.05821,99472959356.7884,96751915325.11978,100000000000,100000000000,5019,0.05809028,5060,385271586.30646604,18459883.529030044,92626.09675543,4438.082170154597,10436.640621999999,500.06067710171607,4.813563812765841,,0.1440739279999168
167,2018-02-11,2548,1644,130718,161299,216,64779,158057,65,12361,463458,462546,462463,401051,158057,12361,161299,64779,232422,130718,1644,107675.0,678.0,153152.0,5577.0,53.0,160486.0,40402.0,111.0,1614334994,4225069238.7256308,0.55247789,0.55247789,4225069238.74701,4225069238.74701,7647490145.69882,0,0.0,0.9170565409710001,309.37984097,29.091946448412102,309.37984097,29.091946448412088,5.2182424648503814e-06,0.0422506923874701,-61.093094193849545,0.0029175801040000004,99999999999.494,99999999999.494,8969398967.222654,99999999999.494,99999999999.494,15333007552.542925,99999999999.494,99999999999.494,99999999999.494,10886146206.872555,81817814638.55058,99999999999.494,100.0,95167891880.85965,99985392590.26753,99999671024.03406,91705654097.13116,99717814447.31488,99999517145.46716,88035068080.32701,97949581809.74945,99999999999.91916,99999999999.5353,99999996303.5577,99999949412.80217,99999671024.03406,99999517145.46716,97949581809.74945,99717814447.31488,99985392590.26753,95167891880.85965,99999660532.53807,99998686200.19736,99949316932.52176,93774132840.32315,96968056757.92772,85918223021.26978,99337398621.05971,90192752129.29794,89894286050.61705,99463343286.06119,96719042035.63635,100000000000,100000000000,3312,0.03833333,3386,323227265.50837713,13656575.766237563,112983.56594578,4773.6338896145935,11664.5,492.83320135364494,4.8173894363087655,,0.1449575468532776
168,2018-02-12,3266,1652,131234,161945,219,65027,158694,66,12393,464127,463212,463129,401718,158694,12393,161945,65027,233078,131234,1652,110219.0,745.0,154679.0,5992.0,55.0,161166.0,42696.0,117.0,1614334994,4612332633.827322,0.60044404,0.60044404,4612332633.85066,4612332633.85066,7681536148.2165365,0,0.0,0.916903409367,262.28781794,31.71876093093527,262.28781794,31.718760930935268,5.1779337818932865e-06,0.0461233263385066,-54.92322150369091,0.002929665392,99999999999.494,99999999999.494,9677855073.022018,99999999999.494,99999999999.494,15177582747.681757,99999999999.494,99999999999.494,99999999999.494,10230533601.176935,81812541222.37029,99999999999.494,100.0,95153000078.92212,99985337866.84486,99999670946.58466,91690340936.73816,99716687825.26381,99999516071.42189,87982590713.59601,97938843378.48479,99999999999.91916,99999999999.53908,99999996303.57149,99999949403.31123,99999670946.58466,99999516071.42189,97938843378.48479,99716687825.26381,99985337866.84486,95153000078.92212,99999661209.5465,99998890194.97015,99953939020.4736,93893411114.51028,97045975424.90543,86340457608.85818,99382846006.86128,90256401455.43939,89815786767.84435,99458922588.882,96704618732.83533,100000000000,100000000000,3837,0.04440972,3853,381260558.669928,17585005.16753443,112850.33342027,5205.0327557523915,9797.0,451.87022813834915,4.82173755965545,,0.1464593980822762
169,2018-02-13,2035,1651,131946,162808,219,65402,159534,65,12459,465002,464081,463998,402588,159534,12459,162808,65402,233945,131946,1651,109156.0,693.0,154666.0,5676.0,53.0,161998.0,41176.0,115.0,1614334994,4306934322.124797,0.56268709,0.56268709,4306934322.14659,4306934322.14659,7654226338.31259,0,0.0,0.9166429974220001,570.07291943,29.60330369904708,570.07291943,29.60330369904707,5.05273466749704e-06,0.0430693432214659,-49.55275694273357,0.002945352012,99999999999.494,99999999999.494,9545947024.73768,99999999999.494,99999999999.494,14844687097.693638,99999999999.494,99999999999.494,99999999999.494,10106155911.032864,81811699323.38196,99999999999.494,100.0,95125659070.24432,99985265625.16623,99999670931.12276,91664299742.15767,99715233958.43248,99999514732.15843,87837677823.37996,97926360834.6508,99999999999.919,99999999999.53891,99999996303.61024,99999949402.52045,99999670931.12276,99999514732.15843,97926360834.6508,99715233958.43248,99985265625.16623,95125659070.24432,99999660497.48244,99998695719.004,99949961372.51443,93749347863.94792,96952107352.03552,85910551684.82906,99339837918.73607,90179910099.65486,89774330873.40025,99452380504.95834,96683194543.06349,100000000000,100000000000,2389,0.02765046,2397,175416155.708738,7555058.616809739,92049.15681966,3964.4967283124747,9588.426,412.96721034762743,4.823943977944416,,0.14378201642378768
170,2018-02-14,1970,1656,132585,163597,221,65739,160311,65,12532,465807,464880,464796,403385,160311,12532,163597,65739,234735,132585,1656,111299.0,745.0,156241.0,6020.0,54.0,162819.0,43062.0,117.0,1614334994,4596681373.57588,0.59856484,0.59856484,4596681373.59914,4596681373.59914,7679504437.202808,0,0.0,0.9163485017309999,107.38267175,31.49431245889285,107.38267175,31.49431245889285,4.855323980623365e-06,0.0459668137359914,-40.10403148587247,0.002959347193,99999999999.494,99999999999.494,9157992457.256588,99999999999.494,99999999999.494,14675021254.469484,99999999999.494,99999999999.494,99999999999.494,10545207106.270313,81810401764.0477,99999999999.494,100.0,95103013606.87476,99985203765.35114,99999670921.73332,91634850173.14563,99713941686.92813,99999513728.95753,87745680043.63261,97917139209.91278,99999999999.91844,99999999999.53737,99999996303.5667,99999949399.0276,99999670921.73332,99999513728.95753,97917139209.91278,99713941686.92813,99985203765.35114,95103013606.87476,99999661178.40366,99998878957.52371,99953351994.45053,93832008215.52444,97008270260.39922,86102198941.09926,99374238916.64964,90158680702.2784,89698742195.14426,99446597524.66164,96662640229.01453,100000000000,100000000000,2306,0.02668981,2325,931248947.030183,42806546.889974535,417356.20493520005,19184.534933816598,9632.4135,442.771357182549,4.833647509709159,,0.14374966726622396
171,2018-02-15,1885,1660,133158,164297,222,66000,160984,66,12555,466521,465589,465504,404093,160984,12555,164297,66000,235438,133158,1660,112070.0,756.0,156959.0,6084.0,56.0,163520.0,43580.0,121.0,1614334994,4661024028.970405,0.60592935,0.60592935,4661024028.99399,4661024028.99399,7692355596.458091,0,0.0,0.9161278649019999,90.34138422,31.811266085942158,90.34138422,31.811266085942158,4.611800856369697e-06,0.0466102402899399,-12.742852760884357,0.0029741030869999997,99999999999.494,99999999999.494,9653811462.071272,99999999999.494,99999999999.494,14336103345.3786,99999999999.494,99999999999.494,99999999999.494,10474539798.464994,81809294829.8793,99999999999.494,100.0,95086778276.13016,99985146378.55057,99999670901.31683,91612786490.19052,99712552358.44864,99999512102.73299,87721513468.72348,97907414232.28883,99999999999.91754,99999999999.5349,99999996303.5642,99999949397.23195,99999670901.31683,99999512102.73299,97907414232.28883,99712552358.44864,99985146378.55057,95086778276.13016,99999661195.10593,99998887624.33603,99953783471.09102,93833851637.06883,97008456210.9352,86224743352.095,99378955695.11958,90199667638.44919,89642924562.7511,99441843344.98605,96650194418.58841,100000000000,100000000000,2239,0.02591435,2263,1106912417.4036617,51593453.75510292,507161.73694675,23638.930424951304,10000.0,466.102402899399,4.845124579816264,,0.12815519872651818
172,2018-02-16,2105,1656,133830,165128,222,66333,161797,66,12611,467363,466428,466343,404929,161797,12611,165128,66333,236267,133830,1656,116783.0,884.0,158953.0,7059.0,59.0,164466.0,48287.0,135.0,1614334994,5264069327.809135,0.67977819,0.67977819,5264069327.835771,5264069327.835771,7743804351.487533,0,0.0,0.9158325032950001,134.98399404,35.821616260545895,134.98399404,35.821616260545895,5.166263445090908e-06,0.0526406932783577,-30.570884929985933,0.00299068252,99999999999.494,99999999999.494,9031772741.645296,99999999999.494,99999999999.494,14195246847.938828,99999999999.494,99999999999.494,99999999999.494,10432266789.82968,81809020406.18773,99999999999.494,100.0,95061222729.6668,99985072088.17053,99999670913.5213,91583250329.45233,99711003781.66461,99999511009.71043,87698900091.73079,97896986491.3265,99999999999.9168,99999999999.53412,99999996303.37025,99999949391.61836,99999670913.5213,99999511009.71043,97896986491.3265,99711003781.66461,99985072088.17053,95061222729.6668,99999663504.93459,99999124988.09703,99961886857.22704,94070904374.28554,97186375293.28899,86725529521.8079,99466305512.88402,90459572505.43484,89617681584.70052,99435940906.6569,96632195619.25612,100000000000,100000000000,2898,0.03354167,2949,740828575.3708698,38997729.807940654,275499.07660251,14502.462389903505,14982.496000000001,788.6889764802213,4.8532490475852725,,0.11212960725725717
173,2018-02-17,2423,1663,134562,165983,222,66713,162626,66,12681,468232,467294,467209,405794,162626,12681,165983,66713,237129,134562,1663,118696.0,919.0,159886.0,7305.0,59.0,165325.0,49486.0,138.0,1614334994,5496162144.421569,0.70796146,0.70796146,5496162144.44938,5496162144.44938,7763363472.526463,0,0.0,0.915366395088,339.60944088,37.3563399539961,339.60944088,37.3563399539961,4.957930044914008e-06,0.0549616214444938,-32.73680540418755,0.003008004533,99999999999.494,99999999999.494,8248629182.908012,99999999999.494,99999999999.494,13979733439.576021,99999999999.494,99999999999.494,99999999999.494,10313227893.155231,81809984460.98543,99999999999.494,100.0,95034647425.05087,99985027897.71327,99999670886.93842,91536639508.82166,99709397659.03741,99999509359.36536,87684763020.86192,97886374914.78627,99999999999.9168,99999999999.53416,99999996303.26492,99999949389.29375,99999670886.93842,99999509359.36536,97886374914.78627,99709397659.03741,99985027897.71327,95034647425.05087,99999663561.9244,99999143536.89343,99964070499.4568,94097332684.16487,97210228595.97604,86711505912.54103,99480548598.00792,90470160213.14064,89573193714.76279,99429265421.80154,96609675224.20918,100000000000,100000000000,2888,0.03342593,2899,294455889.51273096,16183773.131500412,127550.61323152,7010.388519443844,8332.0,457.94022987552245,4.856946739862853,,0.11142876621083142
174,2018-02-18,1890,1666,135276,166822,223,67063,163447,67,12737,469092,468147,468062,406648,163447,12737,166822,67063,237973,135276,1666,115574.0,816.0,159673.0,6574.0,58.0,166051.0,46188.0,130.0,1614334994,4958757728.149147,0.64214263,0.64214263,4958757728.17424,4958757728.17424,7722206126.266113,0,0.0,0.9150734914319999,617.69424702,33.684010171813675,617.69424702,33.684010171813675,4.744272954149459e-06,0.0495875772817424,-38.338918026405246,0.003025789452,99999999999.494,99999999999.494,8147875678.968094,99999999999.494,99999999999.494,13628681514.770252,99999999999.494,99999999999.494,99999999999.494,10179119782.833584,81807621444.19319,99999999999.494,100.0,95008528815.49423,99984970256.59007,99999670856.95047,91507349143.1785,99707741768.62982,99999508148.2324,87757594610.44421,97875188020.88004,99999999999.91539,99999999999.53273,99999996303.32051,99999949383.85153,99999670856.95047,99999508148.2324,97875188020.88004,99707741768.62982,99984970256.59007,95008528815.49423,99999661323.20793,99998939198.57,99956647326.92743,93866075461.30023,97047071651.9694,86471884399.69984,99408339176.79697,90274021521.73459,89538482637.50163,99422789319.86018,96589083944.73116,100000000000,100000000000,2150,0.02488426,2163,161892393.33498996,8027851.565825052,97680.08571864,4843.718799460283,8910.532140000001,441.85170111369945,4.859059560116949,,0.11262649746915175
175,2018-02-19,2059,1679,136041,167763,223,67442,164359,67,12811,470054,469102,469015,407600,164359,12811,167763,67442,238918,136041,1679,117972.0,871.0,161363.0,7071.0,59.0,167069.0,48557.0,134.0,1614334994,5144956382.263637,0.66497091,0.66497091,5144956382.28967,5144956382.28967,7737114942.947709,0,0.0,0.914644509423,631.15694614,34.92821301452366,631.15694614,34.92821301452365,4.618719885362558e-06,0.0514495638228967,-39.93362313405149,0.003044155111,99999999999.494,99999999999.494,7961886468.596298,99999999999.494,99999999999.494,13496135094.685612,99999999999.494,99999999999.494,99999999999.494,10025227007.76584,81804055218.8411,99999999999.494,100.0,94984519599.4755,99984891325.31224,99999670848.62158,91464450942.31229,99706038401.7432,99999506430.21143,87728297943.50601,97864416392.42433,99999999999.91452,99999999999.51485,99999996303.25052,99999949380.053,99999670848.62158,99999506430.21143,97864416392.42433,99706038401.7432,99984891325.31224,94984519599.4755,99999662861.22363,99999094251.3168,99959880284.39743,93933834195.1029,97123049416.7744,86628683927.56142,99447018138.64323,90320597396.35233,89508260733.16234,99416251309.26416,96565906652.64874,100000000000,100000000000,2236,0.02587963,2245,158439197.43247902,8151627.600350861,86613.25166425,4456.214019408445,7908.5709,406.89252326745367,4.8610040276168105,,0.11209159693407313
176,2018-02-20,2203,1685,136833,168726,225,67835,165303,67,12880,471043,470084,469997,408581,165303,12880,168726,67835,239888,136833,1685,115171.0,765.0,161163.0,6204.0,58.0,167941.0,44717.0,119.0,1614334994,4653104421.611665,0.60435536,0.60435536,4653104421.63521,4653104421.63521,7699285421.380728,0,0.0,0.9143761697689999,491.02541055,31.56899370929082,491.02541055,31.568993709290808,4.1375888544262875e-06,0.0465310442163521,-34.454388987816536,0.003063643013,99999999999.494,99999999999.494,8204101964.802475,99999999999.494,99999999999.494,13369016960.707191,99999999999.494,99999999999.494,99999999999.494,9903715214.820679,81808054977.56447,99999999999.494,100.0,94959728279.78993,99984809981.14253,99999670814.87993,91437616976.90407,99704229586.99783,99999505211.02931,87672430398.63377,97851389728.93297,99999999999.91338,99999999999.51372,99999996303.2204,99999949372.66057,99999670814.87993,99999505211.02931,97851389728.93297,99704229586.99783,99984809981.14253,94959728279.78993,99999661005.25896,99998863037.28712,99952546488.09758,93684947736.39926,96922185533.06316,86370956546.38538,99359911277.52127,89969372609.35245,89464121145.3857,99409214235.69223,96542061765.61064,100000000000,100000000000,2420,0.02800926,2429,203655448.07340705,9476300.6592047,96084.14500888,4470.895599898581,9340.0,434.59995298072863,4.863337911499076,,0.10858330208454232
177,2018-02-21,1829,1692,137445,169474,226,68128,166039,67,12937,471807,470843,470756,409339,166039,12937,169474,68128,240641,137445,1692,114391.0,712.0,161596.0,5965.0,55.0,168666.0,43436.0,117.0,1614334994,4411185936.18355,0.57332891,0.57332891,4411185936.205871,4411185936.205871,7693988331.469179,0,0.0,0.914106400983,131.52784802,29.856298920485283,131.52784802,29.856298920485283,4.2176525834663254e-06,0.0441118593620587,-37.823626584915104,0.003078641304,99999999999.494,99999999999.494,9394042116.53702,99999999999.494,99999999999.494,13591168627.68872,99999999999.494,99999999999.494,99999999999.494,10537225824.70628,82172762024.58836,99999999999.494,100.0,94944025561.00467,99984744647.87137,99999670776.92375,91410640098.34615,99702829777.02432,99999504589.86664,87525539384.01335,97843212477.72528,99999999999.9116,99999999999.51193,99999996303.13661,99999949369.95427,99999670776.92375,99999504589.86664,97843212477.72528,99702829777.02432,99984744647.87137,94944025561.00467,99999660461.03976,99998796783.6242,99949471676.74538,93539822664.61993,96852476657.09154,85581736768.78433,99324709725.02498,89856470964.01761,89379927727.16539,99404152472.02232,96526419811.57608,100000000000,100000000000,1936,0.02240741,1948,760295264.52304,33538037.782279562,403448.92626618,17796.882295227322,8445.1976,372.5333688159956,4.871197096582741,,0.108784973501279
178,2018-02-22,1872,1708,138061,170265,227,68425,166806,67,13008,472611,471645,471556,410139,166806,13008,170265,68425,241437,138061,1708,112422.0,679.0,161346.0,5619.0,54.0,169429.0,41372.0,113.0,1614334994,4018783921.2791653,0.48922358,0.48922358,4018783921.2995,4018783921.2995,8214616174.9549675,0,0.0,0.9135721167209999,7.03649036,26.084195677903427,7.03649036,26.084195677903427,4.068353166416519e-06,0.04018783921299501,-41.44049770592464,0.0030940696090000002,99999999999.494,99999999999.494,23511961719.0946,99999999999.494,99999999999.494,27726943391.765743,99999999999.494,99999999999.494,99999999999.494,24690173976.03564,95890687029.12451,99999999999.494,100.0,94919545750.00716,99984678215.99287,99999670723.25021,91357211672.06384,99701412773.74403,99999503099.26663,87505347468.61891,97833806969.05266,99999999999.9115,99999999999.50687,99999996303.13153,99999949367.23074,99999670723.25021,99999503099.26663,97833806969.05266,99701412773.74403,99984678215.99287,94919545750.00716,99999659770.9651,99998560360.68268,99943348056.66664,93406556904.44096,96746899666.55954,85287142112.91434,99268027746.13647,89697081389.34682,89323407316.86508,99398939856.0916,96503073300.25623,100000000000,100000000000,2064,0.02388889,2070,14211630349.836868,571134715.4537641,6891099.23760299,276938.3881615814,9810.0,394.242702679481,5.013842850801122,,0.10966214130499394
179,2018-02-23,1570,1701,138565,170876,227,68651,167407,67,13042,473239,472263,472174,410757,167407,13042,170876,68651,242048,138565,1701,114427.0,704.0,162204.0,5874.0,56.0,170048.0,42949.0,115.0,1614334994,4260993714.340148,0.51737914,0.51737914,4260993714.36171,4260993714.36171,8235727771.284333,0,0.0,0.913358509528,425.02059421,27.637022147588482,425.02059421,27.637022147588468,4.19427718737814e-06,0.0426099371436171,-38.990983899208985,0.00310697664,99999999999.494,99999999999.494,22888983730.288986,99999999999.494,99999999999.494,27332408800.177223,99999999999.494,99999999999.494,99999999999.494,23867732843.92556,95888830502.32042,99999999999.494,100.0,94900260304.70456,99984631844.26863,99999670735.46498,91335850952.77428,99700201395.22345,99999502598.25475,87507646032.99155,97827005959.37537,99999999999.91069,99999999999.50604,99999996303.13072,99999949363.75482,99999670735.46498,99999502598.25475,97827005959.37537,99700201395.22345,99984631844.26863,94900260304.70456,99999659992.00816,99998623654.84697,99946994038.10092,93459315295.61378,96795837266.55411,85786806518.80823,99300404063.56664,89735695963.65509,89321505104.40717,99394930332.22304,96492069146.22562,100000000000,100000000000,1726,0.01997685,1743,235282716.55971497,10025381.763588933,153574.99219664,6543.8207643303185,8624.3513,367.48306679747236,5.016519662915111,,0.1103709781735636
