,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMrktCurUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
130,2019-05-14,208,229,598,605,130,547,604,73,372,647,611,610,606,604,372,605,547,606,598,229,,,,,,,,,1614334998.0,,,,0.0,0,,0.99609573448,1490.81889196,,,,,,4.150822e-06,100000000000,100000000000.0,705722683.6259834,100000000000.0,100000000000.0,20603284779.523487,100000000000,100000000000,100000000000,18579918994.111923,21377510726.20542,100000000000,100.0,99943284605.28038,99999997610.4878,99999999990.25113,99609573447.95119,99999691111.72159,99999999980.25113,97968602468.78604,99992516627.95102,100000000000.00002,99999999999.99759,99999999999.75113,99999999999.75113,99999999990.25113,99999999980.25113,99992516627.95102,99999691111.72159,99999997610.4878,99943284605.28038,,,,,,,,,99154714626.2968,96959003643.20003,74416178192.0,100000000000,336,0.00388889,335,67077228.85667162,,240864.55432909,,45456.43884786254,,1.0642325311548004,,
131,2019-05-15,123,229,629,636,130,570,635,73,385,682,642,641,637,635,385,636,570,637,629,229,,,,,,,,,1614334998.0,,,,0.0,0,,0.9960865111849999,2825.85279932,,,,,,4.571132e-06,100000000000,100000000000.0,810889274.9878494,100000000000.0,100000000000.0,20605712391.220222,100000000000,100000000000,100000000000,1183946085.504839,21373510726.205425,100000000000,100.0,99939168401.37553,99999997610.48703,99999999990.25038,99608651118.46489,99999659833.83539,99999999980.25037,97959011921.04797,99992132968.85507,99999999999.99928,99999999999.99683,99999999999.75037,99999999999.75037,99999999990.25038,99999999980.25037,99992132968.85507,99999659833.83539,99999997610.48703,99939168401.37553,,,,,,,,,99150152993.51904,97407360989.46194,74416178192.0,100000000000,160,0.00185185,159,35387547.44196813,,287646.03044768,,79400.75497100098,,1.0646898883432123,,
132,2019-05-16,92,231,656,663,128,591,662,73,396,711,669,668,665,662,396,663,591,665,656,231,,,,,,,,,1614334998.0,,,,0.0,0,,0.995894822228,1408.77134997,,,,,,5.129943e-06,100000000000,100000000000.0,828178311.6164969,100000000000.0,100000000000.0,20603219444.340244,100000000000,100000000000,100000000000,1236100842.0970576,21372823857.359184,100000000000,100.0,99935777025.27614,99999997609.53705,99999999989.3004,99589482222.77943,99999613697.04457,99999999979.30037,97953033846.1853,99991782800.99814,99999999999.99928,99999999999.99683,99999999999.80037,99999999999.80037,99999999989.3004,99999999979.30037,99991782800.99814,99999613697.04457,99999997609.53705,99935777025.27614,,,,,,,,,99142436758.68793,97743224301.59932,75303560138.0,100000000000,110,0.00127315,108,70983839.92678685,,849918.13202696,,58688.671547485625,,1.0656077999258011,,
133,2019-05-17,62,231,662,669,127,597,668,73,396,720,676,675,672,668,396,669,597,671,662,231,,,,,,,,,1614334998.0,,,,0.0,0,,0.99573777604,2641.00237898,,,,,,5.063418e-06,100000000000,100000000000.0,738945242.1495154,100000000000.0,100000000000.0,20601604188.497765,100000000000,100000000000,100000000000,1279432794.315255,21372823857.359184,100000000000,100.0,99934587672.3662,99999997608.56013,99999999988.32344,99573777604.02762,99999618706.60378,99999999978.32344,97957232013.01437,99991630164.80573,99999999999.99928,99999999999.99683,99999999999.80037,99999999998.82349,99999999988.32344,99999999978.32344,99991630164.80573,99999618706.60378,99999997608.56013,99934587672.3662,,,,,,,,,99146134939.78336,97857232013.01439,75303560138.0,100000000000,86,0.00099537,86,37864411.17804061,,556737.67369707,,119989.12362200204,,1.066086594325181,,
134,2019-05-18,66,232,673,680,127,608,679,73,402,737,690,689,685,679,402,680,608,683,673,232,,,,,,,,,1614334998.0,,,,0.0,0,,0.995697171529,6203.96456924,,,,,,5.002161e-06,100000000000,100000000000.0,669969966.4179113,100000000000.0,100000000000.0,20614284380.21423,100000000000,100000000000,100000000000,1269273242.3013325,21214213671.85919,100000000000,100.0,99932888387.42528,99999997605.89432,99999999985.65762,99569717152.86217,99999623319.45389,99999999975.65765,97950114460.2344,99991582761.32849,99999999999.99928,99999999999.99689,99999999999.75037,99999999998.15764,99999999985.65762,99999999975.65765,99991582761.32849,99999623319.45389,99999997605.89432,99932888387.42528,,,,,,,,,99139003412.37631,97950114460.2344,75303560138.0,100000000000,98,0.00113426,98,16118725.193199262,,185798.45233633,,63502.83942449647,,1.0662686768084704,,
135,2019-05-19,83,233,693,700,127,626,699,73,413,759,711,709,705,699,413,700,626,703,693,233,,,,,,,,,1614334998.0,,,,0.0,0,,0.9956649413040001,7249.64666882,,,,,,5.190061e-06,100000000000,100000000000.0,632950811.5545957,100000000000.0,100000000000.0,20614303173.86928,100000000000,100000000000,100000000000,1180613725.6857936,21214213671.85919,100000000000,100.0,99930848838.53206,99999997605.89088,99999999985.65417,99566494130.35687,99999609169.94621,99999999975.65419,97946129160.20036,99991302992.14708,99999999999.99924,99999999999.99344,99999999999.74695,99999999998.15419,99999999985.65417,99999999975.65419,99991302992.14708,99999609169.94621,99999997605.89088,99930848838.53206,,,,,,,,,99136722446.10632,98136129160.20038,75303560138.0,100000000000,106,0.00122685,106,13793775.692566313,,168117.35977031,,52365.97373047,,1.0664468812098271,,
136,2019-05-20,80,232,709,716,127,638,715,73,419,775,727,725,721,715,419,716,638,719,709,232,,,,,,,,,1614334999.0,,,,0.0,0,,0.995633834764,311.09385103,,,,,,5.481801e-06,100000000000,100000000000.0,1763672440.0471985,100000000000.0,100000000000.0,21770959012.601723,100000000000,100000000000,100000000000,2210318268.110516,22357567356.859184,100000000000,100.0,99928223592.04596,99999997605.89088,99999999985.65417,99563383476.36656,99999587749.06454,99999999975.65419,97936162396.19472,99991011435.60237,99999999999.99924,99999999999.99344,99999999999.74695,99999999998.15419,99999999985.65417,99999999975.65419,99991011435.60237,99999587749.06454,99999997605.89088,99928223592.04596,,,,,,,,,99133611792.11598,98289243730.377,75203560138.0,100000000000,128,0.00148148,127,321446404.89799607,,3363735.68229402,,51000.0,,1.0707188255263405,,
137,2019-05-21,94,231,734,743,128,658,740,73,425,805,755,753,749,740,425,743,658,746,734,231,,,,,,,,,1614334999.0,,,,0.0,0,,0.995737988192,1780.12380035,,,,,,5.6799879999999995e-06,100000000000,100000000000.0,2089495326.9356675,100000000000.0,100000000000.0,22088901461.79665,100000000000,100000000000,100000000000,2493545115.217461,22667010856.859188,100000000000,100.0,99924721734.23444,99999997496.47818,99999999985.24147,99573798819.1727,99999568151.89337,99999999866.24149,97937320739.00084,99990455540.59837,99999999999.99924,99999999999.99344,99999999999.74696,99999999997.7415,99999999985.24147,99999999866.24149,99990455540.59837,99999568151.89337,99999997496.47818,99924721734.23444,,,,,,,,,99134770134.92209,98478149140.18307,76029760649.0,100000000000,126,0.00145833,124,56175868.20675363,,872304.27158545,,50000.09957452215,,1.0718004828231065,,
138,2019-05-22,69,234,758,768,127,678,765,73,433,832,780,778,774,765,433,768,678,771,758,234,,,,,,,,,1614334999.0,,,,0.0,0,,0.9956467492159999,1851.46623806,,,,,,6.060142e-06,100000000000,100000000000.0,1039070376.5943428,100000000000.0,100000000000.0,22102950999.8502,100000000000,100000000000,100000000000,2405796578.7982144,22667010856.859188,100000000000,100.0,99923967621.17966,99999997266.39777,99999999985.24147,99564674921.62129,99999539248.83168,99999999866.24147,97923444480.44942,99990327413.10129,99999999999.99924,99999999999.99344,99999999999.74696,99999999997.74149,99999999985.24147,99999999866.24147,99990327413.10129,99999539248.83168,99999997266.39777,99923967621.17966,,,,,,,,,99137881239.37068,98619180737.1421,76029760649.0,100000000000,93,0.00107639,93,54011246.84014496,,590417.61831192,,19671.406202996037,,1.0723495712081363,,
139,2019-05-23,74,232,781,790,128,694,788,73,439,861,802,800,796,788,439,790,694,793,781,232,,,,,,,,,1614334999.0,,,,0.0,0,,0.9957100334960001,1043.95693194,,,,,,6.906459e-06,100000000000,100000000000.0,961312266.8806694,100000000000.0,100000000000.0,22083200321.50884,100000000000,100000000000,100000000000,2249042218.9497933,22667010856.859188,100000000000,100.0,99920975044.34785,99999997276.39763,99999999985.24144,99571003349.61618,99999474903.60205,99999999876.2414,97866105436.44435,99989963954.08992,99999999999.99911,99999999999.9933,99999999999.74689,99999999997.7414,99999999985.24144,99999999876.2414,99989963954.08992,99999474903.60205,99999997276.39763,99920975044.34785,,,,,,,,,99119209667.36562,98717509165.13701,76029760649.0,100000000000,95,0.00109954,95,95789392.20652264,,1035821.09282076,,55154.69921203,,1.0733336012463162,,
140,2019-05-24,61,231,776,786,128,687,784,73,438,861,799,797,793,784,438,786,687,790,776,231,,,,,,,,,1614334999.0,,,,0.0,0,,0.995734358397,5820.5048708,,,,,,7.012343e-06,100000000000,100000000000.0,954723668.5868906,100000000000.0,100000000000.0,22038407204.975758,100000000000,100000000000,100000000000,2187135338.860469,22667010856.859188,100000000000,100.0,99921050063.78706,99999996422.47552,99999999976.24135,99573435839.6541,99999466853.22954,99999999867.24132,97876523981.29189,99990218720.21799,99999999999.9991,99999999999.99326,99999999999.74678,99999999997.74132,99999999976.24135,99999999867.24132,99990218720.21799,99999466853.22954,99999996422.47552,99921050063.78706,,,,,,,,,99126642157.40353,98727927709.98453,76029760649.0,100000000000,84,0.00097222,84,17180640.205573086,,309853.89550611,,52900.67443943,,1.0735938785185415,,
141,2019-05-25,46,230,784,794,130,691,792,73,439,870,807,805,801,792,439,794,691,798,784,230,,,,,,,,,1614334999.0,,,,0.0,0,,0.9958575659919999,3176.03624428,,,,,,7.285263e-06,100000000000,100000000000.0,953877790.3648741,100000000000.0,100000000000.0,22017299448.772705,100000000000,100000000000,100000000000,2173984031.1995206,22667010856.859188,100000000000,100.0,99919502168.91174,99999996422.47552,99999999976.24133,99585756599.21121,99999446103.19295,99999999867.24132,97853291438.98259,99990071089.89664,99999999999.9991,99999999999.99326,99999999999.74678,99999999997.74132,99999999976.24133,99999999867.24132,99990071089.89664,99999446103.19295,99999996422.47552,99919502168.91174,,,,,,,,,99103409615.09425,98747695167.67528,76029760649.0,100000000000,56,0.00064815,56,31485786.78217773,,588738.43011635,,55079.69925170663,,1.0739235720394065,,
142,2019-05-26,45,231,789,799,130,694,797,73,440,876,812,810,806,797,440,799,694,803,789,231,,,,,,,,,1614334999.0,,,,0.0,0,,0.9958367009550001,198.18902965,,,,,,7.531943999999999e-06,100000000000,100000000000.0,1430299250.9998455,100000000000.0,100000000000.0,22517070562.312122,100000000000,100000000000,100000000000,2669153655.1405063,23167009856.859184,100000000000,100.0,99918815649.29526,99999996422.47552,99999999976.24135,99583670095.4863,99999427348.076,99999999867.24132,97851253920.57202,99989901480.06053,99999999999.9991,99999999999.99326,99999999999.74678,99999999997.74132,99999999976.24135,99999999867.24132,99989901480.06053,99999427348.076,99999996422.47552,99918815649.29526,,,,,,,,,99101372096.68362,98745657649.26463,76029760649.0,100000000000,46,0.00053241,46,504568795.64116937,,11011680.95039987,,45591.00327464968,,1.0789889452765904,,
143,2019-05-27,51,232,803,815,131,704,813,73,444,891,827,825,822,813,444,815,704,819,803,232,,,,,,,,,1614334999.0,,,,0.0,0,,0.9958307748690001,2551.40604516,,,,,,7.805239e-06,100000000000,100000000000.0,1207549593.069975,100000000000.0,100000000000.0,22478925872.043774,100000000000,100000000000,100000000000,2680520776.696873,23169837235.62635,100000000000,100.0,99917234546.78065,99999995458.37558,99999999976.29132,99583077486.87209,99999406569.52098,99999999867.2913,97827721934.47153,99989687809.1293,99999999999.9991,99999999999.99326,99999999999.7968,99999999997.79132,99999999976.29132,99999999867.2913,99989687809.1293,99999406569.52098,99999995458.37558,99917234546.78065,,,,,,,,,99090830148.22607,98797893347.14966,76029760649.0,100000000000,64,0.00074074,78,39194075.04339537,,771743.79408195,,32165.645857595267,,1.0795909054359745,,
144,2019-05-28,92,232,805,819,129,703,815,73,446,901,833,831,827,815,446,819,703,823,805,232,,,,,,,,,1614334999.0,,,,0.0,0,,0.995793671075,808.36348559,,,,,,7.766603e-06,100000000000,100000000000.0,722855137.0264628,100000000000.0,100000000000.0,22460704054.40028,100000000000,100000000000,100000000000,1602505109.0265644,23169837235.62635,100000000000,100.0,99917654850.23677,99999995360.77951,99999999975.40314,99579367107.47473,99999403332.04291,99999999769.69522,97848608172.02852,99989662569.29118,99999999999.99811,99999999999.99225,99999999999.75789,99999999996.90314,99999999975.40314,99999999769.69522,99989662569.29118,99999403332.04291,99999995360.77951,99917654850.23677,,,,,,,,,99112414288.46054,98848779584.70671,76824829954.0,100000000000,182,0.00210648,222,123706725.72715709,,707813.38404395,,62268.48913390352,,1.081162251148552,,
145,2019-05-29,92,232,815,830,130,707,825,73,446,918,846,844,840,825,446,830,707,836,815,232,,,,,,,,,1614334999.0,,,,0.0,0,,0.9958004181460001,794.82552013,,,,,,8.232367e-06,100000000000,100000000000.0,950043849.5387919,100000000000.0,100000000000.0,22659806371.76821,100000000000,100000000000,100000000000,1766827125.4891787,23399587235.626354,100000000000,100.0,99916222952.23567,99999995327.95905,99999999970.81918,99580041814.57793,99999367549.81693,99999999736.87485,97801765556.41818,99989406748.89049,99999999999.99814,99999999999.99225,99999999999.7579,99999999996.90318,99999999970.81918,99999999736.87485,99989406748.89049,99999367549.81693,99999995327.95905,99916222952.23567,,,,,,,,,99088098657.57379,98849436914.2055,76824829954.0,100000000000,139,0.0016088,172,125813776.06386463,,794504.71107153,,51510.0378174419,,1.082528799251595,,
146,2019-05-30,74,231,818,833,131,712,828,73,450,929,851,849,845,828,450,833,712,839,818,231,,,,,,,,,1614334999.0,,,,0.0,0,,0.995903306874,3802.35740444,,,,,,8.092062e-06,100000000000,100000000000.0,950360588.9372054,100000000000.0,100000000000.0,22650061629.18703,100000000000,100000000000,100000000000,1731763069.8943887,23399587235.626354,100000000000,100.0,99912930160.88672,99999994918.12032,99999999969.36613,99590330687.35432,99999378328.69962,99999999735.42177,97798860665.96252,99989270932.62369,99999999999.99811,99999999999.99225,99999999999.7579,99999999995.45013,99999999969.36613,99999999735.42177,99989270932.62369,99999378328.69962,99999994918.12032,99912930160.88672,,,,,,,,,99085293920.55695,98876532023.74988,76824829954.0,100000000000,139,0.0016088,178,26299474.079767164,,205328.24432316,,67522.00660082829,,1.08289428352649,,
147,2019-05-31,48,232,822,837,132,714,832,73,450,931,854,852,848,832,450,837,714,843,822,232,,,,,,,,,1614334999.0,,,,0.0,0,,0.99599426751,5210.7301232,,,,,,8.068895999999999e-06,100000000000,100000000000.0,629950398.4930195,100000000000.0,100000000000.0,22638327686.934837,100000000000,100000000000,100000000000,1729988591.6557574,23399587235.626354,100000000000,100.0,99913508522.09386,99999994918.79602,99999999970.04189,99599426750.96887,99999380108.4213,99999999736.09752,97794350900.1778,99989127959.32402,99999999999.99814,99999999999.99232,99999999999.75795,99999999996.12592,99999999970.04189,99999999736.09752,99989127959.32402,99999380108.4213,99999994918.79602,99913508522.09386,,,,,,,,,99080784154.77223,98899821214.20764,76824829954.0,100000000000,70,0.00081019,97,19191168.53791515,,210962.89441926,,36684.69304155233,,1.0830989175340768,,
148,2019-06-01,52,234,824,840,131,719,834,73,456,937,858,856,852,834,456,840,719,846,824,234,,,,,,,,,1614334999.0,,,,0.0,0,,0.995848119938,7701.63055529,,,,,,7.939530999999999e-06,100000000000,100000000000.0,635791356.8992035,100000000000.0,100000000000.0,22104920595.02192,100000000000,100000000000,100000000000,1742508231.8066127,23399587235.626354,100000000000,100.0,99912484539.62245,99999994907.97127,99999999969.21709,99584811993.83102,99999390046.871,99999999725.27272,97790939761.58858,99989313576.22093,99999999999.99802,99999999999.99223,99999999999.75783,99999999995.30109,99999999969.21709,99999999725.27272,99989313576.22093,99999390046.871,99999994907.97127,99912484539.62245,,,,,,,,,99077373016.1829,98896410075.61832,76824829954.0,100000000000,147,0.00170139,211,12984263.433847487,,80270.72996029,,19778.0,,1.0832682887742928,,
